Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
BDI;Burundi;SSP4_BDI;8.382;11.015;13.505;15.808;18.099;20.078;21.618;22.878;23.673;23.982;10.999;17.027;25.117;34.941;45.631;56.107;65.511;73.416;79.772;84.734;0.92193618;1.87552405;3.39205085;5.52347328;8.25875469;11.2651635;14.162168;16.7961125;18.8844256;20.3209079;2.03433176;1.8085883;1.62835804;1.4952104;1.36402689;1.25716489;1.18598455;1.12433312;1.07606704;BDI
BEL;Belgium;SSP4_BEL;10.712;11.176;11.473;11.654;11.671;11.514;11.193;10.733;10.127;9.368;97.411;97.677;97.917;98.132;98.325;98.499;98.655;98.795;98.92;99.033;10.4346663;10.9163815;11.2340174;11.4363033;11.4755107;11.3411749;11.0424541;10.6036674;10.0176284;9.27741144;1.04616489;1.02909718;1.01800655;1.00342833;0.98829369;0.973660515;0.960263652;0.944732428;0.926108563;BEL
BEN;Benin;SSP4_BEN;8.85;11.678;14.821;17.977;21.015;23.8;26.218;28.263;29.858;31.062;42.044;52.027;60.923;68.409;74.508;79.401;83.304;86.419;88.913;90.919;3.720894;6.07571306;9.02939783;12.2978859;15.6578562;18.897438;21.8406427;24.424602;26.5476435;28.2412598;1.63286378;1.48614619;1.36198295;1.27321527;1.20689817;1.15574623;1.11830967;1.08692226;1.06379535;BEN
BFA;Burkina Faso;SSP4_BFA;16.469;22.162;29.254;37.314;45.887;54.358;62.426;70.056;77.105;83.493;25.689;38.644;51.998;63.765;73.137;80.213;85.433;89.256;92.055;94.11;4.23072141;8.56428328;15.2114949;23.7932721;33.5603752;43.6021825;53.3324046;62.5291834;70.9790078;78.5752623;2.02430802;1.77615504;1.56416396;1.41049852;1.29921618;1.22315906;1.17244261;1.13513409;1.10702114;BFA
BGD;Bangladesh;SSP4_BGD;148.692;163.885;174.36;178.799;177.054;169.807;158.655;144.943;130.215;115.847;28.067;38.149;48.543;58.261;66.706;73.697;79.319;83.769;87.263;89.999;41.7333836;62.5204886;84.6395748;104.170085;118.105641;125.142665;125.843559;121.417302;113.629515;104.261142;1.49809297;1.3537894;1.23074916;1.13377695;1.05958245;1.00560077;0.9648273;0.935859337;0.917553341;BGD
BGR;Bulgaria;SSP4_BGR;7.494;7.035;6.639;6.286;5.946;5.59;5.171;4.714;4.255;3.798;71.458;79.108;83.842;86.983;89.194;90.824;92.069;93.049;93.838;94.487;5.35506252;5.5652478;5.56627038;5.46775138;5.30347524;5.0770616;4.76088799;4.38632986;3.9928069;3.58861626;1.03924983;1.00018374;0.982300716;0.969955448;0.957308438;0.937725079;0.921325994;0.91028423;0.898770301;BGR
BHR;Bahrain;SSP4_BHR;1.262;1.87;2.306;2.698;3.023;3.242;3.335;3.315;3.208;3.021;88.614;91.709;93.579;94.824;95.71;96.37;96.881;97.287;97.616;97.889;1.11830868;1.7149583;2.15793174;2.55835152;2.8933133;3.1243154;3.23098135;3.22506405;3.13152128;2.95722669;1.53352856;1.25829983;1.1855572;1.13092876;1.07983999;1.03414058;0.998168575;0.970995066;0.944341879;BHR
BHS;Bahamas;SSP4_BHS;0.343;0.384;0.415;0.435;0.443;0.441;0.427;0.403;0.372;0.339;84.099;88.311;90.695;92.218;93.271;94.04;94.625;95.085;95.455;95.759;0.28845957;0.33911424;0.37638425;0.4011483;0.41319053;0.4147164;0.40404875;0.38319255;0.3550926;0.32462301;1.17560405;1.109904;1.0657946;1.0300194;1.0036929;0.974277241;0.948381971;0.926668851;0.914192551;BHS
BIH;Bosnia and Herzegovina;SSP4_BIH;3.76;3.699;3.566;3.371;3.117;2.828;2.513;2.19;1.89;1.629;48.621;57.792;65.912;72.775;78.402;82.931;86.536;89.389;91.639;93.412;1.8281496;2.13772608;2.35042192;2.45324525;2.44379034;2.34528868;2.17464968;1.9576191;1.7319771;1.52168148;1.1693387;1.0994963;1.04374675;0.996145958;0.959693081;0.927241793;0.900199751;0.884736515;0.8785806;BIH
BLR;Belarus;SSP4_BLR;9.595;9.199;8.718;8.209;7.641;7.015;6.355;5.682;5.044;4.464;74.695;81.959;86.088;88.701;90.487;91.78;92.756;93.518;94.128;94.628;7.16698525;7.53940841;7.50515184;7.28146509;6.91411167;6.438367;5.8946438;5.31369276;4.74781632;4.22419392;1.05196371;0.995456332;0.970195573;0.949549518;0.931192221;0.915549517;0.90144425;0.893505992;0.889713004;BLR
BLZ;Belize;SSP4_BLZ;0.312;0.372;0.426;0.473;0.516;0.556;0.594;0.637;0.685;0.741;52.249;60.892;68.256;74.326;79.243;83.195;86.365;88.909;90.957;92.61;0.16301688;0.22651824;0.29077056;0.35156198;0.40889388;0.4625642;0.5130081;0.56635033;0.62305545;0.6862401;1.38953856;1.28365186;1.20907007;1.16307765;1.13125733;1.10905275;1.10397931;1.10012375;1.10141096;BLZ
BOL;Bolivia;SSP4_BOL;9.93;11.669;13.603;15.454;17.24;18.864;20.402;21.934;23.525;25.181;66.545;72.855;77.86;81.826;84.983;87.514;89.561;91.229;92.6;93.733;6.6079185;8.50144995;10.5912958;12.64539;14.6510692;16.508641;18.2722352;20.0101689;21.78415;23.6029067;1.2865549;1.24582228;1.19394173;1.15860951;1.12678745;1.10682856;1.09511336;1.08865398;1.08348991;BOL
BRA;Brazil;SSP4_BRA;194.946;209.12;217.314;219.05;214.595;204.524;190.044;172.505;153.654;135.051;86.529;88.709;90.218;91.32;92.157;92.811;93.336;93.766;94.123;94.423;168.684824;185.508261;196.056345;200.03646;197.764314;189.82077;177.379468;161.751038;144.623754;127.519206;1.09973296;1.05686045;1.02030088;0.988641341;0.959833277;0.934457637;0.91189268;0.894113299;0.88173071;BRA
BRB;Barbados;SSP4_BRB;0.273;0.276;0.275;0.265;0.249;0.229;0.208;0.185;0.163;0.143;44.469;51.166;56.862;61.602;65.513;68.739;71.413;73.644;75.521;77.113;0.12140037;0.14121816;0.1563705;0.1632453;0.16312737;0.15741231;0.14853904;0.1362414;0.12309923;0.11027159;1.16324324;1.10729739;1.04396481;0.99927759;0.964965658;0.943630393;0.917209375;0.903537618;0.895794312;BRB
BRN;Brunei;SSP4_BRN;0.399;0.455;0.496;0.525;0.542;0.545;0.533;0.508;0.474;0.436;75.654;79.764;83.149;85.936;88.235;90.135;91.711;93.022;94.115;95.03;0.30185946;0.3629262;0.41241904;0.451164;0.4782337;0.49123575;0.48881963;0.47255176;0.4461051;0.4143308;1.20230189;1.13637164;1.09394561;1.05999969;1.02718765;0.995081547;0.966720097;0.944034364;0.928773959;BRN
BTN;Bhutan;SSP4_BTN;0.726;0.858;0.971;1.063;1.13;1.163;1.154;1.104;1.028;0.939;34.707;47.428;58.807;68.008;75.096;80.473;84.558;87.687;90.108;92.003;0.25197282;0.40693224;0.57101597;0.72292504;0.8485848;0.93590099;0.97579932;0.96806448;0.92631024;0.86390817;1.61498466;1.40322126;1.26603296;1.17382129;1.10289625;1.04263093;0.992073329;0.956868328;0.932633725;BTN
BWA;Botswana;SSP4_BWA;2.007;2.181;2.264;2.282;2.254;2.201;2.108;1.971;1.805;1.619;61.134;68.752;75.387;80.937;85.434;88.987;91.74;93.843;95.432;96.622;1.22695938;1.49948112;1.70676168;1.84698234;1.92568236;1.95860387;1.9338792;1.84964553;1.7225476;1.56431018;1.22211146;1.13823486;1.08215597;1.04261006;1.01709602;0.987376381;0.956443158;0.93128525;0.908137563;BWA
CAF;Central African Republic;SSP4_CAF;4.401;5.332;6.326;7.242;8.085;8.791;9.347;9.779;10.108;10.321;38.943;47.775;56.18;63.747;70.288;75.789;80.336;84.054;87.077;89.528;1.71388143;2.547363;3.5539468;4.61655774;5.6827848;6.66261099;7.50900592;8.21964066;8.80174316;9.24018488;1.48631227;1.39514737;1.29899461;1.23095716;1.17242008;1.12703652;1.09463766;1.07081849;1.04981306;CAF
CAN;Canada;SSP4_CAN;34.017;37.495;40.487;42.81;44.608;45.892;46.416;45.975;44.476;41.89;80.582;83.853;86.587;88.864;90.758;92.329;93.633;94.715;95.613;96.357;27.4115789;31.4406823;35.0564787;38.0426784;40.4853286;42.3716247;43.4606933;43.5452213;42.5248379;40.3639473;1.14698546;1.11500375;1.08518253;1.06420816;1.04659209;1.02570278;1.00194493;0.976567271;0.949185213;CAN
CHE;Switzerland;SSP4_CHE;7.664;8.058;8.368;8.594;8.712;8.702;8.539;8.262;7.855;7.298;73.623;77.429;80.686;83.463;85.829;87.845;89.562;91.028;92.281;93.352;5.64246672;6.23922882;6.75180448;7.17281022;7.47742248;7.6442719;7.64769918;7.52073336;7.24867255;6.81282896;1.10576263;1.08215369;1.06235455;1.04246763;1.02231376;1.00044835;0.983398168;0.963825229;0.939872634;CHE
CHL;Chile;SSP4_CHL;17.114;18.45;19.268;19.52;19.244;18.526;17.475;16.172;14.683;13.127;89.004;91.349;93.232;94.729;95.909;96.834;97.555;98.115;98.549;98.884;15.2321446;16.8538905;17.9639418;18.4911008;18.456728;17.9394668;17.0477363;15.8671578;14.4699497;12.9805027;1.10646865;1.06586321;1.0293454;0.998141114;0.971974387;0.950292247;0.930748668;0.91194339;0.897066194;CHL
CHN;China;SSP4_CHN;1341.335;1368.806;1349.997;1285.917;1183.481;1055.855;920.286;787;662.069;555.116;46.955;58.592;68.014;75.258;80.733;84.872;88.026;90.454;92.342;93.825;629.823849;802.010812;918.18696;967.755416;955.459716;896.125256;810.090954;711.87298;611.367756;520.837587;1.27338908;1.14485609;1.05398515;0.98729462;0.937899569;0.903992996;0.878756856;0.85881579;0.851921911;CHN
CIV;Côte dIvoire;SSP4_CIV;19.738;23.955;28.585;33.039;37.295;41.016;44.362;47.528;50.482;53.227;50.561;59.41;67.187;73.741;79.116;83.449;86.907;89.651;91.823;93.538;9.97973018;14.2316655;19.205404;24.363289;29.5063122;34.2274418;38.5536833;42.6093273;46.3540869;49.7874713;1.42605714;1.34948393;1.26856426;1.21109725;1.16000406;1.12639687;1.10519472;1.08788591;1.07406864;CIV
CMR;Cameroon;SSP4_CMR;19.599;24.193;28.885;33.339;37.374;40.782;43.623;45.992;47.944;49.56;58.397;66.034;73.152;79.424;84.664;88.836;92.026;94.387;96.091;97.299;11.445228;15.9756056;21.1299552;26.4791674;31.6423234;36.2290975;40.144502;43.410469;46.069869;48.2213844;1.39583113;1.32263876;1.25315776;1.19498936;1.14495693;1.10807347;1.08135528;1.06126172;1.04670114;CMR
COD;Democratic Republic of the Congo;SSP4_COD;65.966;88.056;113.113;138.015;161.845;182.783;200.541;215.365;227.148;235.976;35.218;45.31;54.944;63.472;70.646;76.5;81.201;84.948;87.929;90.301;23.2319059;39.8981736;62.1488067;87.6008808;114.337019;139.828995;162.841297;182.94826;199.728965;213.088688;1.71738702;1.55768551;1.4095344;1.30520398;1.22295471;1.16457461;1.12347582;1.09172377;1.06688926;COD
COG;Republic of Congo;SSP4_COG;4.043;5.178;6.404;7.62;8.796;9.902;10.886;11.74;12.434;12.964;62.119;69.984;75.916;80.401;83.838;86.515;88.634;90.337;91.725;92.869;2.51147117;3.62377152;4.86166064;6.1265562;7.37439048;8.5667153;9.64869724;10.6055638;11.4050865;12.0395372;1.44288796;1.34160242;1.26017767;1.2036763;1.16168452;1.12630068;1.09917054;1.0753871;1.05562875;COG
COL;Colombia;SSP4_COL;46.295;51.852;55.96;58.486;59.318;58.628;56.698;53.712;49.97;45.843;75.071;82.336;86.466;89.079;90.867;92.161;93.138;93.901;94.513;95.013;34.7541194;42.6928627;48.3863736;52.0987439;53.9004871;54.0321511;52.8073832;50.4361051;47.2281461;43.5568096;1.22842596;1.13335978;1.07672347;1.03458324;1.00244272;0.97733261;0.955095709;0.936395584;0.922263802;COL
COM;Comoros;SSP4_COM;0.735;0.934;1.157;1.389;1.613;1.821;2.023;2.213;2.393;2.566;28.19;39.795;51.528;62.043;70.729;77.574;82.844;86.864;89.922;92.251;0.2071965;0.3716853;0.59617896;0.86177727;1.14085877;1.41262254;1.67593412;1.92230032;2.15183346;2.36716066;1.79387827;1.60398854;1.44550098;1.32384412;1.23820983;1.18639911;1.14700232;1.11940545;1.10006685;COM
CPV;Cape Verde;SSP4_CPV;0.496;0.527;0.54;0.538;0.521;0.492;0.461;0.427;0.393;0.362;61.089;69.48;75.527;79.939;83.236;85.76;87.739;89.323;90.613;91.681;0.30300144;0.3661596;0.4078458;0.43007182;0.43365956;0.4219392;0.40447679;0.38140921;0.35610909;0.33188522;1.20844178;1.11384708;1.05449614;1.00834219;0.972973362;0.958613919;0.942969336;0.93366673;0.931976266;CPV
CRI;Costa Rica;SSP4_CRI;4.659;5.301;5.804;6.158;6.35;6.387;6.251;5.947;5.525;5.048;64.417;72.758;78.539;82.649;85.664;87.944;89.715;91.122;92.261;93.198;3.00118803;3.85690158;4.55840356;5.08952542;5.439664;5.61698328;5.60808465;5.41902534;5.09742025;4.70463504;1.28512494;1.18188226;1.11651488;1.06879592;1.03259747;0.998415763;0.966288078;0.940652595;0.922944315;CRI
CUB;Cuba;SSP4_CUB;11.258;11.038;10.536;9.764;8.76;7.585;6.425;5.426;4.567;3.824;75.225;82.522;86.598;89.152;90.887;92.138;93.08;93.814;94.401;94.881;8.4688305;9.10877836;9.12396528;8.70480128;7.9617012;6.9886673;5.98039;5.09034764;4.31129367;3.62824944;1.07556508;1.00166728;0.95405901;0.914633309;0.87778568;0.855726814;0.851173191;0.846954663;0.841568614;CUB
CYP;Cyprus;SSP4_CYP;1.104;1.239;1.348;1.428;1.486;1.51;1.483;1.406;1.299;1.179;70.32;74.171;77.331;79.944;82.125;83.963;85.525;86.865;88.025;89.034;0.7763328;0.91897869;1.04242188;1.14160032;1.2203775;1.2678413;1.26833575;1.2213219;1.14344475;1.04971086;1.18374322;1.1343265;1.09514232;1.06900592;1.03889272;1.00038999;0.962932646;0.936235361;0.918024994;CYP
CZE;Czech Republic;SSP4_CZE;10.493;10.904;11.075;11.078;11.047;10.871;10.408;9.777;9.117;8.426;73.541;77.35;80.606;83.382;85.747;87.761;89.478;90.944;92.197;93.27;7.71665713;8.434244;8.9271145;9.23705796;9.47247109;9.54049831;9.31287024;8.89159488;8.40560049;7.8589302;1.09299193;1.05843683;1.03471933;1.02548573;1.00718157;0.976140862;0.954764176;0.94534227;0.934963565;CZE
DEU;Germany;SSP4_DEU;82.302;81.489;79.954;77.78;74.839;71.088;66.91;62.436;57.443;52.029;73.849;77.648;80.905;83.686;86.057;88.076;89.795;91.26;92.51;93.576;60.779204;63.2745787;64.6867837;65.0909708;64.4041982;62.6114669;60.0818345;56.9790936;53.1405193;48.686657;1.04105639;1.02231868;1.00624837;0.989449035;0.972164371;0.959597938;0.948358087;0.932631882;0.916187077;DEU
DJI;Djibouti;SSP4_DJI;0.889;1.048;1.205;1.337;1.454;1.547;1.612;1.665;1.708;1.741;76.234;83.491;88.882;92.681;95.257;96.959;98.064;98.773;99.225;99.511;0.67772026;0.87498568;1.0710281;1.23914497;1.38503678;1.49995573;1.58079168;1.64457045;1.694763;1.73248651;1.29107204;1.22405215;1.15696775;1.11773587;1.08297177;1.05389222;1.04034609;1.03052016;1.02225887;DJI
DNK;Denmark;SSP4_DNK;5.55;5.761;5.919;6.01;6.037;6.012;5.92;5.757;5.517;5.212;86.866;88.9;90.231;91.16;91.837;92.349;92.745;93.059;93.31;93.514;4.821063;5.121529;5.34077289;5.478716;5.54419969;5.55202188;5.490504;5.35740663;5.1479127;4.87394968;1.0623236;1.04280829;1.0258283;1.01195238;1.00141088;0.988919734;0.975758624;0.960896392;0.946781728;DNK
DOM;Dominican Republic;SSP4_DOM;9.927;10.965;11.665;12.008;12.005;11.7;11.186;10.511;9.723;8.871;69.181;75.455;80.126;83.658;86.38;88.518;90.226;91.612;92.752;93.699;6.86759787;8.27364075;9.3466979;10.0456526;10.369919;10.356606;10.0926804;9.62933732;9.01827696;8.31203829;1.20473576;1.12969588;1.07478093;1.03227927;0.998716191;0.974516203;0.954091181;0.936541806;0.92168807;DOM
DZA;Algeria;SSP4_DZA;35.468;40.143;43.357;45.286;46.018;45.166;43.046;40.283;37.353;34.402;66.497;73.371;78.478;82.323;85.272;87.579;89.415;90.9;92.119;93.132;23.585156;29.4533205;34.0257065;37.2807938;39.240469;39.5559311;38.4895809;36.617247;34.4092101;32.0392706;1.24880754;1.15524178;1.09566553;1.05256528;1.00803921;0.973041963;0.951354786;0.939699537;0.931124852;DZA
ECU;Ecuador;SSP4_ECU;14.465;16.306;17.689;18.571;18.922;18.785;18.265;17.429;16.367;15.165;66.947;73.932;79.037;82.832;85.716;87.957;89.732;91.163;92.335;93.306;9.68388355;12.0553519;13.9808549;15.3827307;16.2191815;16.5227224;16.3895498;15.8887993;15.1124694;14.1498549;1.24488815;1.15972184;1.10027111;1.05437596;1.01871494;0.99194003;0.969446962;0.951139806;0.936303292;ECU
EGY;Egypt;SSP4_EGY;81.121;93.393;102.471;108.959;112.407;112.785;110.324;105.23;98.512;90.865;43.402;52.908;61.366;68.518;74.39;79.143;82.969;86.048;88.533;90.547;35.2081364;49.4123684;62.8823539;74.6565276;83.6195673;89.2614325;91.5347196;90.5483104;87.215629;82.2755315;1.40343607;1.27260352;1.1872413;1.12005701;1.06747063;1.02546774;0.989223661;0.963194438;0.943357659;EGY
ERI;Eritrea;SSP4_ERI;5.254;6.893;8.665;10.523;12.333;14.031;15.611;16.994;18.161;19.103;21.577;30.491;40.222;49.762;58.366;65.705;71.768;76.701;80.693;83.929;1.13365558;2.10174463;3.4852363;5.23645526;7.19827878;9.21906855;11.2037025;13.0345679;14.6546557;16.0329569;1.85395341;1.65825869;1.50246778;1.37464724;1.28073236;1.21527489;1.16341611;1.12429164;1.0940521;ERI
ESP;Spain;SSP4_ESP;46.077;48.518;49.509;50.35;50.551;49.626;47.718;45.299;42.633;39.51;77.396;80.675;83.574;86.109;88.305;90.191;91.8;93.163;94.313;95.279;35.6617549;39.1418965;41.3766517;43.3558815;44.6390606;44.7581857;43.805124;42.2019074;40.2084613;37.6447329;1.0975875;1.05709369;1.04783446;1.02959642;1.00266863;0.978706428;0.963401162;0.952764076;0.936239082;ESP
EST;Estonia;SSP4_EST;1.341;1.317;1.274;1.23;1.187;1.136;1.076;1.011;0.944;0.877;69.487;72.868;75.869;78.525;80.873;82.948;84.782;86.404;87.84;89.113;0.93182067;0.95967156;0.96657106;0.9658575;0.95996251;0.94228928;0.91225432;0.87354444;0.8292096;0.78152101;1.02988868;1.00718944;0.999261761;0.993896626;0.981589666;0.968125542;0.957566789;0.949247184;0.9424891;EST
ETH;Ethiopia;SSP4_ETH;82.95;104.76;130.814;156.939;183.966;210.183;233.209;254.239;272.849;288.981;16.661;24.273;33.627;44.045;54.554;64.252;72.579;79.353;84.657;88.703;13.8202995;25.4283948;43.9888238;69.1237826;100.360812;135.046781;169.26076;201.746274;230.985778;256.334816;1.83993081;1.72990958;1.5713942;1.45189988;1.34561268;1.25334909;1.19192584;1.14493207;1.10974285;ETH
FIN;Finland;SSP4_FIN;5.365;5.571;5.686;5.709;5.678;5.616;5.509;5.338;5.1;4.794;85.09;87.282;89.127;90.684;92.002;93.121;94.075;94.889;95.586;96.183;4.5650785;4.86248022;5.06776122;5.17714956;5.22387356;5.22967536;5.18259175;5.06517482;4.874886;4.61101302;1.06514712;1.04221734;1.02158514;1.00902504;1.00111063;0.990996839;0.977343975;0.962431934;0.945870943;FIN
FJI;Fiji;SSP4_FJI;0.861;0.897;0.895;0.866;0.818;0.759;0.699;0.642;0.587;0.536;51.861;60.5;67.884;73.989;78.945;82.935;86.14;88.716;90.792;92.469;0.44652321;0.542685;0.6075618;0.64074474;0.6457701;0.62947665;0.6021186;0.56955672;0.53294904;0.49563384;1.21535676;1.1195478;1.05461657;1.007843;0.974768962;0.95653842;0.945921152;0.935726015;0.92998355;FJI
FRA;France;SSP4_FRA;62.787;66.145;68.775;70.732;71.65;71.671;70.997;69.625;67.238;63.735;85.251;87.483;89.259;90.695;91.876;92.859;93.686;94.39;94.994;95.516;53.5265454;57.8656303;61.3878773;64.1503874;65.829154;66.5529739;66.5142494;65.7190375;63.8720657;60.8771226;1.08106417;1.06086941;1.04500091;1.02616924;1.01099543;0.999418141;0.988044488;0.97189594;0.953110282;FRA
FSM;Micronesia;SSP4_FSM;0.111;0.116;0.121;0.122;0.122;0.121;0.12;0.121;0.125;0.131;22.663;31.42;40.624;49.362;57.072;63.577;68.94;73.329;76.922;79.881;0.02515593;0.0364472;0.04915504;0.06022164;0.06962784;0.07692817;0.082728;0.08872809;0.0961525;0.10464411;1.44885123;1.34866437;1.22513663;1.15619302;1.10484786;1.0753928;1.07252792;1.08367598;1.08831398;FSM
GAB;Gabon;SSP4_GAB;1.505;1.785;2.053;2.28;2.488;2.662;2.812;2.939;3.051;3.149;86.028;88.757;90.041;90.741;91.152;91.406;91.566;91.669;91.736;91.779;1.2947214;1.58431245;1.84854173;2.0688948;2.26786176;2.43322772;2.57483592;2.69415191;2.79886536;2.89012071;1.22367055;1.16677852;1.11920373;1.09617065;1.07291713;1.05819768;1.04633926;1.03886694;1.03260441;GAB
GBR;United Kingdom;SSP4_GBR;62.036;65.682;68.252;69.988;71.04;71.159;70.336;68.802;66.425;63.353;79.638;83.407;86.078;88.051;89.56;90.748;91.705;92.491;93.148;93.704;49.4042297;54.7833857;58.7499566;61.6251339;63.623424;64.5753693;64.5016288;63.6356578;61.873559;59.3642951;1.10888048;1.07240463;1.04893922;1.03242654;1.01496218;0.99885807;0.986574432;0.972309569;0.959445296;GBR
GEO;Georgia;SSP4_GEO;4.352;4.096;3.749;3.389;3.003;2.626;2.292;1.996;1.743;1.539;52.747;60.76;68.09;74.508;79.931;84.384;87.96;90.782;92.981;94.678;2.29554944;2.4887296;2.5526941;2.52507612;2.40032793;2.21592384;2.0160432;1.81200872;1.62065883;1.45709442;1.08415421;1.02570167;0.98918085;0.950596266;0.92317546;0.909798055;0.898794589;0.894399024;0.899075359;GEO
