Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
BEL;Belgium;SSP5_BEL;10.712;11.515;12.559;13.677;14.896;16.2;17.415;18.44;19.266;19.831;97.411;97.677;97.917;98.132;98.325;98.499;98.655;98.795;98.92;99.033;10.4346663;11.2475066;12.297396;13.4215136;14.646492;15.956838;17.1807682;18.217798;19.0579272;19.6392342;1.07789806;1.0933442;1.09141103;1.09126976;1.08946484;1.07670256;1.06035992;1.04611585;1.03050211;BEL
BEN;Benin;SSP5_BEN;8.85;11.282;13.623;15.726;17.413;18.621;19.366;19.612;19.373;18.71;42.044;52.027;60.923;68.409;74.508;79.401;83.304;86.419;88.913;90.919;3.720894;5.86968614;8.29954029;10.7579993;12.974078;14.7852602;16.1326526;16.9484943;17.2251155;17.0109449;1.57749351;1.41396662;1.29621629;1.20599357;1.13960007;1.09113079;1.05057083;1.01632129;0.987566377;BEN
BFA;Burkina Faso;SSP5_BFA;16.469;20.764;24.811;28.484;31.293;33.108;34.217;34.727;34.724;34.266;25.689;38.644;51.998;63.765;73.137;80.213;85.433;89.256;92.055;94.11;4.23072141;8.02404016;12.9012238;18.1628226;22.8867614;26.55692;29.2326096;30.9959311;31.9651782;32.2477326;1.89661275;1.60782144;1.40783719;1.26008836;1.16036164;1.10075301;1.06032036;1.03127014;1.00883944;BFA
BGD;Bangladesh;SSP5_BGD;148.692;162.575;170.957;173.744;171.098;163.88;153.935;142.198;129.35;116.176;28.067;38.149;48.543;58.261;66.706;73.697;79.319;83.769;87.263;89.999;41.7333836;62.0207367;82.9876565;101.224992;114.132632;120.774644;122.099703;119.117843;112.87469;104.557238;1.4861181;1.33806306;1.21975961;1.12751436;1.05819555;1.01097133;0.975578482;0.947588439;0.926312513;BGD
BGR;Bulgaria;SSP5_BGR;7.494;7.056;6.755;6.541;6.334;6.086;5.743;5.305;4.8;4.22;71.458;79.108;83.842;86.983;89.194;90.824;92.069;93.049;93.838;94.487;5.35506252;5.58186048;5.6635271;5.68955803;5.64954796;5.52754864;5.28752267;4.93624945;4.504224;3.9873514;1.04235207;1.01463072;1.00459624;0.992967807;0.978405472;0.956576416;0.933565633;0.912479008;0.885247137;BGR
BHR;Bahrain;SSP5_BHR;1.262;1.956;2.524;3.052;3.472;3.747;3.873;3.839;3.675;3.393;88.614;91.709;93.579;94.824;95.71;96.37;96.881;97.287;97.616;97.889;1.11830868;1.79382804;2.36193396;2.89402848;3.3230512;3.6109839;3.75220113;3.73484793;3.587388;3.32137377;1.60405447;1.31670032;1.22527917;1.14824413;1.08664709;1.03910769;0.995375195;0.960517822;0.925847377;BHR
BHS;Bahamas;SSP5_BHS;0.343;0.387;0.424;0.454;0.472;0.477;0.469;0.448;0.416;0.373;84.099;88.311;90.695;92.218;93.271;94.04;94.625;95.085;95.455;95.759;0.28845957;0.34176357;0.3845468;0.41866972;0.44023912;0.4485708;0.44379125;0.4259808;0.3970928;0.35718107;1.18478846;1.12518371;1.08873542;1.05151889;1.01892535;0.989344937;0.959867505;0.932184737;0.89949017;BHS
BIH;Bosnia and Herzegovina;SSP5_BIH;3.76;3.711;3.609;3.465;3.271;3.03;2.755;2.457;2.131;1.8;48.621;57.792;65.912;72.775;78.402;82.931;86.536;89.389;91.639;93.412;1.8281496;2.14466112;2.37876408;2.52165375;2.56452942;2.5128093;2.3840668;2.19628773;1.95282709;1.681416;1.17313218;1.10915615;1.06006887;1.017003;0.979832511;0.948765511;0.921235819;0.889149023;0.861016323;BIH
BLR;Belarus;SSP5_BLR;9.595;9.222;8.815;8.433;7.999;7.494;6.932;6.312;5.66;4.976;74.695;81.959;86.088;88.701;90.487;91.78;92.756;93.518;94.128;94.628;7.16698525;7.55825898;7.5886572;7.48015533;7.23805513;6.8779932;6.42984592;5.90285616;5.3276448;4.70868928;1.05459391;1.00402185;0.985702099;0.967634335;0.950254326;0.934843309;0.918040064;0.902553722;0.883821924;BLR
BLZ;Belize;SSP5_BLZ;0.312;0.353;0.365;0.363;0.348;0.325;0.3;0.276;0.252;0.228;52.249;60.892;68.256;74.326;79.243;83.195;86.365;88.909;90.957;92.61;0.16301688;0.21494876;0.2491344;0.26980338;0.27576564;0.27038375;0.259095;0.24538884;0.22921164;0.2111508;1.3185675;1.15904088;1.08296317;1.02209854;0.980483827;0.958249155;0.947099867;0.934075242;0.921204525;BLZ
BOL;Bolivia;SSP5_BOL;9.93;10.965;11.474;11.599;11.358;10.842;10.224;9.559;8.858;8.165;66.545;72.855;77.86;81.826;84.983;87.514;89.561;91.229;92.6;93.733;6.6079185;7.98855075;8.9336564;9.49099774;9.65236914;9.48826788;9.15671664;8.72058011;8.202508;7.65329945;1.20893603;1.11830752;1.0623867;1.01700257;0.982998862;0.965056716;0.952369769;0.940592013;0.933043826;BOL
BRA;Brazil;SSP5_BRA;194.946;207.991;215.02;216.625;213.077;204.589;192.205;177.009;159.272;139.102;86.529;88.709;90.218;91.32;92.157;92.811;93.336;93.766;94.123;94.423;168.684824;184.506736;193.986744;197.82195;196.365371;189.881097;179.396459;165.974259;149.911585;131.344281;1.0937957;1.05138028;1.01977046;0.992636919;0.966978525;0.94478314;0.925181356;0.903221894;0.876144975;BRA
BRB;Barbados;SSP5_BRB;0.273;0.277;0.277;0.271;0.259;0.242;0.223;0.201;0.176;0.15;44.469;54.389;62.86;69.761;75.267;79.638;83.117;85.908;88.164;90.004;0.12140037;0.15065753;0.1741222;0.18905231;0.19494153;0.19272396;0.18535091;0.17267508;0.15516864;0.135006;1.24099729;1.15574841;1.08574501;1.03115127;0.988624435;0.961742951;0.93161172;0.898616291;0.870059827;BRB
BRN;Brunei;SSP5_BRN;0.399;0.457;0.503;0.537;0.56;0.568;0.561;0.537;0.498;0.445;75.654;82.867;88.216;92.025;94.662;96.454;97.656;98.456;98.985;99.333;0.30185946;0.37870219;0.44372648;0.49417425;0.5301072;0.54785872;0.54785016;0.52870872;0.4929453;0.44203185;1.25456459;1.17170297;1.11369114;1.07271312;1.03348666;0.999984376;0.965060812;0.932357045;0.896715822;BRN
BTN;Bhutan;SSP5_BTN;0.726;0.866;0.998;1.109;1.194;1.243;1.246;1.205;1.13;1.034;34.707;47.428;58.807;68.008;75.096;80.473;84.558;87.687;90.108;92.003;0.25197282;0.41072648;0.58689386;0.75420872;0.89664624;1.00027939;1.05359268;1.05662835;1.0182204;0.95131102;1.6300428;1.42891654;1.28508538;1.1888569;1.11557864;1.0532984;1.00288126;0.963650464;0.93428792;BTN
BWA;Botswana;SSP5_BWA;2.007;2.233;2.42;2.573;2.698;2.769;2.756;2.667;2.517;2.321;61.134;68.752;75.387;80.937;85.434;88.987;91.74;93.843;95.432;96.622;1.22695938;1.53523216;1.8243654;2.08250901;2.30500932;2.46405003;2.5283544;2.50279281;2.40202344;2.24259662;1.25124938;1.18833193;1.14149776;1.10684242;1.06899786;1.02609702;0.989890029;0.959737231;0.933628116;BWA
CAF;Central African Republic;SSP5_CAF;4.401;5.14;5.812;6.336;6.665;6.819;6.813;6.653;6.367;5.988;38.943;47.775;56.18;63.747;70.288;75.789;80.336;84.054;87.077;89.528;1.71388143;2.455635;3.2651816;4.03900992;4.6846952;5.16805191;5.47329168;5.59211262;5.54419259;5.36093664;1.43279165;1.32966895;1.23699396;1.15986227;1.10317784;1.05906283;1.02170923;0.991430782;0.966946323;CAF
CAN;Canada;SSP5_CAN;34.017;38.876;45.107;51.576;58.817;66.597;73.927;80.335;85.101;88.101;80.582;83.853;86.587;88.864;90.758;92.329;93.633;94.715;95.613;96.357;27.4115789;32.5986923;39.0567981;45.8324966;53.3811329;61.4883441;69.2200679;76.0892952;81.3676191;84.8914806;1.18923074;1.19810935;1.17348321;1.16470052;1.1518741;1.12574292;1.09923751;1.06937012;1.04330791;CAN
CHE;Switzerland;SSP5_CHE;7.664;8.264;9.05;9.903;10.828;11.771;12.512;13.033;13.337;13.468;73.623;80.871;85.041;87.696;89.517;90.836;91.832;92.609;93.231;93.739;5.64246672;6.68317944;7.6962105;8.68453488;9.69290076;10.6923056;11.4900198;12.069731;12.4342185;12.6247685;1.18444286;1.15157921;1.12841702;1.11611052;1.10310688;1.07460639;1.05045345;1.03019848;1.01532465;CHE
CHL;Chile;SSP5_CHL;17.114;18.409;19.224;19.571;19.444;18.899;18.015;16.728;15.072;13.067;89.004;91.349;93.232;94.729;95.909;96.834;97.555;98.115;98.549;98.884;15.2321446;16.8164374;17.9229197;18.5394126;18.648546;18.3006577;17.5745333;16.4126772;14.8533053;12.9211723;1.10400984;1.06579766;1.0343969;1.00588656;0.981345017;0.960322496;0.933889792;0.904989789;0.869918987;CHL
CHN;China;SSP5_CHN;1341.335;1370.95;1359.188;1308.693;1224.522;1117.585;999.737;880.994;762.385;644.558;46.955;58.592;68.014;75.258;80.733;84.872;88.026;90.454;92.342;93.825;629.823849;803.267024;924.438126;984.896178;988.593346;948.516741;880.028492;796.894313;704.001557;604.756544;1.27538363;1.15084785;1.06539978;1.00375387;0.95946098;0.927794369;0.905532401;0.883431523;0.859027282;CHN
CIV;Côte dIvoire;SSP5_CIV;19.738;22.28;23.855;24.703;24.76;24.221;23.468;22.537;21.445;20.237;50.561;59.41;67.187;73.741;79.116;83.449;86.907;89.651;91.823;93.538;9.97973018;13.236548;16.0274588;18.2162392;19.5891216;20.2121823;20.3953348;20.2046459;19.6914423;18.9292851;1.32634327;1.21084884;1.1365644;1.07536585;1.03180646;1.00906149;0.990650367;0.974599727;0.961294999;CIV
CMR;Cameroon;SSP5_CMR;19.599;23.136;26.126;28.536;30.139;30.989;31.17;30.67;29.57;27.977;58.397;66.034;73.152;79.424;84.664;88.836;92.026;94.387;96.091;97.299;11.445228;15.2776262;19.1116915;22.6644326;25.516883;27.529388;28.6845042;28.9484929;28.4141087;27.2213412;1.33484682;1.25095949;1.1858936;1.1258558;1.07886955;1.04195938;1.00920318;0.981540172;0.958021999;CMR
COD;Democratic Republic of the Congo;SSP5_COD;65.966;83.853;101.579;117.241;129.597;138.446;144.048;146.355;145.618;142.159;35.218;45.31;54.944;63.472;70.646;76.5;81.201;84.948;87.929;90.301;23.2319059;37.9937943;55.8115658;74.4152075;91.5550966;105.91119;116.968416;124.325645;128.040451;128.370999;1.63541444;1.46896531;1.33332951;1.23032777;1.15680278;1.10440093;1.06289928;1.02987964;1.00258159;COD
COG;Republic of Congo;SSP5_COG;4.043;5.003;5.916;6.719;7.334;7.749;7.946;7.916;7.683;7.278;62.119;69.984;75.916;80.401;83.838;86.515;88.634;90.337;91.725;92.869;2.51147117;3.50129952;4.49119056;5.40214319;6.14867892;6.70404735;7.04285764;7.15107692;7.04723175;6.75900582;1.39412292;1.28272104;1.20283099;1.13819251;1.09032321;1.05053817;1.01536582;0.985478387;0.95910083;COG
COL;Colombia;SSP5_COL;46.295;51.411;54.898;56.981;57.54;56.773;54.974;52.312;48.701;44.068;75.071;82.336;86.466;89.079;90.867;92.161;93.138;93.901;94.513;95.013;34.7541194;42.329761;47.4681047;50.758105;52.2848718;52.3225645;51.2016841;49.1214911;46.0287761;41.8703288;1.21797823;1.12138844;1.0693097;1.03007927;1.00072091;0.978577495;0.959372567;0.937039473;0.909655489;COL
COM;Comoros;SSP5_COM;0.735;0.856;0.927;0.971;0.97;0.939;0.899;0.85;0.792;0.73;28.19;39.795;51.528;62.043;70.729;77.574;82.844;86.864;89.922;92.251;0.2071965;0.3406452;0.47766456;0.60243753;0.6860713;0.72841986;0.74476756;0.738344;0.71218224;0.6734323;1.64406831;1.40223482;1.26121463;1.13882563;1.06172618;1.02244269;0.991375081;0.964566977;0.945589854;COM
CPV;Cape Verde;SSP5_CPV;0.496;0.512;0.495;0.464;0.42;0.368;0.322;0.283;0.249;0.219;61.089;69.48;75.527;79.939;83.236;85.76;87.739;89.323;90.613;91.681;0.30300144;0.3557376;0.37385865;0.37091696;0.3495912;0.3155968;0.28251958;0.25278409;0.22562637;0.20078139;1.17404591;1.05093937;0.992131545;0.942505298;0.902759566;0.895191523;0.894748923;0.892565549;0.889884414;CPV
CRI;Costa Rica;SSP5_CRI;4.659;5.291;5.822;6.231;6.474;6.55;6.447;6.156;5.653;4.976;64.417;72.758;78.539;82.649;85.664;87.944;89.715;91.122;92.261;93.198;3.00118803;3.84962578;4.57254058;5.14985919;5.54588736;5.760332;5.78392605;5.60947032;5.21551433;4.63753248;1.28270063;1.18778833;1.12625773;1.07690078;1.03866733;1.00409595;0.969837835;0.929769485;0.889180278;CRI
CUB;Cuba;SSP5_CUB;11.258;10.937;10.294;9.463;8.463;7.32;6.176;5.134;4.194;3.329;75.225;82.522;86.598;89.152;90.887;92.138;93.08;93.814;94.401;94.881;8.4688305;9.02543114;8.91439812;8.43645376;7.69176681;6.7445016;5.7486208;4.81641076;3.95917794;3.15858849;1.06572344;0.98769776;0.946385123;0.911729861;0.876846863;0.852341825;0.837837618;0.822018332;0.79778897;CUB
CYP;Cyprus;SSP5_CYP;1.104;1.263;1.42;1.554;1.663;1.728;1.731;1.66;1.513;1.32;70.32;78.154;83.482;87.215;89.916;91.926;93.457;94.647;95.587;96.339;0.7763328;0.98708502;1.1854444;1.3553211;1.49530308;1.58848128;1.61774067;1.5711402;1.44623131;1.2716748;1.27147149;1.20095471;1.14330212;1.10328326;1.06231392;1.01841973;0.971194104;0.920497935;0.879302496;CYP
CZE;Czech Republic;SSP5_CZE;10.493;11.214;12.031;12.819;13.782;14.763;15.529;16.064;16.395;16.553;73.541;80.795;84.96;87.607;89.421;90.733;91.724;92.496;93.113;93.618;7.71665713;9.0603513;10.2215376;11.2303413;12.3240022;13.3949128;14.24382;14.8585574;15.2658763;15.4965875;1.17412905;1.12816129;1.09869393;1.09738447;1.08689633;1.06337534;1.04315819;1.02741309;1.01511287;CZE
DEU;Germany;SSP5_DEU;82.302;83.307;85.774;88.561;91.934;95.496;98.291;100.005;100.214;99.065;73.849;80.978;85.327;88.197;90.211;91.694;92.827;93.719;94.438;95.028;60.779204;67.4603425;73.188381;78.1081452;82.9345807;87.5641022;91.2405866;93.7236859;94.6400973;94.1394882;1.10992474;1.08490972;1.06722056;1.06179171;1.05582136;1.0419862;1.02721486;1.0097778;0.994710391;DEU
DJI;Djibouti;SSP5_DJI;0.889;1.033;1.146;1.228;1.279;1.295;1.282;1.242;1.181;1.105;76.234;83.491;88.882;92.681;95.257;96.959;98.064;98.773;99.225;99.511;0.67772026;0.86246203;1.01858772;1.13812268;1.21833703;1.25561905;1.25718048;1.22676066;1.17184725;1.09959655;1.27259296;1.18102326;1.11735362;1.07047953;1.03060074;1.00124355;0.97580314;0.955237063;0.938344609;DJI
DNK;Denmark;SSP5_DNK;5.55;5.93;6.489;7.092;7.785;8.598;9.437;10.265;11.067;11.756;86.866;88.9;90.231;91.16;91.837;92.349;92.745;93.059;93.31;93.514;4.821063;5.27177;5.85508959;6.4650672;7.14951045;7.94016702;8.75234565;9.55250635;10.3266177;10.9935058;1.09348706;1.11064967;1.10417904;1.10586793;1.11058891;1.10228735;1.09142243;1.08103751;1.06457953;DNK
DOM;Dominican Republic;SSP5_DOM;9.927;10.802;11.233;11.325;11.102;10.634;10.042;9.381;8.672;7.857;69.181;75.455;80.126;83.658;86.38;88.518;90.226;91.612;92.752;93.699;6.86759787;8.1506491;9.00055358;9.4742685;9.5899076;9.41300412;9.06049492;8.59412172;8.04345344;7.36193043;1.18682678;1.10427445;1.05263175;1.0122056;0.981553161;0.962550829;0.948526741;0.935925008;0.915269851;DOM
DZA;Algeria;SSP5_DZA;35.468;39.865;42.637;44.294;44.889;44.107;42.276;39.735;36.786;33.58;66.497;73.371;78.478;82.323;85.272;87.579;89.415;90.9;92.119;93.132;23.585156;29.2493492;33.4606649;36.4641496;38.2777481;38.6284695;37.8010854;36.119115;33.8868953;31.2737256;1.24015924;1.14397981;1.08976166;1.04973648;1.00916254;0.978580976;0.955504706;0.938198384;0.922885537;DZA
ECU;Ecuador;SSP5_ECU;14.465;16.019;16.996;17.511;17.553;17.191;16.558;15.708;14.557;13.124;66.947;73.932;79.037;82.832;85.716;87.957;89.732;91.163;92.335;93.306;9.68388355;11.8431671;13.4331285;14.5047115;15.0457295;15.1206879;14.8578246;14.319884;13.4412059;12.2454794;1.22297702;1.13425137;1.07977166;1.03729946;1.00498204;0.982615651;0.963794126;0.938639301;0.911040236;ECU
EGY;Egypt;SSP5_EGY;81.121;93.152;101.71;107.767;110.961;111.457;109.809;105.946;100.356;93.583;43.402;52.908;61.366;68.518;74.39;79.143;82.969;86.048;88.533;90.547;35.2081364;49.2848602;62.4153586;73.8397931;82.5438879;88.2104135;91.1074292;91.1644141;88.8481775;84.736599;1.39981451;1.26642053;1.18303883;1.1178781;1.06864864;1.03284211;1.00062547;0.974592755;0.953723547;EGY
ERI;Eritrea;SSP5_ERI;5.254;6.768;8.137;9.412;10.421;11.088;11.441;11.467;11.209;10.709;21.577;30.491;40.222;49.762;58.366;65.705;71.768;76.701;80.693;83.929;1.13365558;2.06363088;3.27286414;4.68359944;6.08232086;7.2853704;8.21097688;8.79530367;9.04487837;8.98795661;1.82033319;1.58597362;1.43103998;1.29864241;1.19779449;1.12705002;1.0711641;1.0283759;0.993706741;ERI
ESP;Spain;SSP5_ESP;46.077;49.852;53.354;57.471;61.811;65.683;68.612;70.319;70.811;70.904;77.396;84.203;88.202;90.783;92.567;93.865;94.847;95.612;96.222;96.718;35.6617549;41.9768796;47.0592951;52.1738979;57.2165884;61.653348;65.0764236;67.2334023;68.1357604;68.5769307;1.17708396;1.12107654;1.10868422;1.09665159;1.07754324;1.05552133;1.03314532;1.01342128;1.00647487;ESP
EST;Estonia;SSP5_EST;1.341;1.342;1.352;1.381;1.434;1.492;1.552;1.617;1.669;1.715;69.487;75.331;79.898;83.484;86.323;88.594;90.429;91.926;93.157;94.178;0.93182067;1.01094202;1.08022096;1.15291404;1.23787182;1.32182248;1.40345808;1.48644342;1.55479033;1.6151527;1.08491049;1.06852909;1.06729464;1.0736896;1.06781854;1.06175988;1.05912919;1.04598016;1.03882348;EST
ETH;Ethiopia;SSP5_ETH;82.95;100.591;116.305;128.414;137.152;142.433;144.47;143.399;139.364;132.899;16.661;24.273;33.627;44.045;54.554;64.252;72.579;79.353;84.657;88.703;13.8202995;24.4164534;39.1098824;56.5599463;74.8219021;91.5160512;104.854881;113.791408;117.981381;117.8854;1.76670943;1.60178391;1.44618043;1.32287788;1.22311848;1.145754;1.08522757;1.03682152;0.999186469;ETH
FIN;Finland;SSP5_FIN;5.365;5.73;6.203;6.683;7.249;7.928;8.625;9.304;9.945;10.498;85.09;87.282;89.127;90.684;92.002;93.121;94.075;94.889;95.586;96.183;4.5650785;5.0012586;5.52854781;6.06041172;6.66922498;7.38263288;8.11396875;8.82847256;9.5060277;10.0972913;1.09554712;1.1054313;1.09620319;1.10045741;1.10697014;1.09906166;1.08805849;1.07674659;1.06219881;FIN
FJI;Fiji;SSP5_FJI;0.861;0.881;0.844;0.782;0.701;0.613;0.533;0.466;0.411;0.365;51.861;60.5;67.884;73.989;78.945;82.935;86.14;88.716;90.792;92.469;0.44652321;0.533005;0.57294096;0.57859398;0.55340445;0.50839155;0.4591262;0.41341656;0.37315512;0.33751185;1.19367815;1.07492605;1.00986667;0.956464238;0.918661839;0.903095655;0.900442101;0.9026129;0.904481359;FJI
FRA;France;SSP5_FRA;62.787;67.818;74.247;81.193;88.709;96.744;104.339;111.615;118.041;123.651;85.251;87.483;89.259;90.695;91.876;92.859;93.686;94.39;94.994;95.516;53.5265454;59.3292209;66.2721297;73.6379913;81.5022808;89.835511;97.7510355;105.353398;112.131868;118.106489;1.10840744;1.11702343;1.11114569;1.10679663;1.10224536;1.08811131;1.07777271;1.0643403;1.0532821;FRA
FSM;Micronesia;SSP5_FSM;0.111;0.107;0.095;0.08;0.064;0.05;0.038;0.03;0.023;0.02;22.663;31.42;40.624;49.362;57.072;63.577;68.94;73.329;76.922;79.881;0.02515593;0.0336194;0.0385928;0.0394896;0.03652608;0.0317885;0.0261972;0.0219987;0.01769206;0.0159762;1.33644035;1.14793244;1.0232375;0.924954418;0.870295964;0.824109348;0.839734781;0.804232068;0.903015251;FSM
GAB;Gabon;SSP5_GAB;1.505;1.738;1.925;2.059;2.141;2.174;2.159;2.095;1.989;1.852;86.028;88.757;90.041;90.741;91.152;91.406;91.566;91.669;91.736;91.779;1.2947214;1.54259666;1.73328925;1.86835719;1.95156432;1.98716644;1.97690994;1.92046555;1.82462904;1.69974708;1.19145065;1.12361792;1.07792579;1.04453492;1.01824286;0.994838631;0.971448173;0.950097251;0.931557617;GAB
GBR;United Kingdom;SSP5_GBR;62.036;67.504;74.182;81.33;89.447;98.148;106.798;115.01;122.309;128.323;79.638;85.528;90.281;93.774;96.15;97.676;98.619;99.188;99.525;99.723;49.4042297;57.7348211;66.9722514;76.2663942;86.0032905;95.8670405;105.32312;114.076119;121.728032;127.967545;1.16862102;1.15999756;1.13877602;1.12766955;1.11469038;1.09863744;1.08310615;1.06707726;1.05125782;GBR
GEO;Georgia;SSP5_GEO;4.352;4.031;3.586;3.157;2.716;2.294;1.931;1.626;1.366;1.143;52.747;60.76;68.09;74.508;79.931;84.384;87.96;90.782;92.981;94.678;2.29554944;2.4492356;2.4417074;2.35221756;2.17092596;1.93576896;1.6985076;1.47611532;1.27012046;1.08216954;1.06694962;0.996926306;0.963349482;0.922927367;0.891678941;0.877433018;0.869066067;0.86044799;0.852021185;GEO
