Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
GHA;Ghana;SSP5_GHA;24.392;29.263;33.365;36.855;39.251;40.542;41.045;40.739;39.682;38.003;51.471;60.484;68.214;74.594;79.745;83.857;87.124;89.716;91.774;93.41;12.5548063;17.6994329;22.7596011;27.4916187;31.3007099;33.9973049;35.7600458;36.5494012;36.4177587;35.4986023;1.40977347;1.28589437;1.20791303;1.13855464;1.08615124;1.05184943;1.02207367;0.996398229;0.974760765;GHA
GIN;Guinea;SSP5_GIN;9.982;11.26;11.889;12;11.568;10.772;10.013;9.375;8.835;8.384;35.361;44.868;54.047;62.315;69.408;75.301;80.108;83.989;87.107;89.609;3.52973502;5.0521368;6.42564783;7.4778;8.02911744;8.11142372;8.02121404;7.87396875;7.69590345;7.51281856;1.43130767;1.27186735;1.16374258;1.07372722;1.01025097;0.988878687;0.981643017;0.977385572;0.976210085;GIN
GLP;Guadeloupe;SSP5_GLP;0.461;0.478;0.483;0.481;0.471;0.45;0.424;0.392;0.358;0.319;98.408;99.747;99.854;99.902;99.93;99.947;99.959;99.968;99.975;99.98;0.45366088;0.47679066;0.48229482;0.48052862;0.4706703;0.4497615;0.42382616;0.39187456;0.3579105;0.3189362;1.05098474;1.01154419;0.996337925;0.979484427;0.955576547;0.942335349;0.924611544;0.913329255;0.891106017;GLP
GMB;Gambia;SSP5_GMB;1.728;2.11;2.396;2.603;2.71;2.726;2.699;2.639;2.552;2.444;58.149;65.61;72.753;79.19;84.641;88.996;92.305;94.719;96.425;97.603;1.00481472;1.384371;1.74316188;2.0613157;2.2937711;2.42603096;2.49131195;2.49963441;2.460766;2.38541732;1.37773758;1.25917249;1.18251536;1.1127704;1.05766044;1.02690856;1.00334059;0.984450362;0.96937999;GMB
GNB;Guinea-Bissau;SSP5_GNB;1.515;1.758;1.949;2.093;2.176;2.199;2.186;2.137;2.056;1.951;30.003;39.512;49.33;58.654;66.933;73.928;79.639;84.197;87.784;90.581;0.45454545;0.69462096;0.9614417;1.22762822;1.45646208;1.62567672;1.74090854;1.79928989;1.80483904;1.76723531;1.52816613;1.38412423;1.27686184;1.18640323;1.11618197;1.07088237;1.03353499;1.00308408;0.979165051;GNB
GNQ;Equatorial Guinea;SSP5_GNQ;0.7;0.892;1.087;1.262;1.404;1.513;1.58;1.595;1.563;1.494;39.702;49.415;57.955;65.062;70.821;75.448;79.172;82.189;84.656;86.692;0.277914;0.4407818;0.62997085;0.82108244;0.99432684;1.14152824;1.2509176;1.31091455;1.32317328;1.29517848;1.58603669;1.42921248;1.30336577;1.21099513;1.14804126;1.09582712;1.04796235;1.00935128;0.97884268;GNQ
GRC;Greece;SSP5_GRC;11.359;11.59;11.881;12.316;12.813;13.318;13.705;13.887;13.89;13.785;61.414;68.894;75.345;80.717;85.074;88.536;91.247;93.346;94.959;96.19;6.97601626;7.9848146;8.95173945;9.94110572;10.9005316;11.7912245;12.5054013;12.962959;13.1898051;13.2597915;1.14460952;1.12109547;1.11052224;1.09651098;1.08171096;1.06056851;1.0365888;1.01749956;1.0053061;GRC
GRD;Grenada;SSP5_GRD;0.104;0.102;0.094;0.086;0.077;0.069;0.061;0.054;0.048;0.043;39.291;48.99;57.529;64.639;70.403;75.035;78.763;81.785;84.258;86.301;0.04086264;0.0499698;0.05407726;0.05558954;0.05421031;0.05177415;0.04804543;0.0441639;0.04044384;0.03710943;1.22287253;1.08219885;1.02796517;0.975189037;0.955060947;0.927981048;0.919211255;0.91576695;0.917554565;GRD
GTM;Guatemala;SSP5_GTM;14.389;16.739;18.215;19.014;19.148;18.813;18.269;17.562;16.684;15.637;49.458;57.943;65.727;72.541;78.293;83.015;86.812;89.818;92.173;94.002;7.11651162;9.69907877;11.9721731;13.7929457;14.9915436;15.617612;15.8596843;15.7738372;15.3781433;14.6990927;1.3628979;1.23436187;1.15208373;1.08689934;1.04176143;1.01549996;0.994587085;0.974914548;0.955843136;GTM
GUF;French Guiana;SSP5_GUF;0.231;0.282;0.323;0.351;0.367;0.373;0.369;0.357;0.335;0.304;76.35;83.634;89.031;92.819;95.375;97.053;98.136;98.826;99.263;99.538;0.1763685;0.23584788;0.28757013;0.32579469;0.35002625;0.36200769;0.36212184;0.35280882;0.33253105;0.30259552;1.33724492;1.21930343;1.13292257;1.07437678;1.03423012;1.00031532;0.974282081;0.942524765;0.909976738;GUF
GUM;Guam;SSP5_GUM;0.18;0.199;0.213;0.22;0.221;0.218;0.211;0.201;0.188;0.168;93.168;96.441;97.358;97.798;98.054;98.218;98.33;98.41;98.469;98.513;0.1677024;0.19191759;0.20737254;0.2151556;0.21669934;0.21411524;0.2074763;0.1978041;0.18512172;0.16550184;1.14439382;1.0805291;1.03753178;1.00717499;0.988075183;0.968993613;0.953381663;0.93588414;0.894016326;GUM
GUY;Guyana;SSP5_GUY;0.754;0.745;0.691;0.617;0.53;0.44;0.365;0.305;0.258;0.221;28.604;40.203;51.921;62.43;71.118;77.967;83.234;87.241;90.278;92.581;0.21567416;0.29951235;0.35877411;0.3851931;0.3769254;0.3430548;0.3038041;0.26608505;0.23291724;0.20460401;1.38872617;1.19786082;1.07363684;0.97853622;0.910139778;0.885584752;0.875844171;0.875348841;0.878440814;GUY
HKG;Hong Kong;SSP5_HKG;7.053;7.749;8.633;9.563;10.265;10.625;10.5;9.957;8.999;7.761;100;100;100;100;100;100;100;100;100;100;7.053;7.749;8.633;9.563;10.265;10.625;10.5;9.957;8.999;7.761;1.09868141;1.11407924;1.10772617;1.07340793;1.03507063;0.988235294;0.948285714;0.903786281;0.862429159;HKG
HND;Honduras;SSP5_HND;7.601;8.625;9.202;9.454;9.409;9.137;8.756;8.298;7.777;7.161;51.604;60.27;67.782;74.056;79.18;83.313;86.625;89.272;91.388;93.079;3.92242004;5.1982875;6.23729964;7.00125424;7.4500462;7.61230881;7.584885;7.40779056;7.10724476;6.66538719;1.32527558;1.19987585;1.12248163;1.06410165;1.02178008;0.996397439;0.976651664;0.959428416;0.937829977;HND
HRV;Croatia;SSP5_HRV;4.403;4.342;4.273;4.199;4.091;3.939;3.727;3.444;3.077;2.66;57.738;65.442;72.3;78.166;83.021;86.937;90.033;92.444;94.299;95.715;2.54220414;2.84149164;3.089379;3.28219034;3.39638911;3.42444843;3.35552991;3.18377136;2.90158023;2.546019;1.11772756;1.08723846;1.06241103;1.03479346;1.00826152;0.979874563;0.948813286;0.911365768;0.877459452;HRV
HTI;Haiti;SSP5_HTI;9.993;10.792;11.053;10.993;10.644;10.047;9.371;8.65;7.907;7.191;52.087;66.758;75.628;81.143;84.788;87.338;89.206;90.627;91.74;92.633;5.20505391;7.20452336;8.35916284;8.92004999;9.02483472;8.77484886;8.35949426;7.8392355;7.2538818;6.66123903;1.38414001;1.16026591;1.06709848;1.0117471;0.972300228;0.952665327;0.937764326;0.925330257;0.918299914;HTI
HUN;Hungary;SSP5_HUN;9.984;9.891;9.979;10.089;10.251;10.456;10.582;10.634;10.639;10.575;68.095;72.577;76.916;80.977;84.644;87.842;90.54;92.748;94.509;95.884;6.7986048;7.17859107;7.67544764;8.16976953;8.67685644;9.18475952;9.5809428;9.86282232;10.0548125;10.139733;1.0558918;1.06921366;1.064403;1.06206869;1.05853538;1.04313486;1.02942085;1.01946605;1.00844576;HUN
IDN;Indonesia;SSP5_IDN;239.871;258.896;269.335;272.661;268.552;257.567;241.552;222.398;201.633;180.359;44.281;54.011;62.387;69.268;74.799;79.215;82.747;85.588;87.892;89.774;106.217278;139.832319;168.030026;188.866821;200.87421;204.031699;199.877033;190.346;177.219276;161.915489;1.31647432;1.20165372;1.12400638;1.06357596;1.01571874;0.979637156;0.952315516;0.931037564;0.913644904;IDN
IND;India;SSP5_IND;1224.614;1360.706;1457.427;1521.182;1547;1532.067;1476.771;1385.981;1267.837;1134.34;30.01;39.519;49.337;58.661;66.94;73.935;79.646;84.205;87.791;90.587;367.506661;537.737404;719.050759;892.340573;1035.5618;1132.73374;1176.18903;1167.0653;1113.04678;1027.56458;1.46320451;1.33717825;1.24099803;1.16050063;1.093835;1.0383632;0.992242973;0.953714226;0.923199809;IND
IRL;Ireland;SSP5_IRL;4.47;5.151;5.882;6.656;7.488;8.318;9.103;9.794;10.372;10.824;61.941;69.783;75.758;80.309;83.812;86.549;88.718;90.461;91.88;93.047;2.7687627;3.59452233;4.45608556;5.34536704;6.27584256;7.19914582;8.07599954;8.85975034;9.5297936;10.0714073;1.29824139;1.23968782;1.19956562;1.1740714;1.14712021;1.12179969;1.09704691;1.07562778;1.05683373;IRL
IRN;Iran;SSP5_IRN;73.974;81.23;84.96;86.885;86.87;84.382;79.944;73.702;65.483;56.611;70.753;79.282;84.21;87.338;89.474;91.017;92.178;93.083;93.806;94.396;52.3388242;64.4007686;71.544816;75.8836213;77.7260638;76.8019649;73.6907803;68.6040327;61.426983;53.4385196;1.23045883;1.11093109;1.06064458;1.02427984;0.988110824;0.95949082;0.930971722;0.895384434;0.869951884;IRN
IRQ;Iraq;SSP5_IRQ;31.672;39.441;46.315;52.295;56.508;59.116;60.533;60.758;59.821;57.432;66.173;73.068;78.281;82.253;85.322;87.733;89.654;91.208;92.479;93.53;20.9583126;28.8187499;36.2558451;43.0142064;48.2137558;51.8642403;54.2702558;55.4161566;55.3218626;53.7161496;1.37505106;1.25806447;1.18640749;1.12087982;1.07571459;1.04639064;1.02111471;0.998298438;0.970975074;IRQ
ISL;Iceland;SSP5_ISL;0.32;0.378;0.445;0.513;0.588;0.667;0.741;0.81;0.867;0.913;93.416;96.784;97.597;97.97;98.179;98.31;98.397;98.456;98.498;98.529;0.2989312;0.36584352;0.43430665;0.5025861;0.57729252;0.6557277;0.72912177;0.7974936;0.85397766;0.89956977;1.22383853;1.18713774;1.15721484;1.14864402;1.13586731;1.11192766;1.09377285;1.07082698;1.05338794;ISL
ISR;Israel;SSP5_ISR;7.418;9.51;11.946;14.547;17.354;20.223;23.328;26.736;30.434;34.529;91.853;92.185;92.505;92.813;93.109;93.394;93.668;93.931;94.184;94.427;6.81365554;8.7667935;11.0506473;13.5015071;16.1581359;18.8870686;21.850871;25.1133922;28.6639586;32.6046988;1.28665053;1.26051187;1.22178428;1.19676535;1.16888908;1.15692231;1.14930852;1.14138139;1.13748067;ISR
ITA;Italy;SSP5_ITA;60.551;62.892;65.373;68.197;71.012;73.575;75.008;75.468;75.145;74.346;68.36;74.402;79.186;82.973;85.986;88.399;90.348;91.934;93.233;94.304;41.3926636;46.7929058;51.7662638;56.5850968;61.0603783;65.0395643;67.7682278;69.3807511;70.0599378;70.1112518;1.13046375;1.10628444;1.09308829;1.0790894;1.06516805;1.0419539;1.02379468;1.00978927;1.00073243;ITA
JAM;Jamaica;SSP5_JAM;2.741;2.737;2.583;2.366;2.099;1.807;1.546;1.334;1.162;1.008;52.006;60.614;68.088;74.341;79.453;83.577;86.881;89.518;91.62;93.296;1.42548446;1.65900518;1.75871304;1.75890806;1.66771847;1.51023639;1.34318026;1.19417012;1.0646244;0.94042368;1.1638185;1.06010099;1.00011089;0.948155568;0.905570345;0.889384118;0.889061696;0.891518203;0.883338462;JAM
JOR;Jordan;SSP5_JOR;6.187;7.983;9.813;11.467;12.838;13.844;14.359;14.351;13.887;12.983;78.527;85.457;89.93;92.902;94.931;96.344;97.344;98.061;98.579;98.955;4.85846549;6.82203231;8.8248309;10.6530723;12.1872418;13.3378634;13.977625;14.0727341;13.6896657;12.8473277;1.4041537;1.293578;1.20717014;1.14401192;1.09441198;1.04796582;1.00680439;0.972779392;0.938469054;JOR
JPN;Japan;SSP5_JPN;126.536;126.426;125.369;123.783;122.31;120.939;117.974;114.046;109.608;105.342;66.833;73.489;78.542;82.409;85.41;87.775;89.667;91.201;92.459;93.502;84.5678049;92.9092031;98.46732;102.008332;104.464971;106.154207;105.783747;104.011092;101.342461;98.4968768;1.09863562;1.0598231;1.0359613;1.02408272;1.01617036;0.996510165;0.983242661;0.974342816;0.971921109;JPN
KAZ;Kazakhstan;SSP5_KAZ;16.026;17.394;18.2;18.704;18.814;18.534;17.947;17.032;15.864;14.569;58.506;66.256;73.239;79.243;84.2;88.157;91.229;93.565;95.312;96.602;9.37617156;11.5245686;13.329498;14.8216107;15.841388;16.3390184;16.3728686;15.9359908;15.1202957;14.0739454;1.22913372;1.15661578;1.11194065;1.0688034;1.03141331;1.00207174;0.973316965;0.948814283;0.930798291;KAZ
KEN;Kenya;SSP5_KEN;40.513;49.553;57.34;63.859;68.216;70.526;71.452;71.11;69.694;67.294;22.18;31.171;40.921;50.438;58.999;66.29;72.31;77.205;81.165;84.371;8.9857834;15.4461656;23.4641014;32.2092024;40.2467578;46.7516854;51.6669412;54.9004755;56.5671351;56.7766207;1.71895593;1.51908907;1.3727013;1.24954221;1.16162613;1.10513537;1.0625842;1.03035784;1.00370331;KEN
KGZ;Kyrgyzstan;SSP5_KGZ;5.334;5.66;5.65;5.492;5.165;4.742;4.316;3.903;3.511;3.166;34.549;44.243;53.465;61.633;68.538;74.221;78.841;82.58;85.608;88.068;1.84284366;2.5041538;3.0207725;3.38488436;3.5399877;3.51955982;3.40277756;3.2230974;3.00569688;2.78823288;1.35885309;1.2063047;1.12053601;1.04582235;0.994229392;0.966819072;0.947196031;0.932549193;0.927649391;KGZ
KHM;Cambodia;SSP5_KHM;14.138;15.146;15.338;15.039;14.344;13.356;12.275;11.15;10.054;9.076;20.108;27.683;36.573;46.208;55.845;64.798;72.609;79.092;84.273;88.297;2.84286904;4.19286718;5.60956674;6.94922112;8.0104068;8.65442088;8.91275475;8.818758;8.47280742;8.01383572;1.47487173;1.33788324;1.23881602;1.1527057;1.08039718;1.02984993;0.989453682;0.960771054;0.945830033;KHM
KOR;South Korea;SSP5_KOR;48.184;49.905;51.325;51.817;51.336;50.252;48.714;46.606;44.564;42.484;82.958;85.617;88.011;90.118;91.939;93.482;94.771;95.832;96.695;97.392;39.9724827;42.7271639;45.1716458;46.6964441;47.197805;46.9765746;46.1667449;44.6634619;43.0911598;41.3760173;1.06891444;1.05721142;1.03375565;1.0107366;0.995312697;0.982760989;0.967437968;0.96479668;0.960197346;KOR
KWT;Kuwait;SSP5_KWT;2.737;3.656;4.58;5.445;6.117;6.545;6.69;6.549;6.194;5.641;98.384;99.744;99.853;99.902;99.93;99.947;99.96;99.968;99.975;99.98;2.69277008;3.64664064;4.5732674;5.4396639;6.1127181;6.54153115;6.687324;6.54690432;6.1924515;5.6398718;1.35423394;1.25410422;1.18944803;1.12373084;1.07015096;1.02228727;0.979002112;0.945859478;0.910765599;KWT
LAO;Laos;SSP5_LAO;6.201;6.88;7.251;7.351;7.233;6.941;6.533;6.041;5.508;4.992;33.184;47.57;60.293;70.22;77.564;82.931;86.876;89.813;92.027;93.718;2.05773984;3.272816;4.37184543;5.1618722;5.61020412;5.75624071;5.67560908;5.42560333;5.06884716;4.67840256;1.59049066;1.33580544;1.18070785;1.08685452;1.02603053;0.985992311;0.955950851;0.934245807;0.922971716;LAO
LBN;Lebanon;SSP5_LBN;4.228;4.494;4.654;4.712;4.664;4.516;4.275;3.961;3.605;3.213;87.244;89.098;90.399;91.358;92.09;92.665;93.127;93.505;93.818;94.082;3.68867632;4.00406412;4.20716946;4.30478896;4.2950776;4.1847514;3.98117925;3.70373305;3.3821389;3.02285466;1.08550162;1.0507248;1.02320313;0.997744057;0.97431334;0.951353825;0.930310548;0.913170267;0.893770111;LBN
LBR;Liberia;SSP5_LBR;3.994;5.724;7.543;9.255;10.735;11.875;12.58;12.812;12.614;12.056;47.815;57.314;65.655;72.636;78.308;82.842;86.434;89.269;91.505;93.268;1.9097311;3.28065336;4.95235665;6.7224618;8.4063638;9.8374875;10.8733972;11.4371443;11.5424407;11.2443901;1.71786141;1.50956413;1.35742683;1.25048889;1.17024289;1.10530226;1.05184645;1.00920653;0.974177851;LBR
LBY;Libya;SSP5_LBY;6.355;7.337;7.942;8.413;8.718;8.733;8.534;8.197;7.7;7.065;77.888;84.782;89.385;92.508;94.663;96.171;97.238;98;98.548;98.943;4.9497824;6.22045534;7.0989567;7.78269804;8.25272034;8.39861343;8.29829092;8.03306;7.588196;6.99032295;1.25671289;1.14122782;1.09631575;1.06039323;1.01767818;0.988054872;0.968037886;0.944620854;0.92121012;LBY
LCA;Saint Lucia;SSP5_LCA;0.174;0.187;0.193;0.196;0.194;0.187;0.177;0.165;0.15;0.133;27.966;39.939;52.134;63.061;72.027;79.011;84.308;88.277;91.236;93.442;0.04866084;0.07468593;0.10061862;0.12359956;0.13973238;0.14775057;0.14922516;0.14565705;0.136854;0.12427786;1.53482616;1.34722323;1.22839649;1.1305249;1.05738248;1.00998027;0.976089086;0.939563173;0.908105426;LCA
LKA;Sri Lanka;SSP5_LKA;20.86;21.95;22.053;21.705;20.801;19.48;18.048;16.583;15.085;13.445;14.312;20.512;28.403;37.734;47.891;58.038;67.381;75.394;81.88;86.9;2.9854832;4.502384;6.26371359;8.1901647;9.96180691;11.3058024;12.1609229;12.502587;12.351598;11.683705;1.50809222;1.39119933;1.30755734;1.21631338;1.13491483;1.07563554;1.02809525;0.987923378;0.945926592;LKA
LSO;Lesotho;SSP5_LSO;2.171;2.331;2.432;2.472;2.465;2.411;2.314;2.186;2.033;1.865;26.884;39.118;51.613;62.738;71.781;78.77;84.045;87.993;90.944;93.153;0.58365164;0.91184058;1.25522816;1.55088336;1.76940165;1.8991447;1.9448013;1.92352698;1.84889152;1.73730345;1.56230278;1.3765873;1.23553901;1.14089924;1.07332595;1.02404061;0.989060929;0.961198641;0.939645961;LSO
LTU;Lithuania;SSP5_LTU;3.324;3.161;2.963;2.747;2.524;2.281;2.039;1.815;1.592;1.386;66.984;73.398;78.306;82.091;85.049;87.396;89.283;90.821;92.089;93.145;2.22654816;2.32011078;2.32020678;2.25503977;2.14663676;1.99350276;1.82048037;1.64840115;1.46605688;1.2909897;1.04202138;1.00004138;0.971913275;0.95192856;0.928663292;0.913206847;0.905475927;0.889381132;0.880586366;LTU
LUX;Luxembourg;SSP5_LUX;0.507;0.617;0.751;0.893;1.041;1.191;1.323;1.425;1.49;1.519;85.186;88.038;90.435;92.416;94.029;95.325;96.357;97.172;97.811;98.309;0.43189302;0.54319446;0.67916685;0.82527488;0.97884189;1.13532075;1.27480311;1.384701;1.4573839;1.49331371;1.25770604;1.25031991;1.21512833;1.18607983;1.15986122;1.12285723;1.08620774;1.05248996;1.02465363;LUX
LVA;Latvia;SSP5_LVA;2.252;2.119;2.008;1.913;1.819;1.711;1.586;1.445;1.287;1.123;67.72;73.995;78.877;82.689;85.691;88.082;90.006;91.57;92.854;93.917;1.5250544;1.56795405;1.58385016;1.58184057;1.55871929;1.50708302;1.42749516;1.3231865;1.19503098;1.05468791;1.02812991;1.01013812;0.998731199;0.985383306;0.96687263;0.947190792;0.926928887;0.903146291;0.882561145;LVA
MAC;Macao;SSP5_MAC;0.544;0.622;0.704;0.787;0.848;0.878;0.873;0.83;0.754;0.654;100;100;100;100;100;100;100;100;100;100;0.544;0.622;0.704;0.787;0.848;0.878;0.873;0.83;0.754;0.654;1.14338235;1.1318328;1.11789773;1.07750953;1.03537736;0.994305239;0.950744559;0.908433735;0.867374005;MAC
MAR;Morocco;SSP5_MAR;31.951;33.689;33.67;32.674;30.9;28.475;25.891;23.358;20.956;18.727;58.239;65.693;72.839;79.282;84.737;89.092;92.393;94.795;96.488;97.653;18.6079429;22.1313148;24.5248913;25.9046007;26.183733;25.368947;23.9214716;22.1422161;20.2200253;18.2874773;1.18934774;1.10815338;1.05625751;1.0107754;0.968881977;0.942943025;0.925620984;0.913188869;0.904424058;MAR
MDA;Moldova;SSP5_MDA;3.573;3.113;2.634;2.191;1.775;1.403;1.099;0.851;0.656;0.517;46.95;57.32;66.21;73.444;79.168;83.64;87.123;89.836;91.957;93.619;1.6775235;1.7843716;1.7439714;1.60915804;1.405232;1.1734692;0.95748177;0.76450436;0.60323792;0.48401023;1.06369395;0.977358864;0.922697494;0.87327159;0.835071504;0.815941117;0.798453176;0.789057527;0.802353788;MDA
MDG;Madagascar;SSP5_MDG;20.714;25.915;30.616;34.503;37.232;38.947;39.737;39.57;38.448;36.465;30.189;39.645;49.429;58.754;67.06;74.094;79.842;84.427;88.027;90.824;6.25334946;10.2740018;15.1331826;20.2718926;24.9677792;28.8573902;31.7268155;33.4077639;33.844621;33.1189716;1.6429598;1.47295893;1.33956571;1.2316452;1.15578522;1.09943468;1.05298194;1.01307651;0.978559389;MDG
MDV;Maldives;SSP5_MDV;0.316;0.358;0.389;0.409;0.422;0.424;0.414;0.388;0.343;0.291;40.104;54.625;65.728;73.622;79.209;83.246;86.244;88.528;90.311;91.73;0.12672864;0.1955575;0.25568192;0.30111398;0.33426198;0.35296304;0.35705016;0.34348864;0.30976673;0.2669343;1.54312001;1.30745136;1.17768976;1.11008456;1.05594731;1.01157946;0.962017886;0.901825254;0.861726823;MDV
MEX;Mexico;SSP5_MEX;113.423;123.222;127.761;128.504;125.582;119.836;113.099;106.093;98.083;88.813;77.828;84.722;89.325;92.449;94.607;96.12;97.193;97.962;98.515;98.916;88.2748524;104.396143;114.122513;118.800663;118.809363;115.186363;109.924311;103.930825;96.6264674;87.8502671;1.18262608;1.09316791;1.04099235;1.00007323;0.969505774;0.954317056;0.945476243;0.929719049;0.90917395;MEX
MKD;Macedonia;SSP5_MKD;2.06;2.126;2.208;2.298;2.37;2.391;2.325;2.18;1.976;1.721;59.313;66.783;73.624;79.586;84.551;88.528;91.608;93.933;95.653;96.906;1.2218478;1.41980658;1.62561792;1.82888628;2.0038587;2.11670448;2.129886;2.0477394;1.89010328;1.66775226;1.16201591;1.14495731;1.12504067;1.09567157;1.05631424;1.00622738;0.961431457;0.923019443;0.882360386;MKD
MLI;Mali;SSP5_MLI;15.37;19.542;23.455;26.905;29.429;31.021;31.951;32.275;32.041;31.297;35.857;48.182;59.391;68.643;75.887;81.43;85.642;88.85;91.303;93.19;5.5112209;9.41572644;13.930159;18.4683991;22.3327852;25.2604003;27.3634754;28.6763375;29.2543942;29.1656743;1.70846471;1.47945665;1.32578523;1.20924315;1.13109046;1.08325581;1.04797863;1.02015797;0.996967296;MLI
MLT;Malta;SSP5_MLT;0.417;0.435;0.449;0.453;0.45;0.441;0.424;0.394;0.352;0.303;94.668;97.031;98.127;98.743;99.125;99.377;99.549;99.67;99.757;99.82;0.39476556;0.42208485;0.44059023;0.44730579;0.4460625;0.43825257;0.42208776;0.3926998;0.35114464;0.3024546;1.06920383;1.0438428;1.01524219;0.997220492;0.9824914;0.96311531;0.930374764;0.894180848;0.861339077;MLT
MMR;Myanmar;SSP5_MMR;47.963;49.197;48.465;46.293;42.999;39.074;35.076;31.199;27.54;24.278;33.647;43.753;53.341;61.754;68.783;74.503;79.107;82.805;85.784;88.194;16.1381106;21.5251634;25.8517157;28.5877792;29.5760022;29.1113022;27.7475713;25.834332;23.6249136;21.4117393;1.33380939;1.20099974;1.10583683;1.03456802;0.984287939;0.95315459;0.931048402;0.914477434;0.906320323;MMR
MNE;Montenegro;SSP5_MNE;0.631;0.65;0.667;0.681;0.689;0.685;0.659;0.614;0.548;0.469;61.458;69.664;75.582;79.908;83.146;85.632;87.584;89.149;90.426;91.484;0.38779998;0.452816;0.50413194;0.54417348;0.57287594;0.5865792;0.57717856;0.54737486;0.49553448;0.42905996;1.16765349;1.11332625;1.07942671;1.05274505;1.02392012;0.983973792;0.94836312;0.905292728;0.865852887;MNE
MNG;Mongolia;SSP5_MNG;2.756;3.086;3.253;3.34;3.351;3.261;3.115;2.932;2.724;2.511;62.026;69.893;75.824;80.307;83.743;86.418;88.538;90.241;91.63;92.776;1.70943656;2.15689798;2.46655472;2.6822538;2.80622793;2.81809098;2.7579587;2.64586612;2.4960012;2.32960536;1.26175959;1.14356578;1.08744954;1.04622013;1.0042274;0.978662052;0.959356687;0.943358842;0.933335032;MNG
MOZ;Mozambique;SSP5_MOZ;23.391;27.839;31.875;35.092;37.254;38.582;39.152;38.888;37.802;35.96;38.434;50.23;60.381;68.483;74.75;79.568;83.296;86.212;88.523;90.376;8.99009694;13.9835297;19.2464437;24.0320544;27.847365;30.6989258;32.6120499;33.5261226;33.4634645;32.4992096;1.55543703;1.37636521;1.24864908;1.15875924;1.10239966;1.06231893;1.02802868;0.998131066;0.971184847;MOZ
MRT;Mauritania;SSP5_MRT;3.46;4.181;4.758;5.205;5.468;5.583;5.601;5.506;5.312;5.045;41.434;51.167;59.799;67.052;72.971;77.742;81.579;84.674;87.184;89.232;1.4336164;2.13929227;2.84523642;3.4900566;3.99005428;4.34033586;4.56923979;4.66215044;4.63121408;4.5017544;1.49223479;1.32998958;1.22663149;1.14326349;1.08778868;1.05273876;1.02033394;0.993364358;0.972046276;MRT
MTQ;Martinique;SSP5_MTQ;0.406;0.417;0.42;0.42;0.412;0.397;0.377;0.351;0.32;0.283;89.046;92.469;94.309;95.456;96.238;96.806;97.236;97.573;97.844;98.067;0.36152676;0.38559573;0.3960978;0.4009152;0.39650056;0.38431982;0.36657972;0.34248123;0.3131008;0.27752961;1.0665759;1.02723596;1.01216215;0.988988594;0.969279388;0.953840268;0.934261257;0.914213021;0.886390613;MTQ
MUS;Mauritius;SSP5_MUS;1.299;1.358;1.399;1.416;1.406;1.369;1.307;1.226;1.127;1.007;41.837;51.608;60.349;67.744;73.805;78.696;82.62;85.771;88.307;90.358;0.54346263;0.70083664;0.84428251;0.95925504;1.0376983;1.07734824;1.0798434;1.05155246;0.99521989;0.90990506;1.28957651;1.20467804;1.13617779;1.08177519;1.03820951;1.00231602;0.973800886;0.94642914;0.914275397;MUS
MWI;Malawi;SSP5_MWI;14.901;19.426;24.171;28.912;33.053;36.33;38.782;40.358;41.117;41.093;19.769;27.453;36.481;46.233;55.928;64.872;72.629;79.042;84.158;88.138;2.94577869;5.33301978;8.81782251;13.366885;18.4858818;23.5679976;28.1669788;31.8997704;34.6032449;36.2185483;1.8103939;1.65343893;1.51589408;1.38296109;1.27491876;1.1951367;1.13252368;1.08474903;1.04668069;MWI
MYS;Malaysia;SSP5_MYS;28.401;32.596;36.049;38.648;40.173;40.759;40.537;39.492;37.576;34.643;72.171;79.623;84.067;86.955;88.961;90.427;91.541;92.414;93.117;93.693;20.4972857;25.9539131;30.3053128;33.6063684;35.7383025;36.8571409;37.1079752;36.4961369;34.9896439;32.458066;1.26621219;1.16765872;1.10892663;1.0634384;1.03130642;1.00680558;0.983511946;0.958721851;0.927647794;MYS
MYT;Mayotte;SSP5_MYT;0.204;0.257;0.305;0.351;0.385;0.409;0.423;0.427;0.42;0.399;50.075;59.297;66.843;72.843;77.575;81.32;84.307;86.715;88.677;90.292;0.102153;0.15239329;0.20387115;0.25567893;0.29866375;0.3325988;0.35661861;0.37027305;0.3724434;0.36026508;1.49181414;1.33779611;1.25412021;1.16812031;1.11362293;1.07221857;1.03828864;1.00586149;0.967301555;MYT
