Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
BDI;Burundi;SSP1_BDI;8.382;10.724;12.683;14.293;15.572;16.372;16.665;16.493;15.935;15.088;10.999;17.027;25.117;34.941;45.631;56.107;65.511;73.416;79.772;84.734;0.92193618;1.82597548;3.18558911;4.99411713;7.10565932;9.18583804;10.9174081;12.1085009;12.7116682;12.7846659;1.98058772;1.74459578;1.56772169;1.4228059;1.29274957;1.18850432;1.10910032;1.04981354;1.00574258;BDI
BEL;Belgium;SSP1_BEL;10.712;11.324;11.931;12.516;13.05;13.49;13.773;13.834;13.665;13.251;97.411;97.677;97.917;98.132;98.325;98.499;98.655;98.795;98.92;99.033;10.4346663;11.0609435;11.6824773;12.2822011;12.8314125;13.2875151;13.5877532;13.6673003;13.517418;13.1228628;1.0600189;1.05619175;1.05133533;1.04471604;1.03554578;1.0225955;1.00585433;0.989033511;0.970811351;BEL
BEN;Benin;SSP1_BEN;8.85;11.251;13.527;15.565;17.185;18.337;19.043;19.269;19.028;18.376;42.044;52.027;60.923;68.409;74.508;79.401;83.304;86.419;88.913;90.919;3.720894;5.85355777;8.24105421;10.6478609;12.8041998;14.5597614;15.8635807;16.6520771;16.9183656;16.7072754;1.57315897;1.407871;1.29205082;1.20251382;1.13710826;1.0895495;1.04970482;1.01599131;0.987523015;BEN
BFA;Burkina Faso;SSP1_BFA;16.469;20.862;25.182;29.234;32.528;34.907;36.523;37.4;37.592;37.144;25.689;38.644;51.998;63.765;73.137;80.213;85.433;89.256;92.055;94.11;4.23072141;8.06191128;13.0941364;18.6410601;23.7900034;27.9999519;31.2026946;33.381744;34.6053156;34.9562184;1.9055642;1.62419753;1.42361891;1.27621515;1.17696292;1.11438386;1.0698353;1.03665391;1.01014014;BFA
BGD;Bangladesh;SSP1_BGD;148.692;163.543;173.814;178.519;177.675;172.005;163.036;151.627;138.534;124.672;28.067;38.149;48.543;58.261;66.706;73.697;79.319;83.769;87.263;89.999;41.7333836;62.3900191;84.37453;104.006955;118.519886;126.762525;129.318525;127.016422;120.888924;112.203553;1.49496671;1.35237224;1.23268188;1.13953808;1.06954647;1.02016369;0.982198195;0.951758228;0.92815412;BGD
BGR;Bulgaria;SSP1_BGR;7.494;7.059;6.708;6.42;6.133;5.81;5.422;4.973;4.486;3.948;71.458;79.108;83.842;86.983;89.194;90.824;92.069;93.049;93.838;94.487;5.35506252;5.58423372;5.62412136;5.5843086;5.47026802;5.2768744;4.99198118;4.62732677;4.20957268;3.73034676;1.04279524;1.0071429;0.99292107;0.979578389;0.964646409;0.946010991;0.926951966;0.90972021;0.88615806;BGR
BHR;Bahrain;SSP1_BHR;1.262;1.861;2.28;2.66;2.958;3.137;3.196;3.135;2.986;2.756;88.614;91.709;93.579;94.824;95.71;96.37;96.881;97.287;97.616;97.889;1.11830868;1.70670449;2.1336012;2.5223184;2.8311018;3.0231269;3.09631676;3.04994745;2.91481376;2.69782084;1.52614794;1.25012925;1.18218831;1.12242047;1.06782699;1.02420999;0.985024365;0.955693109;0.925555134;BHR
BHS;Bahamas;SSP1_BHS;0.343;0.383;0.413;0.434;0.444;0.443;0.43;0.409;0.378;0.338;84.099;88.311;90.695;92.218;93.271;94.04;94.625;95.085;95.455;95.759;0.28845957;0.33823113;0.37457035;0.40022612;0.41412324;0.4165972;0.4068875;0.38889765;0.3608199;0.32366542;1.17254259;1.10743902;1.06849386;1.03472317;1.00597397;0.976692834;0.955786673;0.927801698;0.897027631;BHS
BIH;Bosnia and Herzegovina;SSP1_BIH;3.76;3.713;3.608;3.453;3.244;2.99;2.709;2.412;2.092;1.77;48.621;57.792;65.912;72.775;78.402;82.931;86.536;89.389;91.639;93.412;1.8281496;2.14581696;2.37810496;2.51292075;2.54336088;2.4796369;2.34426024;2.15606268;1.91708788;1.6533924;1.17376442;1.10825154;1.05669043;1.01211345;0.974944971;0.945404644;0.919719852;0.889161478;0.862449978;BIH
BLR;Belarus;SSP1_BLR;9.595;9.238;8.827;8.417;7.953;7.41;6.822;6.191;5.541;4.869;74.695;81.959;86.088;88.701;90.487;91.78;92.756;93.518;94.128;94.628;7.16698525;7.57137242;7.59898776;7.46596317;7.19643111;6.800898;6.32781432;5.78969938;5.21563248;4.60743732;1.05642361;1.00364734;0.982494433;0.963898555;0.945037602;0.930438057;0.914960378;0.900846855;0.883389951;BLR
BLZ;Belize;SSP1_BLZ;0.312;0.356;0.38;0.391;0.39;0.38;0.364;0.346;0.324;0.295;52.249;60.892;68.256;74.326;79.243;83.195;86.365;88.909;90.957;92.61;0.16301688;0.21677552;0.2593728;0.29061466;0.3090477;0.316141;0.3143686;0.30762514;0.29470068;0.2731995;1.32977346;1.19650411;1.12045157;1.06342777;1.02295212;0.994393641;0.978549194;0.957986334;0.927040616;BLZ
BOL;Bolivia;SSP1_BOL;9.93;11.072;11.835;12.245;12.297;12.057;11.642;11.081;10.39;9.625;66.545;72.855;77.86;81.826;84.983;87.514;89.561;91.229;92.6;93.733;6.6079185;8.0665056;9.214731;10.0195937;10.4503595;10.551563;10.4266916;10.1090855;9.62114;9.02180125;1.22073322;1.14234483;1.08734522;1.04299234;1.00968421;0.988165605;0.969539127;0.951731985;0.937706057;BOL
BRA;Brazil;SSP1_BRA;194.946;208.26;215.84;217.973;214.893;206.803;194.68;179.584;161.79;141.412;86.529;88.709;90.218;91.32;92.157;92.811;93.336;93.766;94.123;94.423;168.684824;184.745363;194.726531;199.052944;198.038942;191.935932;181.706525;168.388733;152.281602;133.525453;1.09521034;1.05402662;1.02221789;0.99490587;0.96918278;0.946704052;0.926707137;0.90434555;0.876832469;BRA
BRB;Barbados;SSP1_BRB;0.273;0.277;0.276;0.27;0.257;0.239;0.219;0.198;0.173;0.146;44.469;54.389;62.86;69.761;75.267;79.638;83.117;85.908;88.164;90.004;0.12140037;0.15065753;0.1734936;0.1883547;0.19343619;0.19033482;0.18202623;0.17009784;0.15252372;0.13140584;1.24099729;1.15157603;1.08565791;1.0269783;0.983966961;0.956347504;0.93446884;0.896682286;0.861543634;BRB
BRN;Brunei;SSP1_BRN;0.399;0.455;0.496;0.525;0.543;0.546;0.535;0.509;0.47;0.42;75.654;82.867;88.216;92.025;94.662;96.454;97.656;98.456;98.985;99.333;0.30185946;0.37704485;0.43755136;0.48313125;0.51401466;0.52663884;0.5224596;0.50114104;0.4652295;0.4171986;1.24907416;1.16047563;1.10417038;1.06392344;1.02455996;0.992064315;0.959195773;0.928340453;0.896758697;BRN
BTN;Bhutan;SSP1_BTN;0.726;0.856;0.967;1.058;1.122;1.154;1.148;1.104;1.033;0.944;34.707;47.428;58.807;68.008;75.096;80.473;84.558;87.687;90.108;92.003;0.25197282;0.40598368;0.56866369;0.71952464;0.84257712;0.92865842;0.97072584;0.96806448;0.93081564;0.86850832;1.61122013;1.40070579;1.26529028;1.17101913;1.1021643;1.04529913;0.997258381;0.961522356;0.933061589;BTN
BWA;Botswana;SSP1_BWA;2.007;2.22;2.376;2.492;2.574;2.605;2.566;2.468;2.322;2.143;61.134;68.752;75.387;80.937;85.434;88.987;91.74;93.843;95.432;96.622;1.22695938;1.5262944;1.79119512;2.01695004;2.19907116;2.31811135;2.3540484;2.31604524;2.21593104;2.07060946;1.2439649;1.17355808;1.12603592;1.09029531;1.05413203;1.01550273;0.983856254;0.956773642;0.934419629;BWA
CAF;Central African Republic;SSP1_CAF;4.401;5.137;5.804;6.323;6.646;6.796;6.788;6.626;6.341;5.963;38.943;47.775;56.18;63.747;70.288;75.789;80.336;84.054;87.077;89.528;1.71388143;2.45420175;3.2606872;4.03072281;4.67134048;5.15062044;5.45320768;5.56941804;5.52155257;5.33855464;1.43195539;1.32861416;1.23615746;1.1589337;1.10260009;1.05874773;1.02131046;0.99140566;0.966857523;CAF
CAN;Canada;SSP1_CAN;34.017;37.898;41.821;45.444;48.969;52.24;54.767;56.171;56;54.469;80.582;83.853;86.587;88.864;90.758;92.329;93.633;94.715;95.613;96.357;27.4115789;31.7786099;36.2115493;40.3833562;44.443285;48.2326696;51.2799851;53.2023627;53.54328;52.4846943;1.15931337;1.13949444;1.11520653;1.10053471;1.08526338;1.06317949;1.03748787;1.00640794;0.980229346;CAN
CHE;Switzerland;SSP1_CHE;7.664;8.13;8.598;9.037;9.429;9.727;9.797;9.658;9.32;8.856;73.623;80.871;85.041;87.696;89.517;90.836;91.832;92.609;93.231;93.739;5.64246672;6.5748123;7.31182518;7.92508752;8.44055793;8.83561772;8.99678104;8.94417722;8.6891292;8.30152584;1.16523723;1.11209641;1.08387268;1.06504287;1.04680494;1.01824019;0.99415304;0.971484463;0.955392151;CHE
CHL;Chile;SSP1_CHL;17.114;18.391;19.167;19.465;19.287;18.696;17.779;16.473;14.812;12.818;89.004;91.349;93.232;94.729;95.909;96.834;97.555;98.115;98.549;98.884;15.2321446;16.7999946;17.8697774;18.4389998;18.4979688;18.1040846;17.3443035;16.1624839;14.5970779;12.6749511;1.10293035;1.06367757;1.03185392;1.00319806;0.978706625;0.958032609;0.93186123;0.9031457;0.868321127;CHL
CHN;China;SSP1_CHN;1341.335;1371.171;1359.513;1308.94;1224.524;1117.295;999.265;880.436;761.794;643.987;46.955;58.592;68.014;75.258;80.733;84.872;88.026;90.454;92.342;93.825;629.823849;803.396512;924.659172;985.082065;988.594961;948.270612;879.613009;796.389579;703.455815;604.220803;1.27558922;1.1509375;1.06534612;1.00356609;0.959210445;0.927597035;0.905386314;0.883306153;0.858932131;CHN
CIV;Côte dIvoire;SSP1_CIV;19.738;22.513;24.652;26.16;26.936;27.104;26.886;26.261;25.249;23.912;50.561;59.41;67.187;73.741;79.116;83.449;86.907;89.651;91.823;93.538;9.97973018;13.3749733;16.5629392;19.2906456;21.3106858;22.618017;23.365816;23.5432491;23.1843893;22.3668066;1.34021392;1.23835307;1.16468734;1.10471605;1.06134628;1.0330621;1.0075937;0.984757421;0.964735637;CIV
CMR;Cameroon;SSP1_CMR;19.599;23.15;26.175;28.626;30.274;31.168;31.38;30.896;29.797;28.192;58.397;66.034;73.152;79.424;84.664;88.836;92.026;94.387;96.091;97.299;11.445228;15.286871;19.147536;22.7359142;25.6311794;27.6884045;28.8777588;29.1618075;28.6322353;27.4305341;1.33565456;1.25254776;1.18740679;1.12734325;1.0802626;1.04295496;1.00983625;0.981840212;0.958029781;CMR
COD;Democratic Republic of the Congo;SSP1_COD;65.966;83.883;101.704;117.504;130.041;139.094;144.87;147.288;146.595;143.116;35.218;45.31;54.944;63.472;70.646;76.5;81.201;84.948;87.929;90.301;23.2319059;38.0073873;55.8802458;74.5821389;91.8687649;106.40691;117.635889;125.11821;128.899518;129.235179;1.63599954;1.47024696;1.33467808;1.2317797;1.15824905;1.10552866;1.06360577;1.03022188;1.00260406;COD
COG;Republic of Congo;SSP1_COG;4.043;4.973;5.822;6.559;7.108;7.465;7.627;7.585;7.36;6.977;62.119;69.984;75.916;80.401;83.838;86.515;88.634;90.337;91.725;92.869;2.51147117;3.48030432;4.41982952;5.27350159;5.95920504;6.45834475;6.76011518;6.85206145;6.75096;6.47947013;1.3857632;1.2699549;1.19314593;1.13002811;1.08375945;1.04672566;1.01360129;0.985245105;0.959784998;COG
COL;Colombia;SSP1_COL;46.295;51.481;55.123;57.37;58.09;57.473;55.786;53.185;49.582;44.903;75.071;82.336;86.466;89.079;90.867;92.161;93.138;93.901;94.513;95.013;34.7541194;42.3873962;47.6626532;51.1046223;52.7846403;52.9676915;51.9579647;49.9412469;46.8614357;42.6636874;1.2196366;1.12445343;1.07221522;1.03287409;1.00346789;0.980936929;0.961185588;0.938331312;0.910422116;COL
COM;Comoros;SSP1_COM;0.735;0.863;0.949;1.013;1.032;1.021;0.996;0.954;0.896;0.828;28.19;39.795;51.528;62.043;70.729;77.574;82.844;86.864;89.922;92.251;0.2071965;0.34343085;0.48900072;0.62849559;0.72992328;0.79203054;0.82512624;0.82868256;0.80570112;0.76383828;1.6575128;1.42386952;1.28526516;1.16138171;1.08508738;1.04178589;1.00431003;0.972267499;0.948041725;COM
CPV;Cape Verde;SSP1_CPV;0.496;0.523;0.531;0.525;0.505;0.475;0.443;0.41;0.375;0.336;61.089;69.48;75.527;79.939;83.236;85.76;87.739;89.323;90.613;91.681;0.30300144;0.3633804;0.40104837;0.41967975;0.4203418;0.40736;0.38868377;0.3662243;0.33979875;0.30804816;1.19926955;1.10365988;1.04645669;1.00157751;0.969116086;0.95415301;0.942216599;0.927843264;0.906560604;CPV
CRI;Costa Rica;SSP1_CRI;4.659;5.251;5.7;6.019;6.176;6.181;6.035;5.728;5.234;4.593;64.417;72.758;78.539;82.649;85.664;87.944;89.715;91.122;92.261;93.198;3.00118803;3.82052258;4.476723;4.97464331;5.29060864;5.43581864;5.41430025;5.21946816;4.82894074;4.28058414;1.2730034;1.17175672;1.11122428;1.06351517;1.02744675;0.996041371;0.964015278;0.925178695;0.886443709;CRI
CUB;Cuba;SSP1_CUB;11.258;11.031;10.562;9.878;8.994;7.942;6.851;5.821;4.852;3.917;75.225;82.522;86.598;89.152;90.887;92.138;93.08;93.814;94.401;94.881;8.4688305;9.10300182;9.14648076;8.80643456;8.17437678;7.31759996;6.3769108;5.46091294;4.58033652;3.71648877;1.07488299;1.00477633;0.962822182;0.928227732;0.895187506;0.871448403;0.856357116;0.838749229;0.811400812;CUB
CYP;Cyprus;SSP1_CYP;1.104;1.241;1.355;1.444;1.51;1.541;1.525;1.448;1.312;1.143;70.32;78.154;83.482;87.215;89.916;91.926;93.457;94.647;95.587;96.339;0.7763328;0.96989114;1.1311811;1.2593846;1.3577316;1.41657966;1.42521925;1.37048856;1.25410144;1.10115477;1.24932392;1.16629697;1.11333596;1.07809132;1.04334293;1.00609891;0.961598407;0.915076183;0.878042824;CYP
CZE;Czech Republic;SSP1_CZE;10.493;11.023;11.43;11.737;12.081;12.328;12.334;12.085;11.649;11.099;73.541;80.795;84.96;87.607;89.421;90.733;91.724;92.496;93.113;93.618;7.71665713;8.90603285;9.710928;10.2824336;10.802951;11.1855642;11.3132382;11.1781416;10.8467334;10.3906618;1.15413095;1.0903764;1.0588518;1.05062201;1.03541747;1.01141417;0.988058542;0.970352117;0.957953097;CZE
DEU;Germany;SSP1_DEU;82.302;82.377;82.578;82.544;82.255;81.351;79.586;76.778;72.572;67.405;73.849;80.978;85.327;88.197;90.211;91.694;92.827;93.719;94.438;95.028;60.779204;66.7072471;70.4613301;72.8013317;74.203058;74.5939859;73.8772962;71.9555738;68.5355454;64.0536234;1.09753407;1.05627699;1.03320973;1.01925413;1.00526835;0.990392125;0.973987646;0.952470277;0.934604417;DEU
DJI;Djibouti;SSP1_DJI;0.889;1.033;1.149;1.235;1.289;1.309;1.298;1.259;1.197;1.121;76.234;83.491;88.882;92.681;95.257;96.959;98.064;98.773;99.225;99.511;0.67772026;0.86246203;1.02125418;1.14461035;1.22786273;1.26919331;1.27287072;1.24355207;1.18772325;1.11551831;1.27259296;1.18411495;1.1207889;1.07273425;1.03366059;1.00289744;0.976966514;0.955105362;0.939207269;DJI
DNK;Denmark;SSP1_DNK;5.55;5.836;6.17;6.488;6.793;7.105;7.386;7.602;7.724;7.708;86.866;88.9;90.231;91.16;91.837;92.349;92.745;93.059;93.31;93.514;4.821063;5.188204;5.5672527;5.9144608;6.23848741;6.56139645;6.8501457;7.07434518;7.2072644;7.20805912;1.07615354;1.07305971;1.06236615;1.05478549;1.05176079;1.04400729;1.03272915;1.01878891;1.00011027;DNK
DOM;Dominican Republic;SSP1_DOM;9.927;10.885;11.5;11.787;11.754;11.46;10.992;10.393;9.685;8.811;69.181;75.455;80.126;83.658;86.38;88.518;90.226;91.612;92.752;93.699;6.86759787;8.21327675;9.21449;9.86076846;10.1531052;10.1441628;9.91764192;9.52123516;8.9830312;8.25581889;1.19594608;1.1219018;1.07013719;1.02964645;0.999119245;0.97766983;0.96003014;0.943473305;0.919046;DOM
DZA;Algeria;SSP1_DZA;35.468;39.953;42.912;44.761;45.548;44.937;43.232;40.756;37.811;34.557;66.497;73.371;78.478;82.323;85.272;87.579;89.415;90.9;92.119;93.132;23.585156;29.3139156;33.6764794;36.848598;38.8396906;39.3553752;38.6558928;37.047204;34.8311151;32.1836252;1.24289683;1.14882228;1.09419389;1.05403442;1.01327726;0.982226508;0.958384384;0.94018202;0.923990666;DZA
ECU;Ecuador;SSP1_ECU;14.465;16.091;17.229;17.917;18.13;17.929;17.416;16.633;15.491;14.006;66.947;73.932;79.037;82.832;85.716;87.957;89.732;91.163;92.335;93.306;9.68388355;11.8963981;13.6172847;14.8410094;15.5403108;15.7698105;15.6277251;15.1631418;14.3036148;13.0684384;1.22847389;1.1446561;1.08986554;1.04711953;1.01476803;0.990990037;0.970271852;0.94331472;0.913645851;ECU
EGY;Egypt;SSP1_EGY;81.121;93.382;102.468;109.119;112.941;114.052;112.883;109.293;103.767;96.865;43.402;52.908;61.366;68.518;74.39;79.143;82.969;86.048;88.533;90.547;35.2081364;49.4065486;62.8805129;74.7661564;84.0168099;90.2641744;93.6578963;94.0444406;91.8680381;87.7083515;1.40327077;1.27271616;1.18901951;1.12372782;1.07435851;1.03759766;1.00412719;0.976857723;0.954721069;EGY
ERI;Eritrea;SSP1_ERI;5.254;6.733;8.027;9.223;10.152;10.75;11.056;11.061;10.804;10.322;21.577;30.491;40.222;49.762;58.366;65.705;71.768;76.701;80.693;83.929;1.13365558;2.05295903;3.22861994;4.58954926;5.92531632;7.0632875;7.93467008;8.48389761;8.71807172;8.66315138;1.81091953;1.57266652;1.42152045;1.29104537;1.19205239;1.12336785;1.0692187;1.02760218;0.993700403;ERI
ESP;Spain;SSP1_ESP;46.077;48.942;50.705;52.661;54.31;54.992;54.438;52.668;49.913;46.931;77.396;84.203;88.202;90.783;92.567;93.865;94.847;95.612;96.222;96.718;35.6617549;41.2106323;44.7228241;47.8072356;50.2731377;51.6182408;51.6328099;50.3569282;48.0272869;45.3907246;1.15559743;1.08522538;1.06896728;1.0515801;1.0267559;1.00028225;0.975289323;0.953737422;0.945102827;ESP
EST;Estonia;SSP1_EST;1.341;1.33;1.312;1.303;1.303;1.296;1.283;1.267;1.234;1.192;69.487;75.331;79.898;83.484;86.323;88.594;90.429;91.926;93.157;94.178;0.93182067;1.0019023;1.04826176;1.08779652;1.12478869;1.14817824;1.16020407;1.16470242;1.14955738;1.12260176;1.07520935;1.04627144;1.03771459;1.03400652;1.02079462;1.01047384;1.00387721;0.986996644;0.976551305;EST
ETH;Ethiopia;SSP1_ETH;82.95;100.815;117.123;129.938;139.507;145.64;148.346;147.701;143.806;137.215;16.661;24.273;33.627;44.045;54.554;64.252;72.579;79.353;84.657;88.703;13.8202995;24.470825;39.3849512;57.2311921;76.1066488;93.5766128;107.668043;117.205175;121.741845;121.713821;1.77064361;1.60946561;1.45312335;1.32981065;1.22954583;1.1505871;1.08857903;1.03870709;0.999769808;ETH
FIN;Finland;SSP1_FIN;5.365;5.646;5.924;6.161;6.393;6.64;6.856;6.997;7.044;6.984;85.09;87.282;89.127;90.684;92.002;93.121;94.075;94.889;95.586;96.183;4.5650785;4.92794172;5.27988348;5.58704124;5.88168786;6.1832344;6.449782;6.63938333;6.73307784;6.71742072;1.07948674;1.0714176;1.0581751;1.05273751;1.05126871;1.04310812;1.02939655;1.01411193;0.997674597;FIN
FJI;Fiji;SSP1_FJI;0.861;0.897;0.894;0.866;0.818;0.759;0.699;0.641;0.586;0.532;51.861;60.5;67.884;73.989;78.945;82.935;86.14;88.716;90.792;92.469;0.44652321;0.542685;0.60688296;0.64074474;0.6457701;0.62947665;0.6021186;0.56866956;0.53204112;0.49193508;1.21535676;1.11829691;1.05579623;1.007843;0.974768962;0.95653842;0.944447755;0.935589237;0.924618533;FJI
FRA;France;SSP1_FRA;62.787;66.867;71.022;75.06;78.665;81.717;83.714;84.818;84.531;83.158;85.251;87.483;89.259;90.695;91.876;92.859;93.686;94.39;94.994;95.516;53.5265454;58.4972576;63.393527;68.075667;72.2742554;75.881589;78.428298;80.0597102;80.2993781;79.4291953;1.09286443;1.08370084;1.07385833;1.06167532;1.04991174;1.03356162;1.02080132;1.00299361;0.989163268;FRA
FSM;Micronesia;SSP1_FSM;0.111;0.112;0.108;0.102;0.093;0.084;0.076;0.069;0.062;0.057;22.663;31.42;40.624;49.362;57.072;63.577;68.94;73.329;76.922;79.881;0.02515593;0.0351904;0.04387392;0.05034924;0.05307696;0.05340468;0.0523944;0.05059701;0.04769164;0.04553217;1.39889084;1.24675821;1.14758927;1.05417599;1.00617443;0.981082557;0.965694998;0.942578227;0.954720156;FSM
GAB;Gabon;SSP1_GAB;1.505;1.737;1.926;2.063;2.149;2.184;2.17;2.106;1.999;1.86;86.028;88.757;90.041;90.741;91.152;91.406;91.566;91.669;91.736;91.779;1.2947214;1.54170909;1.73418966;1.87198683;1.95885648;1.99630704;1.9869822;1.93054914;1.83380264;1.7070894;1.19076513;1.12484883;1.07945911;1.04640505;1.01911858;0.995328955;0.971598608;0.949886539;0.930901376;GAB
GBR;United Kingdom;SSP1_GBR;62.036;66.424;70.617;74.531;78.339;81.652;84.23;85.799;85.975;84.705;79.638;85.528;90.281;93.774;96.15;97.676;98.619;99.188;99.525;99.723;49.4042297;56.8111187;63.7537338;69.8906999;75.3229485;79.7544075;83.0667837;85.1023121;85.5666188;84.4703671;1.14992419;1.12220522;1.0962605;1.07772491;1.05883279;1.0415322;1.02450472;1.00545586;0.987188326;GBR
GEO;Georgia;SSP1_GEO;4.352;4.107;3.784;3.459;3.108;2.753;2.436;2.149;1.88;1.627;52.747;60.76;68.09;74.508;79.931;84.384;87.96;90.782;92.981;94.678;2.29554944;2.4954132;2.5765256;2.57723172;2.48425548;2.32309152;2.1427056;1.95090518;1.7480428;1.54041106;1.08706576;1.0325046;1.00027406;0.963923989;0.935125851;0.92235092;0.910486807;0.896016279;0.881220448;GEO
