Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
GHA;Ghana;SSP1_GHA;24.392;29.309;33.555;37.252;39.901;41.472;42.215;42.07;41.086;39.392;51.471;60.484;68.214;74.594;79.745;83.857;87.124;89.716;91.774;93.41;12.5548063;17.7272556;22.8892077;27.7877569;31.8190525;34.777175;36.7793966;37.7435212;37.7062656;36.7960672;1.41198957;1.29118733;1.2140113;1.14507452;1.09296702;1.05757286;1.02621371;0.999012928;0.975860817;GHA
GIN;Guinea;SSP1_GIN;9.982;11.461;12.583;13.299;13.564;13.479;13.275;12.974;12.553;12.015;35.361;44.868;54.047;62.315;69.408;75.301;80.108;83.989;87.107;89.609;3.52973502;5.14232148;6.80073401;8.28727185;9.41450112;10.1498218;10.634337;10.8967329;10.9345417;10.7665213;1.45685765;1.32250269;1.21858491;1.13601934;1.07810511;1.04773633;1.0246744;1.00346974;0.984633982;GIN
GLP;Guadeloupe;SSP1_GLP;0.461;0.48;0.491;0.494;0.487;0.471;0.449;0.421;0.39;0.352;98.408;99.747;99.854;99.902;99.93;99.947;99.959;99.968;99.975;99.98;0.45366088;0.4787856;0.49028314;0.49351588;0.4866591;0.47075037;0.44881591;0.42086528;0.3899025;0.3519296;1.05538216;1.02401396;1.00659362;0.986106263;0.967310321;0.953405326;0.93772362;0.926430662;0.902609242;GLP
GMB;Gambia;SSP1_GMB;1.728;2.122;2.443;2.7;2.865;2.943;2.966;2.937;2.861;2.743;58.149;65.61;72.753;79.19;84.641;88.996;92.305;94.719;96.425;97.603;1.00481472;1.3922442;1.77735579;2.13813;2.42496465;2.61915228;2.7377663;2.78189703;2.75871925;2.67725029;1.38557305;1.2766121;1.20298367;1.13415211;1.08007854;1.04528718;1.01611925;0.991668354;0.970468557;GMB
GNB;Guinea-Bissau;SSP1_GNB;1.515;1.765;1.972;2.134;2.237;2.281;2.282;2.241;2.162;2.053;30.003;39.512;49.33;58.654;66.933;73.928;79.639;84.197;87.784;90.581;0.45454545;0.6973868;0.9727876;1.25167636;1.49729121;1.68629768;1.81736198;1.88685477;1.89789008;1.85962793;1.53425098;1.39490395;1.28669029;1.19622872;1.12623227;1.07772311;1.03823828;1.00584852;0.979839639;GNB
GNQ;Equatorial Guinea;SSP1_GNQ;0.7;0.879;1.049;1.196;1.311;1.397;1.449;1.458;1.428;1.367;39.702;49.415;57.955;65.062;70.821;75.448;79.172;82.189;84.656;86.692;0.277914;0.43435785;0.60794795;0.77814152;0.92846331;1.05400856;1.14720228;1.19831562;1.20888768;1.18507964;1.5629218;1.39964766;1.2799476;1.19318053;1.13521832;1.08841837;1.04455478;1.00882243;0.98030583;GNQ
GRC;Greece;SSP1_GRC;11.359;11.488;11.526;11.609;11.642;11.555;11.304;10.849;10.23;9.541;61.414;68.894;75.345;80.717;85.074;88.536;91.247;93.346;94.959;96.19;6.97601626;7.91454272;8.6842647;9.37043653;9.90431508;10.2303348;10.3145609;10.1271075;9.7143057;9.1774879;1.13453616;1.09725413;1.07901323;1.05697478;1.03291694;1.00823297;0.981826338;0.959237933;0.944739458;GRC
GRD;Grenada;SSP1_GRD;0.104;0.105;0.103;0.1;0.095;0.09;0.084;0.078;0.071;0.064;39.291;48.99;57.529;64.639;70.403;75.035;78.763;81.785;84.258;86.301;0.04086264;0.0514395;0.05925487;0.064639;0.06688285;0.0675315;0.06616092;0.0637923;0.05982318;0.05523264;1.25883937;1.15193324;1.09086392;1.03471356;1.0096983;0.979704582;0.964199107;0.937780579;0.923264862;GRD
GTM;Guatemala;SSP1_GTM;14.389;16.881;18.726;19.979;20.612;20.773;20.614;20.132;19.311;18.157;49.458;57.943;65.727;72.541;78.293;83.015;86.812;89.818;92.173;94.002;7.11651162;9.78135783;12.308038;14.4929664;16.1377532;17.244706;17.8954257;18.0821598;17.799528;17.0679431;1.37445962;1.25831589;1.17752044;1.11348862;1.06859398;1.03773446;1.01043474;0.984369581;0.958898635;GTM
GUF;French Guiana;SSP1_GUF;0.231;0.28;0.317;0.344;0.36;0.366;0.364;0.354;0.333;0.304;76.35;83.634;89.031;92.819;95.375;97.053;98.136;98.826;99.263;99.538;0.1763685;0.2341752;0.28222827;0.31929736;0.34335;0.35521398;0.35721504;0.34984404;0.33054579;0.30259552;1.32776091;1.20520136;1.13134435;1.07532991;1.0345536;1.00563339;0.979365371;0.944837562;0.915442063;GUF
GUM;Guam;SSP1_GUM;0.18;0.199;0.213;0.22;0.221;0.218;0.211;0.201;0.188;0.168;93.168;96.441;97.358;97.798;98.054;98.218;98.33;98.41;98.469;98.513;0.1677024;0.19191759;0.20737254;0.2151556;0.21669934;0.21411524;0.2074763;0.1978041;0.18512172;0.16550184;1.14439382;1.0805291;1.03753178;1.00717499;0.988075183;0.968993613;0.953381663;0.93588414;0.894016326;GUM
GUY;Guyana;SSP1_GUY;0.754;0.762;0.749;0.712;0.659;0.598;0.54;0.486;0.434;0.385;28.604;40.203;51.921;62.43;71.118;77.967;83.234;87.241;90.278;92.581;0.21567416;0.30634686;0.38888829;0.4445016;0.46866762;0.46624266;0.4494636;0.42399126;0.39180652;0.35643685;1.42041522;1.26943782;1.14300587;1.05436655;0.994825843;0.964012173;0.943327246;0.92409103;0.909726694;GUY
HKG;Hong Kong;SSP1_HKG;7.053;7.625;8.183;8.71;9.051;9.136;8.843;8.25;7.376;6.333;100;100;100;100;100;100;100;100;100;100;7.053;7.625;8.183;8.71;9.051;9.136;8.843;8.25;7.376;6.333;1.08110024;1.07318033;1.06440181;1.0391504;1.00939123;0.967929072;0.93294131;0.894060606;0.858595445;HKG
HND;Honduras;SSP1_HND;7.601;8.697;9.457;9.92;10.094;10.032;9.805;9.431;8.919;8.24;51.604;60.27;67.782;74.056;79.18;83.313;86.625;89.272;91.388;93.079;3.92242004;5.2416819;6.41014374;7.3463552;7.9924292;8.35796016;8.49358125;8.41924232;8.15089572;7.6697096;1.33633875;1.22291735;1.14605155;1.08794484;1.04573465;1.01622658;0.991247634;0.968126989;0.940965246;HND
HRV;Croatia;SSP1_HRV;4.403;4.33;4.225;4.105;3.949;3.756;3.519;3.231;2.874;2.482;57.738;65.442;72.3;78.166;83.021;86.937;90.033;92.444;94.299;95.715;2.54220414;2.8336386;3.054675;3.2087143;3.27849929;3.26535372;3.16826127;2.98686564;2.71015326;2.3756463;1.1146385;1.07800444;1.05042739;1.02174858;0.99599037;0.970265871;0.942746;0.907356938;0.876572678;HRV
HTI;Haiti;SSP1_HTI;9.993;10.945;11.561;11.89;11.94;11.714;11.304;10.716;9.976;9.155;52.087;66.758;75.628;81.143;84.788;87.338;89.206;90.627;91.74;92.633;5.20505391;7.3066631;8.74335308;9.6479027;10.1236872;10.2307733;10.0838462;9.71158932;9.1519824;8.48055115;1.40376319;1.19662737;1.10345569;1.04931481;1.01057778;0.985638712;0.963083836;0.942377411;0.92663543;HTI
HUN;Hungary;SSP1_HUN;9.984;9.784;9.631;9.458;9.272;9.053;8.738;8.349;7.907;7.408;68.095;72.577;76.916;80.977;84.644;87.842;90.54;92.748;94.509;95.884;6.7986048;7.10093368;7.40777996;7.65880466;7.84819168;7.95233626;7.9113852;7.74353052;7.47282663;7.10308672;1.04446925;1.0432121;1.03388663;1.02472801;1.01326988;0.994850437;0.978783149;0.965041283;0.950522081;HUN
IDN;Indonesia;SSP1_IDN;239.871;259.299;270.466;274.521;271.071;260.655;245.009;225.992;205.16;183.659;44.281;54.011;62.387;69.268;74.799;79.215;82.747;85.588;87.892;89.774;106.217278;140.049983;168.735623;190.155206;202.758397;206.477858;202.737597;193.422033;180.319227;164.878031;1.31852356;1.20482431;1.12694168;1.06627844;1.0183443;0.981885414;0.954051126;0.932257946;0.914367443;IDN
IND;India;SSP1_IND;1224.614;1361.281;1458.929;1523.66;1550.397;1536.252;1481.442;1390.771;1272.411;1138.436;30.01;39.519;49.337;58.661;66.94;73.935;79.646;84.205;87.791;90.587;367.506661;537.964638;719.791801;893.794193;1037.83575;1135.82792;1179.9093;1171.09872;1117.06234;1031.27502;1.46382282;1.33799092;1.24173989;1.16115741;1.09441972;1.03880991;0.992532837;0.953858391;0.923202745;IND
IRL;Ireland;SSP1_IRL;4.47;5.052;5.561;6.056;6.527;6.909;7.192;7.343;7.363;7.25;61.941;69.783;75.758;80.309;83.812;86.549;88.718;90.461;91.88;93.047;2.7687627;3.52543716;4.21290238;4.86351304;5.47040924;5.97967041;6.38059856;6.64255123;6.7651244;6.7459075;1.27328975;1.19500141;1.15443288;1.12478556;1.0930938;1.06704854;1.04105456;1.01845272;0.997159417;IRL
IRN;Iran;SSP1_IRN;73.974;81.35;85.295;87.404;87.554;85.178;80.794;74.549;66.266;57.292;70.753;79.282;84.21;87.338;89.474;91.017;92.178;93.083;93.806;94.396;52.3388242;64.495907;71.8269195;76.3369055;78.338066;77.5264603;74.4742933;69.3924457;62.161484;54.0813563;1.23227657;1.11366632;1.06278963;1.02621485;0.989639702;0.960630642;0.931763735;0.895796125;0.87001392;IRN
IRQ;Iraq;SSP1_IRQ;31.672;39.552;46.729;53.111;57.804;60.938;62.803;63.332;62.536;60.097;66.173;73.068;78.281;82.253;85.322;87.733;89.654;91.208;92.479;93.53;20.9583126;28.8998554;36.5799285;43.6853908;49.3195289;53.4627355;56.3054016;57.7638506;57.8326674;56.2087241;1.37892091;1.26574781;1.19424484;1.12897076;1.08400743;1.05317098;1.02590247;1.00119135;0.971919965;IRQ
ISL;Iceland;SSP1_ISL;0.32;0.37;0.417;0.461;0.504;0.543;0.573;0.593;0.599;0.593;93.416;96.784;97.597;97.97;98.179;98.31;98.397;98.456;98.498;98.529;0.2989312;0.3581008;0.40697949;0.4516417;0.49482216;0.5338233;0.56381481;0.58384408;0.59000302;0.58427697;1.19793718;1.13649422;1.10974069;1.09560778;1.0788185;1.05618247;1.03552455;1.01054895;0.99029488;ISL
ISR;Israel;SSP1_ISR;7.418;9.226;11.026;12.825;14.567;16.159;17.739;19.257;20.65;21.935;91.853;92.185;92.505;92.813;93.109;93.394;93.668;93.931;94.184;94.427;6.81365554;8.5049881;10.1996013;11.9032672;13.563188;15.0915365;16.6157665;18.0882927;19.448996;20.7125625;1.2482269;1.19924933;1.1670326;1.13945085;1.11268357;1.100999;1.08862222;1.07522564;1.06496821;ISR
ITA;Italy;SSP1_ITA;60.551;62.006;62.696;63.349;63.516;62.881;60.939;58.097;54.61;50.828;68.36;74.402;79.186;82.973;85.986;88.399;90.348;91.934;93.233;94.304;41.3926636;46.1337041;49.6464546;52.5625658;54.6148678;55.5861752;55.0571677;53.410896;50.9145413;47.9328371;1.11453818;1.07614282;1.05873755;1.03904494;1.01778467;0.990483111;0.970098866;0.953261322;0.941437081;ITA
JAM;Jamaica;SSP1_JAM;2.741;2.792;2.757;2.656;2.498;2.3;2.104;1.924;1.75;1.56;52.006;60.614;68.088;74.341;79.453;83.577;86.881;89.518;91.62;93.296;1.42548446;1.69234288;1.87718616;1.97449696;1.98473594;1.922271;1.82797624;1.72232632;1.60335;1.4554176;1.18720542;1.1092233;1.05183865;1.00518561;0.96852733;0.950946167;0.942203888;0.930921151;0.907735429;JAM
JOR;Jordan;SSP1_JOR;6.187;7.862;9.44;10.833;11.946;12.737;13.112;13.041;12.589;11.76;78.527;85.457;89.93;92.902;94.931;96.344;97.344;98.061;98.579;98.955;4.85846549;6.71862934;8.489392;10.0640737;11.3404573;12.2713353;12.7637453;12.788135;12.4101103;11.637108;1.38287065;1.26356011;1.18548816;1.12682574;1.0820847;1.04012685;1.00191086;0.970439419;0.93771189;JOR
JPN;Japan;SSP1_JPN;126.536;125.483;122.372;118.294;113.714;108.56;101.598;93.649;85.155;76.936;66.833;73.489;78.542;82.409;85.41;87.775;89.667;91.201;92.459;93.502;84.5678049;92.2162019;96.1134162;97.4849025;97.1231274;95.28854;91.0998787;85.4088245;78.7334615;71.9366987;1.090441;1.04226171;1.01426946;0.996288912;0.981110705;0.956042339;0.937529509;0.921842233;0.913673772;JPN
KAZ;Kazakhstan;SSP1_KAZ;16.026;17.398;18.167;18.642;18.735;18.412;17.799;16.883;15.731;14.463;58.506;66.256;73.239;79.243;84.2;88.157;91.229;93.565;95.312;96.602;9.37617156;11.5272189;13.3053291;14.7724801;15.77487;16.2314668;16.2378497;15.7965789;14.9935307;13.9715473;1.22941638;1.15425319;1.11026792;1.06785522;1.02894457;1.00039324;0.972824557;0.949163155;0.931838372;KAZ
KEN;Kenya;SSP1_KEN;40.513;49.716;57.974;65.165;70.348;73.562;75.24;75.374;74.148;71.663;22.18;31.171;40.921;50.438;58.999;66.29;72.31;77.205;81.165;84.371;8.9857834;15.4969744;23.7235405;32.8679227;41.5046165;48.7642498;54.406044;58.1924967;60.1822242;60.4627897;1.72461027;1.53084983;1.38545605;1.26276969;1.17491147;1.11569529;1.06959618;1.03419217;1.00466193;KEN
KGZ;Kyrgyzstan;SSP1_KGZ;5.334;5.746;5.912;5.933;5.779;5.503;5.178;4.809;4.409;4.015;34.549;44.243;53.465;61.633;68.538;74.221;78.841;82.58;85.608;88.068;1.84284366;2.54220278;3.1608508;3.65668589;3.96081102;4.08438163;4.08238698;3.9712722;3.77445672;3.5359302;1.37949997;1.24335117;1.1568676;1.08316961;1.03119831;0.99951164;0.972781909;0.950440194;0.936805072;KGZ
KHM;Cambodia;SSP1_KHM;14.138;15.329;15.931;16.032;15.739;15.095;14.237;13.196;12.059;10.95;20.108;27.683;36.573;46.208;55.845;64.798;72.609;79.092;84.273;88.297;2.84286904;4.24352707;5.82644463;7.40806656;8.78944455;9.7812581;10.3373433;10.4369803;10.1624811;9.6685215;1.49269172;1.37301931;1.27145576;1.18646944;1.11284144;1.05685212;1.00963855;0.973699361;0.951393802;KHM
KOR;South Korea;SSP1_KOR;48.184;49.59;50.283;49.904;48.351;45.917;42.917;39.309;35.664;31.937;82.958;85.617;88.011;90.118;91.939;93.482;94.771;95.832;96.695;97.392;39.9724827;42.4574703;44.2545711;44.9724867;44.4534259;42.9241299;40.6728701;37.6706009;34.4853048;31.104083;1.06216746;1.04232708;1.01622241;0.988458258;0.965597793;0.94755258;0.926184968;0.915443449;0.901951809;KOR
KWT;Kuwait;SSP1_KWT;2.737;3.541;4.243;4.886;5.359;5.627;5.674;5.506;5.189;4.729;98.384;99.744;99.853;99.902;99.93;99.947;99.96;99.968;99.975;99.98;2.69277008;3.53193504;4.23676279;4.88121172;5.3552487;5.62401769;5.6717304;5.50423808;5.18770275;4.7280542;1.31163632;1.19955853;1.15210881;1.09711461;1.05018796;1.00848374;0.970468921;0.942492435;0.911396514;KWT
LAO;Laos;SSP1_LAO;6.201;6.931;7.422;7.647;7.653;7.469;7.13;6.667;6.122;5.565;33.184;47.57;60.293;70.22;77.564;82.931;86.876;89.813;92.027;93.718;2.05773984;3.2970767;4.47494646;5.3697234;5.93597292;6.19411639;6.1942588;5.98783271;5.63389294;5.2154067;1.60228064;1.3572467;1.19995255;1.10545227;1.04348798;1.00002299;0.96667461;0.940890171;0.925719881;LAO
LBN;Lebanon;SSP1_LBN;4.228;4.5;4.67;4.731;4.677;4.521;4.273;3.955;3.596;3.202;87.244;89.098;90.399;91.358;92.09;92.665;93.127;93.505;93.818;94.082;3.68867632;4.00941;4.2216333;4.32214698;4.3070493;4.18938465;3.97931671;3.69812275;3.37369528;3.01250564;1.08695089;1.0529313;1.02380919;0.996506903;0.972680914;0.949857089;0.92933612;0.91227239;0.89293946;LBN
LBR;Liberia;SSP1_LBR;3.994;5.579;7.104;8.511;9.687;10.572;11.109;11.269;11.086;10.609;47.815;57.314;65.655;72.636;78.308;82.842;86.434;89.269;91.505;93.268;1.9097311;3.19754806;4.6641312;6.18204996;7.58569596;8.75805624;9.60195306;10.0597236;10.1442443;9.89480212;1.67434466;1.45865867;1.32544512;1.22705187;1.15454881;1.09635663;1.04767473;1.00840189;0.975410472;LBR
LBY;Libya;SSP1_LBY;6.355;7.35;7.982;8.487;8.825;8.87;8.695;8.371;7.877;7.234;77.888;84.782;89.385;92.508;94.663;96.171;97.238;98;98.548;98.943;4.9497824;6.231477;7.1347107;7.85115396;8.35400975;8.5303677;8.4548441;8.20358;7.76262596;7.15753662;1.25893958;1.14494697;1.10041658;1.06404865;1.02111058;0.991146501;0.97028164;0.946248584;0.922050947;LBY
LCA;Saint Lucia;SSP1_LCA;0.174;0.188;0.195;0.198;0.197;0.191;0.181;0.168;0.153;0.135;27.966;39.939;52.134;63.061;72.027;79.011;84.308;88.277;91.236;93.442;0.04866084;0.07508532;0.1016613;0.12486078;0.14189319;0.15091101;0.15259748;0.14830536;0.13959108;0.1261467;1.54303378;1.35394375;1.22820365;1.13641121;1.06355358;1.01117526;0.97187293;0.941240964;0.903687399;LCA
LKA;Sri Lanka;SSP1_LKA;20.86;22.087;22.467;22.413;21.782;20.71;19.46;18.087;16.6;14.886;14.312;20.512;28.403;37.734;47.891;58.038;67.381;75.394;81.88;86.9;2.9854832;4.53048544;6.38130201;8.45732142;10.4316176;12.0196698;13.1123426;13.6365128;13.59208;12.935934;1.51750492;1.408525;1.3253285;1.23344226;1.15223451;1.09090706;1.03997533;0.996741632;0.951725858;LKA
LSO;Lesotho;SSP1_LSO;2.171;2.342;2.467;2.528;2.542;2.505;2.419;2.294;2.139;1.965;26.884;39.118;51.613;62.738;71.781;78.77;84.045;87.993;90.944;93.153;0.58365164;0.91614356;1.27329271;1.58601664;1.82467302;1.9731885;2.03304855;2.01855942;1.94529216;1.83045645;1.56967529;1.38983972;1.24560254;1.15047533;1.08139293;1.03033671;0.9928732;0.963703194;0.940967371;LSO
LTU;Lithuania;SSP1_LTU;3.324;3.179;3.016;2.829;2.634;2.416;2.193;1.981;1.76;1.548;66.984;73.398;78.306;82.091;85.049;87.396;89.283;90.821;92.089;93.145;2.22654816;2.33332242;2.36170896;2.32235439;2.24019066;2.11148736;1.95797619;1.79916401;1.6207664;1.4418846;1.04795506;1.01216572;0.983336401;0.964620503;0.94254806;0.92729714;0.918889627;0.900844165;0.88963135;LTU
LUX;Luxembourg;SSP1_LUX;0.507;0.595;0.681;0.767;0.848;0.917;0.967;0.989;0.979;0.943;85.186;88.038;90.435;92.416;94.029;95.325;96.357;97.172;97.811;98.309;0.43189302;0.5238261;0.61586235;0.70883072;0.79736592;0.87413025;0.93177219;0.96103108;0.95756969;0.92705387;1.21286077;1.17570001;1.15095641;1.12490316;1.0962724;1.06594205;1.03140133;0.996398254;0.968132011;LUX
LVA;Latvia;SSP1_LVA;2.252;2.122;2.008;1.903;1.798;1.679;1.545;1.4;1.241;1.081;67.72;73.995;78.877;82.689;85.691;88.082;90.006;91.57;92.854;93.917;1.5250544;1.5701739;1.58385016;1.57357167;1.54072418;1.47889678;1.3905927;1.28198;1.15231814;1.01524277;1.0295855;1.00871003;0.99351044;0.97912552;0.959871208;0.940290573;0.921894671;0.898858126;0.881043815;LVA
MAC;Macao;SSP1_MAC;0.544;0.612;0.669;0.721;0.754;0.762;0.743;0.695;0.623;0.536;100;100;100;100;100;100;100;100;100;100;0.544;0.612;0.669;0.721;0.754;0.762;0.743;0.695;0.623;0.536;1.125;1.09313725;1.07772795;1.04576976;1.01061008;0.975065617;0.935397039;0.896402878;0.86035313;MAC
MAR;Morocco;SSP1_MAR;31.951;34.094;34.947;34.834;33.899;32.217;30.152;27.874;25.478;23.042;58.239;65.693;72.839;79.282;84.737;89.092;92.393;94.795;96.488;97.653;18.6079429;22.3973714;25.4550453;27.6170919;28.7249956;28.7027696;27.8583374;26.4231583;24.5832126;22.5012043;1.20364575;1.13651932;1.08493588;1.0401166;0.999226249;0.970580112;0.948482961;0.930366172;0.915307718;MAR
MDA;Moldova;SSP1_MDA;3.573;3.187;2.821;2.469;2.123;1.798;1.516;1.264;1.045;0.873;46.95;57.32;66.21;73.444;79.168;83.64;87.123;89.836;91.957;93.619;1.6775235;1.8267884;1.8677841;1.81333236;1.68073664;1.5038472;1.32078468;1.13552704;0.96095065;0.81729387;1.08897932;1.02244141;0.970846877;0.926877321;0.894754814;0.878270532;0.859736683;0.846259592;0.850505559;MDA
MDG;Madagascar;SSP1_MDG;20.714;25.921;30.643;34.563;37.333;39.093;39.92;39.776;38.66;36.669;30.189;39.645;49.429;58.754;67.06;74.094;79.842;84.427;88.027;90.824;6.25334946;10.2763804;15.1465285;20.307145;25.0355098;28.9655674;31.8729264;33.5816835;34.0312382;33.3042526;1.64334018;1.47391667;1.34071283;1.23284242;1.15697933;1.10037293;1.05361155;1.0133869;0.978637696;MDG
MDV;Maldives;SSP1_MDV;0.316;0.358;0.389;0.409;0.422;0.425;0.415;0.388;0.343;0.291;40.104;54.625;65.728;73.622;79.209;83.246;86.244;88.528;90.311;91.73;0.12672864;0.1955575;0.25568192;0.30111398;0.33426198;0.3537955;0.3579126;0.34348864;0.30976673;0.2669343;1.54312001;1.30745136;1.17768976;1.11008456;1.05843776;1.01163695;0.95969977;0.901825254;0.861726823;MDV
MEX;Mexico;SSP1_MEX;113.423;124.23;131.005;134.126;133.522;129.884;124.605;118.263;110.054;99.745;77.828;84.722;89.325;92.449;94.607;96.12;97.193;97.962;98.515;98.916;88.2748524;105.250141;117.020216;123.998146;126.321159;124.844501;121.107338;115.8528;108.419698;98.6637642;1.19230039;1.11182955;1.05963012;1.01873425;0.98831029;0.970065456;0.956612558;0.935840118;0.910016961;MEX
MKD;Macedonia;SSP1_MKD;2.06;2.118;2.167;2.208;2.227;2.206;2.119;1.975;1.787;1.562;59.313;66.783;73.624;79.586;84.551;88.528;91.608;93.933;95.653;96.906;1.2218478;1.41446394;1.59543208;1.75725888;1.88295077;1.95292768;1.94117352;1.85517675;1.70931911;1.51367172;1.15764332;1.12794115;1.10143133;1.07152725;1.03716343;0.993981262;0.955698566;0.921378036;0.885540746;MKD
MLI;Mali;SSP1_MLI;15.37;19.618;23.741;27.473;30.353;32.344;33.619;34.178;34.052;33.287;35.857;48.182;59.391;68.643;75.887;81.43;85.642;88.85;91.303;93.19;5.5112209;9.45234476;14.1000173;18.8582914;23.0339811;26.3377192;28.791984;30.367153;31.0904976;31.0201553;1.71510904;1.4916952;1.33746583;1.2214246;1.14342888;1.09318441;1.0547086;1.02381997;0.9977375;MLI
MLT;Malta;SSP1_MLT;0.417;0.432;0.44;0.438;0.429;0.415;0.395;0.364;0.323;0.278;94.668;97.031;98.127;98.743;99.125;99.377;99.549;99.67;99.757;99.82;0.39476556;0.41917392;0.4317588;0.43249434;0.42524625;0.41241455;0.39321855;0.3627988;0.32221511;0.2774996;1.06183001;1.03002305;1.00170359;0.983241191;0.969825248;0.9534546;0.922639077;0.888137199;0.861224664;MLT
MMR;Myanmar;SSP1_MMR;47.963;49.47;49.283;47.612;44.733;41.14;37.332;33.5;29.773;26.365;33.647;43.753;53.341;61.754;68.783;74.503;79.107;82.805;85.784;88.194;16.1381106;21.6446091;26.288045;29.4023145;30.7686994;30.6505342;29.5322252;27.739675;25.5404703;23.2523481;1.34121085;1.21453083;1.11846714;1.04647202;0.996159565;0.96351421;0.939301891;0.920719883;0.9104119;MMR
MNE;Montenegro;SSP1_MNE;0.631;0.648;0.659;0.665;0.663;0.65;0.622;0.579;0.518;0.448;61.458;69.664;75.582;79.908;83.146;85.632;87.584;89.149;90.426;91.484;0.38779998;0.45142272;0.49808538;0.5313882;0.55125798;0.556608;0.54477248;0.51617271;0.46840668;0.40984832;1.16406071;1.10336799;1.06686167;1.03739221;1.00970511;0.978736346;0.947501441;0.907461148;0.874983935;MNE
MNG;Mongolia;SSP1_MNG;2.756;3.095;3.281;3.388;3.418;3.344;3.211;3.036;2.828;2.612;62.026;69.893;75.824;80.307;83.743;86.418;88.538;90.241;91.63;92.776;1.70943656;2.16318835;2.48778544;2.72080116;2.86233574;2.88981792;2.84295518;2.73971676;2.5912964;2.42330912;1.26543939;1.15005494;1.09366391;1.05201945;1.00960131;0.983783497;0.96368623;0.945826385;0.935172495;MNG
MOZ;Mozambique;SSP1_MOZ;23.391;27.857;31.969;35.306;37.606;39.081;39.76;39.557;38.486;36.623;38.434;50.23;60.381;68.483;74.75;79.568;83.296;86.212;88.523;90.376;8.99009694;13.9925711;19.3032019;24.178608;28.110485;31.0959701;33.1184896;34.1028808;34.0689618;33.0984025;1.55644274;1.37953216;1.25256981;1.16261801;1.10620539;1.06504121;1.02972331;0.99900539;0.97151192;MOZ
MRT;Mauritania;SSP1_MRT;3.46;4.176;4.741;5.177;5.43;5.538;5.551;5.454;5.26;4.995;41.434;51.167;59.799;67.052;72.971;77.742;81.579;84.674;87.184;89.232;1.4336164;2.13673392;2.83507059;3.47128204;3.9623253;4.30535196;4.52845029;4.61811996;4.5858784;4.4571384;1.49045025;1.32682435;1.22440762;1.14145876;1.08657206;1.05181884;1.0198014;0.993018466;0.971926861;MRT
MTQ;Martinique;SSP1_MTQ;0.406;0.418;0.424;0.424;0.416;0.402;0.384;0.36;0.332;0.298;89.046;92.469;94.309;95.456;96.238;96.806;97.236;97.573;97.844;98.067;0.36152676;0.38652042;0.39987016;0.40473344;0.40035008;0.38916012;0.37338624;0.3512628;0.32484208;0.29223966;1.06913364;1.03453825;1.01216215;0.989169761;0.972049562;0.959466864;0.940749182;0.924783609;0.899636094;MTQ
MUS;Mauritius;SSP1_MUS;1.299;1.357;1.394;1.404;1.383;1.338;1.27;1.187;1.088;0.971;41.837;51.608;60.349;67.744;73.805;78.696;82.62;85.771;88.307;90.358;0.54346263;0.70032056;0.84126506;0.95112576;1.02072315;1.05295248;1.049274;1.01810177;0.96078016;0.87737618;1.28862689;1.20125712;1.13058988;1.0731737;1.031575;0.996506509;0.970291621;0.943697564;0.913191401;MUS
MWI;Malawi;SSP1_MWI;14.901;19.45;24.288;29.193;33.583;37.182;39.948;41.77;42.675;42.692;19.769;27.453;36.481;46.233;55.928;64.872;72.629;79.042;84.158;88.138;2.94577869;5.3396085;8.86050528;13.4967997;18.7823002;24.120707;29.0138329;33.0158434;35.9144265;37.627875;1.81263057;1.65939231;1.52325395;1.39161139;1.2842254;1.20285997;1.13793457;1.0877937;1.0477092;MWI
MYS;Malaysia;SSP1_MYS;28.401;32.547;35.9;38.399;39.823;40.319;40.043;38.976;37.069;34.169;72.171;79.623;84.067;86.955;88.961;90.427;91.541;92.414;93.117;93.693;20.4972857;25.9148978;30.180053;33.3898504;35.426939;36.4592621;36.6557626;36.0192806;34.5175407;32.0139612;1.26430876;1.16458314;1.10635493;1.06100922;1.02913949;1.00538959;0.982636237;0.958307332;0.927469353;MYS
MYT;Mayotte;SSP1_MYT;0.204;0.257;0.305;0.351;0.385;0.409;0.423;0.427;0.42;0.399;50.075;59.297;66.843;72.843;77.575;81.32;84.307;86.715;88.677;90.292;0.102153;0.15239329;0.20387115;0.25567893;0.29866375;0.3325988;0.35661861;0.37027305;0.3724434;0.36026508;1.49181414;1.33779611;1.25412021;1.16812031;1.11362293;1.07221857;1.03828864;1.00586149;0.967301555;MYT
