Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
GHA;Ghana;SSP2_GHA;24.392;30.161;35.931;41.5;46.376;50.26;53.389;55.682;57.046;57.597;51.471;57.792;62.893;66.979;70.262;72.92;75.094;76.892;78.394;79.662;12.5548063;17.4306451;22.5980838;27.796285;32.5847051;36.649592;40.0919357;42.8150034;44.7206412;45.8829221;1.38836432;1.29645711;1.2300284;1.17226835;1.12474831;1.09392584;1.06792059;1.04450865;1.02598981;GHA
GIN;Guinea;SSP2_GIN;9.982;11.778;13.356;14.613;15.48;15.937;16.255;16.47;16.556;16.576;35.361;41.623;47.551;52.971;57.81;62.063;65.77;68.989;71.784;74.214;3.52973502;4.90235694;6.35091156;7.74065223;8.948988;9.89098031;10.6909135;11.3624883;11.884559;12.3017126;1.38887393;1.29548126;1.21882539;1.15610258;1.10526244;1.08087502;1.06281734;1.04594687;1.03510047;GIN
GLP;Guadeloupe;SSP2_GLP;0.461;0.484;0.503;0.515;0.518;0.516;0.512;0.509;0.506;0.501;98.408;99.747;99.854;99.902;99.93;99.947;99.959;99.968;99.975;99.98;0.45366088;0.48277548;0.50226562;0.5144953;0.5176374;0.51572652;0.51179008;0.50883712;0.5058735;0.5008998;1.06417701;1.04037102;1.02434903;1.00610715;0.996308458;0.992367195;0.994230134;0.9941757;0.990168095;GLP
GMB;Gambia;SSP2_GMB;1.728;2.185;2.601;2.976;3.273;3.482;3.64;3.749;3.814;3.838;58.149;65.006;69.857;73.353;75.935;77.888;79.399;80.588;81.54;82.311;1.00481472;1.4203811;1.81698057;2.18298528;2.48535255;2.71206016;2.8901236;3.02124412;3.1099356;3.15909618;1.41357513;1.27922046;1.20143568;1.13851091;1.09121749;1.06565615;1.04536848;1.02935595;1.01580759;GMB
GNB;Guinea-Bissau;SSP2_GNB;1.515;1.811;2.074;2.307;2.488;2.61;2.684;2.713;2.693;2.649;30.003;35.726;41.58;47.361;52.902;58.081;62.829;67.117;70.95;74.35;0.45454545;0.64699786;0.8623692;1.09261827;1.31620176;1.5159141;1.68633036;1.82088421;1.9106835;1.9695315;1.42339531;1.33287798;1.26699593;1.20463093;1.15173383;1.11241815;1.07979092;1.04931631;1.03079945;GNB
GNQ;Equatorial Guinea;SSP2_GNQ;0.7;0.901;1.097;1.28;1.443;1.583;1.689;1.757;1.785;1.774;39.702;45.741;51.139;55.837;59.865;63.294;66.209;68.691;70.813;72.635;0.277914;0.41212641;0.56099483;0.7147136;0.86385195;1.00194402;1.11827001;1.20690087;1.26401205;1.2885449;1.48292785;1.36122029;1.27401103;1.20866869;1.15985618;1.11610029;1.07925712;1.04732052;1.01940872;GNQ
GRC;Greece;SSP2_GRC;11.359;11.43;11.379;11.351;11.248;11.022;10.686;10.296;9.891;9.442;61.414;66.814;71.193;74.752;77.666;80.073;82.083;83.779;85.223;86.464;6.97601626;7.6368402;8.10105147;8.48509952;8.73587168;8.82564606;8.77138938;8.62588584;8.42940693;8.16393088;1.09472798;1.06078578;1.04740719;1.02955442;1.01027652;0.993852384;0.983411574;0.977222176;0.968505963;GRC
GRD;Grenada;SSP2_GRD;0.104;0.11;0.113;0.115;0.116;0.115;0.112;0.109;0.105;0.101;39.291;45.245;50.665;55.466;59.651;63.267;66.38;69.061;71.375;73.381;0.04086264;0.0497695;0.05725145;0.0637859;0.06919516;0.07275705;0.0743456;0.07527649;0.07494375;0.07411481;1.21797074;1.15033203;1.11413597;1.08480338;1.051476;1.02183362;1.01252112;0.995579762;0.988939171;GRD
GTM;Guatemala;SSP2_GTM;14.389;17.505;20.401;22.911;24.965;26.512;27.699;28.486;28.866;28.893;49.458;55.624;60.803;65.098;68.65;71.595;74.053;76.12;77.873;79.371;7.11651162;9.7369812;12.40442;14.9146028;17.1384725;18.9812664;20.5119405;21.6835432;22.4788202;22.932663;1.36822389;1.27394926;1.20236196;1.14910687;1.10752381;1.0806413;1.05711808;1.03667652;1.0201898;GTM
GUF;French Guiana;SSP2_GUF;0.231;0.285;0.334;0.374;0.405;0.428;0.443;0.45;0.45;0.444;76.35;79.725;83.02;86.115;88.907;91.327;93.348;94.981;96.264;97.248;0.1763685;0.22721625;0.2772868;0.3220701;0.36007335;0.39087956;0.41353164;0.4274145;0.433188;0.43178112;1.28830403;1.22036518;1.16150534;1.11799683;1.08555537;1.05795156;1.03357146;1.01350796;0.996752265;GUF
GUM;Guam;SSP2_GUM;0.18;0.201;0.219;0.233;0.241;0.245;0.247;0.244;0.238;0.23;93.168;96.441;97.358;97.798;98.054;98.218;98.33;98.41;98.469;98.513;0.1677024;0.19384641;0.21321402;0.22786934;0.23631014;0.2406341;0.2428751;0.2401204;0.23435622;0.2265799;1.15589526;1.09991214;1.06873525;1.03704228;1.01829782;1.00931289;0.988657956;0.975994626;0.966818376;GUM
GUY;Guyana;SSP2_GUY;0.754;0.774;0.782;0.766;0.732;0.688;0.645;0.607;0.573;0.546;28.604;35.048;41.126;46.57;51.281;55.275;58.628;61.431;63.776;65.744;0.21567416;0.27127152;0.32160532;0.3567262;0.37537692;0.380292;0.3781506;0.37288617;0.36543648;0.35896224;1.25778406;1.18554768;1.10920491;1.05228301;1.01309372;0.994369064;0.986078483;0.980021544;0.982283542;GUY
HKG;Hong Kong;SSP2_HKG;7.053;7.647;8.253;8.818;9.267;9.577;9.655;9.502;9.117;8.496;100;100;100;100;100;100;100;100;100;100;7.053;7.647;8.253;8.818;9.267;9.577;9.655;9.502;9.117;8.496;1.08421948;1.07924676;1.06845995;1.05091858;1.03345203;1.00814451;0.984153288;0.959482214;0.931885489;HKG
HND;Honduras;SSP2_HND;7.601;8.924;10.061;10.987;11.659;12.096;12.331;12.389;12.306;12.122;51.604;57.757;62.87;67.079;70.541;73.402;75.785;77.786;79.483;80.933;3.92242004;5.15423468;6.3253507;7.36996973;8.22437519;8.87870592;9.34504835;9.63690754;9.78117798;9.81069826;1.31404455;1.22721434;1.165148;1.11593066;1.07955993;1.05252369;1.03123143;1.01497062;1.00301807;HND
HRV;Croatia;SSP2_HRV;4.403;4.339;4.259;4.167;4.063;3.95;3.802;3.621;3.423;3.22;57.738;63.816;68.445;71.997;74.761;76.947;78.702;80.134;81.315;82.303;2.54220414;2.76897624;2.91507255;3.00011499;3.03753943;3.0394065;2.99225004;2.90165214;2.78341245;2.6501566;1.08920295;1.05276185;1.02917335;1.01247434;1.00061467;0.984484978;0.969722483;0.959250908;0.952125008;HRV
HTI;Haiti;SSP2_HTI;9.993;11.067;11.901;12.462;12.747;12.731;12.493;12.109;11.643;11.193;52.087;60.626;66.861;71.413;74.793;77.359;79.35;80.925;82.194;83.23;5.20505391;6.70947942;7.95712761;8.89948806;9.53386371;9.84857429;9.9131955;9.79920825;9.56984742;9.3159339;1.28903169;1.18595305;1.11842973;1.07128226;1.03300976;1.00656148;0.988501463;0.976593943;0.973467339;HTI
HUN;Hungary;SSP2_HUN;9.984;9.729;9.488;9.202;8.899;8.574;8.164;7.721;7.312;6.926;68.095;71.448;74.484;77.219;79.675;81.873;83.836;85.588;87.15;88.541;6.7986048;6.95117592;7.06704192;7.10569238;7.09027825;7.01979102;6.84437104;6.60824948;6.372408;6.13234966;1.02244153;1.01666855;1.00546911;0.997830735;0.990058609;0.975010655;0.96550135;0.964311051;0.962328473;HUN
IDN;Indonesia;SSP2_IDN;239.871;261.705;277.364;286.314;287.522;282.01;271.456;257.844;242.867;227.518;44.281;50.753;56.352;61.091;65.063;68.384;71.169;73.517;75.509;77.212;106.217278;132.823139;156.300161;174.912086;187.070439;192.849718;193.192521;189.559173;183.386443;175.671198;1.25048525;1.17675401;1.11907809;1.06951122;1.0308936;1.00177756;0.981193127;0.967436393;0.957929034;IDN
IND;India;SSP2_IND;1224.614;1388.089;1528.595;1645.885;1733.795;1779.295;1781.252;1747.797;1684.434;1602.936;30.01;35.733;41.587;47.368;52.909;58.088;62.836;67.124;70.957;74.357;367.506661;496.005842;635.696803;779.622807;917.333597;1033.55688;1119.26751;1173.19126;1195.22383;1191.89512;1.3496513;1.28163168;1.22640668;1.17663771;1.12669686;1.08292783;1.04817772;1.01878004;0.997214989;IND
IRL;Ireland;SSP2_IRL;4.47;5.037;5.513;5.956;6.358;6.665;6.87;7.003;7.075;7.076;61.941;67.349;71.734;75.298;78.216;80.628;82.641;84.339;85.784;87.027;2.7687627;3.39236913;3.95469542;4.48474888;4.97297328;5.3738562;5.6774367;5.90626017;6.069218;6.15803052;1.22522928;1.16576212;1.13403142;1.10886326;1.08061232;1.05649211;1.04030401;1.0275907;1.01463327;IRL
IRN;Iran;SSP2_IRN;73.974;82.339;87.95;91.658;93.465;92.471;89.152;84.178;79.021;74.815;70.753;74.793;78.041;80.681;82.852;84.659;86.18;87.474;88.584;89.546;52.3388242;61.5838083;68.6370595;73.950591;77.4376218;78.2850239;76.8311936;73.6338637;69.9999626;66.9938399;1.17663721;1.11453094;1.07741491;1.04715352;1.01094303;0.981429011;0.958385003;0.950649051;0.957055367;IRN
IRQ;Iraq;SSP2_IRQ;31.672;40.772;50.174;59.535;67.757;74.671;80.387;84.649;87.254;88.494;66.173;71.106;75.089;78.322;80.971;83.164;84.998;86.548;87.87;89.008;20.9583126;28.9913383;37.6751549;46.6290027;54.8635205;62.0993904;68.3273423;73.2620165;76.6700898;78.7667395;1.3832859;1.29953141;1.23765922;1.17659648;1.13188855;1.10029006;1.07222108;1.04651897;1.02734638;IRQ
ISL;Iceland;SSP2_ISL;0.32;0.369;0.413;0.454;0.492;0.526;0.552;0.573;0.585;0.589;93.416;96.784;97.597;97.97;98.179;98.31;98.397;98.456;98.498;98.529;0.2989312;0.35713296;0.40307561;0.4447838;0.48304068;0.5171106;0.54315144;0.56415288;0.5762133;0.58033581;1.19469952;1.12864298;1.10347485;1.08601231;1.0705322;1.05035836;1.0386659;1.02137793;1.00715449;ISL
ISR;Israel;SSP2_ISR;7.418;9.237;11.05;12.86;14.649;16.315;17.995;19.708;21.417;23.144;91.853;92.185;92.505;92.813;93.109;93.394;93.668;93.931;94.184;94.427;6.81365554;8.51512845;10.2218025;11.9357518;13.6395374;15.2372311;16.8555566;18.5119215;20.1713873;21.8541849;1.24971513;1.20042846;1.16767584;1.1427464;1.11713694;1.10620863;1.09826818;1.08964309;1.08342498;ISR
ITA;Italy;SSP2_ITA;60.551;61.702;61.954;62.022;61.476;60.171;58.305;56.361;54.378;51.885;68.36;71.622;74.639;77.407;79.929;82.215;84.275;86.123;87.775;89.246;41.3926636;44.1922064;46.2418461;48.0093695;49.137152;49.4695877;49.1365388;48.539784;47.7302895;46.3052871;1.06763379;1.04638012;1.03822346;1.02349088;1.00676546;0.993267603;0.987855174;0.983323071;0.970144694;ITA
JAM;Jamaica;SSP2_JAM;2.741;2.836;2.88;2.859;2.786;2.66;2.535;2.428;2.327;2.242;52.006;58.703;63.781;67.627;70.57;72.854;74.653;76.09;77.252;78.201;1.42548446;1.66481708;1.8368928;1.93345593;1.9660802;1.9379164;1.89245355;1.8474652;1.79765404;1.75326642;1.16789564;1.10336014;1.05256873;1.01687355;0.985675152;0.976540345;0.976227501;0.973038106;0.97530803;JAM
JOR;Jordan;SSP2_JOR;6.187;7.993;9.855;11.633;13.253;14.629;15.591;16.08;16.173;15.935;78.527;82.251;85.099;87.325;89.098;90.536;91.718;92.704;93.536;94.244;4.85846549;6.57432243;8.38650645;10.1585173;11.8081579;13.2445114;14.2997534;14.9068032;15.1275773;15.0177814;1.35316849;1.27564575;1.21129308;1.16238991;1.12164078;1.0796739;1.04245177;1.01481029;0.992742005;JOR
JPN;Japan;SSP2_JPN;126.536;124.813;120.41;114.754;108.609;102.415;95.619;88.69;81.686;74.941;66.833;70.686;74.163;77.276;80.046;82.501;84.668;86.575;88.252;89.722;84.5678049;88.2253172;89.2996683;88.677301;86.9371601;84.4933992;80.9586949;76.7833675;72.0895287;67.238564;1.04324946;1.01217736;0.993030576;0.980376704;0.97189049;0.958165913;0.948426449;0.938869068;0.932709163;JPN
KAZ;Kazakhstan;SSP2_KAZ;16.026;17.59;18.694;19.581;20.178;20.41;20.39;20.055;19.499;18.794;58.506;64.967;69.742;73.314;76.036;78.153;79.831;81.182;82.287;83.202;9.37617156;11.4276953;13.0375695;14.3556143;15.3425441;15.9510273;16.2775409;16.2810501;16.0451421;15.6369839;1.21880186;1.14087479;1.1010959;1.06874869;1.03965986;1.02046975;1.00021559;0.985510273;0.97456188;KAZ
KEN;Kenya;SSP2_KEN;40.513;50.658;60.593;70.035;78.056;84.165;89.022;92.594;94.732;95.541;22.18;27.327;32.728;38.152;43.394;48.308;52.807;56.86;60.473;63.673;8.9857834;13.8433117;19.830877;26.7197532;33.8716206;40.6584282;47.0098475;52.6489484;57.2872824;60.8338209;1.54057927;1.43252406;1.34738132;1.26766218;1.20036855;1.15621409;1.11995574;1.08809927;1.06190796;KEN
KGZ;Kyrgyzstan;SSP2_KGZ;5.334;5.839;6.161;6.367;6.41;6.32;6.182;5.993;5.779;5.584;34.549;40.521;46.329;51.795;56.811;61.331;65.356;68.914;72.047;74.802;1.84284366;2.36602119;2.85432969;3.29778765;3.6415851;3.8761192;4.04030792;4.13001602;4.16359613;4.17694368;1.28389686;1.20638382;1.15536326;1.10425094;1.0644044;1.04235905;1.02220328;1.00813075;1.00320577;KGZ
KHM;Cambodia;SSP2_KHM;14.138;15.607;16.66;17.289;17.615;17.54;17.197;16.719;16.192;15.72;20.108;24.257;28.861;33.836;39.071;44.434;49.789;55.01;59.995;64.663;2.84286904;3.78578999;4.8082426;5.84990604;6.88235665;7.7937236;8.56221433;9.1971219;9.7143904;10.1650236;1.33167935;1.27007642;1.2166412;1.17649012;1.13242077;1.0986038;1.07415226;1.05624243;1.04638821;KHM
KOR;South Korea;SSP2_KOR;48.184;49.378;49.661;48.63;46.183;42.906;39.392;35.975;32.855;30.044;82.958;85.617;88.011;90.118;91.939;93.482;94.771;95.832;96.695;97.392;39.9724827;42.2759623;43.7071427;43.8243834;42.4601884;40.1093869;37.3321923;34.475562;31.7691422;29.2604525;1.05762663;1.03385329;1.00268241;0.968871324;0.944635162;0.930759485;0.923480778;0.921497444;0.921033758;KOR
KWT;Kuwait;SSP2_KWT;2.737;3.584;4.386;5.166;5.82;6.314;6.621;6.728;6.677;6.488;98.384;99.744;99.853;99.902;99.93;99.947;99.96;99.968;99.975;99.98;2.69277008;3.57482496;4.37955258;5.16093732;5.815926;6.31065358;6.6183516;6.72584704;6.67533075;6.4867024;1.32756413;1.22510966;1.17841657;1.12691274;1.08506428;1.0487585;1.01624203;0.99248923;0.971742471;KWT
LAO;Laos;SSP2_LAO;6.201;7.066;7.802;8.304;8.631;8.765;8.698;8.54;8.352;8.134;33.184;40.903;47.988;54.159;59.37;63.706;67.299;70.282;72.772;74.865;2.05773984;2.89020598;3.74402376;4.49736336;5.1242247;5.5838309;5.85366702;6.0020828;6.07791744;6.0895191;1.40455364;1.29541762;1.20121122;1.13938419;1.08969283;1.04832455;1.02535433;1.01263472;1.00190882;LAO
LBN;Lebanon;SSP2_LBN;4.228;4.54;4.8;4.941;4.973;4.916;4.766;4.554;4.32;4.086;87.244;89.098;90.399;91.358;92.09;92.665;93.127;93.505;93.818;94.082;3.68867632;4.0450492;4.339152;4.51399878;4.5796357;4.5554114;4.43843282;4.2582177;4.0529376;3.84419052;1.09661267;1.07270685;1.04029515;1.01454075;0.994710431;0.974320963;0.959396677;0.951792014;0.948494869;LBN
LBR;Liberia;SSP2_LBR;3.994;5.752;7.585;9.393;11.094;12.548;13.692;14.48;14.854;14.86;47.815;54.479;60.097;64.753;68.591;71.761;74.395;76.601;78.464;80.052;1.9097311;3.13363208;4.55835745;6.08224929;7.60948554;9.00457028;10.1861634;11.0918248;11.6550426;11.8957272;1.64087608;1.45465624;1.33430723;1.25109728;1.18333496;1.13122149;1.08891094;1.05077774;1.02065069;LBR
LBY;Libya;SSP2_LBY;6.355;7.461;8.305;9.061;9.703;10.036;10.142;10.129;10.003;9.783;77.888;81.718;84.637;86.911;88.719;90.182;91.385;92.387;93.232;93.952;4.9497824;6.09697998;7.02910285;7.87500571;8.60840457;9.05066552;9.2682667;9.35787923;9.32599696;9.19132416;1.23176728;1.15288272;1.12034293;1.09312995;1.05137548;1.02404256;1.00966875;0.996593003;0.985559421;LBY
LCA;Saint Lucia;SSP2_LCA;0.174;0.19;0.202;0.21;0.213;0.212;0.207;0.199;0.19;0.18;27.966;34.667;40.979;46.596;51.413;55.455;58.814;61.595;63.901;65.819;0.04866084;0.0658673;0.08277758;0.0978516;0.10950969;0.1175646;0.12174498;0.12257405;0.1214119;0.1184742;1.35359973;1.25673255;1.18210269;1.11914051;1.07355431;1.03555815;1.00680989;0.990518793;0.975803854;LCA
LKA;Sri Lanka;SSP2_LKA;20.86;22.438;23.436;24.076;24.188;23.87;23.321;22.63;21.873;21.045;14.312;18.204;22.677;27.621;32.875;38.252;43.57;48.679;53.472;57.888;2.9854832;4.08461352;5.31458172;6.65003196;7.951805;9.1307524;10.1609597;11.0160577;11.6959306;12.1825296;1.36815827;1.3011223;1.2512804;1.1957544;1.14826161;1.1128283;1.08415524;1.06171653;1.04160413;LKA
LSO;Lesotho;SSP2_LSO;2.171;2.369;2.521;2.612;2.666;2.679;2.658;2.605;2.532;2.445;26.884;33.934;40.95;47.521;53.412;58.543;62.941;66.684;69.863;72.57;0.58365164;0.80389646;1.0323495;1.24124852;1.42396392;1.56836697;1.67297178;1.7371182;1.76893116;1.7743365;1.37735664;1.28418217;1.202353;1.14720291;1.10140921;1.06669664;1.0383428;1.01831364;1.00305571;LSO
LTU;Lithuania;SSP2_LTU;3.324;3.19;3.051;2.879;2.713;2.537;2.361;2.209;2.089;2;66.984;70.683;74.03;77.038;79.726;82.119;84.242;86.121;87.781;89.246;2.22654816;2.2547877;2.2586553;2.21792402;2.16296638;2.08335903;1.98895362;1.90241289;1.83374509;1.78492;1.0126831;1.00171528;0.98196658;0.975221135;0.96319529;0.954685962;0.956489317;0.963904891;0.973374113;LTU
LUX;Luxembourg;SSP2_LUX;0.507;0.593;0.676;0.757;0.831;0.895;0.94;0.964;0.968;0.952;85.186;88.038;90.435;92.416;94.029;95.325;96.357;97.172;97.811;98.309;0.43189302;0.52206534;0.6113406;0.69958912;0.78138099;0.85315875;0.9057558;0.93673808;0.94681048;0.93590168;1.20878393;1.171004;1.14435246;1.11691415;1.09186013;1.06164978;1.034206;1.01075263;0.98847837;LUX
LVA;Latvia;SSP2_LVA;2.252;2.124;2.02;1.925;1.835;1.743;1.643;1.538;1.442;1.359;67.72;71.077;74.113;76.846;79.297;81.49;83.45;85.2;86.761;88.154;1.5250544;1.50967548;1.4970826;1.4792855;1.45509995;1.4203707;1.3710835;1.310376;1.25109362;1.19801286;0.989915822;0.991658552;0.988112146;0.983650519;0.976132739;0.965299763;0.955722974;0.95475926;0.957572512;LVA
MAC;Macao;SSP2_MAC;0.544;0.615;0.678;0.735;0.779;0.807;0.815;0.804;0.775;0.73;100;100;100;100;100;100;100;100;100;100;0.544;0.615;0.678;0.735;0.779;0.807;0.815;0.804;0.775;0.73;1.13051471;1.10243902;1.0840708;1.05986395;1.03594352;1.00991326;0.986503067;0.963930348;0.941935484;MAC
MAR;Morocco;SSP2_MAR;31.951;34.601;36.367;37.132;37.076;36.291;35.014;33.512;32.109;30.879;58.239;64.493;69.117;72.577;75.215;77.264;78.886;80.189;81.251;82.128;18.6079429;22.3152229;25.1357794;26.9492916;27.8867134;28.0398782;27.621144;26.8729377;26.0888836;25.3603051;1.19923105;1.12639607;1.07214864;1.03478465;1.00549239;0.985066476;0.972911826;0.970823655;0.972073222;MAR
MDA;Moldova;SSP2_MDA;3.573;3.197;2.85;2.511;2.181;1.877;1.616;1.394;1.223;1.106;46.95;53.393;59.055;63.928;68.08;71.604;74.599;77.153;79.342;81.23;1.6775235;1.70697421;1.6830675;1.60523208;1.4848248;1.34400708;1.20551984;1.07551282;0.97035266;0.8984038;1.01755606;0.985994686;0.953753833;0.924990734;0.905162064;0.896959442;0.892156881;0.902223239;0.925852875;MDA
MDG;Madagascar;SSP2_MDG;20.714;26.869;33.27;39.502;45.111;49.986;53.956;56.896;58.533;59.054;30.189;36.242;42.28;48.067;53.441;58.319;62.676;66.528;69.915;72.885;6.25334946;9.73786298;14.066556;18.9874263;24.1077695;29.1513353;33.8174626;37.8517709;40.923347;43.0415079;1.55722354;1.44452187;1.34982766;1.26967021;1.20920914;1.16006564;1.1192966;1.08114749;1.05175923;MDG
MDV;Maldives;SSP2_MDV;0.316;0.362;0.403;0.433;0.457;0.471;0.472;0.461;0.439;0.412;40.104;48.028;54.676;60.057;64.354;67.786;70.544;72.781;74.615;76.134;0.12672864;0.17386136;0.22034428;0.26004681;0.29409778;0.31927206;0.33296768;0.33552041;0.32755985;0.31367208;1.37191846;1.26735624;1.18018407;1.13094169;1.08559833;1.04289639;1.0076666;0.976273992;0.957602344;MDV
MEX;Mexico;SSP2_MEX;113.423;126.183;136.747;144.298;148.719;150.033;149.685;148.421;145.998;143.066;77.828;81.214;84.044;86.413;88.402;90.076;91.491;92.689;93.708;94.577;88.2748524;102.478262;114.927649;124.692231;131.47057;135.143725;136.948303;137.569941;136.811806;135.307531;1.16089983;1.1214832;1.08496286;1.05436056;1.02793899;1.01335303;1.00453921;0.994489095;0.989004786;MEX
MKD;Macedonia;SSP2_MKD;2.06;2.127;2.196;2.259;2.311;2.342;2.315;2.233;2.118;1.98;59.313;65.575;70.156;73.559;76.14;78.137;79.714;80.978;82.008;82.857;1.2218478;1.39478025;1.54062576;1.66169781;1.7595954;1.82996854;1.8453791;1.80823874;1.73692944;1.6405686;1.14153354;1.10456522;1.07858628;1.0589142;1.03999393;1.00842122;0.979873859;0.960564223;0.944522306;MKD
MLI;Mali;SSP2_MLI;15.37;20.344;25.781;31.118;35.91;39.879;43.122;45.54;47.213;48.141;35.857;42.7;48.986;54.54;59.332;63.413;66.874;69.809;72.306;74.441;5.5112209;8.686888;12.6290807;16.9717572;21.3061212;25.2884703;28.8374063;31.7910186;34.1378318;35.8366418;1.57621844;1.45380954;1.34386324;1.25538687;1.18691103;1.14033811;1.10242295;1.07382001;1.04976327;MLI
MLT;Malta;SSP2_MLT;0.417;0.433;0.444;0.446;0.443;0.439;0.429;0.412;0.392;0.372;94.668;97.031;98.127;98.743;99.125;99.377;99.549;99.67;99.757;99.82;0.39476556;0.42014423;0.43568388;0.44039378;0.43912375;0.43626503;0.42706521;0.4106404;0.39104744;0.3713304;1.06428795;1.03698647;1.01081036;0.997116149;0.993489944;0.978912314;0.961540276;0.952286818;0.949578905;MLT
MMR;Myanmar;SSP2_MMR;47.963;50.163;51.096;50.515;48.628;46.031;43.242;40.599;38.334;36.467;33.647;39.934;45.916;51.397;56.288;60.582;64.315;67.549;70.348;72.775;16.1381106;20.0320924;23.4612394;25.9631946;27.3717286;27.8865004;27.8110923;27.4242185;26.9672023;26.5388592;1.24129106;1.17118266;1.10664207;1.05425119;1.0188067;0.997295892;0.986089227;0.983335307;0.984116147;MMR
MNE;Montenegro;SSP2_MNE;0.631;0.652;0.669;0.682;0.688;0.69;0.678;0.651;0.615;0.575;61.458;66.472;70.699;74.254;77.249;79.785;81.944;83.794;85.39;86.774;0.38779998;0.43339744;0.47297631;0.50641228;0.53147312;0.5505165;0.55558032;0.54549894;0.5251485;0.4989505;1.11757984;1.09132234;1.07069269;1.04948703;1.03583131;1.00919831;0.981854325;0.962693896;0.950113158;MNE
MNG;Mongolia;SSP2_MNG;2.756;3.142;3.411;3.612;3.765;3.812;3.803;3.771;3.704;3.615;62.026;67.433;71.819;75.384;78.302;80.714;82.727;84.425;85.871;87.113;1.70943656;2.11874486;2.44974609;2.72287008;2.9480703;3.07681768;3.14610781;3.18366675;3.18066184;3.14913495;1.23944047;1.15622515;1.11149073;1.08270693;1.04367175;1.02252006;1.01193822;0.999056148;0.990087947;MNG
MOZ;Mozambique;SSP2_MOZ;23.391;28.638;33.801;38.469;42.293;45.387;47.774;49.385;50.161;50.194;38.434;45.237;51.307;56.544;60.978;64.703;67.829;70.458;72.683;74.576;8.99009694;12.9549721;17.3422791;21.7519114;25.7894255;29.3667506;32.4046265;34.7956833;36.4585196;37.4326774;1.44102696;1.33865816;1.25427063;1.18561652;1.13871286;1.1034461;1.07378751;1.04778858;1.02671962;MOZ
MRT;Mauritania;SSP2_MRT;3.46;4.269;5.026;5.722;6.271;6.701;7.015;7.219;7.319;7.322;41.434;47.608;53.062;57.763;61.762;65.146;68.009;70.439;72.512;74.29;1.4336164;2.03238552;2.66689612;3.30519886;3.87309502;4.36543346;4.77083135;5.08499141;5.30715328;5.4395138;1.41766341;1.31219992;1.23934293;1.17181906;1.12711757;1.09286544;1.06585017;1.04368972;1.02494002;MRT
MTQ;Martinique;SSP2_MTQ;0.406;0.42;0.432;0.438;0.438;0.435;0.43;0.426;0.42;0.412;89.046;92.469;94.309;95.456;96.238;96.806;97.236;97.573;97.844;98.067;0.36152676;0.3883698;0.40741488;0.41809728;0.42152244;0.4211061;0.4181148;0.41566098;0.4109448;0.40403604;1.07424911;1.04903852;1.02621996;1.00819226;0.999012295;0.992896565;0.994131229;0.988653782;0.983188107;MTQ
MUS;Mauritius;SSP2_MUS;1.299;1.367;1.426;1.461;1.469;1.461;1.437;1.399;1.352;1.302;41.837;48.137;53.647;58.349;62.313;65.641;68.437;70.797;72.799;74.509;0.54346263;0.65803279;0.76500622;0.85247889;0.91537797;0.95901501;0.98343969;0.99045003;0.98424248;0.97010718;1.21081516;1.1625655;1.11434243;1.07378374;1.04767106;1.02546851;1.00712839;0.993732596;0.985638397;MUS
MWI;Malawi;SSP2_MWI;14.901;20.02;26.228;33.269;40.541;47.383;53.577;58.948;63.344;66.731;19.769;23.942;28.581;33.601;38.884;44.294;49.69;54.943;59.947;64.625;2.94577869;4.7931884;7.49622468;11.1787167;15.7639624;20.987826;26.6224113;32.3877996;37.9728277;43.1249087;1.62713798;1.56393283;1.49124622;1.4101764;1.33138011;1.26846922;1.21656146;1.17244234;1.1356781;MWI
MYS;Malaysia;SSP2_MYS;28.401;32.945;37.161;40.658;43.265;45.127;46.216;46.484;45.96;44.936;72.171;75.794;79.093;82.06;84.694;87.008;89.023;90.761;92.251;93.519;20.4972857;24.9703333;29.3917497;33.3639548;36.6428591;39.2641002;41.1428697;42.1893432;42.3985596;42.0236978;1.21822634;1.17706678;1.13514694;1.09827685;1.07153484;1.04784955;1.02543511;1.00495899;0.99115862;MYS
MYT;Mayotte;SSP2_MYT;0.204;0.262;0.323;0.387;0.444;0.492;0.533;0.564;0.586;0.598;50.075;56.556;61.721;65.803;69.039;71.627;73.719;75.429;76.842;78.021;0.102153;0.14817672;0.19935883;0.25465761;0.30653316;0.35240484;0.39292227;0.42541956;0.45029412;0.46656558;1.45053714;1.34541263;1.27738315;1.20370705;1.14964671;1.1149741;1.08270666;1.05847065;1.03613518;MYT
