Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
BLR;Belarus;SSP2_BLR;9.595;9.27;8.915;8.562;8.206;7.813;7.399;6.983;6.587;6.232;74.695;78.211;81.302;84;86.339;88.358;90.094;91.581;92.851;93.935;7.16698525;7.2501597;7.2480733;7.19208;7.08497834;6.90341054;6.66605506;6.39510123;6.11609537;5.8540292;1.01160522;0.999712227;0.992274733;0.985108389;0.97437285;0.96561765;0.959353197;0.95637194;0.957151392;BLR
BLZ;Belize;SSP2_BLZ;0.312;0.365;0.403;0.431;0.448;0.456;0.458;0.456;0.452;0.449;52.249;58.487;63.348;67.125;70.083;72.425;74.303;75.826;77.077;78.113;0.16301688;0.21347755;0.25529244;0.28930875;0.31397184;0.330258;0.34030774;0.34576656;0.34838804;0.35072737;1.30954261;1.19587488;1.13324449;1.08524834;1.0518714;1.03042997;1.01604083;1.00758165;1.00671473;BLZ
BOL;Bolivia;SSP2_BOL;9.93;11.34;12.603;13.585;14.271;14.646;14.803;14.79;14.654;14.468;66.545;70.35;73.755;76.784;79.468;81.841;83.935;85.783;87.411;88.848;6.6079185;7.97769;9.29534265;10.4311064;11.3408783;11.9864329;12.4248981;12.6873057;12.8092079;12.8545286;1.20729243;1.16516719;1.12218632;1.0872172;1.0569228;1.03658012;1.0211195;1.00960821;1.00353813;BOL
BRA;Brazil;SSP2_BRA;194.946;210.743;222.819;229.841;231.868;228.665;221.581;211.583;200.123;188.415;86.529;88.709;90.218;91.32;92.157;92.811;93.336;93.766;94.123;94.423;168.684824;186.948008;201.022845;209.890801;213.682593;212.226273;206.814842;198.392916;188.361771;177.907095;1.10826809;1.07528744;1.04411417;1.01806554;0.99318466;0.974501597;0.95927794;0.949437991;0.944496828;BRA
BRB;Barbados;SSP2_BRB;0.273;0.279;0.281;0.277;0.268;0.255;0.241;0.226;0.21;0.195;44.469;51.166;56.862;61.602;65.513;68.739;71.413;73.644;75.521;77.113;0.12140037;0.14275314;0.15978222;0.17063754;0.17557484;0.17528445;0.17210533;0.16643544;0.1585941;0.15037035;1.17588719;1.11929041;1.06793822;1.02893443;0.998346061;0.98186308;0.967055698;0.952886597;0.948145927;BRB
BRN;Brunei;SSP2_BRN;0.399;0.466;0.527;0.58;0.627;0.664;0.683;0.683;0.671;0.648;75.654;79.764;83.149;85.936;88.235;90.135;91.711;93.022;94.115;95.03;0.30185946;0.37170024;0.43819523;0.4984288;0.55323345;0.5984964;0.62638613;0.63534026;0.63151165;0.6157944;1.23136853;1.17889413;1.1374583;1.10995482;1.08181528;1.04659966;1.0142949;0.993973922;0.975111702;BRN
BTN;Bhutan;SSP2_BTN;0.726;0.869;1.006;1.129;1.239;1.321;1.364;1.371;1.347;1.305;34.707;42.373;49.059;54.618;59.131;62.763;65.69;68.061;69.995;71.587;0.25197282;0.36822137;0.49353354;0.61663722;0.73263309;0.82909923;0.8960116;0.93311631;0.94283265;0.93421035;1.46135353;1.34031748;1.24943326;1.18811039;1.13167047;1.0807049;1.04141097;1.01041279;0.990854899;BTN
BWA;Botswana;SSP2_BWA;2.007;2.242;2.428;2.589;2.736;2.872;2.954;2.957;2.89;2.762;61.134;66.969;71.544;75.153;78.033;80.363;82.276;83.866;85.204;86.343;1.22695938;1.50144498;1.73708832;1.94571117;2.13498288;2.30802536;2.43043304;2.47991762;2.4623956;2.38479366;1.22371205;1.15694437;1.12009916;1.09727637;1.08105099;1.05303567;1.0203604;0.992934435;0.968485186;BWA
CAF;Central African Republic;SSP2_CAF;4.401;5.259;6.097;6.834;7.414;7.825;8.052;8.111;8.042;7.886;38.943;44.953;50.495;55.465;59.843;63.659;66.969;69.837;72.326;74.493;1.71388143;2.36407827;3.07868015;3.7904781;4.43676002;4.98131675;5.39234388;5.66447907;5.81645692;5.87451798;1.37937096;1.30227505;1.23120231;1.17050143;1.12273748;1.08251375;1.05046696;1.02682998;1.0099822;CAF
CAN;Canada;SSP2_CAN;34.017;37.764;41.384;44.54;47.585;50.465;52.762;54.322;54.945;54.424;80.582;83.853;86.587;88.864;90.758;92.329;93.633;94.715;95.613;96.357;27.4115789;31.6662469;35.8331641;39.5800256;43.1871943;46.5938298;49.4026435;51.4510823;52.5345629;52.4413337;1.15521426;1.1315886;1.10456407;1.09113609;1.07888069;1.06028295;1.04146415;1.02105846;0.998225375;CAN
CHE;Switzerland;SSP2_CHE;7.664;8.101;8.519;8.879;9.172;9.384;9.467;9.45;9.322;9.041;73.623;77.429;80.686;83.463;85.829;87.845;89.562;91.028;92.281;93.352;5.64246672;6.27252329;6.87364034;7.41067977;7.87223588;8.2433748;8.47883454;8.602146;8.60243482;8.43995432;1.11166332;1.09583337;1.07813028;1.06228256;1.0471453;1.02856351;1.01454344;1.00003358;0.981112266;CHE
CHL;Chile;SSP2_CHL;17.114;18.567;19.686;20.338;20.534;20.369;19.917;19.232;18.354;17.371;89.004;91.349;93.232;94.729;95.909;96.834;97.555;98.115;98.549;98.884;15.2321446;16.9607688;18.3536515;19.265984;19.6939541;19.7241175;19.4300294;18.8694768;18.0876835;17.1771396;1.11348529;1.08212379;1.0497085;1.02221376;1.00153161;0.985089923;0.971150195;0.958568362;0.949659456;CHL
CHN;China;SSP2_CHN;1341.335;1379.229;1380.651;1339.587;1263.138;1163.794;1057.146;951.828;852.319;767.275;46.955;54.668;60.925;65.901;69.848;73.001;75.546;77.625;79.345;80.784;629.823849;753.99691;841.161622;882.801229;882.27663;849.581258;798.631517;738.856485;676.272511;619.835436;1.19715522;1.11560354;1.0495025;0.999405757;0.96294204;0.940029585;0.925153177;0.91529617;0.916546845;CHN
CIV;Côte dIvoire;SSP2_CIV;19.738;23.152;26.179;28.757;30.619;31.801;32.563;32.912;32.904;32.655;50.561;57.043;62.339;66.621;70.084;72.905;75.223;77.147;78.76;80.127;9.97973018;13.2065954;16.3197268;19.158201;21.45902;23.184519;24.4948655;25.3906206;25.9151904;26.1654718;1.32334193;1.23572551;1.17392902;1.12009577;1.08040904;1.05651816;1.0365691;1.02065998;1.00965771;CIV
CMR;Cameroon;SSP2_CMR;19.599;23.654;27.315;30.621;33.156;34.971;36.069;36.583;36.47;35.925;58.397;65.093;69.884;73.371;75.968;77.948;79.489;80.71;81.692;82.493;11.445228;15.3970982;19.0888146;22.4669339;25.1879501;27.2591951;28.6708874;29.5261393;29.7930724;29.6356102;1.3452854;1.23976702;1.17696852;1.12111204;1.08223158;1.05178775;1.02982998;1.00904057;0.994714807;CMR
COD;Democratic Republic of the Congo;SSP2_COD;65.966;85.771;107.35;127.427;145.719;160.929;172.54;180.711;185.387;187.015;35.218;41.598;47.595;53.035;57.849;62.048;65.681;68.816;71.524;73.869;23.2319059;35.6790206;51.0932325;67.5809095;84.2969843;99.8532259;113.325997;124.358082;132.596198;138.14611;1.53577674;1.43202453;1.32269786;1.24734907;1.1845409;1.13492575;1.09734822;1.06624512;1.04185574;COD
COG;Republic of Congo;SSP2_COG;4.043;5.077;6.08;7.032;7.823;8.454;8.902;9.172;9.242;9.153;62.119;67.478;71.835;75.384;78.294;80.704;82.718;84.419;85.868;87.115;2.51147117;3.42585806;4.367568;5.30100288;6.12493962;6.82271616;7.36355636;7.74291068;7.93592056;7.97363595;1.36408417;1.27488294;1.2137196;1.15543035;1.11392382;1.07927051;1.05151781;1.0249273;1.00475249;COG
COL;Colombia;SSP2_COL;46.295;52.233;57.328;61.225;63.9;65.297;65.588;64.912;63.408;61.436;75.071;79.287;82.551;85.12;87.176;88.848;90.227;91.378;92.35;93.178;34.7541194;41.4139787;47.3248373;52.11472;55.705464;58.0150786;59.1780848;59.3152874;58.557288;57.2448361;1.19162791;1.14272617;1.10121287;1.06890076;1.04146119;1.02004662;1.00231847;0.987220843;0.977586873;COL
COM;Comoros;SSP2_COM;0.735;0.901;1.048;1.187;1.287;1.353;1.4;1.424;1.425;1.412;28.19;34.585;40.654;46.121;50.876;54.924;58.332;61.19;63.587;65.603;0.2071965;0.31161085;0.42605392;0.54745627;0.65477412;0.74312172;0.816648;0.8713456;0.90611475;0.92631436;1.50393877;1.36726279;1.28494598;1.19603;1.13492836;1.09894245;1.06697818;1.03990282;1.02229255;COM
CPV;Cape Verde;SSP2_CPV;0.496;0.533;0.559;0.572;0.573;0.561;0.546;0.529;0.513;0.502;61.089;66.475;70.904;74.544;77.552;80.055;82.156;83.936;85.457;86.768;0.30300144;0.35431175;0.39635336;0.42639168;0.44437296;0.44910855;0.44857176;0.44402144;0.43839441;0.43557536;1.16934015;1.11865711;1.07578672;1.0421708;1.01065679;0.998804766;0.989855982;0.987327121;0.993569603;CPV
CRI;Costa Rica;SSP2_CRI;4.659;5.326;5.911;6.387;6.736;6.965;7.038;6.949;6.739;6.455;64.417;69.178;73.209;76.616;79.499;81.948;84.038;85.831;87.377;88.718;3.00118803;3.68442028;4.32738399;4.89346392;5.35505264;5.7076782;5.91459444;5.96439619;5.88833603;5.7267469;1.22765393;1.17450879;1.13081343;1.0943276;1.06584913;1.03625226;1.00842015;0.987247635;0.97255776;CRI
CUB;Cuba;SSP2_CUB;11.258;11.083;10.695;10.056;9.192;8.157;7.138;6.286;5.568;4.96;75.225;79.048;82.171;84.739;86.866;88.64;90.132;91.394;92.469;93.389;8.4688305;8.76088984;8.78818845;8.52135384;7.98472272;7.2303648;6.43362216;5.74502684;5.14867392;4.6320944;1.03448638;1.00311596;0.969637132;0.937025134;0.905524845;0.889806025;0.892969263;0.896196669;0.899667462;CUB
CYP;Cyprus;SSP2_CYP;1.104;1.248;1.377;1.484;1.579;1.65;1.674;1.653;1.601;1.533;70.32;74.171;77.331;79.944;82.125;83.963;85.525;86.865;88.025;89.034;0.7763328;0.92565408;1.06484787;1.18636896;1.29675375;1.3853895;1.4316885;1.43587845;1.40928025;1.36489122;1.19234184;1.15037344;1.11412061;1.09304423;1.06835203;1.03341948;1.00292658;0.981476009;0.96850234;CYP
CZE;Czech Republic;SSP2_CZE;10.493;10.972;11.292;11.478;11.704;11.841;11.719;11.46;11.183;10.856;73.541;77.35;80.606;83.382;85.747;87.761;89.478;90.944;92.197;93.27;7.71665713;8.486842;9.10202952;9.57058596;10.0358289;10.39178;10.4859268;10.4221824;10.3103905;10.1253912;1.0998081;1.07248721;1.05147824;1.04861175;1.03546804;1.00905974;0.993920955;0.989273658;0.982057003;CZE
DEU;Germany;SSP2_DEU;82.302;81.91;81.357;80.367;78.932;77.069;74.934;72.604;69.827;66.528;73.849;77.648;80.905;83.686;86.057;88.076;89.795;91.26;92.51;93.576;60.779204;63.6014768;65.8218808;67.2559276;67.9265112;67.8792924;67.2869853;66.2584104;64.5969577;62.2542413;1.04643484;1.0349112;1.02178678;1.00997062;0.999304855;0.991274111;0.984713613;0.974924652;0.963733332;DEU
DJI;Djibouti;SSP2_DJI;0.889;1.045;1.182;1.294;1.378;1.427;1.447;1.444;1.425;1.395;76.234;79.622;82.921;86.014;88.802;91.22;93.243;94.881;96.173;97.168;0.67772026;0.8320499;0.98012622;1.11302116;1.22369156;1.3017094;1.34922621;1.37008164;1.37046525;1.3554936;1.22771879;1.17796567;1.13558962;1.09943243;1.06375613;1.03650339;1.01545733;1.00027999;0.989075498;DJI
DNK;Denmark;SSP2_DNK;5.55;5.806;6.087;6.338;6.574;6.825;7.047;7.225;7.354;7.426;86.866;88.9;90.231;91.16;91.837;92.349;92.745;93.059;93.31;93.514;4.821063;5.161534;5.49236097;5.7777208;6.03736438;6.30281925;6.53574015;6.72351275;6.8620174;6.94434964;1.07062156;1.0640947;1.05195577;1.04493876;1.04396867;1.03695503;1.02873012;1.02060004;1.01199826;DNK
DOM;Dominican Republic;SSP2_DOM;9.927;11.066;12.006;12.696;13.132;13.295;13.263;13.082;12.772;12.395;69.181;73.452;76.874;79.644;81.914;83.797;85.377;86.716;87.864;88.857;6.86759787;8.12819832;9.22949244;10.1116022;10.7569465;11.1408111;11.3235515;11.3441871;11.2219901;11.0138251;1.1835577;1.13549056;1.09557511;1.06382215;1.03568528;1.01640279;1.00182236;0.989228224;0.981450266;DOM
DZA;Algeria;SSP2_DZA;35.468;40.528;44.519;47.437;49.525;50.132;49.609;48.487;47.08;45.601;66.497;70.705;74.42;77.677;80.521;82.998;85.153;87.026;88.655;90.073;23.585156;28.6553224;33.1310398;36.8476385;39.8780253;41.6085574;42.2435518;42.1962966;41.738774;41.0741887;1.21497278;1.15619149;1.11217875;1.082241;1.04339563;1.01526115;0.998881364;0.98915728;0.984077509;DZA
ECU;Ecuador;SSP2_ECU;14.465;16.347;17.974;19.24;20.089;20.508;20.611;20.447;20.032;19.452;66.947;70.785;74.266;77.396;80.19;82.672;84.866;86.798;88.495;89.982;9.68388355;11.571224;13.3485708;14.8909904;16.1093691;16.9543738;17.4917313;17.7475871;17.7273184;17.5032986;1.19489499;1.1536006;1.11554942;1.08181986;1.05245424;1.03169433;1.01462724;0.998857948;0.98736302;ECU
EGY;Egypt;SSP2_EGY;81.121;94.75;106.685;116.868;124.861;130.529;133.778;134.519;133.577;131.239;43.402;49.684;55.335;60.299;64.596;68.292;71.464;74.191;76.543;78.581;35.2081364;47.07559;59.0341448;70.4702353;80.6552116;89.1408647;95.6031099;99.8009913;102.243843;103.128919;1.33706566;1.25402878;1.19371993;1.14452877;1.10520899;1.07249476;1.04390946;1.02447723;1.00865652;EGY
ERI;Eritrea;SSP2_ERI;5.254;6.926;8.539;10.193;11.634;12.791;13.686;14.252;14.472;14.393;21.577;26.507;31.74;37.073;42.309;47.296;51.932;56.166;59.984;63.4;1.13365558;1.83587482;2.7102786;3.77885089;4.92222906;6.04963136;7.10741352;8.00477832;8.68088448;9.125162;1.61942909;1.47628726;1.39426659;1.30257298;1.22904304;1.17485068;1.12625758;1.08446282;1.05117883;ERI
ESP;Spain;SSP2_ESP;46.077;48.769;50.208;51.675;52.76;52.845;52.081;50.965;49.602;47.759;77.396;80.675;83.574;86.109;88.305;90.191;91.8;93.163;94.313;95.279;35.6617549;39.3443907;41.9608339;44.4968257;46.589718;47.6614339;47.810358;47.480523;46.7811343;45.5042976;1.10326569;1.06650105;1.06043712;1.04703464;1.02300327;1.00312462;0.99310118;0.985269988;0.972706163;ESP
EST;Estonia;SSP2_EST;1.341;1.325;1.297;1.273;1.259;1.241;1.216;1.19;1.162;1.133;69.487;72.868;75.869;78.525;80.873;82.948;84.782;86.404;87.84;89.113;0.93182067;0.965501;0.98402093;0.99962325;1.01819107;1.02938468;1.03094912;1.0282076;1.0207008;1.00965029;1.03614465;1.01918168;1.01585568;1.01857482;1.01099362;1.00151978;0.997340781;0.99269914;0.989173605;EST
ETH;Ethiopia;SSP2_ETH;82.95;103.021;123.971;142.61;158.829;172.13;181.728;187.822;190.76;191.006;16.661;20.908;25.685;30.857;36.246;41.667;46.952;51.971;56.641;60.916;13.8202995;21.5396307;31.8419513;44.0051677;57.5691593;71.7214071;85.3249306;97.6129716;108.048372;116.353215;1.55855021;1.47829607;1.38198715;1.30823634;1.24583037;1.18967173;1.14401466;1.10690587;1.07686227;ETH
FIN;Finland;SSP2_FIN;5.365;5.617;5.845;6.012;6.176;6.366;6.541;6.684;6.786;6.824;85.09;87.282;89.127;90.684;92.002;93.121;94.075;94.889;95.586;96.183;4.5650785;4.90262994;5.20947315;5.45192208;5.68204352;5.92808286;6.15344575;6.34238076;6.48646596;6.56352792;1.07394209;1.06258747;1.04654001;1.04220923;1.04330121;1.03801615;1.03070394;1.02271784;1.01188042;FIN
FJI;Fiji;SSP2_FJI;0.861;0.925;0.96;0.975;0.97;0.947;0.92;0.891;0.86;0.828;51.861;58.686;63.804;67.642;70.551;72.792;74.543;75.932;77.048;77.954;0.44652321;0.5428455;0.6125184;0.6595095;0.6843447;0.68934024;0.6857956;0.67655412;0.6626128;0.64545912;1.2157162;1.12834757;1.07671786;1.03765708;1.00729974;0.994857924;0.98652444;0.979393637;0.974112061;FJI
FRA;France;SSP2_FRA;62.787;66.609;70.324;73.707;76.504;78.866;80.865;82.44;83.226;82.97;85.251;87.483;89.259;90.695;91.876;92.859;93.686;94.39;94.994;95.516;53.5265454;58.2715515;62.7704992;66.8485636;70.288815;73.2341789;75.7591839;77.815116;79.0597064;79.2496252;1.08864772;1.07720659;1.06496785;1.05146336;1.04190374;1.0344785;1.02713773;1.0159942;1.00240222;FRA
FSM;Micronesia;SSP2_FSM;0.111;0.114;0.115;0.112;0.107;0.101;0.095;0.09;0.087;0.085;22.663;27.566;32.756;38.046;43.259;48.249;52.919;57.212;61.11;64.618;0.02515593;0.03142524;0.0376694;0.04261152;0.04628713;0.04873149;0.05027305;0.0514908;0.0531657;0.0549253;1.24921798;1.19869888;1.13119721;1.0862586;1.05280863;1.03163375;1.02422272;1.03252814;1.03309653;FSM
GAB;Gabon;SSP2_GAB;1.505;1.759;1.982;2.158;2.288;2.375;2.415;2.41;2.37;2.304;86.028;88.757;90.041;90.741;91.152;91.406;91.566;91.669;91.736;91.779;1.2947214;1.56123563;1.78461262;1.95819078;2.08555776;2.1708925;2.2113189;2.2092229;2.1741432;2.11458816;1.20584678;1.14307705;1.09726377;1.06504319;1.04091699;1.01862202;0.999052149;0.984121249;0.972607582;GAB
GBR;United Kingdom;SSP2_GBR;62.036;66.209;70.037;73.396;76.592;79.367;81.528;83.235;84.308;84.724;79.638;83.407;86.078;88.051;89.56;90.748;91.705;92.491;93.148;93.704;49.4042297;55.2229406;60.2864489;64.625912;68.5957952;72.0239652;74.7652524;76.9848839;78.5312158;79.389777;1.11777759;1.09169212;1.07198074;1.06142866;1.04997639;1.03806077;1.02968801;1.02008618;1.01093274;GBR
GEO;Georgia;SSP2_GEO;4.352;4.134;3.842;3.543;3.226;2.912;2.645;2.419;2.238;2.11;52.747;58.658;63.513;67.475;70.714;73.379;75.591;77.444;79.01;80.346;2.29554944;2.42492172;2.44016946;2.39063925;2.28123364;2.13679648;1.99938195;1.87337036;1.7682438;1.6953006;1.05635787;1.00628793;0.979702143;0.954235835;0.936684626;0.935691335;0.936974729;0.943883728;0.958748222;GEO
