Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urban_share_2010;urban_share_2020;urban_share_2030;urban_share_2040;urban_share_2050;urban_share_2060;urban_share_2070;urban_share_2080;urban_share_2090;urban_share_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100;urbangrowthrate2020;urbangrowthrate2030;urbangrowthrate2040;urbangrowthrate2050;urbangrowthrate2060;urbangrowthrate2070;urbangrowthrate2080;urbangrowthrate2090;urbangrowthrate2100;Values
SOM;Somalia;SSP3_SOM;9.331;11.844;15.271;19.021;22.721;26.271;29.652;32.846;35.831;38.596;37.448;39.42;41.24;42.911;44.437;45.826;47.087;48.23;49.263;50.197;3.49427288;4.6689048;6.2977604;8.16210131;10.0965308;12.0389485;13.9622372;15.8416258;17.6514255;19.3740341;1.33615918;1.34887317;1.29603237;1.2370014;1.19238467;1.15975555;1.13460512;1.11424331;1.09759034;SOM
SRB;Serbia;SSP3_SRB;9.856;9.756;9.749;9.723;9.696;9.743;9.772;9.819;9.922;10.011;56.061;58.335;60.198;61.729;62.991;64.035;64.901;65.623;66.225;66.73;5.52537216;5.6911626;5.86870302;6.00191067;6.10760736;6.23893005;6.34212572;6.44352237;6.5708445;6.6803403;1.0300053;1.03119581;1.02269797;1.01761051;1.0215015;1.0165406;1.0159878;1.01975971;1.01666389;SRB
STP;Sao Tome and Principe;SSP3_STP;0.165;0.192;0.224;0.253;0.278;0.3;0.319;0.336;0.354;0.372;62.225;66.405;67.861;68.4;68.606;68.685;68.716;68.727;68.732;68.734;0.10267125;0.1274976;0.15200864;0.173052;0.19072468;0.206055;0.21920404;0.23092272;0.24331128;0.25569048;1.2418043;1.19224707;1.13843529;1.10212352;1.08037932;1.06381325;1.05346015;1.05364808;1.05087804;STP
SUR;Suriname;SSP3_SUR;0.525;0.581;0.644;0.7;0.751;0.803;0.851;0.899;0.948;0.994;69.382;70.693;71.094;71.221;71.261;71.274;71.278;71.28;71.28;71.28;0.3642555;0.41072633;0.45784536;0.498547;0.53517011;0.57233022;0.60657578;0.6408072;0.6757344;0.7085232;1.12757757;1.11472123;1.08889823;1.07345969;1.06943607;1.05983532;1.05643387;1.05450501;1.04852321;SUR
SVK;Slovakia;SSP3_SVK;5.462;5.519;5.389;5.1;4.743;4.322;3.828;3.352;2.945;2.576;54.967;57.803;59.961;61.609;62.875;63.853;64.612;65.204;65.667;66.03;3.00229754;3.19014757;3.23129829;3.142059;2.98216125;2.75972666;2.47334736;2.18563808;1.93389315;1.7009328;1.06256876;1.01289932;0.972382837;0.94911052;0.925411615;0.896229107;0.883676153;0.884818565;0.879538148;SVK
SVN;Slovenia;SSP3_SVN;2.03;2.053;2;1.914;1.808;1.683;1.547;1.413;1.283;1.151;49.505;51.784;53.852;55.723;57.413;58.938;60.315;61.558;62.682;63.698;1.0049515;1.06312552;1.07704;1.06653822;1.03802704;0.99192654;0.93307305;0.86981454;0.80421006;0.73316398;1.05788739;1.01308828;0.990249406;0.97326755;0.955588344;0.940667491;0.932204118;0.924576474;0.91165731;SVN
SWE;Sweden;SSP3_SWE;9.38;9.912;10.119;10.127;10.08;9.915;9.607;9.199;8.679;8.075;84.682;87.042;88.953;90.519;91.816;92.9;93.814;94.59;95.253;95.823;7.9431716;8.62760304;9.00115407;9.16685913;9.2550528;9.211035;9.01271098;8.7013341;8.26700787;7.73770725;1.08616601;1.0432972;1.01840931;1.00962093;0.995243917;0.978468867;0.965451363;0.950085099;0.935974342;SWE
SWZ;Swaziland;SSP3_SWZ;1.186;1.336;1.449;1.538;1.62;1.688;1.747;1.828;1.922;2.022;21.373;23.563;25.792;28.035;30.266;32.465;34.613;36.694;38.696;40.61;0.25348378;0.31480168;0.37372608;0.4311783;0.4903092;0.5480092;0.60468911;0.67076632;0.74373712;0.8211342;1.24190068;1.18717943;1.15372815;1.13713793;1.11768084;1.10342876;1.10927468;1.10878722;1.1040651;SWZ
SYR;Syria;SSP3_SYR;20.411;24.699;29.793;34.668;39.377;44.123;48.504;52.715;56.94;61.129;55.741;57.98;59.841;61.391;62.685;63.769;64.679;65.446;66.094;66.644;11.3772955;14.3204802;17.8284291;21.2830319;24.6834725;28.1367959;31.3719022;34.4998589;37.6339236;40.7388108;1.25868931;1.24496029;1.19376933;1.15977238;1.13990428;1.11497778;1.09970568;1.09084283;1.08250235;SYR
TCD;Chad;SSP3_TCD;11.227;14.782;19.092;23.683;28.271;32.554;36.369;39.745;42.609;44.904;27.625;30.299;32.916;35.444;37.859;40.144;42.288;44.287;46.142;47.855;3.10145875;4.47879818;6.28432272;8.39420252;10.7031179;13.0684778;15.3797227;17.6018681;19.6606448;21.4888092;1.44409407;1.40312701;1.33573702;1.27506072;1.22099727;1.17685648;1.1444854;1.11696353;1.09298598;TCD
TGO;Togo;SSP3_TGO;6.028;7.332;8.711;9.977;11.103;12.056;12.801;13.384;13.873;14.294;43.441;44.792;46.204;47.679;49.217;50.819;52.483;54.207;55.99;57.827;2.61862348;3.28414944;4.02483044;4.75693383;5.46456351;6.12673864;6.71834883;7.25506488;7.7674927;8.26579138;1.25415107;1.22553206;1.1818967;1.14875752;1.12117622;1.09656201;1.07988809;1.07063036;1.06415181;TGO
THA;Thailand;SSP3_THA;69.122;73.046;75.698;76.468;75.951;75.362;74.872;75.023;75.953;77.291;33.963;35.539;37.151;38.795;40.47;42.17;43.894;45.636;47.394;49.162;23.4759049;25.9598179;28.122564;29.6657606;30.7373697;31.7801554;32.8643157;34.2374963;35.9971648;37.9978014;1.10580692;1.08331129;1.05487397;1.03612276;1.03392566;1.03411438;1.04178333;1.05139595;1.05557762;THA
TJK;Tajikistan;SSP3_TJK;6.879;7.855;9.016;9.98;10.868;11.651;12.312;12.93;13.528;14.09;26.319;27.728;29.278;30.985;32.869;34.948;37.245;39.779;42.572;45.638;1.81048401;2.1780344;2.63970448;3.092303;3.57220292;4.07179148;4.5856044;5.1434247;5.75914016;6.4303942;1.20301223;1.21196639;1.17145803;1.15519175;1.13985447;1.12618842;1.12164597;1.11970924;1.11655456;TJK
TKM;Turkmenistan;SSP3_TKM;5.042;5.697;6.325;6.804;7.205;7.494;7.675;7.824;7.972;8.107;49.502;51.781;53.849;55.72;57.41;58.935;60.312;61.555;62.679;63.695;2.49589084;2.94996357;3.40594925;3.7911888;4.1363905;4.4165889;4.628946;4.8160632;4.99676988;5.16375365;1.18192812;1.15457333;1.11310784;1.09105368;1.06773983;1.0480817;1.04042328;1.03752166;1.03341834;TKM
TLS;East Timor;SSP3_TLS;1.124;1.46;1.956;2.499;3.086;3.708;4.326;4.963;5.632;6.3;28.122;31.018;33.835;36.536;39.093;41.489;43.715;45.769;47.655;49.38;0.31609128;0.4528628;0.6618126;0.91303464;1.20640998;1.53841212;1.8911109;2.27151547;2.6839296;3.11094;1.43269628;1.46139758;1.37959694;1.32131896;1.27519844;1.22926157;1.20115403;1.18155902;1.15909896;TLS
TON;Tonga;SSP3_TON;0.104;0.114;0.129;0.144;0.157;0.169;0.183;0.196;0.209;0.224;23.428;25.909;28.175;30.2;31.976;33.513;34.826;35.94;36.878;37.664;0.02436512;0.02953626;0.03634575;0.043488;0.05020232;0.05663697;0.06373158;0.0704424;0.07707502;0.08436736;1.21223536;1.23054679;1.19650853;1.15439478;1.12817436;1.12526465;1.10529819;1.09415664;1.09461353;TON
TTO;Trinidad and Tobago;SSP3_TTO;1.341;1.392;1.417;1.412;1.382;1.333;1.281;1.241;1.221;1.219;13.877;16.558;19.051;21.237;23.066;24.541;25.696;26.584;27.255;27.758;0.18609057;0.23048736;0.26995267;0.29986644;0.31877212;0.32713153;0.32916576;0.32990744;0.33278355;0.33837002;1.23857625;1.17122548;1.11081117;1.063047;1.02622378;1.00621839;1.00225321;1.00871793;1.0167871;TTO
TUN;Tunisia;SSP3_TUN;10.481;11.595;12.556;13.2;13.707;14.031;14.146;14.338;14.75;15.225;67.284;68.567;69.314;69.757;70.022;70.181;70.277;70.335;70.37;70.391;7.05203604;7.95034365;8.70306584;9.207924;9.59791554;9.84709611;9.94138442;10.0846323;10.379575;10.7170298;1.12738273;1.09467794;1.05800923;1.04235391;1.02596195;1.00957524;1.01440925;1.02924675;1.03251142;TUN
TUR;Turkey;SSP3_TUR;72.752;82.619;92.424;101.004;109.227;116.87;124.042;131.741;140.066;148.784;69.649;70.424;70.985;71.395;71.695;71.916;72.079;72.2;72.29;72.357;50.6710405;58.1836046;65.6071764;72.1118058;78.3102976;84.0482292;89.4082332;95.117002;101.253711;107.655639;1.14826149;1.12758872;1.09914509;1.08595669;1.07327174;1.06377296;1.06385059;1.06451748;1.0632266;TUR
TZA;Tanzania;SSP3_TZA;44.841;59.857;78.347;98.92;120.723;142.023;162.51;182.215;201.091;218.654;26.383;27.769;29.297;30.985;32.851;34.918;37.208;39.744;42.547;45.636;11.830401;16.6216903;22.9533206;30.650362;39.6587127;49.5915911;60.4667208;72.4195296;85.5581878;99.7849394;1.40499805;1.38092577;1.33533455;1.29390683;1.25045892;1.21929382;1.19767582;1.18142424;1.16628159;TZA
UGA;Uganda;SSP3_UGA;33.425;47.006;65.143;87.397;113.302;140.529;167.912;195.065;220.756;244.807;13.295;16.256;18.801;20.803;22.28;23.321;24.032;24.509;24.824;25.03;4.44385375;7.64129536;12.2475354;18.1811979;25.2436856;32.7727681;40.3526118;47.8084809;54.8004694;61.2751921;1.71951999;1.6028088;1.48447808;1.38845007;1.29825607;1.23128482;1.18476794;1.14624996;1.11815086;UGA
UKR;Ukraine;SSP3_UKR;45.448;43.02;40.97;39.368;38.501;38.129;38.145;38.649;39.387;40.082;68.787;69.833;70.6;71.166;71.587;71.902;72.139;72.317;72.452;72.554;31.2623158;30.0421566;28.92482;28.0166309;27.5617109;27.4155136;27.5174216;27.9497973;28.5366692;29.0810943;0.960970289;0.96280771;0.968601737;0.983762501;0.994695638;1.00371716;1.0157128;1.02099736;1.01907809;UKR
URY;Uruguay;SSP3_URY;3.369;3.481;3.625;3.733;3.814;3.877;3.941;4.021;4.126;4.266;92.479;93.482;94.359;95.125;95.791;96.369;96.871;97.305;97.681;98.005;3.11561751;3.25410842;3.42051375;3.55101625;3.65346874;3.73622613;3.81768611;3.91263405;4.03031806;4.1808933;1.04445055;1.051137;1.03815289;1.0288516;1.02265173;1.02180274;1.02487055;1.03007795;1.03736063;URY
USA;United States;SSP3_USA;310.384;328.774;337.347;338.918;334.232;326.108;315.313;300.574;282.232;261.774;82.286;85.061;87.476;89.555;91.329;92.828;94.088;95.14;96.014;96.737;255.402578;279.658452;295.097662;303.518015;305.250743;302.719534;296.671695;285.966104;270.982232;253.232314;1.09497114;1.05520738;1.02853412;1.00570882;0.991707771;0.980021643;0.963914347;0.947602632;0.934497853;USA
UZB;Uzbekistan;SSP3_UZB;27.445;30.878;34.348;36.969;39.297;41.023;42.153;43.119;44.044;44.953;36.247;37.667;39.14;40.666;42.244;43.874;45.556;47.286;49.062;50.882;9.94798915;11.6308163;13.4438072;15.0338135;16.6006247;17.998431;19.2032207;20.3892503;21.6088673;22.8729855;1.16916254;1.15587822;1.11827054;1.10421914;1.08420203;1.06693859;1.06176202;1.05981666;1.05849997;UZB
VCT;Saint Vincent and the Grenadines;SSP3_VCT;0.109;0.114;0.121;0.127;0.132;0.136;0.14;0.144;0.149;0.156;49.329;51.782;53.955;55.873;57.566;59.058;60.375;61.537;62.566;63.476;0.05376861;0.05903148;0.06528555;0.07095871;0.07598712;0.08031888;0.084525;0.08861328;0.09322334;0.09902256;1.09787997;1.10594466;1.08689764;1.07086389;1.0570065;1.05236776;1.0483677;1.05202448;1.06220781;VCT
VEN;Venezuela;SSP3_VEN;28.98;33.85;38.7;43.081;47.097;50.629;53.639;56.296;58.825;61.304;93.353;95.538;97.027;98.03;98.699;99.143;99.436;99.629;99.757;99.84;27.0536994;32.339613;37.549449;42.2323043;46.484268;50.1951095;53.336476;56.0871418;58.6820553;61.2059136;1.19538598;1.16109766;1.12471169;1.10068036;1.07983005;1.06258312;1.05157194;1.04626575;1.04300903;VEN
VIR;Virgin Islands U.S.;SSP3_VIR;0.109;0.115;0.121;0.123;0.126;0.13;0.134;0.138;0.143;0.148;95.27;97.484;98.75;99.403;99.72;99.87;99.94;99.972;99.987;99.994;0.1038443;0.1121066;0.1194875;0.12226569;0.1256472;0.129831;0.1339196;0.13796136;0.14298141;0.14799112;1.07956431;1.06583823;1.02325088;1.02765706;1.033298;1.03149171;1.0301805;1.03638736;1.03503749;VIR
VNM;Vietnam;SSP3_VNM;87.848;97.488;105.134;110.042;112.599;112.732;111.548;110.119;109.322;109.731;30.379;32.208;34.093;36.031;38.016;40.042;42.104;44.194;46.306;48.431;26.6873439;31.398935;35.8433346;39.649233;42.8056358;45.1401474;46.9661699;48.6659909;50.6226453;53.1438206;1.17654777;1.14154619;1.10618148;1.07960817;1.05453748;1.04045229;1.03619245;1.04020579;1.04980331;VNM
VUT;Vanuatu;SSP3_VUT;0.24;0.299;0.365;0.429;0.491;0.549;0.6;0.644;0.683;0.716;25.563;28.474;30.958;33.016;34.686;36.02;37.074;37.901;38.545;39.046;0.0613512;0.08513726;0.1129967;0.14163864;0.17030826;0.1977498;0.222444;0.24408244;0.26326235;0.27956936;1.38770326;1.3272297;1.2534759;1.20241383;1.16112865;1.12487598;1.0972759;1.07857964;1.06194205;VUT
WSM;Samoa;SSP3_WSM;0.183;0.197;0.222;0.244;0.263;0.282;0.303;0.323;0.344;0.368;20.231;21.18;22.204;23.31;24.508;25.807;27.217;28.751;30.419;32.236;0.03702273;0.0417246;0.04929288;0.0568764;0.06445604;0.07277574;0.08246751;0.09286573;0.10464136;0.11862848;1.12699955;1.18138652;1.15384615;1.13326512;1.12907557;1.13317309;1.12608869;1.12680275;1.13366722;WSM
YEM;Yemen;SSP3_YEM;24.053;32.796;43.795;55.925;69.474;83.317;96.812;110.199;123.168;135.274;31.803;33.94;36.034;38.072;40.045;41.944;43.763;45.499;47.151;48.717;7.64957559;11.1309624;15.7810903;21.291766;27.8208633;34.9464825;42.3678356;50.139443;58.0749437;65.9014346;1.45510849;1.41776513;1.34919487;1.30664893;1.25612502;1.21236338;1.18343178;1.15826862;1.13476536;YEM
ZAF;South Africa;SSP3_ZAF;50.133;54.009;57.007;59.423;61.625;63.633;65.532;67.359;69.283;71.179;61.702;63.634;65.21;66.501;67.565;68.446;69.179;69.791;70.304;70.736;30.9330637;34.3680871;37.1742647;39.5168892;41.6369312;43.5542432;45.3343823;47.0105197;48.7087203;50.3491774;1.11104698;1.08165068;1.06301737;1.05364901;1.04604835;1.04087177;1.03697276;1.03612384;1.03367892;ZAF
ZMB;Zambia;SSP3_ZMB;13.089;17.81;23.694;30.559;37.94;45.253;52.551;59.772;66.675;73.254;35.702;37.305;38.918;40.538;42.16;43.781;45.396;47.003;48.597;50.176;4.67303478;6.6440205;9.22123092;12.3880074;15.995504;19.8122159;23.856052;28.0946332;32.4020497;36.755927;1.42177853;1.38789923;1.34342232;1.29120878;1.23861155;1.20410822;1.1776732;1.15331813;1.13437043;ZMB
ZWE;Zimbabwe;SSP3_ZWE;12.571;13.52;14.791;15.743;16.666;17.455;18.138;18.842;19.577;20.337;38.254;39.536;40.826;42.122;43.421;44.723;46.025;47.326;48.623;49.915;4.80891034;5.3452672;6.03857366;6.63126646;7.23654386;7.80639965;8.3480145;8.91716492;9.51892471;10.1512135;1.11153397;1.12970473;1.09815113;1.09127629;1.07874695;1.06938088;1.06817794;1.06748331;1.0664244;ZWE
