"TCD";"Chad";148;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896;7080.427896
"CHL";"Chile";152;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995;9975.422995
"CHN";"China";156;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394;9671.314394
"TWN";"Taiwan Province of China";158;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867;9318.386867
"CXR";"Christmas Island";162;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583
"CCK";"Cocos (Keeling) Islands";166;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583;280.2372583
"COL";"Colombia";170;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022;16596.75022
"COM";"Comoros";174;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476;4707.961476
"MYT";"Mayotte";175;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077;5183.423077
"COG";"Congo";178;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602;7188.438602
"COD";"Democratic Republic of the Congo";180;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932;8290.190932
"COK";"Cook Islands";184;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109;5749.083109
"CRI";"Costa Rica";188;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979;3720.873979
"HRV";"Croatia";191;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017;5912.428017
"CUB";"Cuba";192;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225;11425.12225
"CYP";"Cyprus";196;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192;3731.908192
"CZE";"Czech Republic";203;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498;7888.298498
"BEN";"Benin";204;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657;5344.099657
"DNK";"Denmark";208;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453;2850.403453
"DMA";"Dominica";212;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148;13016.9148
"DOM";"Dominican Republic";214;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528;9579.983528
"ECU";"Ecuador";218;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415;6040.385415
"SLV";"El Salvador";222;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759;9227.89759
"GNQ";"Equatorial Guinea";226;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407;12132.10407
"ETH";"Ethiopia";231;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299;11004.68299
"ERI";"Eritrea";232;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553;10860.55553
"EST";"Estonia";233;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405;3561.377405
"FRO";"Faroe Islands";234;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489;4055.095489
"FLK";"Falkland Islands (Malvinas)";238;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388;2632.716388
"FJI";"Fiji";242;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639;3957.975639
"FIN";"Finland";246;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047;4311.463047
"FRA";"France";250;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819;7997.913819
"GUF";"French Guiana";254;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059;5244.839059
"PYF";"French Polynesia";258;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271;12122.88271
"DJI";"Djibouti";262;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405;11544.82405
"GAB";"Gabon";266;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358;4811.464358
"GEO";"Georgia";268;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931;6013.920931
"GMB";"Gambia";270;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649;1856.348649
"PSE";"Occupied Palestinian Territory";275;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801;5434.249801
"DEU";"Germany";276;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634;8116.916634
"GHA";"Ghana";288;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881;3197.61881
"GIB";"Gibraltar";292;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546;3161.759546
"KIR";"Kiribati";296;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961;20544.90961
"GRC";"Greece";300;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094;12971.84094
"GRL";"Greenland";304;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016;1879.97016
"GRD";"Grenada";308;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248;4396.482248
"GLP";"Guadeloupe";312;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725;9873.703725
"GUM";"Guam";316;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673;293.2251673
"GTM";"Guatemala";320;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871;4771.160871
"GIN";"Guinea";324;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671;6579.585671
"GUY";"Guyana";328;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374;725.8668374
"HTI";"Haiti";332;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162;9103.201162
"HMD";"Heard Island and McDonald Islands";334;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
"VAT";"Holy See (the)";336;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127;1006.925127
"HND";"Honduras";340;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014;6517.928014
"HKG";"Hong Kong";344;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065;26102.17065
"HUN";"Hungary";348;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044;6663.370044
"ISL";"Iceland";352;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683;3411.1683
"IND";"India";356;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966;13926.88966
"IDN";"Indonesia";360;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864;9194.241864
"IRN";"Iran (Islamic Republic of)";364;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341
"IRQ";"Iraq";368;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341;8638.867341
"IRL";"Ireland";372;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374;2828.73374
"ISR";"Israel";376;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703;4152.145703
"ITA";"Italy";380;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214;4838.82214
"CIV";"Cote d'Ivoire";384;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974;6346.48974
"JAM";"Jamaica";388;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799;3816.940799
"JPN";"Japan";392;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686;5917.140686
"KAZ";"Kazakhstan";398;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579;4211.429579
"JOR";"Jordan";400;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631;6034.865631
"KEN";"Kenya";404;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347;8508.676347
"PRK";"Democratic People's Republic of Korea";408;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307;20650.41307
"KOR";"Republic of Korea";410;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727;16037.72727
"KWT";"Kuwait";414;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298
"KGZ";"Kyrgyzstan";417;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298;3969.668298
"LAO";"Lao People's Democratic Republic";418;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398;13632.48398
"LBN";"Lebanon";422;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009;4177.303009
"LSO";"Lesotho";426;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042;1676.557042
"LVA";"Latvia";428;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657;4269.575657
"LBR";"Liberia";430;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341;2112.881341
"LBY";"Libyan Arab Jamahiriya";434;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868;6133.201868
