stations_code, stations_naam,,,   
lp      ,Loppersum                      ,12032  ,12395  ,0
lrw     ,Rathenow                       ,12032  ,12395  ,0
ls      ,Stendal                        ,12032  ,12395  ,0
lsl     ,Liers                          ,12032  ,12395  ,0
lsw     ,Sinaai                         ,12032  ,12395  ,0
ltn     ,Lunteren                       ,12032  ,12395  ,0
ltv     ,Lichtenvoorde-Groenlo          ,12032  ,12395  ,0
luik    ,Liege-Guillemins               ,12032  ,12395  ,0
luikj   ,Liege-Jonfosse                 ,12032  ,12395  ,0
luikp   ,Liege-Palais                   ,12032  ,12395  ,0
lut     ,Geleen-Lutterade               ,12032  ,12395  ,0
lw      ,Leeuwarden                     ,12032  ,12395  ,0
lwc     ,Leeuwarden Camminghaburen      ,12032  ,12395  ,0
lzd     ,Zwijndrecht (B)                ,12032  ,12395  ,0
ma      ,Augsburg Hbf                   ,12032  ,12395  ,0
magdeb  ,Magdeburg Hbf                  ,12032  ,12395  ,0
mannhe  ,Mannheim Hbf                   ,12032  ,12395  ,0
maria   ,Sint-Mariaburg                 ,12032  ,12395  ,0
marne   ,Marne-la-Vallee-Chessy         ,12032  ,12395  ,0
mars    ,Marseille-St-Charles           ,12032  ,12395  ,0
mas     ,Maarssen                       ,12032  ,12395  ,0
mcgb    ,Monchengladbach Hbf            ,12032  ,12395  ,0
mdb     ,Middelburg                     ,12032  ,12395  ,0
mech    ,Mechelen                       ,12032  ,12395  ,0
mes     ,Meerssen                       ,12032  ,12395  ,0
mg      ,Mantgum                        ,12032  ,12395  ,0
mgzb    ,Gunzburg                       ,12032  ,12395  ,0
mho     ,Hove                           ,12032  ,12395  ,0
mhv     ,Maashaven                      ,12032  ,12395  ,0
mid     ,Heide (B)                      ,12032  ,12395  ,0
minden  ,Minden (Westf)                 ,12032  ,12395  ,0
mmlh    ,Mook-Molenhoek                 ,12032  ,12395  ,0
mout    ,Moutiers-Salins-Brides         ,12032  ,12395  ,0
mp      ,Meppel                         ,12032  ,12395  ,0
mrb     ,Marienberg                     ,12032  ,12395  ,0
mrn     ,Maarn                          ,12032  ,12395  ,0
mt      ,Maastricht                     ,12032  ,12395  ,0
mth     ,Martenshoek                    ,12032  ,12395  ,0
mtn     ,Maastricht Noord               ,12032  ,12395  ,0
mtr     ,Maastricht Randwyck            ,12032  ,12395  ,0
munchh  ,Munchen Hbf                    ,12032  ,12395  ,0
munst   ,Munster (Westf) Hbf            ,12032  ,12395  ,0
mz      ,Maarheeze                      ,12032  ,12395  ,0
na      ,Nieuw Amsterdam                ,12032  ,12395  ,0
ndb     ,Naarden-Bussum                 ,12032  ,12395  ,0
ndkp    ,Noorderkempen                  ,12032  ,12395  ,0
neumu   ,Neumunster                     ,12032  ,12395  ,0
neuss   ,Neuss Hbf                      ,12032  ,12395  ,0
nh      ,Nuth                           ,12032  ,12395  ,0
nkk     ,Nijkerk                        ,12032  ,12395  ,0
nm      ,Nijmegen                       ,12032  ,12395  ,0
nmd     ,Nijmegen Dukenburg             ,12032  ,12395  ,0
nmgo    ,Nijmegen Goffert               ,12032  ,12395  ,0
