"Region";"CountryName";"ISO1";"2010";"2020";"2030";"2040";"2050";"2060";"2070";"2080";"2090";"2100"
"TON";"Tonga";776.00;4060.42;3823.39;3645.37;3528.08;3459.63;3424.04;3407.48;3400.57;3397.98;3397.11
"ARE";"United Arab Emirates";784.00;2485.95;2421.82;2365.44;2317.23;2277.08;2244.48;2218.67;2198.71;2183.63;2172.52
"TUN";"Tunisia";788.00;6905.29;6225.08;5799.14;5611.86;5552.02;5537.89;5535.40;5535.07;5535.04;5535.04
"TUR";"Turkey";792.00;7366.09;6640.48;6186.13;5986.35;5922.52;5907.44;5904.79;5904.44;5904.40;5904.40
"TKM";"Turkmenistan";795.00;4536.93;4419.89;4317.01;4229.02;4155.75;4096.26;4049.14;4012.71;3985.21;3964.91
"TCA";"Turks and Caicos Islands";796.00;262.12;251.57;242.55;235.31;229.81;225.85;223.15;221.39;220.31;219.67
"TUV";"Tuvalu";798.00;156.40;140.99;131.34;127.10;125.75;125.43;125.37;125.36;125.36;125.36
"UGA";"Uganda";800.00;5300.98;5480.16;5625.74;5733.19;5799.08;5821.29;5817.05;5804.40;5783.53;5754.73
"UKR";"Ukraine";804.00;4930.36;4814.28;4704.43;4602.64;4510.16;4427.69;4355.48;4293.33;4240.75;4196.99
"MKD";"The former Yugoslav Republic of Macedonia";807.00;5026.69;4897.01;4783.02;4685.54;4604.36;4538.44;4486.24;4445.88;4415.40;4392.92
"EGY";"Egypt";818.00;11199.08;10956.60;10736.57;10540.63;10369.28;10222.06;10097.69;9994.38;9909.94;9842.03
"GBR";"United Kingdom of Great Britain and Northern Ireland";826.00;6964.53;6912.73;6861.31;6810.38;6760.07;6710.46;6661.65;6613.73;6566.78;6520.87
"TZA";"United Republic of Tanzania";834.00;9483.53;9936.90;10224.23;10322.66;10303.84;10248.07;10157.34;10034.88;9884.92;9712.46
"USA";"United States of America";840.00;2055.34;2006.94;1961.15;1918.72;1880.17;1845.79;1815.68;1789.78;1767.86;1749.62
"VIR";"United States Virgin Islands";850.00;1273.83;1259.39;1245.17;1231.24;1217.65;1204.46;1191.72;1179.47;1167.75;1156.57
"BFA";"Burkina Faso";854.00;5297.37;5257.95;5145.47;4975.84;4771.45;4556.33;4351.58;4172.34;4026.63;3915.95
"URY";"Uruguay";858.00;4773.66;4494.99;4285.70;4147.80;4067.34;4025.49;4006.03;3997.91;3994.86;3993.83
"UZB";"Uzbekistan";860.00;3375.74;3288.65;3212.10;3146.64;3092.12;3047.85;3012.79;2985.69;2965.22;2950.12
"VEN";"Venezuela";862.00;7612.18;7447.37;7297.81;7164.62;7048.16;6948.09;6863.55;6793.33;6735.94;6689.77
"WLF";"Wallis and Futuna";876.00;282.96;291.69;299.73;306.97;313.30;318.62;322.85;325.93;327.79;328.41
"WSM";"Samoa";882.00;3656.25;3442.82;3282.51;3176.90;3115.26;3083.22;3068.31;3062.09;3059.75;3058.96
"YEM";"Yemen";887.00;5394.93;5501.12;5480.73;5421.08;5326.48;5203.53;5060.38;4905.83;4748.43;4595.77
"ZMB";"Zambia";894.00;5898.73;5472.71;5159.98;4970.30;4873.59;4831.76;4816.31;4811.41;4810.08;4809.77
"SRB";"Serbia";688.00;3908.75;3793.01;3669.56;3545.65;3427.49;3319.78;3225.56;3146.24;3081.85;3031.36
"MNE";"Montenegro";499.00;3908.75;3793.01;3669.56;3545.65;3427.49;3319.78;3225.56;3146.24;3081.85;3031.36
"TTO";"Trinidad and Tobago";780;1;1;1;1;1;1;1;1;1;1
