"Region";"CountryName";"ISO1";"2010";"2020";"2030";"2040";"2050";"2060";"2070";"2080";"2090";"2100"
"TCD";"Chad";148.00;8549.27;8957.98;9217.00;9305.74;9288.77;9238.49;9156.70;9046.30;8911.11;8755.64
"CHL";"Chile";152.00;7599.83;7156.19;6822.99;6603.45;6475.35;6408.73;6377.74;6364.81;6359.96;6358.32
"CHN";"China";156.00;11574.76;11488.63;11242.85;10872.22;10425.63;9955.58;9508.20;9116.58;8798.19;8556.36
"TWN";"Taiwan, Province of China";158.00;8075.15;7279.69;6781.60;6562.59;6492.61;6476.09;6473.18;6472.79;6472.75;6472.75
"CXR";"Christmas Island";162.00;275.63;266.16;257.72;250.51;244.59;239.93;236.39;233.79;231.96;230.71
"CCK";"Cocos (Keeling) Islands";166.00;273.67;262.65;253.24;245.67;239.93;235.80;232.98;231.15;230.02;229.35
"COL";"Colombia";170.00;16099.42;15836.66;15590.09;15361.14;15150.68;14959.12;14786.42;14632.18;14495.68;14375.96
"COM";"Comoros";174.00;5685.30;5957.09;6129.35;6188.36;6177.07;6143.63;6089.24;6015.83;5925.93;5822.54
"MYT";"Mayotte";175.00;5244.56;5158.96;5078.64;5004.05;4935.50;4873.09;4816.83;4766.59;4722.12;4683.12
"COG";"Congo";178.00;7872.18;8027.12;7997.38;7910.34;7772.29;7592.88;7384.01;7158.49;6928.82;6706.05
"COD";"Democratic Republic of the Congo";180.00;7521.81;7082.72;6752.94;6535.66;6408.86;6342.93;6312.26;6299.46;6294.66;6293.04
"COK";"Cook Islands";184.00;5838.52;5497.70;5241.71;5073.06;4974.64;4923.47;4899.66;4889.72;4886.00;4884.74
"CRI";"Costa Rica";188.00;3670.26;3565.40;3384.93;3174.20;2976.32;2818.72;2709.71;2643.39;2607.64;2590.47
"HRV";"Croatia";191.00;4281.89;3972.63;3745.63;3607.93;3537.74;3507.37;3496.15;3492.60;3491.64;3491.41
"CUB";"Cuba";192.00;8189.95;8056.28;7930.85;7814.38;7707.32;7609.87;7522.02;7443.55;7374.11;7313.21
"CYP";"Cyprus";196.00;2810.06;2696.33;2612.80;2556.30;2520.97;2500.49;2489.46;2483.93;2481.35;2480.23
"CZE";"Czech Republic";203.00;4625.19;4438.96;4279.89;4152.05;4055.00;3985.19;3937.53;3906.59;3887.48;3876.23
"BEN";"Benin";204.00;6382.73;6687.86;6881.25;6947.49;6934.83;6897.29;6836.22;6753.80;6652.88;6536.80
"DNK";"Denmark";208.00;1970.95;1855.90;1769.48;1712.55;1679.32;1662.05;1654.01;1650.66;1649.40;1648.97
"DMA";"Dominica";212.00;11508.61;10677.42;10067.28;9697.20;9508.54;9426.91;9396.77;9387.22;9384.62;9384.02
"DOM";"Dominican Republic";214.00;11242.16;10920.97;10368.20;9722.72;9116.60;8633.86;8299.96;8096.83;7987.31;7934.72
"ECU";"Ecuador";218.00;6051.67;6006.63;5878.13;5684.35;5450.86;5205.10;4971.20;4766.44;4599.98;4473.55
"SLV";"El Salvador";222.00;9502.00;9230.52;8763.31;8217.75;7705.44;7297.43;7015.22;6843.52;6750.96;6706.51
"GNQ";"Equatorial Guinea";226.00;11347.39;10796.31;10384.71;10106.66;9935.75;9839.78;9790.41;9767.10;9756.98;9752.94
"ETH";"Ethiopia";231.00;12680.15;13267.91;13753.50;14116.41;14340.82;14416.77;14402.27;14359.07;14288.04;14190.58
"ERI";"Eritrea";232.00;12803.33;13415.41;13803.32;13936.21;13910.80;13835.49;13713.01;13547.68;13345.22;13112.39
"EST";"Estonia";233.00;2763.70;2727.95;2699.47;2677.26;2660.32;2647.66;2638.39;2631.74;2627.07;2623.86
"FRO";"Faroe Islands";234.00;3754.44;3535.27;3370.66;3262.21;3198.92;3166.01;3150.70;3144.32;3141.92;3141.11
"FLK";"Falkland Islands (Malvinas)";238.00;2548.84;2445.68;2369.91;2318.66;2286.62;2268.04;2258.03;2253.02;2250.68;2249.66
"FJI";"Fiji";242.00;3782.55;3561.75;3395.90;3286.64;3222.88;3189.72;3174.30;3167.86;3165.45;3164.63
"FIN";"Finland";246.00;2567.78;2525.87;2486.54;2450.03;2416.46;2385.91;2358.36;2333.76;2311.99;2292.89
"FRA";"France";250.00;4104.21;4045.44;3987.98;3932.26;3878.64;3827.41;3778.83;3733.07;3690.26;3650.47
"GUF";"French Guiana";254.00;5548.18;5506.90;5389.08;5211.43;4997.36;4772.05;4557.61;4369.89;4217.28;4101.36
"PYF";"French Polynesia";258.00;11225.84;10570.53;10078.34;9754.07;9564.84;9466.44;9420.66;9401.56;9394.39;9391.97
"DJI";"Djibouti";262.00;11932.30;11591.39;11004.69;10319.58;9676.25;9163.88;8809.48;8593.88;8477.64;8421.83
"GAB";"Gabon";266.00;5646.48;5485.16;5207.53;4883.33;4578.90;4336.44;4168.73;4066.71;4011.70;3985.29
"GEO";"Georgia";268.00;5653.07;5323.07;5075.22;4911.92;4816.63;4767.08;4744.03;4734.41;4730.80;4729.58
"GMB";"Gambia";270.00;2262.95;2246.11;2198.06;2125.60;2038.29;1946.39;1858.92;1782.36;1720.11;1672.83
"PSE";"Occupied Palestinian Territory";275.00;6896.19;7225.87;7434.81;7506.39;7492.70;7452.14;7386.17;7297.12;7188.07;7062.66
"DEU";"Germany";276.00;2724.54;2631.01;2547.54;2476.24;2417.78;2371.69;2336.68;2311.04;2292.91;2280.52
"GHA";"Ghana";288.00;4678.98;4771.07;4753.39;4701.66;4619.61;4512.98;4388.82;4254.78;4118.28;3985.87
"GIB";"Gibraltar";292.00;2757.87;2715.60;2674.40;2634.60;2596.48;2560.29;2526.21;2494.36;2464.83;2437.65
"KIR";"Kiribati";296.00;33097.41;32151.79;30524.41;28624.10;26839.65;25418.46;24435.44;23837.40;23514.97;23360.17
"GRC";"Greece";300.00;9570.75;9183.40;8898.89;8706.46;8586.13;8516.37;8478.80;8459.97;8451.19;8447.36
"GRL";"Greenland";304.00;1790.18;1685.68;1607.19;1555.48;1525.30;1509.61;1502.31;1499.26;1498.12;1497.73
"GRD";"Grenada";308.00;4164.25;3962.02;3810.97;3708.93;3646.21;3610.99;3592.88;3584.32;3580.61;3579.12
"GLP";"Guadeloupe";312.00;9906.62;9794.35;9683.76;9575.39;9469.71;9367.15;9268.09;9172.82;9081.62;8994.68
"GUM";"Guam";316.00;277.25;257.22;242.52;233.61;229.06;227.10;226.37;226.14;226.08;226.06
"GTM";"Guatemala";320.00;5737.95;5850.88;5829.20;5765.76;5665.14;5534.37;5382.12;5217.75;5050.34;4887.97
"GIN";"Guinea";324.00;8151.83;7918.92;7518.10;7050.06;6610.55;6260.52;6018.40;5871.10;5791.69;5753.56
"GUY";"Guyana";328.00;696.90;663.06;637.78;620.70;610.21;604.31;601.28;599.85;599.23;598.98
"HTI";"Haiti";332.00;11106.77;11024.12;10788.28;10432.63;10004.10;9553.05;9123.77;8747.97;8442.46;8210.41
"HMD";"Heard Island and McDonald Islands";334.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
"VAT";"Holy See (the)";336.00;1001.89;998.80;995.72;992.64;989.58;986.52;983.47;980.44;977.42;974.41
"HND";"Honduras";340.00;8148.76;8088.12;7915.09;7654.16;7339.76;7008.84;6693.88;6418.17;6194.02;6023.77
"HKG";"Hong Kong";344.00;24657.31;22876.49;21569.26;20776.36;20372.14;20197.26;20132.67;20112.22;20106.66;20105.35
"HUN";"Hungary";348.00;3078.12;2954.19;2848.32;2763.25;2698.65;2652.20;2620.48;2599.89;2587.17;2579.68
"ISL";"Iceland";352.00;3441.21;3381.34;3325.51;3274.06;3227.19;3184.98;3147.36;3114.19;3085.26;3060.27
"IND";"India";356.00;16694.86;17023.45;16960.37;16775.78;16483.02;16102.55;15659.57;15181.30;14694.23;14221.81
"IDN";"Indonesia";360.00;11392.24;11066.75;10506.60;9852.51;9238.29;8749.12;8410.76;8204.91;8093.93;8040.65
"IRN";"Iran (Islamic Republic of)";364.00;8407.89;7579.65;7061.04;6833.01;6760.14;6742.94;6739.91;6739.51;6739.47;6739.46
"IRQ";"Iraq";368.00;9254.77;8760.45;8077.46;7443.50;6993.93;6739.29;6621.69;6576.91;6562.75;6559.02
"IRL";"Ireland";372.00;3011.25;2975.24;2939.83;2905.19;2871.50;2838.91;2807.53;2777.48;2748.84;2721.67
"ISR";"Israel";376.00;4650.20;4578.04;4507.86;4440.25;4375.70;4314.58;4257.20;4203.76;4154.37;4109.07
"ITA";"Italy";380.00;3402.37;3203.76;3054.59;2956.30;2898.95;2869.13;2855.25;2849.46;2847.29;2846.56
"CIV";"Cote d'Ivoire";384.00;9273.13;9008.20;8552.24;8019.82;7519.85;7121.67;6846.25;6678.69;6588.35;6544.98
"JAM";"Jamaica";388.00;3826.15;3602.80;3435.05;3324.52;3260.03;3226.49;3210.89;3204.38;3201.93;3201.11
"JPN";"Japan";392.00;5950.38;5823.77;5702.83;5589.28;5484.39;5388.99;5303.51;5228.02;5162.28;5105.81
"KAZ";"Kazakhstan";398.00;3785.15;3564.20;3398.24;3288.90;3225.09;3191.92;3176.48;3170.04;3167.62;3166.81
"JOR";"Jordan";400.00;7476.74;7263.13;6895.50;6466.22;6063.11;5742.06;5519.99;5384.89;5312.06;5277.09
"KEN";"Kenya";404.00;10266.72;10757.54;11068.59;11175.15;11154.78;11094.39;10996.18;10863.60;10701.25;10514.55
"PRK";"Democratic People's Republic of Korea";408.00;19114.97;17999.14;17161.06;16608.90;16286.68;16119.13;16041.19;16008.66;15996.46;15992.34
"KOR";"Republic of Korea";410.00;14662.70;13218.33;12313.90;11916.23;11789.17;11759.16;11753.88;11753.18;11753.11;11753.10
"KWT";"Kuwait";414.00;4101.31;3984.14;3782.48;3547.00;3325.87;3149.77;3027.95;2953.85;2913.89;2894.71
"KGZ";"Kyrgyzstan";417.00;3782.55;3561.75;3395.90;3286.64;3222.88;3189.72;3174.30;3167.86;3165.45;3164.63
"LAO";"Lao People's Democratic Republic";418.00;16940.50;17273.93;17209.92;17022.62;16725.55;16339.47;15889.98;15404.67;14910.44;14431.07
"LBN";"Lebanon";422.00;4426.95;4168.52;3974.43;3846.55;3771.93;3733.12;3715.07;3707.54;3704.71;3703.76
"LSO";"Lesotho";426.00;2982.84;3041.55;3030.28;2997.30;2944.99;2877.01;2797.87;2712.42;2625.39;2540.99
"LVA";"Latvia";428.00;3920.82;3850.18;3779.33;3709.40;3641.35;3576.02;3514.10;3456.12;3402.47;3353.38
"LBR";"Liberia";430.00;2616.13;2541.38;2412.75;2262.54;2121.49;2009.16;1931.46;1884.18;1858.70;1846.46
"LBY";"Libyan Arab Jamahiriya";434.00;5124.54;4619.74;4303.64;4164.66;4120.25;4109.77;4107.92;4107.67;4107.65;4107.65
"LIE";"Liechtenstein";438.00;9046.64;9352.42;9600.87;9784.24;9896.69;9934.59;9927.36;9905.78;9870.15;9821.00
"LTU";"Lithuania";440.00;3897.12;3796.58;3708.20;3632.63;3569.69;3518.59;3478.11;3446.82;3423.19;3405.76
"LUX";"Luxembourg";442.00;1626.13;1601.21;1576.91;1553.45;1530.97;1509.64;1489.54;1470.76;1453.35;1437.32
"MAC";"Macao";446.00;15934.34;14364.70;13381.84;12949.68;12811.60;12778.99;12773.24;12772.49;12772.41;12772.40
"MDG";"Madagascar";450.00;34037.24;35664.43;36695.67;37048.96;36981.41;36781.21;36455.59;36016.07;35477.84;34858.87
"MWI";"Malawi";454.00;8409.04;8729.45;8969.37;9117.91;9168.21;9158.61;9130.01;9082.99;9018.54;8937.96
"MYS";"Malaysia";458.00;4199.51;4168.26;4079.08;3944.61;3782.59;3612.04;3449.73;3307.64;3192.12;3104.38
"MDV";"Maldives";462.00;342.02;317.32;299.18;288.19;282.58;280.15;279.26;278.97;278.90;278.88
"MLI";"Mali";466.00;7490.81;7848.92;8075.87;8153.62;8138.75;8094.69;8023.03;7926.30;7807.85;7671.63
"MLT";"Malta";470.00;29942.37;29921.65;29897.80;29870.85;29840.82;29807.76;29771.68;29732.64;29690.67;29645.81
"MTQ";"Martinique";474.00;4389.73;3957.31;3686.54;3567.49;3529.44;3520.46;3518.88;3518.67;3518.65;3518.65
"MRT";"Mauritania";478.00;7089.43;7228.96;7202.18;7123.79;6999.47;6837.90;6649.79;6446.70;6239.87;6039.25
"MUS";"Mauritius";480.00;3782.55;3561.75;3395.90;3286.64;3222.88;3189.72;3174.30;3167.86;3165.45;3164.63
"MEX";"Mexico";484.00;6553.41;6080.10;5732.67;5521.93;5414.49;5368.02;5350.85;5345.41;5343.93;5343.59
"MCO";"Monaco";492.00;15087.14;14479.67;13960.80;13543.80;13227.20;12999.49;12844.03;12743.12;12680.78;12644.09
"MNG";"Mongolia";496.00;7285.94;6568.22;6118.81;5921.21;5858.07;5843.16;5840.53;5840.19;5840.15;5840.15
"MDA";"Moldova, Republic of";498.00;4995.79;4634.98;4370.13;4209.48;4127.58;4092.15;4079.06;4074.92;4073.79;4073.52
"MSR";"Montserrat";500.00;159.09;164.47;168.83;172.06;174.04;174.70;174.58;174.20;173.57;172.71
"MAR";"Morocco";504.00;10911.37;9836.53;9163.49;8867.56;8773.01;8750.68;8746.75;8746.23;8746.17;8746.17
"MOZ";"Mozambique";508.00;12718.61;12968.94;12920.89;12780.26;12557.23;12267.37;11929.90;11565.54;11194.48;10834.58
"OMN";"Oman";512.00;2458.92;2216.70;2065.02;1998.34;1977.03;1972.00;1971.11;1970.99;1970.98;1970.98
"NAM";"Namibia";516.00;2867.54;2923.98;2913.15;2881.44;2831.16;2765.81;2689.72;2607.57;2523.91;2442.77
"NRU";"Nauru";520.00;168.17;158.35;150.98;146.12;143.28;141.81;141.12;140.84;140.73;140.69
"NPL";"Nepal";524.00;14213.26;14892.74;15323.37;15470.90;15442.69;15359.09;15223.12;15039.58;14814.83;14556.36
"NLD";"Netherlands";528.00;3581.98;3556.22;3530.64;3505.30;3480.24;3455.51;3431.17;3407.23;3383.76;3360.77
"ANT";"Netherlands Antilles";530.00;2282.66;2256.79;2231.31;2206.34;2181.99;2158.36;2135.53;2113.58;2092.57;2072.54
"ABW";"Aruba";533.00;1349.18;1320.48;1293.05;1267.31;1243.52;1221.89;1202.51;1185.40;1170.49;1157.69
"NCL";"New Caledonia";540.00;2861.76;2780.00;2639.29;2474.98;2320.68;2197.80;2112.80;2061.09;2033.22;2019.83
"VUT";"Vanuatu";548.00;4348.95;4556.85;4688.62;4733.76;4725.12;4699.55;4657.94;4601.78;4533.01;4453.93
"NZL";"New Zealand";554.00;1767.02;1746.02;1725.87;1706.63;1688.36;1671.11;1654.90;1639.74;1625.64;1612.58
"NIC";"Nicaragua";558.00;10082.44;9794.38;9298.63;8719.74;8176.15;7743.21;7443.75;7261.57;7163.35;7116.19
"NER";"Niger";562.00;6366.46;6661.56;6905.37;7087.58;7200.25;7238.38;7231.10;7209.41;7173.75;7124.81
"NGA";"Nigeria";566.00;14213.26;14892.74;15323.37;15470.90;15442.69;15359.09;15223.12;15039.58;14814.83;14556.36
"NIU";"Niue";570.00;3844.10;3688.52;3574.25;3496.96;3448.63;3420.61;3405.52;3397.96;3394.43;3392.89
"NFK";"Norfolk Island";574.00;5138.25;4931.36;4754.65;4612.63;4504.81;4427.26;4374.31;4339.94;4318.71;4306.21
"NOR";"Norway";578.00;2423.57;2381.41;2342.09;2305.86;2272.85;2243.11;2216.62;2193.26;2172.89;2155.29
"MNP";"Northern Mariana Islands";580.00;262.62;236.75;220.55;213.43;211.15;210.62;210.52;210.51;210.51;210.51
"FSM";"Micronesia (Federated States of)";583.00;3665.67;3304.58;3078.47;2979.05;2947.29;2939.79;2938.47;2938.29;2938.27;2938.27
"MHL";"Marshall Islands";584.00;1433.84;1423.17;1392.73;1346.81;1291.49;1233.26;1177.84;1129.33;1089.89;1059.93
"PLW";"Palau";585.00;1302.81;1239.54;1192.29;1160.36;1140.74;1129.72;1124.06;1121.38;1120.22;1119.75
"PAK";"Pakistan";586.00;13552.51;13165.31;12498.94;11720.81;10990.12;10408.18;10005.66;9760.78;9628.76;9565.37
"PAN";"Panama";591.00;5026.64;4989.24;4882.50;4721.54;4527.60;4323.47;4129.19;3959.11;3820.84;3715.82
"PNG";"Papua New Guinea";598.00;6284.38;6613.63;6864.65;7021.94;7075.52;7065.29;7034.87;6985.15;6917.52;6833.88
"PRY";"Paraguay";600.00;10801.98;10721.60;10492.23;10146.34;9729.58;9290.91;8873.40;8507.92;8210.79;7985.11
"PER";"Peru";604.00;12819.63;12542.07;12290.19;12065.90;11869.76;11701.23;11558.87;11440.61;11343.95;11266.21
"PHL";"Philippines";608.00;12069.17;11724.35;11130.92;10437.95;9787.24;9269.00;8910.53;8692.45;8574.88;8518.43
"PCN";"Pitcairn Island";612.00;106.64;109.93;112.96;115.69;118.08;120.08;121.68;122.84;123.54;123.77
"POL";"Poland";616.00;4240.08;4157.81;4078.67;4003.63;3933.44;3868.64;3809.56;3756.36;3709.01;3667.35
"PRT";"Portugal";620.00;3388.94;3347.50;3333.21;3329.14;3328.18;3327.99;3327.96;3327.96;3327.96;3327.96
"GNB";"Guinea-Bissau";624.00;4872.43;4392.46;4091.92;3959.77;3917.55;3907.58;3905.82;3905.59;3905.57;3905.56
"TLS";"Timor-Leste";626.00;193.68;197.49;196.76;194.62;191.22;186.81;181.67;176.12;170.47;164.99
"PRI";"Puerto Rico";630.00;1400.97;1360.95;1292.06;1211.62;1136.09;1075.93;1034.32;1009.01;995.36;988.81
"QAT";"Qatar";634.00;2658.41;2612.16;2569.03;2529.29;2493.08;2460.47;2431.41;2405.78;2383.43;2364.13
"REU";"Reunion";638.00;4148.37;3739.73;3483.85;3371.34;3335.39;3326.90;3325.41;3325.21;3325.19;3325.19
"ROU";"Romania";642.00;7067.37;6724.15;6467.79;6294.62;6188.17;6128.40;6097.65;6083.13;6076.83;6074.31
"RUS";"Russian Federation";643.00;5243.65;4989.00;4798.79;4670.31;4591.33;4546.98;4524.17;4513.40;4508.72;4506.85
"RWA";"Rwanda";646.00;10503.17;10903.38;11203.04;11388.58;11451.40;11439.41;11403.68;11344.96;11264.46;11163.81
"SHN";"Saint Helena, Ascension and Tristan da Cunha";654.00;13056.43;12829.29;12617.45;12422.25;12244.42;12084.24;11941.51;11815.68;11705.90;11611.10
"KNA";"Saint Kitts and Nevis";659.00;16959.19;16272.80;15768.66;15427.68;15214.46;15090.85;15024.27;14990.91;14975.34;14968.56
"AIA";"Anguilla";660.00;18348.39;18095.94;17855.82;17629.11;17416.58;17218.74;17035.82;16867.82;16714.52;16575.55
"LCA";"Saint Lucia";662.00;38795.05;38506.37;37682.59;36440.33;34943.53;33368.06;31868.59;30555.97;29488.85;28678.31
"SPM";"Saint Pierre and Miquelon";666.00;5304.09;5243.99;5184.78;5126.75;5070.17;5015.26;4962.22;4911.21;4862.38;4815.84
"VCT";"Saint Vincent and the Grenadines";670.00;4872.43;4392.46;4091.92;3959.77;3917.55;3907.58;3905.82;3905.59;3905.57;3905.56
"SMR";"San Marino";674.00;3730.72;3461.27;3263.49;3143.52;3082.36;3055.90;3046.13;3043.03;3042.19;3041.99
"STP";"Sao Tome and Principe";678.00;3446.80;3581.09;3627.54;3618.64;3592.40;3550.08;3493.67;3425.74;3349.25;3267.31
"SAU";"Saudi Arabia";682.00;5413.84;5206.34;4882.05;4536.24;4244.70;4040.72;3919.63;3857.90;3830.69;3820.26
"SEN";"Senegal";686.00;18347.79;18708.92;18639.60;18436.73;18114.99;17696.84;17210.01;16684.38;16149.09;15629.90
"SYC";"Seychelles";690.00;4234.95;3929.08;3704.57;3568.38;3498.96;3468.92;3457.83;3454.32;3453.36;3453.14
"SLE";"Sierra Leone";694.00;7109.90;7431.35;7634.47;7703.95;7690.67;7651.28;7587.12;7500.35;7393.82;7270.89
"SGP";"Singapore";702.00;8262.70;7861.43;7561.72;7359.26;7234.81;7164.92;7128.98;7112.00;7104.63;7101.69
"SVK";"Slovakia";703.00;3173.85;2944.62;2776.36;2674.30;2622.27;2599.76;2591.44;2588.81;2588.09;2587.93
"VNM";"Viet Nam";704.00;13195.23;13454.94;13405.09;13259.19;13027.80;12727.08;12376.96;11998.95;11613.99;11240.59
"SVN";"Slovenia";705.00;3666.62;3401.81;3207.42;3089.51;3029.40;3003.40;2993.79;2990.75;2989.93;2989.73
"SOM";"Somalia";706.00;9901.86;9186.72;8661.77;8343.35;8181.03;8110.80;8084.86;8076.65;8074.41;8073.89
"ZAF";"South Africa";710.00;5107.20;4900.50;4748.67;4645.99;4581.78;4544.55;4524.51;4514.46;4509.77;4507.73
"ZWE";"Zimbabwe";716.00;2458.92;2216.70;2065.02;1998.34;1977.03;1972.00;1971.11;1970.99;1970.98;1970.98
"ESP";"Spain";724.00;5925.71;5903.97;5882.44;5861.13;5840.06;5819.23;5798.65;5778.32;5758.26;5738.46
"ESH";"Western Sahara";732.00;285.65;270.39;249.31;229.74;215.87;208.01;204.38;203.00;202.56;202.44
"SDN";"Sudan";729.00;6936.67;6738.49;6397.42;5999.14;5625.15;5327.29;5121.27;4995.93;4928.35;4895.91
"SUR";"Suriname";740.00;3060.62;2911.98;2800.96;2725.97;2679.87;2653.98;2640.67;2634.38;2631.65;2630.56
"SJM";"Svalbard and Jan Mayen Islands";744.00;272.01;261.01;252.92;247.45;244.03;242.05;240.98;240.44;240.19;240.09
"SWZ";"Swaziland";748.00;2941.62;2651.85;2470.40;2390.62;2365.13;2359.11;2358.05;2357.91;2357.90;2357.90
"SWE";"Sweden";752.00;3274.74;3216.37;3159.90;3105.95;3055.00;3007.41;2963.45;2923.24;2886.85;2854.23
"CHE";"Switzerland";756.00;3743.41;3655.27;3571.87;3494.59;3424.37;3361.75;3306.92;3259.74;3219.81;3186.59
"SYR";"Syrian Arab Republic";760.00;12155.69;12394.95;12349.02;12214.62;12001.45;11724.43;11401.89;11053.66;10699.02;10355.04
"TJK";"Tajikistan";762.00;6273.02;5906.83;5631.80;5450.59;5344.85;5289.86;5264.29;5253.61;5249.61;5248.25
"THA";"Thailand";764.00;6178.23;5732.02;5404.48;5205.80;5104.52;5060.70;5044.52;5039.40;5038.00;5037.67
"TGO";"Togo";768.00;6771.17;6577.72;6244.78;5856.01;5490.94;5200.19;4999.08;4876.73;4810.77;4779.09
"TKL";"Tokelau";772.00;226.10;232.25;237.65;242.21;245.84;248.49;250.09;250.63;250.53;250.22
"TON";"Tonga";776.00;4252.53;4004.29;3817.84;3695.00;3623.32;3586.04;3568.70;3561.47;3558.75;3557.83
"ARE";"United Arab Emirates";784.00;2784.49;2763.77;2704.64;2615.48;2508.05;2394.97;2287.34;2193.13;2116.54;2058.36
