"Region";"CountryName";"ISO1";"2010";"2020";"2030";"2040";"2050";"2060";"2070";"2080";"2090";"2100"
"TUN";"Tunisia";788.00;6905.29;6225.08;5799.14;5611.86;5552.02;5537.89;5535.40;5535.07;5535.04;5535.04
"TUR";"Turkey";792.00;7366.09;6640.48;6186.13;5986.35;5922.52;5907.44;5904.79;5904.44;5904.40;5904.40
"TKM";"Turkmenistan";795.00;4373.14;4117.86;3926.12;3799.80;3726.08;3687.75;3669.92;3662.47;3659.68;3658.74
"TCA";"Turks and Caicos Islands";796.00;262.12;251.57;242.55;235.31;229.81;225.85;223.15;221.39;220.31;219.67
"TUV";"Tuvalu";798.00;156.40;140.99;131.34;127.10;125.75;125.43;125.37;125.36;125.36;125.36
"UGA";"Uganda";800.00;5251.56;5394.45;5519.90;5625.74;5710.11;5771.50;5808.78;5821.29;5818.90;5811.77
"UKR";"Ukraine";804.00;4772.37;4540.60;4367.50;4250.56;4178.68;4138.32;4117.55;4107.75;4103.49;4101.79
"MKD";"The former Yugoslav Republic of Macedonia";807.00;4845.21;4562.37;4349.94;4209.98;4128.31;4085.84;4066.08;4057.83;4054.74;4053.70
"EGY";"Egypt";818.00;9323.67;10385.86;9370.48;8643.15;8274.00;8135.75;8096.80;8088.46;8087.09;8086.92
"GBR";"United Kingdom of Great Britain and Northern Ireland";826.00;6956.22;6896.22;6836.79;6778.10;6720.32;6663.59;6608.05;6553.82;6501.01;6449.73
"TZA";"United Republic of Tanzania";834.00;9675.10;10422.62;11103.81;11681.34;12121.42;12397.09;12490.99;12473.05;12419.75;12332.60
"USA";"United States of America";840.00;1989.47;1892.86;1820.69;1771.94;1741.98;1725.15;1716.50;1712.41;1710.64;1709.93
"VIR";"United States Virgin Islands";850.00;1268.65;1249.21;1230.25;1211.94;1194.41;1177.76;1162.09;1147.44;1133.85;1121.35
"BFA";"Burkina Faso";854.00;5300.98;5480.16;5625.74;5733.19;5799.08;5821.29;5817.05;5804.40;5783.53;5754.73
"URY";"Uruguay";858.00;4849.05;4652.80;4508.65;4411.16;4350.19;4314.85;4295.81;4286.28;4281.82;4279.89
"UZB";"Uzbekistan";860.00;3219.13;2986.63;2815.97;2712.45;2659.68;2636.85;2628.41;2625.74;2625.02;2624.85
"VEN";"Venezuela";862.00;7612.18;7447.37;7297.81;7164.62;7048.16;6948.09;6863.55;6793.33;6735.94;6689.77
"WLF";"Wallis and Futuna";876.00;282.96;291.69;299.73;306.97;313.30;318.62;322.85;325.93;327.79;328.41
"WSM";"Samoa";882.00;3656.25;3442.82;3282.51;3176.90;3115.26;3083.22;3068.31;3062.09;3059.75;3058.96
"YEM";"Yemen";887.00;5251.56;5394.45;5519.90;5625.74;5710.11;5771.50;5808.78;5821.29;5818.90;5811.77
"ZMB";"Zambia";894.00;5898.73;5472.71;5159.98;4970.30;4873.59;4831.76;4816.31;4811.41;4810.08;4809.77
"SRB";"Serbia";688.00;3908.75;3793.01;3669.56;3545.65;3427.49;3319.78;3225.56;3146.24;3081.85;3031.36
"MNE";"Montenegro";499.00;3908.75;3793.01;3669.56;3545.65;3427.49;3319.78;3225.56;3146.24;3081.85;3031.36
"TTO";"Trinidad and Tobago";780;1;1;1;1;1;1;1;1;1;1
