Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
DJI;Djibouti;SSP5_DJI;0.889;1.033;1.146;1.228;1.279;1.295;1.282;1.242;1.181;1.105;0.82526075;1.05022102;1.24033545;1.38589331;1.48357042;1.52896878;1.53087013;1.49382788;1.42695976;1.33898
DNK;Denmark;SSP5_DNK;5.55;5.93;6.489;7.092;7.785;8.598;9.437;10.265;11.067;11.756;3.534115;3.86450902;4.29211565;4.73926413;5.2410002;5.8205967;6.4159701;7.00253367;7.57000158;8.05886874
DOM;Dominican Republic;SSP5_DOM;9.927;10.802;11.233;11.325;11.102;10.634;10.042;9.381;8.672;7.857;8.600229;10.2069821;11.2713096;11.8645384;12.0093522;11.7878176;11.3463736;10.7623388;10.072742;9.21927707
DZA;Algeria;SSP5_DZA;35.468;39.865;42.637;44.294;44.889;44.107;42.276;39.735;36.786;33.58;29.31567;36.3560991;41.5906433;45.3238884;47.5781391;48.0140758;46.9856611;44.8950203;42.1204355;38.8723408
ECU;Ecuador;SSP5_ECU;14.465;16.019;16.996;17.511;17.553;17.191;16.558;15.708;14.557;13.124;11.781136;14.4080586;16.3423603;17.6460175;18.3042045;18.3953968;18.0756048;17.4211617;16.3521871;14.8975004
EGY;Egypt;SSP5_EGY;81.121;93.152;101.71;107.767;110.961;111.457;109.809;105.946;100.356;93.583;77.74152;108.823708;137.816577;163.042363;182.261487;194.773491;201.170262;201.296088;196.181709;187.103115
ERI;Eritrea;SSP5_ERI;5.254;6.768;8.137;9.412;10.421;11.088;11.441;11.467;11.209;10.709;4.7372595;8.6233907;13.6764702;19.5715756;25.4164781;30.4437174;34.3115924;36.7533461;37.7962555;37.5583939
ESP;Spain;SSP5_ESP;46.077;49.852;53.354;57.471;61.811;65.683;68.612;70.319;70.811;70.904;36.411052;42.8588651;48.0480684;53.2701353;58.4187789;62.9487602;66.4437589;68.6460583;69.5673761;70.0178159
EST;Estonia;SSP5_EST;1.341;1.342;1.352;1.381;1.434;1.492;1.552;1.617;1.669;1.715;0.867987188;0.941688405;1.00622146;1.07393477;1.1530726;1.2312723;1.30731553;1.38461604;1.44828091;1.50450821
ETH;Ethiopia;SSP5_ETH;82.95;100.591;116.305;128.414;137.152;142.433;144.47;143.399;139.364;132.899;75.719528;133.774404;214.277689;309.884199;409.938953;501.403909;574.485533;623.447541;646.403829;645.87796
FIN;Finland;SSP5_FIN;5.365;5.73;6.203;6.683;7.249;7.928;8.625;9.304;9.945;10.498;3.23334475;3.54228153;3.91574888;4.2924564;4.72366545;5.22895658;5.7469457;6.25301304;6.73291045;7.15168949
FJI;Fiji;SSP5_FJI;0.861;0.881;0.844;0.782;0.701;0.613;0.533;0.466;0.411;0.365;0.334540031;0.399333126;0.42925358;0.433488884;0.414616615;0.380892463;0.343982328;0.30973617;0.279571863;0.252867538
FRA;France;SSP5_FRA;62.787;67.818;74.247;81.193;88.709;96.744;104.339;111.615;118.041;123.651;39.469708;43.7485179;48.8681194;54.2996002;60.0986147;66.2434192;72.0802137;77.6860873;82.6844333;87.0900337
FSM;Micronesia;SSP5_FSM;0.111;0.107;0.095;0.08;0.064;0.05;0.038;0.03;0.023;0.02;0.0120065029;0.016045975;0.0184196953;0.0188477229;0.0174332846;0.0151721172;0.0125034836;0.0104996101;0.00844412312;0.00762517196
GAB;Gabon;SSP5_GAB;1.505;1.738;1.925;2.059;2.141;2.174;2.159;2.095;1.989;1.852;1.21781875;1.45097095;1.63033696;1.75738226;1.83564713;1.86913459;1.85948729;1.80639553;1.71625143;1.59878709
GBR;United Kingdom;SSP5_GBR;62.036;67.504;74.182;81.33;89.447;98.148;106.798;115.01;122.309;128.323;53.314048;62.303917;72.2723915;82.3020666;92.8095345;103.453895;113.658322;123.104028;131.361509;138.094813
GEO;Georgia;SSP5_GEO;4.352;4.031;3.586;3.157;2.716;2.294;1.931;1.626;1.366;1.143;3.0153555;3.2172324;3.20734361;3.08979281;2.85165434;2.54276012;2.23110169;1.93897477;1.66838694;1.42150102
GHA;Ghana;SSP5_GHA;24.392;29.263;33.365;36.855;39.251;40.542;41.045;40.739;39.682;38.003;19.229636;27.1094307;34.8598643;42.1076843;47.9418992;52.0721533;54.7720647;55.9810852;55.7794541;54.3716234
GIN;Guinea;SSP5_GIN;9.982;11.26;11.889;12;11.568;10.772;10.013;9.375;8.835;8.384;6.3215985;9.04815241;11.5080496;13.3924074;14.3797924;14.5271993;14.3656377;14.101928;13.7830209;13.455124
GLP;Guadeloupe;SSP5_GLP;0.461;0.478;0.483;0.481;0.471;0.45;0.424;0.392;0.358;0.319;0.347101844;0.364798739;0.369010044;0.367658701;0.360115972;0.344118377;0.324274911;0.299828326;0.273841982;0.244022238
GMB;Gambia;SSP5_GMB;1.728;2.11;2.396;2.603;2.71;2.726;2.699;2.639;2.552;2.444;1.28447537;1.76966999;2.22831977;2.63502236;2.93217489;3.1012454;3.18469543;3.19533421;3.14564792;3.04932815
GNB;Guinea-Bissau;SSP5_GNB;1.515;1.758;1.949;2.093;2.176;2.199;2.186;2.137;2.056;1.951;0.9403085;1.4369476;1.98891399;2.53956838;3.01295211;3.36300284;3.60138045;3.72215271;3.73363212;3.65584208
GNQ;Equatorial Guinea;SSP5_GNQ;0.7;0.892;1.087;1.262;1.404;1.513;1.58;1.595;1.563;1.494;0.533802125;0.846629754;1.21001381;1.57709058;1.90984902;2.19258548;2.40269462;2.51793351;2.54147941;2.48770852
GRC;Greece;SSP5_GRC;11.359;11.59;11.881;12.316;12.813;13.318;13.705;13.887;13.89;13.785;7.8579305;8.99426203;10.0834264;11.1978692;12.2785866;13.2818817;14.0863454;14.6017479;14.8572721;14.9361062
GRD;Grenada;SSP5_GRD;0.104;0.102;0.094;0.086;0.077;0.069;0.061;0.054;0.048;0.043;0.0780795391;0.0954813236;0.103329778;0.106219414;0.103584008;0.0989290405;0.0918042747;0.0843875226;0.0772793042;0.0709079783
GTM;Guatemala;SSP5_GTM;14.389;16.739;18.215;19.014;19.148;18.813;18.269;17.562;16.684;15.637;11.729852;15.9865907;19.7332381;22.7343424;24.7099418;25.7418643;26.1408622;25.9993639;25.3471581;24.2279071
GUF;French Guiana;SSP5_GUF;0.231;0.282;0.323;0.351;0.367;0.373;0.369;0.357;0.335;0.304;0.180106703;0.240846773;0.293665298;0.332700043;0.357445201;0.369680592;0.369797162;0.360286749;0.339579183;0.309009157
GUM;Guam;SSP5_GUM;0.18;0.199;0.213;0.22;0.221;0.218;0.211;0.201;0.188;0.168;0.139738672;0.159916072;0.172793969;0.179279234;0.180565561;0.17841235;0.172880428;0.16482103;0.154253387;0.137905047
GUY;Guyana;SSP5_GUY;0.754;0.745;0.691;0.617;0.53;0.44;0.365;0.305;0.258;0.221;0.493300625;0.685059487;0.820605921;0.881032744;0.862122451;0.784651936;0.69487579;0.60860291;0.532739852;0.467980429
HKG;Hong Kong;SSP5_HKG;7.053;7.749;8.633;9.563;10.265;10.625;10.5;9.957;8.999;7.761;7.014814;7.70704575;8.58625964;9.51122448;10.2094238;10.5674747;10.4431514;9.90309131;8.95027806;7.71898078
HND;Honduras;SSP5_HND;7.601;8.625;9.202;9.454;9.409;9.137;8.756;8.298;7.777;7.161;4.42542;5.86490106;7.03715316;7.89907512;8.40541888;8.58848958;8.55754902;8.3577445;8.01865756;7.52013743
HRV;Croatia;SSP5_HRV;4.403;4.342;4.273;4.199;4.091;3.939;3.727;3.444;3.077;2.66;2.614627;2.92244067;3.1773899;3.37569409;3.49314618;3.52200486;3.45112297;3.27447133;2.98424107;2.61855054
HTI;Haiti;SSP5_HTI;9.993;10.792;11.053;10.993;10.644;10.047;9.371;8.65;7.907;7.191;8.2490715;11.4178699;13.2477652;14.1366701;14.302735;13.9065525;13.2482904;12.4237741;11.4960941;10.5568622
HUN;Hungary;SSP5_HUN;9.984;9.891;9.979;10.089;10.251;10.456;10.582;10.634;10.639;10.575;6.3935105;6.75085532;7.21810673;7.68297449;8.15984667;8.63748639;9.01006312;9.27514687;9.45569735;9.53555785
IDN;Indonesia;SSP5_IDN;239.871;258.896;269.335;272.661;268.552;257.567;241.552;222.398;201.633;180.359;200.412912;263.838453;317.04246;356.357747;379.013532;384.971145;377.132038;359.148691;334.380922;305.505426
IND;India;SSP5_IND;1224.614;1360.706;1457.427;1521.182;1547;1532.067;1476.771;1385.981;1267.837;1134.34;975.933376;1427.99012;1909.47732;2369.65759;2749.98913;3008.03435;3123.43218;3099.20363;2955.75459;2728.75208
IRL;Ireland;SSP5_IRL;4.47;5.151;5.882;6.656;7.488;8.318;9.103;9.794;10.372;10.824;2.47314275;3.21073628;3.98031066;4.77464383;5.60577276;6.43049521;7.21372753;7.9137975;8.51230044;8.99608619
IRN;Iran;SSP5_IRN;73.974;81.23;84.96;86.885;86.87;84.382;79.944;73.702;65.483;56.611;62.66468;77.1063091;85.6597959;90.8545982;93.0605337;91.9541206;88.2291346;82.1388294;73.5458293;63.9813327
IRQ;Iraq;SSP5_IRQ;31.672;39.441;46.315;52.295;56.508;59.116;60.533;60.758;59.821;57.432;28.060912;38.5851868;48.5426523;57.5913665;64.5530003;69.440604;72.6619984;74.1962355;74.069986;71.9201101
ISL;Iceland;SSP5_ISL;0.32;0.378;0.445;0.513;0.588;0.667;0.741;0.81;0.867;0.913;0.234992188;0.287592493;0.341411903;0.39508692;0.453814229;0.515472746;0.573168407;0.626916045;0.671318612;0.707158932
ISR;Israel;SSP5_ISR;7.418;9.51;11.946;14.547;17.354;20.223;23.328;26.736;30.434;34.529;6.8505805;8.81430302;11.1105336;13.5746753;16.245701;18.9894225;21.9692866;25.2494881;28.819296;32.7813921
ITA;Italy;SSP5_ITA;60.551;62.892;65.373;68.197;71.012;73.575;75.008;75.468;75.145;74.346;45.976792;51.9750968;57.4992411;62.8517471;67.8226543;72.2425246;75.2733805;77.0644864;77.8188913;77.8758882
JAM;Jamaica;SSP5_JAM;2.741;2.737;2.583;2.366;2.099;1.807;1.546;1.334;1.162;1.008;2.31870625;2.69855322;2.86073895;2.86105617;2.71272634;2.45656453;2.18482947;1.9424482;1.73172793;1.52970188
JOR;Jordan;SSP5_JOR;6.187;7.983;9.813;11.467;12.838;13.844;14.359;14.351;13.887;12.983;5.616469;7.88638575;10.2016551;12.3151334;14.0886594;15.4187976;16.1583729;16.2683207;15.8254872;14.85173
JPN;Japan;SSP5_JPN;126.536;126.426;125.369;123.783;122.31;120.939;117.974;114.046;109.608;105.342;116.098256;127.54968;135.180098;140.041349;143.413926;145.732981;145.224397;142.790823;139.127212;135.220675
KAZ;Kazakhstan;SSP5_KAZ;16.026;17.394;18.2;18.704;18.814;18.534;17.947;17.032;15.864;14.569;12.351894;15.1821294;17.5598905;19.5255562;20.8689809;21.5245446;21.5691379;20.9936079;19.919035;18.5406037
KEN;Kenya;SSP5_KEN;40.513;49.553;57.34;63.859;68.216;70.526;71.452;71.11;69.694;67.294;21.24192;36.5139243;55.4679033;76.1408628;95.1412217;110.518529;122.137935;129.781841;133.721736;134.216949
KGZ;Kyrgyzstan;SSP5_KGZ;5.334;5.66;5.65;5.492;5.165;4.742;4.316;3.903;3.511;3.166;4.228667;5.74613722;6.93159233;7.76709881;8.12300549;8.07613081;7.8081573;7.39585561;6.89699918;6.39799709
KHM;Cambodia;SSP5_KHM;14.138;15.146;15.338;15.039;14.344;13.356;12.275;11.15;10.054;9.076;7.269095;10.7209827;14.3434231;17.7688623;20.4822689;22.1289854;22.7895341;22.5491884;21.6646075;20.4910365
KOR;South Korea;SSP5_KOR;48.184;49.905;51.325;51.817;51.336;50.252;48.714;46.606;44.564;42.484;44.009164;47.0420307;49.7333723;51.4121547;51.9641464;51.7205747;50.8289631;49.1738688;47.4427854;45.5544366
KWT;Kuwait;SSP5_KWT;2.737;3.656;4.58;5.445;6.117;6.545;6.69;6.549;6.194;5.641;2.624285;3.55389582;4.45695573;5.30131721;5.95725366;6.37516073;6.51724564;6.38039725;6.03495921;5.49643324
LAO;Laos;SSP5_LAO;6.201;6.88;7.251;7.351;7.233;6.941;6.533;6.041;5.508;4.992;1.18346412;1.88228864;2.51437141;2.96873805;3.22658636;3.31057612;3.2642026;3.12041725;2.91523673;2.69068105
LBN;Lebanon;SSP5_LBN;4.228;4.494;4.654;4.712;4.664;4.516;4.275;3.961;3.605;3.213;3.76904775;4.09130744;4.29883818;4.39858468;4.38866172;4.27593166;4.06792394;3.78443255;3.45583128;3.08871871
LBR;Liberia;SSP5_LBR;3.994;5.724;7.543;9.255;10.735;11.875;12.58;12.812;12.614;12.056;2.22718575;3.82599645;5.77558702;7.8399368;9.80375387;11.4727733;12.6808823;13.3383411;13.4611409;13.1135453
LBY;Libya;SSP5_LBY;6.355;7.337;7.942;8.413;8.718;8.733;8.534;8.197;7.7;7.065;5.168037;6.49473871;7.41197651;8.12586659;8.61661395;8.76894002;8.66419391;8.38726795;7.92278822;7.29855269
LCA;Saint Lucia;SSP5_LCA;0.174;0.187;0.193;0.196;0.194;0.187;0.177;0.165;0.15;0.133;0.125515406;0.192644328;0.259534915;0.318811779;0.360424654;0.381106714;0.38491026;0.375706704;0.353000183;0.320561381
LKA;Sri Lanka;SSP5_LKA;20.86;21.95;22.053;21.705;20.801;19.48;18.048;16.583;15.085;13.445;10.727129;16.1774998;22.5061269;29.4280515;35.7937328;40.6228381;43.6953685;44.9230007;44.3804826;41.9806786
LSO;Lesotho;SSP5_LSO;2.171;2.331;2.432;2.472;2.465;2.411;2.314;2.186;2.033;1.865;1.30874812;2.04466083;2.81465413;3.47761499;3.9676083;4.25853693;4.36091477;4.31321041;4.14585198;3.89563307
LTU;Lithuania;SSP5_LTU;3.324;3.161;2.963;2.747;2.524;2.281;2.039;1.815;1.592;1.386;2.3075215;2.40448673;2.40458622;2.33704927;2.22470395;2.06600089;1.88668616;1.7083489;1.51937328;1.33793939
LUX;Luxembourg;SSP5_LUX;0.507;0.617;0.751;0.893;1.041;1.191;1.323;1.425;1.49;1.519;0.342867906;0.431227037;0.539171751;0.655162869;0.777075465;0.901299698;1.01203088;1.09927577;1.15697671;1.18550039
LVA;Latvia;SSP5_LVA;2.252;2.119;2.008;1.913;1.819;1.711;1.586;1.445;1.287;1.123;1.49071675;1.53265048;1.54818868;1.54622434;1.52362365;1.47315001;1.39535412;1.29339404;1.16812403;1.03094089
MAC;Macao;SSP5_MAC;0.544;0.622;0.704;0.787;0.848;0.878;0.873;0.83;0.754;0.654;0.542754375;0.620575774;0.702388015;0.785197965;0.84605829;0.875989598;0.871001047;0.828099506;0.752273527;0.652502502
MAR;Morocco;SSP5_MAR;31.951;33.689;33.67;32.674;30.9;28.475;25.891;23.358;20.956;18.727;23.708666;28.1978483;31.2475409;33.0054498;33.3610966;32.3229652;30.4787146;28.2117378;25.7626449;23.3003559
MDA;Moldova;SSP5_MDA;3.573;3.113;2.634;2.191;1.775;1.403;1.099;0.851;0.656;0.517;2.15514825;2.29241816;2.24051521;2.06731777;1.80532987;1.50757953;1.23009613;0.982174159;0.774991914;0.621817697
MDG;Madagascar;SSP5_MDG;20.714;25.915;30.616;34.503;37.232;38.947;39.737;39.57;38.448;36.465;12.128416;19.9264999;29.350916;39.3174807;48.4251863;55.9691146;61.5343856;64.794597;65.6418844;64.2344823
MDV;Maldives;SSP5_MDV;0.316;0.358;0.389;0.409;0.422;0.424;0.414;0.388;0.343;0.291;0.17088825;0.263701078;0.344776334;0.406039559;0.450738245;0.475955839;0.481467149;0.463180009;0.417707429;0.359949696
MEX;Mexico;SSP5_MEX;113.423;123.222;127.761;128.504;125.582;119.836;113.099;106.093;98.083;88.813;89.98204;106.415107;116.32958;121.098203;121.107071;117.414005;112.050187;105.94079;98.4951707;89.5492434
MKD;Macedonia;SSP5_MKD;2.06;2.126;2.208;2.298;2.37;2.391;2.325;2.18;1.976;1.721;1.52478187;1.77182079;2.02865917;2.28232408;2.5006776;2.64150136;2.65795099;2.55543769;2.35871867;2.08123992
MLI;Mali;SSP5_MLI;15.37;19.542;23.455;26.905;29.429;31.021;31.951;32.275;32.041;31.297;8.914863;15.2307289;22.533203;29.8741878;36.1251571;40.8608205;44.2627213;46.386386;47.3214414;47.1779294
MLT;Malta;SSP5_MLT;0.417;0.435;0.449;0.453;0.45;0.441;0.424;0.394;0.352;0.303;0.399536031;0.427185456;0.445914461;0.452711174;0.45145286;0.443548552;0.427188401;0.397445308;0.355387982;0.306109557
MMR;Myanmar;SSP5_MMR;47.963;49.197;48.465;46.293;42.999;39.074;35.076;31.199;27.54;24.278;32.303358;43.0865221;51.7469018;57.2236298;59.2017374;58.2715561;55.5418011;51.7121052;47.2895533;42.8594832
MNE;Montenegro;SSP5_MNE;0.631;0.65;0.667;0.681;0.689;0.685;0.659;0.614;0.548;0.469;0.452536156;0.528405422;0.588287628;0.635013377;0.668507193;0.684497963;0.673528057;0.63874917;0.578254978;0.500683742
