Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
BLR;Belarus;SSP4_BLR;9.595;9.199;8.718;8.209;7.641;7.015;6.355;5.682;5.044;4.464;6.8645885;7.221298;7.18848682;6.97423809;6.62238442;6.16671285;5.64593098;5.08949202;4.54749161;4.04596242
BLZ;Belize;SSP4_BLZ;0.312;0.372;0.426;0.473;0.516;0.556;0.594;0.637;0.685;0.741;0.234483125;0.325823343;0.41824374;0.505685986;0.588152066;0.665351337;0.737909733;0.814637081;0.896201602;0.987086265
BOL;Bolivia;SSP4_BOL;9.93;11.669;13.603;15.454;17.24;18.864;20.402;21.934;23.525;25.181;7.9598465;10.2407795;12.7581914;15.2325371;17.6485624;19.8861787;22.0105904;24.1040916;26.2410153;28.4318753
BRA;Brazil;SSP4_BRA;194.946;209.12;217.314;219.05;214.595;204.524;190.044;172.505;153.654;135.051;154.171632;169.547625;179.18818;182.825857;180.7492;173.489097;162.118212;147.83441;132.180712;116.547793
BRB;Barbados;SSP4_BRB;0.273;0.276;0.275;0.265;0.249;0.229;0.208;0.185;0.163;0.143;0.236943375;0.27562278;0.305196385;0.318614287;0.318384117;0.307229739;0.28991132;0.26590938;0.240259128;0.21522276
BRN;Brunei;SSP4_BRN;0.399;0.455;0.496;0.525;0.542;0.545;0.533;0.508;0.474;0.436;0.3192995;0.383894393;0.4362467;0.477230164;0.505863826;0.519617074;0.517061362;0.49985361;0.471878984;0.438268913
BTN;Bhutan;SSP4_BTN;0.726;0.858;0.971;1.063;1.13;1.163;1.154;1.104;1.028;0.939;0.135147969;0.218261897;0.306269734;0.387747578;0.455146361;0.501979212;0.523379053;0.5192304;0.496835124;0.463365193
BWA;Botswana;SSP4_BWA;2.007;2.181;2.264;2.282;2.254;2.201;2.108;1.971;1.805;1.619;1.53331362;1.87388015;2.13291571;2.30814747;2.40649776;2.4476393;2.41674123;2.31147562;2.15264315;1.9548961
CAF;Central African Republic;SSP4_CAF;4.401;5.332;6.326;7.242;8.085;8.791;9.347;9.779;10.108;10.321;2.8572155;4.24671446;5.92479252;7.69627356;9.47378303;11.1072534;12.5182803;13.702981;14.6734054;15.4043325
CAN;Canada;SSP4_CAN;34.017;37.495;40.487;42.81;44.608;45.892;46.416;45.975;44.476;41.89;26.091234;29.9262659;33.3678987;36.2102609;38.535255;40.330693;41.367304;41.4477604;40.4765263;38.4197202
CHE;Switzerland;SSP4_CHE;7.664;8.058;8.368;8.594;8.712;8.702;8.539;8.262;7.855;7.298;5.995676;6.62979444;7.17445651;7.62181653;7.94549702;8.12279094;8.12643276;7.99151909;7.70242771;7.23930102
CHL;Chile;SSP4_CHL;17.114;18.45;19.268;19.52;19.244;18.526;17.475;16.172;14.683;13.127;14.905082;16.492006;17.5782224;18.0940624;18.0604276;17.554273;16.6816895;15.5264603;14.1592529;12.7017871
CHN;China;SSP4_CHN;1341.335;1368.806;1349.997;1285.917;1183.481;1055.855;920.286;787;662.069;555.116;1079.41709;1374.51793;1573.62522;1658.57761;1637.50475;1535.815;1388.366;1220.03614;1047.7863;892.63211
CIV;Côte dIvoire;SSP4_CIV;19.738;23.955;28.585;33.039;37.295;41.016;44.362;47.528;50.482;53.227;13.388645;19.0929728;25.7656601;32.6853954;39.5851924;45.9189838;51.7229996;57.163986;62.1878951;66.7940682
CMR;Cameroon;SSP4_CMR;19.599;24.193;28.885;33.339;37.374;40.782;43.623;45.992;47.944;49.56;16.45245;22.9648419;30.3741901;38.063652;45.4856593;52.079121;57.7074926;62.4023016;66.2251739;69.317965
COD;Democratic Republic of the Congo;SSP4_COD;65.966;88.056;113.113;138.015;161.845;182.783;200.541;215.365;227.148;235.976;47.482832;81.5463993;127.023644;179.044196;233.689198;285.791304;332.825297;373.921173;408.218634;435.524077
COG;Republic of Congo;SSP4_COG;4.043;5.178;6.404;7.62;8.796;9.902;10.886;11.74;12.434;12.964;3.3677365;4.85926646;6.51920364;8.21535488;9.88862794;11.487466;12.9383408;14.2214431;15.2935564;16.1443178
COL;Colombia;SSP4_COL;46.295;51.852;55.96;58.486;59.318;58.628;56.698;53.712;49.97;45.843;41.554376;51.0464744;57.8540212;62.2927822;64.4470682;64.6044946;63.1400793;60.3048188;56.469166;52.0794677
COM;Comoros;SSP4_COM;0.735;0.934;1.157;1.389;1.613;1.821;2.023;2.213;2.393;2.566;0.590535563;1.05934892;1.69918352;2.45617144;3.25158811;4.02614835;4.77661881;5.47879284;6.13299058;6.74669964
CPV;Cape Verde;SSP4_CPV;0.496;0.527;0.54;0.538;0.521;0.492;0.461;0.427;0.393;0.362;0.384718563;0.464909985;0.517838628;0.546058832;0.550614157;0.535732908;0.513561022;0.484272296;0.452148931;0.421392072
CRI;Costa Rica;SSP4_CRI;4.659;5.301;5.804;6.158;6.35;6.387;6.251;5.947;5.525;5.048;3.61158075;4.64133249;5.48550853;6.12465192;6.54600298;6.75938611;6.74867764;6.52116675;6.13415243;5.66148111
CUB;Cuba;SSP4_CUB;11.258;11.038;10.536;9.764;8.76;7.585;6.425;5.426;4.567;3.824;9.242997;9.94144481;9.95802003;9.50053872;8.68950917;7.62752672;6.52707913;5.55567477;4.70540466;3.95992088
CYP;Cyprus;SSP4_CYP;1.104;1.239;1.348;1.428;1.486;1.51;1.483;1.406;1.299;1.179;0.781232062;0.924778159;1.04900037;1.1488047;1.22807903;1.27584236;1.27633993;1.22902939;1.15066077;1.05633535
CZE;Czech Republic;SSP4_CZE;10.493;10.904;11.075;11.078;11.047;10.871;10.408;9.777;9.117;8.426;6.369478;6.96178808;7.36861292;7.62444624;7.81876079;7.87491177;7.68702316;7.33929434;6.93814517;6.48691294
DEU;Germany;SSP4_DEU;82.302;81.489;79.954;77.78;74.839;71.088;66.91;62.436;57.443;52.029;58.890924;61.3087728;62.6771036;63.0687334;62.4032974;60.6662624;58.2152203;55.2088749;51.4895569;47.1740667
DJI;Djibouti;SSP4_DJI;0.889;1.048;1.205;1.337;1.454;1.547;1.612;1.665;1.708;1.741;0.82526075;1.06547108;1.30419216;1.50890827;1.6865609;1.82649784;1.92493187;2.00259535;2.06371488;2.10965084
DNK;Denmark;SSP4_DNK;5.55;5.761;5.919;6.01;6.037;6.012;5.92;5.757;5.517;5.212;3.534115;3.75437377;3.91509208;4.01621227;4.06421557;4.06994968;4.02485355;3.92728557;3.77371453;3.57288396
DOM;Dominican Republic;SSP4_DOM;9.927;10.965;11.665;12.008;12.005;11.7;11.186;10.511;9.723;8.871;8.600229;10.3610034;11.7047829;12.5800775;12.9861532;12.9694815;12.6389698;12.0587297;11.2935044;10.4090883
DZA;Algeria;SSP4_DZA;35.468;40.143;43.357;45.286;46.018;45.166;43.046;40.283;37.353;34.402;29.31567;36.6096297;42.2929738;46.3389536;48.7747734;49.1668839;47.8414412;45.5141841;42.7696577;39.8238912
ECU;Ecuador;SSP4_ECU;14.465;16.306;17.689;18.571;18.922;18.785;18.265;17.429;16.367;15.165;11.781136;14.6661967;17.0087086;18.7141906;19.7317928;20.101072;19.9390579;19.3298592;18.3853985;17.2143091
EGY;Egypt;SSP4_EGY;81.121;93.393;102.471;108.959;112.407;112.785;110.324;105.23;98.512;90.865;77.74152;109.105253;138.847729;164.845758;184.636647;197.094199;202.113743;199.935697;192.576951;181.668942
ERI;Eritrea;SSP4_ERI;5.254;6.893;8.665;10.523;12.333;14.031;15.611;16.994;18.161;19.103;4.7372595;8.78265841;14.5639196;21.8818201;30.0797836;38.5241522;46.8174346;54.4681576;61.2380941;66.9976654
ESP;Spain;SSP4_ESP;46.077;48.518;49.509;50.35;50.551;49.626;47.718;45.299;42.633;39.51;36.411052;39.9643156;42.2460257;44.2668416;45.5769818;45.6986099;44.7255232;43.0886211;41.0532902;38.4356948
EST;Estonia;SSP4_EST;1.341;1.317;1.274;1.23;1.187;1.136;1.076;1.011;0.944;0.877;0.867987188;0.893930179;0.900357035;0.899692357;0.894201198;0.877738655;0.849761212;0.813703115;0.772405391;0.727983662
ETH;Ethiopia;SSP4_ETH;82.95;104.76;130.814;156.939;183.966;210.183;233.209;254.239;272.849;288.981;75.719528;139.318692;241.00874;378.719737;549.863141;739.902817;927.356521;1105.3402;1265.53944;1404.42335
FIN;Finland;SSP4_FIN;5.365;5.571;5.686;5.709;5.678;5.616;5.509;5.338;5.1;4.794;3.23334475;3.44398785;3.58938387;3.66686123;3.69995481;3.7040641;3.67071581;3.58755198;3.45277459;3.26587916
FJI;Fiji;SSP4_FJI;0.861;0.897;0.895;0.866;0.818;0.759;0.699;0.642;0.587;0.536;0.334540031;0.406585487;0.455191889;0.480052908;0.483817962;0.471610733;0.451113785;0.426718071;0.3992912;0.371334248
FRA;France;SSP4_FRA;62.787;66.145;68.775;70.732;71.65;71.671;70.997;69.625;67.238;63.735;39.469708;42.6692871;45.2665415;47.303577;48.5414754;49.0752098;49.046655;48.4602771;47.0983465;44.8899184
FSM;Micronesia;SSP4_FSM;0.111;0.116;0.121;0.122;0.122;0.121;0.12;0.121;0.125;0.131;0.0120065029;0.0173956365;0.0234608751;0.0287427774;0.0332321987;0.0367165236;0.0394846851;0.0423484273;0.0458919735;0.0499448763
GAB;Gabon;SSP4_GAB;1.505;1.785;2.053;2.28;2.488;2.662;2.812;2.939;3.051;3.149;1.21781875;1.49020894;1.73874378;1.94600852;2.13315743;2.28870114;2.42189823;2.5341272;2.63262097;2.71845602
GBR;United Kingdom;SSP4_GBR;62.036;65.682;68.252;69.988;71.04;71.159;70.336;68.802;66.425;63.353;53.314048;59.1189069;63.3993896;66.5021065;68.65854;69.6858217;69.6062454;68.671742;66.7701919;64.0623465
GEO;Georgia;SSP4_GEO;4.352;4.096;3.749;3.389;3.003;2.626;2.292;1.996;1.743;1.539;3.0153555;3.26911037;3.35313196;3.31685392;3.15298895;2.91076203;2.64820563;2.38019289;2.1288422;1.91398956
GHA;Ghana;SSP4_GHA;24.392;30.746;38.096;45.96;54.061;61.853;69.237;76.149;82.375;87.867;19.229636;28.4832915;39.802829;52.510356;66.0311078;79.4440061;92.3925799;104.639379;115.791355;125.713008
GIN;Guinea;SSP4_GIN;9.982;12.057;14.15;16.021;17.599;18.817;19.912;20.962;21.948;22.916;6.3215985;9.68859446;13.6966021;17.8799799;21.876726;25.3767461;28.5677198;31.5311589;34.2399257;36.7769111
GLP;Guadeloupe;SSP4_GLP;0.461;0.48;0.491;0.492;0.482;0.465;0.444;0.422;0.399;0.373;0.347101844;0.366325094;0.375122012;0.376066697;0.368526324;0.35558899;0.339570898;0.322774372;0.305203773;0.285330077
GMB;Gambia;SSP4_GMB;1.728;2.228;2.753;3.261;3.73;4.146;4.527;4.886;5.222;5.538;1.28447537;1.86863732;2.5603357;3.30111714;4.03579792;4.71671439;5.34165107;5.91602991;6.43674507;6.90964782
GNB;Guinea-Bissau;SSP4_GNB;1.515;1.842;2.169;2.47;2.733;2.942;3.102;3.224;3.306;3.359;0.9403085;1.50560721;2.21341941;2.99700616;3.78419031;4.49929711;5.11046759;5.61545172;6.00359328;6.29419454
GNQ;Equatorial Guinea;SSP4_GNQ;0.7;0.917;1.149;1.371;1.588;1.789;1.965;2.113;2.225;2.296;0.533802125;0.805647129;1.12860542;1.47037938;1.82596882;2.17491734;2.49890333;2.78784876;3.0263063;3.20322686
GRC;Greece;SSP4_GRC;11.359;11.373;11.198;11.01;10.708;10.241;9.635;8.958;8.269;7.544;7.8579305;8.5593978;8.98004383;9.27066387;9.36785155;9.23696218;8.90852163;8.4537019;7.9379893;7.34746798
GRD;Grenada;SSP4_GRD;0.104;0.105;0.103;0.1;0.096;0.091;0.085;0.078;0.072;0.066;0.0780795391;0.0982895978;0.113223055;0.123510946;0.129143698;0.130471633;0.127923989;0.121893088;0.115918956;0.108835502
GTM;Guatemala;SSP4_GTM;14.389;18.161;22.473;26.863;31.376;35.775;40.136;44.484;48.791;53.008;11.729852;17.3446725;24.3461465;32.1191039;40.4898232;48.9510018;57.4300533;65.8555805;74.1257007;82.1303894
GUF;French Guiana;SSP4_GUF;0.231;0.291;0.354;0.411;0.466;0.52;0.571;0.621;0.669;0.714;0.180106703;0.23691708;0.300119937;0.361434399;0.42308802;0.48496611;0.544314597;0.602333743;0.657656136;0.70906777
GUM;Guam;SSP4_GUM;0.18;0.199;0.213;0.22;0.221;0.217;0.21;0.198;0.184;0.167;0.139738672;0.159916072;0.172793969;0.179279234;0.180565561;0.177593945;0.172061089;0.162361014;0.150971401;0.137084183
GUY;Guyana;SSP4_GUY;0.754;0.768;0.761;0.726;0.673;0.611;0.551;0.495;0.442;0.395;0.493300625;0.706208975;0.90373532;1.0366771;1.09473285;1.08959621;1.04897688;0.987732592;0.912678351;0.836435609
HKG;Hong Kong;SSP4_HKG;7.053;7.603;8.117;8.567;8.839;8.932;8.783;8.39;7.764;6.925;7.014814;7.56183622;8.07305334;8.52061698;8.79114433;8.88364081;8.73544752;8.34457528;7.72196454;6.88750701
HND;Honduras;SSP4_HND;7.601;9.185;10.837;12.392;13.883;15.248;16.522;17.767;19.022;20.303;4.42542;6.24569464;8.28750584;10.3538543;12.4022139;14.3326353;16.147536;17.89492;19.6130775;21.3212331
HRV;Croatia;SSP4_HRV;4.403;4.311;4.174;4.01;3.814;3.589;3.322;3.017;2.7;2.387;2.614627;2.82948191;2.93828212;2.96932745;2.9326154;2.84030168;2.68896232;2.48651711;2.25805102;2.02053978
HTI;Haiti;SSP4_HTI;9.993;11.23;12.375;13.307;14.045;14.535;14.87;15.156;15.441;15.734;8.2490715;11.8812712;14.8322712;17.1124051;18.8727841;20.1186166;21.0225247;21.7681758;22.4498785;23.0985496
HUN;Hungary;SSP4_HUN;9.984;9.684;9.335;8.915;8.449;7.922;7.293;6.631;6.005;5.414;6.3935105;6.50675483;6.53878262;6.47388688;6.33063054;6.09951254;5.7498478;5.3371756;4.92152833;4.5079829
IDN;Indonesia;SSP4_IDN;239.871;258.522;267.771;268.717;261.103;245.742;224.881;201.059;176.346;152.336;200.412912;263.457313;315.201427;351.203086;368.500589;367.296972;351.103819;324.688517;292.44587;258.037994
IND;India;SSP4_IND;1224.614;1376.334;1489.144;1565.23;1600.939;1587.505;1525.97;1426.158;1302.635;1169.26;975.933376;1444.39089;1951.03199;2438.27441;2845.87256;3116.88037;3227.49011;3189.04375;3036.88044;2812.75513
IRL;Ireland;SSP4_IRL;4.47;4.992;5.372;5.684;5.911;6.004;5.961;5.82;5.605;5.318;2.47314275;3.00309574;3.44210807;3.82297061;4.12971433;4.32404316;4.40025793;4.38444757;4.29482388;4.13395547
IRN;Iran;SSP4_IRN;73.974;81.709;86.058;88.136;87.911;84.681;78.916;71.39;63.82;57.322;62.66468;77.5609923;86.7668399;92.1627539;94.1757175;92.2799518;87.0945961;79.5621697;71.6780665;64.7848997
IRQ;Iraq;SSP4_IRQ;31.672;42.22;55.117;69.261;84.387;100.085;116.22;132.866;149.74;166.825;28.060912;41.3038864;57.7680097;76.2756599;96.401112;117.564836;139.507004;162.252823;185.407126;208.909186
ISL;Iceland;SSP4_ISL;0.32;0.365;0.401;0.429;0.451;0.464;0.467;0.461;0.444;0.418;0.234992188;0.277701746;0.307654321;0.330394325;0.348078601;0.358589737;0.361227592;0.356800366;0.343789462;0.323759511
ISR;Israel;SSP4_ISR;7.418;9.115;10.638;12.03;13.216;14.155;14.992;15.711;16.281;16.719;6.8505805;8.44819895;9.8940111;11.2259121;12.371971;13.2915629;14.1188076;14.8374741;15.4171965;15.8728053
ITA;Italy;SSP4_ITA;60.551;61.412;60.989;60.214;58.675;56.156;52.918;49.566;46.151;42.244;45.976792;48.8556704;50.5629747;51.7717691;52.0922084;51.2817123;49.5356053;47.4152793;44.9953097;41.8763755
JAM;Jamaica;SSP4_JAM;2.741;2.8;2.773;2.671;2.51;2.304;2.103;1.915;1.73;1.554;2.31870625;2.76066826;3.07116884;3.22987364;3.24389858;3.13222173;2.9719899;2.788447;2.578218;2.3582904
JOR;Jordan;SSP4_JOR;6.187;8.106;10.298;12.514;14.789;17.061;19.046;20.755;22.203;23.283;5.616469;8.00789714;10.7058641;13.4395726;16.229723;19.0017413;21.4327161;23.5279072;25.3023181;26.6342778
JPN;Japan;SSP4_JPN;126.536;124.147;118.399;111.147;103.098;94.727;85.598;76.267;66.872;57.898;116.098256;120.473152;120.546876;117.913361;113.29494;107.288614;99.495527;90.6462416;81.0194903;71.315371
KAZ;Kazakhstan;SSP4_KAZ;16.026;17.361;18.051;18.382;18.279;17.742;16.888;15.749;14.423;13.006;12.351894;15.1533258;17.416131;19.1894126;20.2755449;20.6047518;20.2964062;19.4121847;18.1096975;16.5515198
KEN;Kenya;SSP4_KEN;40.513;52.139;64.995;78.358;91.675;103.901;115.398;126.388;136.331;145.095;21.24192;38.4194599;62.8729748;93.428424;127.859615;162.819182;197.257928;230.668925;261.578013;289.389964
KGZ;Kyrgyzstan;SSP4_KGZ;5.334;5.747;5.909;5.909;5.727;5.421;5.057;4.642;4.211;3.793;4.228667;5.83446123;7.24934143;8.35684393;9.00686398;9.2325401;9.14871443;8.79619824;8.27207734;7.66506726
KHM;Cambodia;SSP4_KHM;14.138;15.314;15.916;15.983;15.654;14.959;13.996;12.885;11.779;10.754;7.269095;10.8399003;14.8839433;18.8842161;22.3528609;24.7849276;25.9847104;26.0579635;25.3816802;24.279485
KOR;South Korea;SSP4_KOR;48.184;49.134;48.844;47.209;44.107;40.033;35.658;31.396;27.444;23.861;44.009164;46.3152618;47.32931;46.8401569;44.6466924;41.2029325;37.2061249;33.1258375;29.2168522;25.5855007
KWT;Kuwait;SSP4_KWT;2.737;3.551;4.27;4.922;5.406;5.689;5.745;5.592;5.297;4.873;2.624285;3.45182824;4.15528405;4.79211815;5.26482153;5.54137348;5.59664816;5.44803503;5.16099111;4.74811543
LAO;Laos;SSP4_LAO;6.201;7.179;8.165;8.937;9.651;10.232;10.671;11.156;11.713;12.285;1.18346412;1.96409159;2.8313119;3.60925207;4.3052378;4.88024994;5.33174743;5.7625186;6.19937688;6.62159789
LBN;Lebanon;SSP4_LBN;4.228;4.503;4.673;4.71;4.616;4.408;4.1;3.727;3.338;2.963;3.76904775;4.09950098;4.31638823;4.39671771;4.34349539;4.17367288;3.90140073;3.56086344;3.19987928;2.8483889
LBR;Liberia;SSP4_LBR;3.994;5.84;7.949;10.159;12.454;14.725;16.821;18.633;20.008;20.89;2.22718575;3.90353237;6.08645648;8.60571777;11.373633;14.2262389;16.955892;19.3984787;21.351713;22.7224587
LBY;Libya;SSP4_LBY;6.355;7.352;8.017;8.551;8.9;8.927;8.71;8.358;7.91;7.387;5.168037;6.50801676;7.48197125;8.25915669;8.79649738;8.96373841;8.84287895;8.55200507;8.13886426;7.63119727
LCA;Saint Lucia;SSP4_LCA;0.174;0.189;0.198;0.201;0.199;0.192;0.181;0.166;0.15;0.134;0.125515406;0.194704696;0.266258617;0.326944733;0.36971395;0.391296733;0.393608797;0.377983714;0.353000183;0.322971617
LKA;Sri Lanka;SSP4_LKA;20.86;22.075;22.497;22.428;21.764;20.67;19.392;17.988;16.547;15.101;10.727129;16.2696268;22.9592498;30.4083086;37.4508341;43.1044181;46.9492789;48.7291163;48.6817265;47.1513743
LSO;Lesotho;SSP4_LSO;2.171;2.367;2.531;2.648;2.746;2.816;2.862;2.921;2.987;3.062;1.30874812;2.07623861;2.92923093;3.72521217;4.41989955;4.97388636;5.39366381;5.76344355;6.09132311;6.3959402
LTU;Lithuania;SSP4_LTU;3.324;3.167;2.981;2.76;2.53;2.285;2.041;1.814;1.617;1.454;2.3075215;2.40905077;2.4191939;2.3481092;2.22999247;2.06962386;1.88853676;1.70740766;1.54323278;1.40358144
LUX;Luxembourg;SSP4_LUX;0.507;0.589;0.662;0.729;0.784;0.824;0.84;0.833;0.804;0.755;0.342867906;0.411657576;0.475275232;0.534841805;0.585232627;0.623569228;0.642559289;0.642594188;0.624301528;0.589238181
LVA;Latvia;SSP4_LVA;2.252;2.112;1.982;1.854;1.724;1.584;1.433;1.276;1.13;1.001;1.49071675;1.52758746;1.52814242;1.49853629;1.44405012;1.36380457;1.26074556;1.14212512;1.02562561;0.918941965
MAC;Macao;SSP4_MAC;0.544;0.611;0.666;0.712;0.74;0.75;0.738;0.705;0.655;0.591;0.542754375;0.609600962;0.664475025;0.710369697;0.738305584;0.748282686;0.736310163;0.703385725;0.653500213;0.589646757
MAR;Morocco;SSP4_MAR;31.951;34.421;35.622;35.661;34.828;33.241;31.127;28.816;26.592;24.544;23.708666;28.8105356;33.0591001;36.0227504;37.6019506;37.733018;36.6424993;34.8038975;32.6913655;30.5379364
MDA;Moldova;SSP4_MDA;3.573;3.178;2.791;2.411;2.045;1.71;1.42;1.169;0.967;0.816;2.15514825;2.34028426;2.37406148;2.27489874;2.07994343;1.83746329;1.58938717;1.34919106;1.14240424;0.981437604
MDG;Madagascar;SSP4_MDG;20.714;27.436;35.599;44.117;53.065;62.004;70.624;78.863;86.396;93.167;12.128416;21.0960236;34.1280134;50.2729994;69.0181165;89.1033708;109.364181;129.135615;147.503023;164.117209
MDV;Maldives;SSP4_MDV;0.316;0.358;0.391;0.411;0.423;0.423;0.41;0.385;0.348;0.307;0.17088825;0.263701078;0.346548963;0.408025082;0.451806345;0.474833302;0.476815293;0.45959872;0.423796459;0.379740744
MEX;Mexico;SSP4_MEX;113.423;124.818;132.429;136.061;135.602;131.782;126.13;119.269;111.403;102.885;89.98204;107.793421;120.579911;128.219687;130.770023;129.118565;124.960346;119.097887;111.871145;103.737898
MKD;Macedonia;SSP4_MKD;2.06;2.112;2.15;2.173;2.173;2.141;2.044;1.89;1.705;1.504;1.52478187;1.76015311;1.97537011;2.15817677;2.29281537;2.36530925;2.33671046;2.21549415;2.03523044;1.81881746
MLI;Mali;SSP4_MLI;15.37;20.858;27.362;34.277;41.045;47.189;52.679;57.523;61.577;64.839;8.914863;16.2563987;26.2866554;38.0597486;50.3842153;62.1572889;72.977869;82.6734031;90.9432413;97.7400315
MLT;Malta;SSP4_MLT;0.417;0.431;0.435;0.429;0.416;0.399;0.376;0.344;0.31;0.277;0.399536031;0.423257314;0.432010669;0.428726476;0.417343088;0.401305833;0.37882745;0.347008086;0.312983734;0.27984273
MMR;Myanmar;SSP4_MMR;47.963;49.71;49.735;48.009;44.874;40.915;36.728;32.762;29.243;26.24;32.303358;43.5358053;53.1029024;59.344809;61.7832685;61.0170629;58.1576939;54.3027658;50.2138129;46.3231254
MNE;Montenegro;SSP4_MNE;0.631;0.647;0.655;0.656;0.649;0.634;0.604;0.558;0.504;0.446;0.452536156;0.525966628;0.577703743;0.611701579;0.629696906;0.633535341;0.617315548;0.580491916;0.531825746;0.476129955
