Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
MNE;Montenegro;SSP1_MNE;0.631;0.648;0.659;0.665;0.663;0.65;0.622;0.579;0.518;0.448;0.166646219;0.193986316;0.214038292;0.228349249;0.236887732;0.239186754;0.23410077;0.221810817;0.201284699;0.176120878
MNG;Mongolia;SSP1_MNG;2.756;3.095;3.281;3.388;3.418;3.344;3.211;3.036;2.828;2.612;0.943955312;1.19451823;1.37376159;1.50243347;1.58058924;1.59576497;1.56988724;1.51287872;1.43092061;1.3381576
MOZ;Mozambique;SSP1_MOZ;23.391;27.857;31.969;35.306;37.606;39.081;39.76;39.557;38.486;36.623;4.1791175;6.50455709;8.97324571;11.2396167;13.0673808;14.4552071;15.3953912;15.8529933;15.8372257;15.3860536
MRT;Mauritania;SSP1_MRT;3.46;4.176;4.741;5.177;5.43;5.538;5.551;5.454;5.26;4.995;0.908080062;1.35344816;1.79578797;2.19877647;2.50981267;2.72709232;2.86840707;2.92520556;2.90478314;2.82323676
MTQ;Martinique;SSP1_MTQ;0.406;0.418;0.424;0.424;0.416;0.402;0.384;0.36;0.332;0.298;0.0429257227;0.045893334;0.0474784096;0.048055849;0.0475353927;0.0462067576;0.0443338529;0.0417070358;0.0385699831;0.034698949
MUS;Mauritius;SSP1_MUS;1.299;1.357;1.394;1.404;1.383;1.338;1.27;1.187;1.088;0.971;0.454960437;0.586274255;0.704266124;0.796236149;0.854499694;0.881480519;0.878401074;0.852305202;0.804318343;0.734496594
MWI;Malawi;SSP1_MWI;14.901;19.45;24.288;29.193;33.583;37.182;39.948;41.77;42.675;42.692;1.51710775;2.74995588;4.56325564;6.95099719;9.6730869;12.4224239;14.9424364;17.0035149;18.4963164;19.3787608
MYS;Malaysia;SSP1_MYS;28.401;32.547;35.9;38.399;39.823;40.319;40.043;38.976;37.069;34.169;13.437531;16.9891881;19.785322;21.8895885;23.2250552;23.9018215;24.0306426;23.6133802;22.6288754;20.9875884
MYT;Mayotte;SSP1_MYT;0.204;0.257;0.305;0.351;0.385;0.409;0.423;0.427;0.42;0.399;0.0313040664;0.046699849;0.0624748761;0.0783510049;0.0915233998;0.101922557;0.109283258;0.113467565;0.114132653;0.110400693
NAM;Namibia;SSP1_NAM;2.283;2.615;2.879;3.069;3.177;3.213;3.181;3.076;2.906;2.692;0.259953594;0.373918869;0.489727316;0.594675634;0.678575527;0.738371876;0.772744439;0.779728699;0.76135438;0.723770989
NCL;New Caledonia;SSP1_NCL;0.251;0.288;0.318;0.342;0.36;0.37;0.37;0.361;0.343;0.316;0.0130608398;0.0169820135;0.0206394277;0.0238908441;0.0266094307;0.0285667072;0.0295488608;0.029600711;0.0287125751;0.0268870015
NER;Niger;SSP1_NER;15.512;20.881;26.746;32.975;38.749;43.645;47.52;50.185;51.604;51.878;2.5190855;4.76113989;8.1931077;12.9378985;18.5793853;24.5120262;30.1627705;34.984908;38.6392139;41.0193845
NGA;Nigeria;SSP1_NGA;158.423;197.847;240.767;285.959;328.589;364.877;393.875;414.405;426.454;430.54;56.166064;82.4385807;113.656922;148.509122;183.515986;215.388121;242.554826;263.611007;278.133469;286.266109
NIC;Nicaragua;SSP1_NIC;5.788;6.235;6.4;6.36;6.147;5.816;5.46;5.093;4.709;4.286;1.35751025;1.65453448;1.87618556;2.01753224;2.07376399;2.05747955;2.00283141;1.92026621;1.8126514;1.67567487
NLD;Netherlands;SSP1_NLD;16.613;17.328;18.075;18.691;19.154;19.546;19.856;19.945;19.697;19.131;10.61139;11.4233965;12.2491357;12.9701676;13.5601783;14.0706354;14.4917044;14.7207088;14.6699176;14.3521933
NOR;Norway;SSP1_NOR;4.883;5.448;6.065;6.665;7.248;7.818;8.296;8.623;8.76;8.713;1.064815;1.27615399;1.49979168;1.71234983;1.9100594;2.09386929;2.24423876;2.34688277;2.39285341;2.38515918
NPL;Nepal;SSP1_NPL;29.959;34.907;39.016;42.093;44.054;44.806;44.381;42.849;40.312;36.968;3.4750965;5.7912081;8.77377515;12.1229386;15.4006683;18.1534821;20.079628;21.0405823;21.0307963;20.1709779
NZL;New Zealand;SSP1_NZL;4.368;4.858;5.308;5.7;6.044;6.325;6.538;6.655;6.624;6.464;1.74819175;1.99293313;2.2167749;2.41274648;2.5853538;2.72837124;2.83964903;2.9069967;2.90741836;2.8488957
OMN;Oman;SSP1_OMN;2.782;3.268;3.673;3.982;4.17;4.229;4.176;4.024;3.798;3.507;0.184033969;0.237054652;0.280535038;0.314133523;0.336269237;0.346466214;0.346216705;0.336712986;0.320155161;0.297413462
PAK;Pakistan;SSP1_PAK;173.593;202.269;225.226;242.043;252.222;255.356;252.655;244.545;231.953;216.638;33.734216;49.7043004;66.5756816;82.4739548;95.743819;105.190884;110.73;112.352211;110.484973;106.097531
PAN;Panama;SSP1_PAN;3.517;3.965;4.308;4.54;4.645;4.636;4.525;4.327;4.022;3.622;0.913991438;1.13048433;1.29007993;1.40077131;1.46200727;1.48000102;1.45992513;1.40749887;1.31682562;1.19215541
PER;Peru;SSP1_PER;29.077;30.975;31.74;31.669;30.789;29.268;27.476;25.544;23.516;21.246;8.9674;10.4045705;11.1556779;11.4426966;11.3322445;10.9154686;10.3486032;9.6945686;8.97938987;8.15281572
PHL;Philippines;SSP1_PHL;93.261;107.699;119.468;127.941;132.728;134.419;133.428;129.745;123.629;115.697;18.804866;25.5394985;32.2026287;38.1006131;42.6795113;45.8392603;47.5902339;47.8879197;46.8371214;44.7141166
PNG;Papua New Guinea;SSP1_PNG;6.858;8.094;9.073;9.795;10.186;10.292;10.148;9.772;9.191;8.456;0.225461891;0.398592144;0.640855538;0.941991246;1.26094451;1.55323952;1.78000685;1.91613212;1.95497646;1.90780834
POL;Poland;SSP1_POL;38.277;38.546;38.314;37.468;36.496;35.348;33.86;32.043;29.829;27.703;12.683556;14.292852;15.5508026;16.3304816;16.8097026;16.983056;16.7956577;16.2793111;15.4269061;14.5178831
PRI;Puerto Rico;SSP1_PRI;3.749;3.62;3.411;3.149;2.847;2.528;2.221;1.913;1.625;1.347;1.63262412;1.59266057;1.50180632;1.38692409;1.25416428;1.11378285;0.97862311;0.842970338;0.716097919;0.593613843
PRK;North Korea;SSP1_PRK;24.346;25.163;25.322;24.799;23.73;22.182;20.383;18.484;16.437;14.285;10.796365;12.4091653;13.6902163;14.4758624;14.7316013;14.4431552;13.7555981;12.8048321;11.6021177;10.2170431
PRT;Portugal;SSP1_PRT;10.676;10.951;11.197;11.448;11.624;11.687;11.591;11.242;10.735;10.087;5.271589;6.0483927;6.7804737;7.46186842;8.02448694;8.42960983;8.63992261;8.58608126;8.34591049;7.94386728
PRY;Paraguay;SSP1_PRY;6.455;7.351;8.011;8.448;8.65;8.653;8.493;8.175;7.71;7.118;1.45420725;1.85739041;2.21353578;2.50066502;2.69859004;2.80927079;2.84158126;2.79789765;2.68408472;2.50990913
PSE;Palestina;SSP1_PSE;4.039;4.744;5.093;5.169;5.049;4.8;4.531;4.278;4.042;3.801;1.779667;2.29413635;2.58933146;2.70989599;2.70201413;2.60675541;2.48781059;2.36893077;2.25342748;2.13077006
PYF;French Polynesia;SSP1_PYF;0.271;0.297;0.316;0.326;0.329;0.325;0.316;0.302;0.284;0.262;0;0;0;0;0;0;0;0;0;0
QAT;Qatar;SSP1_QAT;1.759;2.541;2.977;3.344;3.563;3.625;3.54;3.318;3.013;2.643;0.852123375;1.24013673;1.46191111;1.65051779;1.76601358;1.80299285;1.76576219;1.6589528;1.5093815;1.32615199
REU;Reunion;SSP1_REU;0.846;0.931;0.993;1.038;1.06;1.062;1.048;1.018;0.968;0.9;0.27662875;0.315911035;0.339580862;0.356247736;0.364554043;0.365736834;0.361258073;0.35116102;0.334091863;0.31075094
ROU;Romania;SSP1_ROU;21.486;20.705;19.717;18.627;17.317;15.758;14.032;12.278;10.597;9.009;8.084809;8.80189475;9.25939987;9.47138735;9.37143133;8.94758878;8.26440482;7.43346458;6.54930755;5.65369861
RUS;Russia;SSP1_RUS;142.958;141.243;137.807;134.63;130.788;125.733;119.382;111.316;102.158;92.534;59.5307;64.5690105;66.353533;66.9593028;66.4932634;64.9408509;62.3964137;58.7191334;54.2859841;49.4678386
RWA;Rwanda;SSP1_RWA;10.624;13.376;15.813;18.123;19.982;21.244;22.079;22.431;22.336;21.839;0.935273625;1.67106972;2.6686868;3.9182823;5.25676226;6.49678048;7.55955728;8.3490259;8.83898667;9.03796011
SAU;Saudi Arabia;SSP1_SAU;27.448;34.274;40.373;45.787;49.823;52.238;52.95;52.042;49.925;46.472;12.175156;15.717374;19.0407639;22.1075953;24.5334665;26.1461257;26.8645005;26.7016785;25.8540115;24.2507046
SDN;Sudan;SSP1_SDN;43.552;52.968;60.986;67.241;71.146;72.864;72.742;70.796;67.175;62.356;8.3697625;12.8106989;17.4710067;21.7894334;25.2248804;27.6074065;28.9663083;29.2766755;28.5997933;27.1582721
SEN;Senegal;SSP1_SEN;12.434;15.038;17.074;18.649;19.506;19.814;19.837;19.547;18.986;18.219;5.2223125;7.74242346;10.2596205;12.5829585;14.3545427;15.5659929;16.3769382;16.7636344;16.7694836;16.4666925
SGP;Singapore;SSP1_SGP;5.086;5.706;6.027;6.273;6.378;6.326;6.093;5.656;5.055;4.333;4.407249;4.94450704;5.22266805;5.43583818;5.52682543;5.48176508;5.27986004;4.90117978;4.3803861;3.75474045
SLB;Solomon Islands;SSP1_SLB;0.538;0.647;0.734;0.802;0.842;0.859;0.856;0.832;0.79;0.734;0;0;0;0;0;0;0;0;0;0
SLE;Sierra Leone;SSP1_SLE;5.868;7.164;8.367;9.415;10.187;10.689;10.917;10.848;10.522;9.999;2.04317812;3.07972558;4.24532861;5.43032374;6.48300519;7.33581172;7.94066796;8.25407896;8.29248156;8.10109956
SLV;El Salvador;SSP1_SLV;6.193;6.287;6.123;5.822;5.425;4.967;4.533;4.131;3.736;3.318;1.49098237;1.7049538;1.79233812;1.79473033;1.73490552;1.63206427;1.52053416;1.40825373;1.29014559;1.15791024
SOM;Somalia;SSP1_SOM;9.331;10.87;12.045;12.869;13.109;12.938;12.667;12.317;11.909;11.467;3.71642025;5.35057281;7.01196802;8.53694476;9.61900175;10.2615021;10.6697928;10.8723862;10.9051417;10.8087149
SRB;Serbia;SSP1_SRB;9.856;9.703;9.62;9.534;9.361;9.072;8.577;7.885;7.064;6.115;2.80779275;3.13844683;3.44636715;3.7035344;3.87389214;3.94289191;3.87088771;3.66255931;3.35393389;2.95204912
STP;Sao Tome and Principe;SSP1_STP;0.165;0.181;0.188;0.188;0.181;0.17;0.159;0.148;0.137;0.127;0.0333954922;0.0410834787;0.0461719601;0.0488332105;0.0489895595;0.0474660059;0.0454771199;0.0431463855;0.0405585185;0.0380743333
SUR;Suriname;SSP1_SUR;0.525;0.563;0.588;0.598;0.594;0.579;0.554;0.523;0.486;0.444;0.155972344;0.181338065;0.201291951;0.214448145;0.22077386;0.221280359;0.216413406;0.207882286;0.195870439;0.180945312
SVK;Slovakia;SSP1_SVK;5.462;5.626;5.728;5.737;5.719;5.653;5.491;5.263;4.959;4.63;2.141936;2.53521757;2.88284974;3.14736424;3.35222597;3.48429829;3.51485966;3.46541214;3.33458698;3.16221128
SVN;Slovenia;SSP1_SVN;2.03;2.103;2.16;2.216;2.271;2.308;2.323;2.301;2.242;2.15;0.598394375;0.726126544;0.845922538;0.95780475;1.0593859;1.14155351;1.20147969;1.23127321;1.23108772;1.2039469
SWE;Sweden;SSP1_SWE;9.38;10.234;11.123;11.96;12.875;13.788;14.552;15.108;15.324;15.245;2.953839;3.3125859;3.67938651;4.02590759;4.39600808;4.76332116;5.07672005;5.31428788;5.42804802;5.43237907
SWZ;Swaziland;SSP1_SWZ;1.186;1.32;1.417;1.482;1.519;1.525;1.496;1.438;1.361;1.273;0.0428348711;0.0675335714;0.095804452;0.124108207;0.149304969;0.16880744;0.180917075;0.185880378;0.185105943;0.180096351
SYR;Syria;SSP1_SYR;20.411;23.697;26.497;28.553;29.691;30.157;30.034;29.311;27.877;25.507;8.693053;11.5584374;14.3925753;16.8661163;18.7050687;19.9514341;20.6165603;20.6839625;20.0816271;18.6581229
TCD;Chad;SSP1_TCD;11.227;14.191;17.169;19.83;21.907;23.385;24.355;24.831;24.832;24.38;1.84743825;3.18674088;4.91888774;6.8292762;8.64593653;10.2022406;11.4407458;12.3235823;12.8431164;13.0100142
TGO;Togo;SSP1_TGO;6.028;7.168;8.185;8.993;9.559;9.876;9.956;9.81;9.472;8.98;2.1915585;3.22703572;4.32619841;5.35071038;6.20347549;6.83139196;7.21877143;7.3661114;7.30074506;7.05890847
THA;Thailand;SSP1_THA;69.122;72.337;73.6;72.937;70.212;66.097;60.998;55.185;48.977;42.741;15.359191;20.6448659;25.4806688;29.2175617;31.3759673;32.0664304;31.4927184;29.8815604;27.5169233;24.717169
TJK;Tajikistan;SSP1_TJK;6.879;7.404;7.568;7.446;7.106;6.625;6.158;5.711;5.271;4.864;0.919266;1.33069759;1.73640388;2.07415483;2.29933366;2.40132818;2.4302587;2.40150449;2.32377629;2.22132584
TKM;Turkmenistan;SSP1_TKM;5.042;5.512;5.778;5.874;5.81;5.602;5.302;4.931;4.518;4.102;0.467971688;0.599264929;0.712502126;0.799419642;0.853391175;0.872447857;0.863462618;0.830825672;0.781163223;0.723273025
TLS;East Timor;SSP1_TLS;1.124;1.342;1.524;1.644;1.69;1.675;1.647;1.619;1.592;1.57;0.203355594;0.329849878;0.476482519;0.61678407;0.725871343;0.794774635;0.841058912;0.873100062;0.894304626;0.909550836
TON;Tonga;SSP1_TON;0.104;0.106;0.105;0.1;0.093;0.084;0.077;0.071;0.066;0.061;0;0;0;0;0;0;0;0;0;0
TTO;Trinidad and Tobago;SSP1_TTO;1.341;1.358;1.328;1.269;1.181;1.072;0.956;0.837;0.722;0.615;0.369688625;0.554831773;0.764844227;0.973535687;1.13977501;1.2357245;1.26062883;1.22060363;1.13502793;1.02265197
TUN;Tunisia;SSP1_TUN;10.481;11.374;11.886;12.08;12.02;11.665;11.045;10.255;9.383;8.431;4.8356015;5.72491352;6.37961959;6.80455783;7.02569002;7.0170408;6.79661399;6.42615673;5.96671676;5.42596654
TUR;Turkey;SSP1_TUR;72.752;79.81;84.354;86.99;87.35;85.601;82.299;77.647;72.045;65.655;33.820424;40.2177468;45.081124;48.5719626;50.4269958;50.7125393;49.7615665;47.720965;44.8670989;41.3315426
TZA;Tanzania;SSP1_TZA;44.841;56.306;67.357;77.362;85.019;90.308;93.607;94.955;94.484;92.162;6.0180395;10.2127538;15.5719688;21.5995567;27.3983894;32.4164149;36.4314469;39.2765551;40.9273656;41.3523945
UGA;Uganda;SSP1_UGA;33.425;43.748;54.832;66.235;76.371;84.828;91.402;95.798;98.115;98.334;3.51752725;6.71969503;11.84533;19.2427358;28.403079;38.4408013;48.2431343;56.6835409;63.1282182;67.2154185
UKR;Ukraine;SSP1_UKR;45.448;42.808;40.691;39.074;37.482;35.731;33.621;31.057;28.24;25.339;22.23174;22.7315586;22.9474701;23.0511831;22.8863253;22.4094706;21.537781;20.2360526;18.655806;16.9296434
URY;Uruguay;SSP1_URY;3.369;3.39;3.345;3.244;3.088;2.89;2.677;2.446;2.184;1.897;2.05355725;2.0887688;2.08037742;2.03394027;1.94968602;1.83568379;1.70924703;1.56875199;1.40612979;1.22540103
USA;United States;SSP1_USA;310.384;336.722;363.686;388.801;411.058;431.955;450.962;465.256;470.602;466.507;162.861936;182.640166;202.866257;222.029933;239.390065;255.688865;270.563059;282.260071;288.126131;287.769721
UZB;Uzbekistan;SSP1_UZB;27.445;29.701;30.824;31.044;30.487;29.19;27.491;25.504;23.323;21.184;7.6349585;10.4160157;12.9872409;15.0753526;16.4986763;17.1485725;17.1868251;16.7154166;15.8457177;14.7940584
VCT;Saint Vincent and the Grenadines;SSP1_VCT;0.109;0.108;0.106;0.101;0.095;0.088;0.081;0.074;0.066;0.059;0.0133584521;0.015784926;0.0175227771;0.0182206172;0.0182600128;0.0177319962;0.0169189754;0.015895687;0.0144956692;0.013192487
VEN;Venezuela;SSP1_VEN;28.98;32.684;35.378;37.123;37.829;37.634;36.642;34.938;32.48;29.237;13.530823;15.617406;17.1681474;18.2011832;18.6739059;18.6612181;18.2230207;17.4093022;16.2052955;14.5993975
VIR;Virgin Islands U.S.;SSP1_VIR;0.109;0.114;0.116;0.115;0.111;0.107;0.102;0.095;0.087;0.076;0.0353416641;0.0378218287;0.0389851693;0.0389046635;0.0376712109;0.0363683132;0.0346931591;0.0323226022;0.0296051402;0.0258637721
VNM;Vietnam;SSP1_VNM;87.848;95.483;99.299;100.235;98.224;93.552;87.295;79.855;71.091;61.35;17.32097;24.9262286;32.4374937;38.9326641;43.4766539;45.6431952;45.7785689;44.1791654;40.9256238;36.3806781
VUT;Vanuatu;SSP1_VUT;0.24;0.288;0.327;0.359;0.38;0.391;0.392;0.384;0.367;0.343;0;0;0;0;0;0;0;0;0;0
WSM;Samoa;SSP1_WSM;0.183;0.183;0.176;0.164;0.149;0.132;0.119;0.108;0.1;0.091;0;0;0;0;0;0;0;0;0;0
YEM;Yemen;SSP1_YEM;24.053;31.057;37.183;42.694;47.099;49.988;51.606;51.99;51.227;49.524;3.157255;5.41844093;8.07377779;10.9137828;13.5741802;15.7313697;17.3283323;18.3192459;18.7153489;18.5955958
ZAF;South Africa;SSP1_ZAF;50.133;54.709;58.468;61.035;62.344;62.215;60.58;57.54;53.526;48.935;25.673972;31.2536227;36.4742772;40.8162612;44.0025483;45.7621879;45.9734522;44.701333;42.3146529;39.1888956
ZMB;Zambia;SSP1_ZMB;13.089;16.395;19.711;22.904;25.457;27.384;28.801;29.635;29.921;29.655;3.7012905;5.93966212;8.63929747;11.5840495;14.3240007;16.681886;18.6206811;20.0408086;20.9397371;21.3079058
ZWE;Zimbabwe;SSP1_ZWE;12.571;12.904;12.963;12.698;12.242;11.65;11.042;10.405;9.745;9.094;2.83545775;3.59990069;4.27009338;4.75309075;5.05295613;5.18221729;5.20304979;5.12700558;4.97261999;4.77019341
