Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
BRN;Brunei;SSP1_BRN;0.399;0.455;0.496;0.525;0.543;0.546;0.535;0.509;0.47;0.42;0.155103016;0.193735168;0.224824941;0.24824504;0.264113717;0.270600339;0.26845294;0.257498925;0.239046669;0.214367179
BTN;Bhutan;SSP1_BTN;0.726;0.856;0.967;1.058;1.122;1.154;1.148;1.104;1.033;0.944;0;0;0;0;0;0;0;0;0;0
BWA;Botswana;SSP1_BWA;2.007;2.22;2.376;2.492;2.574;2.605;2.566;2.468;2.322;2.143;0.505067719;0.628286513;0.737330712;0.830260864;0.905229523;0.954231436;0.969024627;0.953380939;0.912169754;0.852349323
CAF;Central African Republic;SSP1_CAF;4.401;5.137;5.804;6.323;6.646;6.796;6.788;6.626;6.341;5.963;1.24740487;1.78622813;2.37320799;2.93365877;3.399916;3.74874769;3.96897809;4.05355884;4.01872117;3.8855308
CAN;Canada;SSP1_CAN;34.017;37.898;41.821;45.444;48.969;52.24;54.767;56.171;56;54.469;19.258224;22.3263166;25.4407135;28.3716498;31.2239853;33.8862478;36.0271636;37.3777453;37.6172596;36.8735417
CHE;Switzerland;SSP1_CHE;7.664;8.13;8.598;9.037;9.429;9.727;9.797;9.658;9.32;8.856;3.46904375;4.04225894;4.49538167;4.87242135;5.1893376;5.43222423;5.53130902;5.49896767;5.34216165;5.10385932
CHL;Chile;SSP1_CHL;17.114;18.391;19.167;19.465;19.287;18.696;17.779;16.473;14.812;12.818;8.776738;9.68013075;10.296538;10.624523;10.6585009;10.4315454;9.99376067;9.31279811;8.41081357;7.30328712
CHN;China;SSP1_CHN;1341.335;1371.171;1359.513;1308.94;1224.524;1117.295;999.265;880.436;761.794;643.987;389.310528;496.600313;571.555921;608.904886;611.076298;586.150768;543.711715;492.269145;434.824364;373.484618
CIV;Côte dIvoire;SSP1_CIV;19.738;22.513;24.652;26.16;26.936;27.104;26.886;26.261;25.249;23.912;8.650734;11.5938341;14.3572601;16.721719;18.4727513;19.6059858;20.2542008;20.4080052;20.0969346;19.388229
CMR;Cameroon;SSP1_CMR;19.599;23.15;26.175;28.626;30.274;31.168;31.38;30.896;29.797;28.192;9.094621;12.147272;15.2150383;18.0664398;20.3670789;22.0017936;22.9468798;23.1725909;22.7517816;21.7968843
COD;Democratic Republic of the Congo;SSP1_COD;65.966;83.883;101.704;117.504;130.041;139.094;144.87;147.288;146.595;143.116;21.93448;35.8847992;52.759517;70.4169706;86.7381951;100.464432;111.066309;118.130768;121.700902;122.017818
COG;Republic of Congo;SSP1_COG;4.043;4.973;5.822;6.559;7.108;7.465;7.627;7.585;7.36;6.977;2.26473425;3.13838538;3.98560788;4.75541181;5.37374903;5.82385127;6.09597457;6.17888767;6.08771883;5.8429012
COL;Colombia;SSP1_COL;46.295;51.481;55.123;57.37;58.09;57.473;55.786;53.185;49.582;44.903;22.595962;27.5588623;30.9886574;33.2265102;34.3188015;34.4378153;33.7813247;32.4701225;30.4677326;27.7384976
COM;Comoros;SSP1_COM;0.735;0.863;0.949;1.013;1.032;1.021;0.996;0.954;0.896;0.828;0.0651482539;0.107984064;0.153755218;0.197616226;0.229507869;0.249036092;0.259442287;0.260560491;0.253334497;0.240171674
CPV;Cape Verde;SSP1_CPV;0.496;0.523;0.531;0.525;0.505;0.475;0.443;0.41;0.375;0.336;0.0464733477;0.0557340706;0.0615114579;0.0643690767;0.0644706197;0.0624795146;0.0596150169;0.0561702585;0.052117196;0.0472473967
CRI;Costa Rica;SSP1_CRI;4.659;5.251;5.7;6.019;6.176;6.181;6.035;5.728;5.234;4.593;1.87693925;2.38935006;2.79973698;3.11113572;3.30874004;3.3995542;3.38609662;3.26424888;3.02001351;2.67707198
CUB;Cuba;SSP1_CUB;11.258;11.031;10.562;9.878;8.994;7.942;6.851;5.821;4.852;3.917;3.29824825;3.54523093;3.56216412;3.42973063;3.18357109;2.84989306;2.48353476;2.12679266;1.7838457;1.44741385
CYP;Cyprus;SSP1_CYP;1.104;1.241;1.355;1.444;1.51;1.541;1.525;1.448;1.312;1.143;0.441694781;0.551819857;0.643585829;0.716527249;0.772481804;0.805963426;0.810878923;0.779739881;0.713521393;0.626502339
CZE;Czech Republic;SSP1_CZE;10.493;11.023;11.43;11.737;12.081;12.328;12.334;12.085;11.649;11.099;4.200169;4.84754505;5.2856487;5.59671864;5.88003577;6.08829178;6.15778457;6.08425164;5.90386647;5.65562716
DEU;Germany;SSP1_DEU;82.302;82.377;82.578;82.544;82.255;81.351;79.586;76.778;72.572;67.405;41.014024;45.0142887;47.5475573;49.1265987;50.0724887;50.3362882;49.8526634;48.5558783;46.2480309;43.2236139
DJI;Djibouti;SSP1_DJI;0.889;1.033;1.149;1.235;1.289;1.309;1.298;1.259;1.197;1.121;0;0;0;0;0;0;0;0;0;0
DNK;Denmark;SSP1_DNK;5.55;5.836;6.17;6.488;6.793;7.105;7.386;7.602;7.724;7.708;2.75833275;2.96838955;3.18525924;3.38391158;3.56930082;3.75405066;3.91925624;4.04753018;4.12357885;4.12403355
DOM;Dominican Republic;SSP1_DOM;9.927;10.885;11.5;11.787;11.754;11.46;10.992;10.393;9.685;8.811;4.5202945;5.40602849;6.06503311;6.49041751;6.68283532;6.67694938;6.52785196;6.26693463;5.91268553;5.43402998
DZA;Algeria;SSP1_DZA;35.468;39.953;42.912;44.761;45.548;44.937;43.232;40.756;37.811;34.557;12.909974;16.0457658;18.4337332;20.1700783;21.2599567;21.5422307;21.1593501;20.2787907;19.0657544;17.6165791
ECU;Ecuador;SSP1_ECU;14.465;16.091;17.229;17.917;18.13;17.929;17.416;16.633;15.491;14.006;5.3802225;6.60946288;7.56556203;8.24544538;8.63396688;8.76147353;8.68253298;8.42441735;7.9468769;7.2606311
EGY;Egypt;SSP1_EGY;81.121;93.382;102.468;109.119;112.941;114.052;112.883;109.293;103.767;96.865;39.46228;55.3762639;70.4782661;83.8000332;94.1684285;101.170652;104.974432;105.407682;102.968308;98.3060133
ERI;Eritrea;SSP1_ERI;5.254;6.733;8.027;9.223;10.152;10.75;11.056;11.061;10.804;10.322;0.03396375;0.0615056182;0.0967278267;0.137500583;0.177519492;0.211612535;0.237718718;0.254173298;0.261189036;0.259543651
ESP;Spain;SSP1_ESP;46.077;48.942;50.705;52.661;54.31;54.992;54.438;52.668;49.913;46.931;21.99396;25.4161636;27.5822658;29.4845397;31.0053552;31.8349315;31.8439167;31.057032;29.6202536;27.9941855
EST;Estonia;SSP1_EST;1.341;1.33;1.312;1.303;1.303;1.296;1.283;1.267;1.234;1.192;0.337698563;0.363096653;0.379897657;0.394225341;0.407631571;0.416108114;0.420466361;0.422096596;0.416607924;0.406839012
ETH;Ethiopia;SSP1_ETH;82.95;100.815;117.123;129.938;139.507;145.64;148.346;147.701;143.806;137.215;4.526764;8.01528573;12.9003267;18.745766;24.9283192;30.650511;35.2660825;38.389918;39.8758799;39.8667008
FIN;Finland;SSP1_FIN;5.365;5.646;5.924;6.161;6.393;6.64;6.856;6.997;7.044;6.984;1.18582625;1.28008372;1.37150422;1.45129162;1.52782912;1.60615894;1.67539743;1.72464834;1.74898645;1.74491935
FJI;Fiji;SSP1_FJI;0.861;0.897;0.894;0.866;0.818;0.759;0.699;0.641;0.586;0.532;0.0260883223;0.0317066187;0.0354574138;0.0374358038;0.0377294127;0.0367774605;0.0351790539;0.0332247785;0.0310847452;0.0287415315
FRA;France;SSP1_FRA;62.787;66.867;71.022;75.06;78.665;81.717;83.714;84.818;84.531;83.158;30.769366;33.6267457;36.4413324;39.1328284;41.546358;43.6200089;45.083967;46.0217731;46.1595445;45.6593259
FSM;Micronesia;SSP1_FSM;0.111;0.112;0.108;0.102;0.093;0.084;0.076;0.069;0.062;0.057;0.000420394745;0.000588086357;0.000733201492;0.000841414168;0.000886998615;0.000892475326;0.000875591975;0.00084555479;0.000797001535;0.00076091343
GAB;Gabon;SSP1_GAB;1.505;1.737;1.926;2.063;2.149;2.184;2.17;2.106;1.999;1.86;0.706509375;0.841286724;0.946320384;1.02151416;1.06891758;1.08935377;1.08426535;1.05347071;1.00067764;0.931532193
GBR;United Kingdom;SSP1_GBR;62.036;66.424;70.617;74.531;78.339;81.652;84.23;85.799;85.975;84.705;40.499712;46.5715985;52.2628907;57.2937426;61.7468938;65.3796356;68.0949959;69.7636448;70.1442658;69.2456003
GEO;Georgia;SSP1_GEO;4.352;4.107;3.784;3.459;3.108;2.753;2.436;2.149;1.88;1.627;1.726872;1.87722343;1.93824182;1.93877301;1.86882981;1.74759107;1.61189223;1.46760661;1.31499941;1.15880437
GHA;Ghana;SSP1_GHA;24.392;29.309;33.555;37.252;39.901;41.472;42.215;42.07;41.086;39.392;11.603497;16.3840167;21.1548347;25.6822085;29.4080426;32.1420208;33.992529;34.8835995;34.8491669;34.0079364
GIN;Guinea;SSP1_GIN;9.982;11.461;12.583;13.299;13.564;13.479;13.275;12.974;12.553;12.015;3.0092485;4.38404671;5.79791358;7.06525001;8.02626067;8.65315267;9.06622239;9.28992597;9.32215961;9.17891514
GLP;Guadeloupe;SSP1_GLP;0.461;0.48;0.491;0.494;0.487;0.471;0.449;0.421;0.39;0.352;0.0674107031;0.0711440536;0.0728525043;0.0733328659;0.0723139983;0.0699500769;0.0666907759;0.0625375158;0.0579366722;0.0522941757
GMB;Gambia;SSP1_GMB;1.728;2.122;2.443;2.7;2.865;2.943;2.966;2.937;2.861;2.743;0.830155125;1.15024057;1.46841103;1.7664745;2.00345078;2.16388419;2.2618804;2.29834021;2.27919126;2.21188345
GNB;Guinea-Bissau;SSP1_GNB;1.515;1.765;1.972;2.134;2.237;2.281;2.282;2.241;2.162;2.053;0.450549;0.691255243;0.964234667;1.24067138;1.48412674;1.67147143;1.80138339;1.87026518;1.88120347;1.84327773
GNQ;Equatorial Guinea;SSP1_GNQ;0.7;0.879;1.049;1.196;1.311;1.397;1.449;1.458;1.428;1.367;0.11393618;0.178073339;0.249239933;0.319014055;0.380641359;0.432111044;0.470317599;0.491272494;0.495606713;0.48584615
GRC;Greece;SSP1_GRC;11.359;11.488;11.526;11.609;11.642;11.555;11.304;10.849;10.23;9.541;5.5503715;6.29709718;6.9095159;7.45545909;7.88023223;8.13962534;8.20663866;8.05749399;7.72905387;7.30194217
GRD;Grenada;SSP1_GRD;0.104;0.105;0.103;0.1;0.095;0.09;0.084;0.078;0.071;0.064;0.00682501025;0.00859159161;0.00989693998;0.0107962148;0.0111709899;0.0112793295;0.0110504108;0.0106547962;0.00999186095;0.00922513412
GTM;Guatemala;SSP1_GTM;14.389;16.881;18.726;19.979;20.612;20.773;20.614;20.132;19.311;18.157;3.20696925;4.40784972;5.54646737;6.53107871;7.27228183;7.77111662;8.06435553;8.14850497;8.02114043;7.69146061
GUF;French Guiana;SSP1_GUF;0.231;0.28;0.317;0.344;0.36;0.366;0.364;0.354;0.333;0.304;0.0519915781;0.0690323851;0.0831979245;0.0941255022;0.101215967;0.104713344;0.105303235;0.103130342;0.097441421;0.0892019755
GUM;Guam;SSP1_GUM;0.18;0.199;0.213;0.22;0.221;0.218;0.211;0.201;0.188;0.168;0.0163045879;0.0186588696;0.0201614515;0.0209181466;0.0210682342;0.0208169993;0.0201715394;0.0192311758;0.0179981524;0.0160906421
GUY;Guyana;SSP1_GUY;0.754;0.762;0.749;0.712;0.659;0.598;0.54;0.486;0.434;0.385;0.108727961;0.154438851;0.196050518;0.224086894;0.236269726;0.235047229;0.22658839;0.213747002;0.197521687;0.179690752
HKG;Hong Kong;SSP1_HKG;7.053;7.625;8.183;8.71;9.051;9.136;8.843;8.25;7.376;6.333;4.1345785;4.46989381;4.79700211;5.10593772;5.30583723;5.35566556;5.18390439;4.83627855;4.32392613;3.71250328
HND;Honduras;SSP1_HND;7.601;8.697;9.457;9.92;10.094;10.032;9.805;9.431;8.919;8.24;1.87989725;2.51217954;3.07218795;3.52088578;3.8305295;4.00571743;4.07071651;4.03508811;3.90647771;3.67585976
HRV;Croatia;SSP1_HRV;4.403;4.33;4.225;4.105;3.949;3.756;3.519;3.231;2.874;2.482;1.37950963;1.53765453;1.65759842;1.74118679;1.77905513;1.77192178;1.71923523;1.62080214;1.47064606;1.28912816
HTI;Haiti;SSP1_HTI;9.993;10.945;11.561;11.89;11.94;11.714;11.304;10.716;9.976;9.155;3.17939375;4.46311592;5.34068669;5.89321111;6.18383371;6.24924493;6.15949772;5.9321127;5.590289;5.18015986
HUN;Hungary;SSP1_HUN;9.984;9.784;9.631;9.458;9.272;9.053;8.738;8.349;7.907;7.408;4.5426905;4.74470056;4.94972905;5.11745868;5.24400327;5.31359057;5.2862279;5.17407079;4.99319192;4.74613917
IDN;Indonesia;SSP1_IDN;239.871;259.299;270.466;274.521;271.071;260.655;245.009;225.992;205.16;183.659;74.20312;97.838562;117.878277;132.841944;141.646501;144.244907;141.63197;135.12414;125.970554;115.183373
IND;India;SSP1_IND;1224.614;1361.281;1458.929;1523.66;1550.397;1536.252;1481.442;1390.771;1272.411;1138.436;263.122944;385.165371;515.347768;639.927882;743.057003;813.21624;844.777089;838.469001;799.780692;738.35973
IRL;Ireland;SSP1_IRL;4.47;5.052;5.561;6.056;6.527;6.909;7.192;7.343;7.363;7.25;1.698315;2.16244708;2.58412731;2.98320154;3.35546202;3.66783472;3.91375767;4.07443527;4.1496197;4.13783236
IRN;Iran;SSP1_IRN;73.974;81.35;85.295;87.404;87.554;85.178;80.794;74.549;66.266;57.292;27.300726;33.6420451;37.4660126;39.8184899;40.8623255;40.4389797;38.846923;36.1961541;32.4243746;28.2096572
IRQ;Iraq;SSP1_IRQ;31.672;39.552;46.729;53.111;57.804;60.938;62.803;63.332;62.536;60.097;12.789998;17.6363956;22.3232291;26.6594011;30.0976843;32.6261133;34.3608758;35.2509073;35.2929034;34.3018774
ISL;Iceland;SSP1_ISL;0.32;0.37;0.417;0.461;0.504;0.543;0.573;0.593;0.599;0.593;0.0403778438;0.0483701204;0.0549723624;0.0610050674;0.0668376264;0.0721056678;0.0761567421;0.0788621764;0.0796940893;0.0789206486
ISR;Israel;SSP1_ISR;7.418;9.226;11.026;12.825;14.567;16.159;17.739;19.257;20.65;21.935;4.2675425;5.32686133;6.38823489;7.45527839;8.49492332;9.4521616;10.4068204;11.329096;12.1813345;12.9727339
ITA;Italy;SSP1_ITA;60.551;62.006;62.696;63.349;63.516;62.881;60.939;58.097;54.61;50.828;31.561606;35.176615;37.8550618;40.0785755;41.6434408;42.3840557;41.9806914;40.7254211;38.8219687;36.5484409
JAM;Jamaica;SSP1_JAM;2.741;2.792;2.757;2.656;2.498;2.3;2.104;1.924;1.75;1.56;1.1979625;1.42222758;1.57756797;1.65934697;1.6679517;1.61545681;1.53621246;1.44742535;1.34743887;1.223118
JOR;Jordan;SSP1_JOR;6.187;7.862;9.44;10.833;11.946;12.737;13.112;13.041;12.589;11.76;3.12086875;4.3157578;5.45321939;6.46472699;7.28462078;7.88257668;8.19887964;8.21454655;7.97171978;7.47517643
JPN;Japan;SSP1_JPN;126.536;125.483;122.372;118.294;113.714;108.56;101.598;93.649;85.155;76.936;85.024488;92.7141879;96.632448;98.0113405;97.6476118;95.8031172;91.5918363;85.8700493;79.1586379;72.3251713
KAZ;Kazakhstan;SSP1_KAZ;16.026;17.398;18.167;18.642;18.735;18.412;17.799;16.883;15.731;14.463;4.5325035;5.57233404;6.43188432;7.14111481;7.62567675;7.84639869;7.84948421;7.636171;7.24797216;6.75393858
KEN;Kenya;SSP1_KEN;40.513;49.716;57.974;65.165;70.348;73.562;75.24;75.374;74.148;71.663;3.59234625;6.19539725;9.48422281;13.1399738;16.5927607;19.4950248;21.7505074;23.2642596;24.059715;24.1718798
KGZ;Kyrgyzstan;SSP1_KGZ;5.334;5.746;5.912;5.933;5.779;5.503;5.178;4.809;4.409;4.015;1.73251088;2.38999871;2.97160769;3.43775666;3.72367354;3.83984586;3.83797063;3.73350839;3.54847644;3.32423073
KHM;Cambodia;SSP1_KHM;14.138;15.329;15.931;16.032;15.739;15.095;14.237;13.196;12.059;10.95;1.30175037;1.943112;2.66793031;3.39215535;4.02468864;4.47884029;4.73347184;4.77909564;4.65340238;4.42721818
KOR;South Korea;SSP1_KOR;48.184;49.59;50.283;49.904;48.351;45.917;42.917;39.309;35.664;31.937;26.36791;28.0071359;29.1925962;29.6661704;29.3237711;28.3149687;26.8299216;24.8494701;22.7482846;20.5178564
KWT;Kuwait;SSP1_KWT;2.737;3.541;4.243;4.886;5.359;5.627;5.674;5.506;5.189;4.729;2.16823325;2.84393348;3.41146466;3.93037847;4.31207565;4.52848992;4.56690845;4.43204272;4.17716673;3.8070552
LAO;Laos;SSP1_LAO;6.201;6.931;7.422;7.647;7.653;7.469;7.13;6.667;6.122;5.565;0.230676641;0.369608715;0.501650207;0.601956443;0.665434116;0.694372502;0.694388466;0.6712477;0.631570363;0.584657241
LBN;Lebanon;SSP1_LBN;4.228;4.5;4.67;4.731;4.677;4.521;4.273;3.955;3.596;3.202;2.208249;2.40025821;2.52730701;2.58748015;2.57844183;2.50800115;2.38224268;2.21390416;2.01968364;1.80345522
LBR;Liberia;SSP1_LBR;3.994;5.579;7.104;8.511;9.687;10.572;11.109;11.269;11.086;10.609;1.71948937;2.87901784;4.19950434;5.56621255;6.83003152;7.88560476;8.64543509;9.0576039;9.13370489;8.9091114
LBY;Libya;SSP1_LBY;6.355;7.35;7.982;8.487;8.825;8.87;8.695;8.371;7.877;7.234;2.5932375;3.26472934;3.73794196;4.11329332;4.37674419;4.46913978;4.42957225;4.29793263;4.06691267;3.74990068
LCA;Saint Lucia;SSP1_LCA;0.174;0.188;0.195;0.198;0.197;0.191;0.181;0.168;0.153;0.135;0.00691977734;0.0106774502;0.014456667;0.0177557312;0.020177812;0.0214601842;0.0217000073;0.0210896497;0.0198504422;0.0179385945
LKA;Sri Lanka;SSP1_LKA;20.86;22.087;22.467;22.413;21.782;20.71;19.46;18.087;16.6;14.886;3.96258275;6.01323881;8.46979721;11.2252636;13.8457145;15.95351;17.4037967;18.0995191;18.0405442;17.1696524
LSO;Lesotho;SSP1_LSO;2.171;2.342;2.467;2.528;2.542;2.505;2.419;2.294;2.139;1.965;0.280012906;0.439529341;0.610875337;0.760907874;0.875405739;0.946657576;0.975376053;0.968424743;0.933274018;0.878180399
LTU;Lithuania;SSP1_LTU;3.324;3.179;3.016;2.829;2.634;2.416;2.193;1.981;1.76;1.548;0.81120525;0.85010665;0.860448807;0.846110633;0.816175665;0.769284789;0.713355585;0.655495047;0.590498888;0.525326323
LUX;Luxembourg;SSP1_LUX;0.507;0.595;0.681;0.767;0.848;0.917;0.967;0.989;0.979;0.943;0.211234547;0.256198095;0.301212102;0.346682;0.389983679;0.427528343;0.455720438;0.470030668;0.468337737;0.453412755
LVA;Latvia;SSP1_LVA;2.252;2.122;2.008;1.903;1.798;1.679;1.545;1.4;1.241;1.081;0.548785312;0.565021401;0.569942754;0.566244077;0.554424026;0.53217566;0.500399756;0.461315868;0.414657517;0.365331441
MAC;Macao;SSP1_MAC;0.544;0.612;0.669;0.721;0.754;0.762;0.743;0.695;0.623;0.536;0.348087875;0.391598859;0.428071302;0.461344408;0.482460033;0.487578972;0.475421491;0.444707855;0.398637401;0.342968936
MAR;Morocco;SSP1_MAR;31.951;34.094;34.947;34.834;33.899;32.217;30.152;27.874;25.478;23.042;12.747107;15.3430012;17.4376173;18.9186966;19.6776503;19.6624247;19.0839584;18.1008093;16.8403807;15.4141304
MDA;Moldova;SSP1_MDA;3.573;3.187;2.821;2.469;2.123;1.798;1.516;1.264;1.045;0.873;1.355428;1.47603306;1.50915732;1.46516067;1.3580242;1.21509869;1.06718537;0.91749841;0.776441831;0.660368094
MDG;Madagascar;SSP1_MDG;20.714;25.921;30.643;34.563;37.333;39.093;39.92;39.776;38.66;36.669;0.975687688;1.60338678;2.36325851;3.168451;3.9062008;4.51939359;4.97301839;5.23962963;5.30977204;5.19634308
MDV;Maldives;SSP1_MDV;0.316;0.358;0.389;0.409;0.422;0.425;0.415;0.388;0.343;0.291;0;0;0;0;0;0;0;0;0;0
MEX;Mexico;SSP1_MEX;113.423;124.23;131.005;134.126;133.522;129.884;124.605;118.263;110.054;99.745;52.769756;62.9174004;69.9534249;74.124756;75.513428;74.6306979;72.396662;69.2555561;64.8121278;58.9801356
MKD;Macedonia;SSP1_MKD;2.06;2.118;2.167;2.208;2.227;2.206;2.119;1.975;1.787;1.562;0.830367188;0.961269025;1.08425489;1.1942323;1.27965245;1.32720873;1.31922061;1.26077724;1.16165246;1.02869059
MLI;Mali;SSP1_MLI;15.37;19.618;23.741;27.473;30.353;32.344;33.619;34.178;34.052;33.287;3.35909225;5.76120947;8.59396851;11.4941392;14.0392245;16.0528547;17.5487305;18.5087969;18.9496758;18.9068022
MLT;Malta;SSP1_MLT;0.417;0.432;0.44;0.438;0.429;0.415;0.395;0.364;0.323;0.278;0.306530719;0.325483517;0.335255526;0.335826664;0.330198609;0.320234948;0.305329484;0.281708913;0.250196165;0.215475108
MMR;Myanmar;SSP1_MMR;47.963;49.47;49.283;47.612;44.733;41.14;37.332;33.5;29.773;26.365;6.0330145;8.09154452;9.82743028;10.9916578;11.5024623;11.4582879;11.0402232;10.3701025;9.54795958;8.69257602
