Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
BFA;Burkina Faso;SSP3_BFA;16.469;22.244;29.585;38.011;47.054;56.105;64.725;72.794;80.157;86.731;12.054728;19.1935262;28.9511245;40.9071541;54.3958731;68.4480041;82.2397416;95.383587;107.520982;118.434836
BGD;Bangladesh;SSP3_BGD;148.692;168.989;190.251;207.6;221.609;231.585;238.605;245.085;252.437;261.496;137.456704;170.513453;208.059046;244.406543;279.074052;310.111165;337.87777;365.143903;393.873769;425.4925
BGR;Bulgaria;SSP3_BGR;7.494;7.1;6.782;6.528;6.381;6.298;6.274;6.347;6.477;6.612;4.304936;4.17095275;4.04836622;3.94250784;3.88727709;3.8617249;3.86602353;3.92580278;4.01782284;4.11070872
BHR;Bahrain;SSP3_BHR;1.262;1.807;2.157;2.498;2.843;3.153;3.457;3.782;4.088;4.32;1.2392465;1.83639506;2.23678659;2.62486342;3.01529759;3.36714512;3.71136782;4.07729694;4.42209329;4.68612257
BHS;Bahamas;SSP3_BHS;0.343;0.387;0.425;0.454;0.48;0.504;0.525;0.544;0.566;0.588;0.283096438;0.335409392;0.378287271;0.410885679;0.439377004;0.465149554;0.487544934;0.507645292;0.530230329;0.552594274
BIH;Bosnia and Herzegovina;SSP3_BIH;3.76;3.73;3.656;3.514;3.346;3.18;3.016;2.888;2.813;2.772;2.69836175;2.79800846;2.85177308;2.83737815;2.78573423;2.72051691;2.64347129;2.58665411;2.56880577;2.57579855
BLR;Belarus;SSP3_BLR;9.595;9.315;9.022;8.71;8.464;8.243;8.084;8.049;8.104;8.208;6.8645885;6.77391804;6.65322273;6.50114246;6.38424772;6.27487044;6.20377566;6.22116805;6.30349761;6.42063381
BLZ;Belize;SSP3_BLZ;0.312;0.375;0.441;0.502;0.563;0.62;0.675;0.73;0.788;0.85;0.234483125;0.286965759;0.344868061;0.402860478;0.465855887;0.531730796;0.603299647;0.683643299;0.776939766;0.885348962
BOL;Bolivia;SSP3_BOL;9.93;11.784;13.998;16.211;18.434;20.569;22.608;24.59;26.595;28.64;7.9598465;9.66304538;11.6346975;13.585381;15.5273837;17.3809967;19.1420975;20.8466111;22.5643258;24.3118104
BRA;Brazil;SSP3_BRA;194.946;213.252;230.452;243.654;253.654;259.958;263.731;266.806;270.692;276.286;154.171632;172.897715;190.021234;203.36111;213.647837;220.511425;224.977363;228.649069;232.862544;238.432323
BRB;Barbados;SSP3_BRB;0.273;0.279;0.283;0.28;0.272;0.263;0.256;0.25;0.248;0.249;0.236943375;0.255268859;0.270014207;0.276250932;0.275668217;0.272388317;0.269835133;0.26730215;0.268271234;0.271933559
BRN;Brunei;SSP3_BRN;0.399;0.462;0.517;0.568;0.612;0.652;0.685;0.715;0.745;0.775;0.3192995;0.375818976;0.427920199;0.478742529;0.525577437;0.570694645;0.611114749;0.649957159;0.689624;0.729838292
BTN;Bhutan;SSP3_BTN;0.726;0.87;1.011;1.146;1.285;1.415;1.528;1.633;1.734;1.83;0.135147969;0.178006339;0.219566199;0.258449359;0.296813333;0.33185779;0.361867211;0.389151155;0.414875388;0.438973036
BWA;Botswana;SSP3_BWA;2.007;2.186;2.302;2.387;2.466;2.532;2.589;2.649;2.726;2.809;1.53331362;1.74939841;1.89562314;2.00171221;2.09258373;2.16551811;2.2259155;2.28557844;2.35766969;2.43342165
CAF;Central African Republic;SSP3_CAF;4.401;5.329;6.319;7.232;8.074;8.78;9.339;9.775;10.11;10.333;2.8572155;3.58317873;4.39548624;5.19815269;5.99018531;6.71625963;7.35762989;7.92340416;8.42265092;8.83891856
CAN;Canada;SSP3_CAN;34.017;36.669;37.812;37.963;37.456;36.445;34.945;32.941;30.511;27.846;26.091234;29.2670021;31.1632619;32.1104913;32.3568981;32.028504;31.1440115;29.6972415;27.7673193;25.5391628
CHE;Switzerland;SSP3_CHE;7.664;7.944;7.998;7.885;7.623;7.231;6.76;6.266;5.75;5.223;5.995676;6.33020144;6.47020124;6.45922124;6.31053204;6.03934803;5.68870756;5.30721768;4.89730076;4.46993081
CHL;Chile;SSP3_CHL;17.114;18.743;20.199;21.231;21.971;22.514;22.941;23.334;23.768;24.33;14.905082;16.7539116;18.427575;19.6800737;20.6197077;21.3330942;21.8995502;22.4025739;22.9201881;23.5418968
CHN;China;SSP3_CHN;1341.335;1385.689;1398.879;1368.545;1307.465;1231.334;1157.454;1094.03;1050.266;1027.984;1079.41709;1212.93025;1299.06061;1325.70468;1305.9073;1257.8497;1202.29501;1150.73884;1115.18227;1099.38066
CIV;Côte dIvoire;SSP3_CIV;19.738;24.164;29.338;34.467;39.491;44.056;48.133;51.841;55.182;58.171;13.388645;17.1105618;21.605155;26.3084591;31.1466994;35.8045171;40.2072852;44.4098499;48.3794421;52.098014
CMR;Cameroon;SSP3_CMR;19.599;24.176;28.849;33.319;37.387;40.85;43.763;46.217;48.275;50.031;16.45245;21.2704892;26.3431615;31.3454537;36.0323961;40.1562076;43.7287187;46.8139379;49.4599248;51.7552694
COD;Democratic Republic of the Congo;SSP3_COD;65.966;88.115;113.384;138.748;163.27;185.095;203.883;219.858;232.949;243.26;47.482832;65.1691713;86.3074341;108.892613;132.356028;155.280636;177.351313;198.693345;219.146596;238.67611
COG;Republic of Congo;SSP3_COG;4.043;5.141;6.287;7.43;8.538;9.58;10.523;11.363;12.075;12.665;3.3677365;4.44028463;5.56716542;6.69576659;7.79136109;8.82201435;9.75502976;10.5853803;11.2894585;11.8728342
COL;Colombia;SSP3_COL;46.295;53.123;60.051;66.346;72.164;77.408;82.097;86.361;90.438;94.553;41.554376;48.1151051;54.9895426;61.5583459;68.0031347;74.2655227;80.3749843;86.4422837;92.6674141;99.2127658
COM;Comoros;SSP3_COM;0.735;0.943;1.185;1.445;1.703;1.95;2.19;2.413;2.62;2.816;0.590535563;0.838686246;1.14068174;1.47892753;1.82758621;2.17074222;2.50800557;2.82466413;3.1196235;3.39754392
CPV;Cape Verde;SSP3_CPV;0.496;0.552;0.621;0.683;0.741;0.791;0.837;0.882;0.932;0.992;0.384718563;0.448143344;0.520017572;0.584414595;0.643855756;0.694953781;0.74135147;0.785878928;0.834121949;0.890742908
CRI;Costa Rica;SSP3_CRI;4.659;5.362;6.01;6.574;7.093;7.576;8;8.385;8.78;9.199;3.61158075;4.33681894;4.97693204;5.51906104;6.00351466;6.44414358;6.82539979;7.16719145;7.51348689;7.87769189
CUB;Cuba;SSP3_CUB;11.258;11.257;11.176;10.812;10.242;9.549;8.943;8.532;8.258;8.116;9.242997;9.31454078;9.32668046;9.10704901;8.71389952;8.21235984;7.78010416;7.51324652;7.36506636;7.33470627
CYP;Cyprus;SSP3_CYP;1.104;1.235;1.335;1.41;1.486;1.553;1.594;1.631;1.673;1.707;0.781232062;0.886857662;0.970127413;1.03460381;1.09910269;1.15623805;1.19329185;1.22657099;1.26298832;1.29281276
CZE;Czech Republic;SSP3_CZE;10.493;10.734;10.546;10.133;9.676;9.055;8.222;7.402;6.678;5.96;6.369478;6.63697571;6.62005539;6.44109647;6.21561415;5.86857044;5.3690811;4.86495266;4.41363388;3.9580815
DEU;Germany;SSP3_DEU;82.302;80.559;76.961;72.288;66.551;60.264;54.297;48.534;42.921;37.647;58.890924;58.7076322;56.9371673;54.1552022;50.3860412;46.0354531;41.7950483;37.6044627;33.4442808;29.4792012
DJI;Djibouti;SSP3_DJI;0.889;1.048;1.206;1.342;1.463;1.56;1.63;1.686;1.734;1.773;0.82526075;0.986056216;1.1527805;1.30629445;1.45341635;1.58463885;1.69504453;1.79548977;1.88985031;1.97436943
DNK;Denmark;SSP3_DNK;5.55;5.686;5.694;5.608;5.454;5.258;5.027;4.756;4.436;4.091;3.534115;3.70549718;3.76626699;3.74757378;3.67172962;3.55951354;3.41772615;3.24442768;3.03429358;2.804426
DOM;Dominican Republic;SSP3_DOM;9.927;11.333;12.868;14.308;15.699;16.969;18.13;19.215;20.248;21.286;8.600229;9.96222223;11.4303207;12.8065508;14.1302213;15.3366373;16.4363559;17.459943;18.4302864;19.4001595
DZA;Algeria;SSP3_DZA;35.468;41.26;46.828;51.57;56.114;59.781;62.663;65.84;69.44;73.064;29.31567;35.3810034;40.9775048;45.6552433;50.0198405;53.5077955;56.2275676;59.1674952;62.460485;65.7574662
ECU;Ecuador;SSP3_ECU;14.465;16.812;19.344;21.752;24.063;26.19;28.205;30.191;32.167;34.134;11.781136;14.0796398;16.4495816;18.6584345;20.7446884;22.6449646;24.429423;26.1763857;27.906848;29.6237229
EGY;Egypt;SSP3_EGY;81.121;96.216;111.658;126.579;141.264;154.858;166.938;178.014;188.373;197.768;77.74152;93.6799466;110.596082;127.722921;145.419643;162.891025;179.715012;196.465577;213.505157;230.60778
ERI;Eritrea;SSP3_ERI;5.254;6.85;8.526;10.29;12.003;13.6;15.101;16.434;17.585;18.563;4.7372595;6.73704227;9.14891265;12.0484048;15.3341498;18.9508502;22.9374017;27.1851008;31.6360133;36.2523744
ESP;Spain;SSP3_ESP;46.077;47.697;47.158;46.174;44.261;41.108;37.441;34.057;31.095;28.173;36.411052;37.9989902;37.8926613;37.4362443;36.2223763;33.9698191;31.2503648;28.7186732;26.4965329;24.2617964
EST;Estonia;SSP3_EST;1.341;1.308;1.242;1.167;1.092;1.006;0.913;0.824;0.742;0.661;0.867987188;0.856459785;0.820116017;0.775375149;0.728870064;0.673764067;0.613042566;0.554341889;0.499895615;0.445811217
ETH;Ethiopia;SSP3_ETH;82.95;104.814;130.99;157.43;184.87;211.664;235.322;256.88;276.005;292.715;75.719528;109.138408;152.219137;200.238059;253.097807;307.535026;358.643748;406.755661;450.588324;489.607431
FIN;Finland;SSP3_FIN;5.365;5.508;5.491;5.356;5.168;4.964;4.732;4.461;4.159;3.837;3.23334475;3.4050413;3.46628682;3.44013115;3.36762354;3.27403386;3.15299096;2.99813964;2.81570383;2.61392957
FJI;Fiji;SSP3_FJI;0.861;0.934;1.009;1.07;1.119;1.161;1.201;1.244;1.289;1.334;0.334540031;0.375968626;0.420098614;0.460062134;0.49609525;0.52992884;0.563582125;0.599315721;0.636688306;0.674696866
FRA;France;SSP3_FRA;62.787;65.447;66.506;66.527;65.334;63.195;60.569;57.523;53.935;49.989;39.469708;42.2190163;43.7731241;44.491391;44.2625088;43.2714471;41.8427095;40.0370631;37.7799655;35.2083177
FSM;Micronesia;SSP3_FSM;0.111;0.12;0.136;0.148;0.158;0.169;0.179;0.187;0.196;0.207;0.0120065029;0.0145132277;0.0180068263;0.0210748218;0.0238456322;0.0267132642;0.0293533086;0.0315719882;0.0338651335;0.0364266839
GAB;Gabon;SSP3_GAB;1.505;1.784;2.054;2.287;2.502;2.684;2.842;2.977;3.098;3.21;1.21781875;1.48937409;1.73959071;1.95198311;2.14516073;2.30761602;2.4477364;2.56689237;2.67317594;2.77111586
GBR;United Kingdom;SSP3_GBR;62.036;64.894;65.803;65.501;64.376;62.312;59.583;56.475;52.999;49.229;53.314048;57.3248861;59.7383826;61.0532081;61.502388;60.8747149;59.3615315;57.2145975;54.4440239;51.1444526
GEO;Georgia;SSP3_GEO;4.352;4.236;4.119;3.986;3.867;3.757;3.686;3.674;3.712;3.792;3.0153555;3.0370316;3.04393708;3.02591615;3.0066928;2.98428445;2.98443954;3.0263139;3.10525301;3.21675689
GHA;Ghana;SSP3_GHA;24.392;30.757;38.128;46.134;54.504;62.707;70.628;78.159;85.095;91.449;19.229636;25.3927594;32.6958226;40.8224965;49.5052706;58.2151049;66.7867809;75.0694078;82.8208414;90.0163246
GIN;Guinea;SSP3_GIN;9.982;12.259;14.875;17.38;19.652;21.586;23.264;24.703;25.913;26.963;6.3215985;8.11863971;10.293076;12.5549977;14.8065456;16.9471941;19.0133102;20.995914;22.8801164;24.7054086
GLP;Guadeloupe;SSP3_GLP;0.461;0.49;0.523;0.553;0.579;0.609;0.646;0.691;0.744;0.803;0.347101844;0.373956867;0.399569882;0.422692852;0.442690335;0.465706871;0.49406036;0.528523912;0.569101772;0.614262874
GMB;Gambia;SSP3_GMB;1.728;2.239;2.797;3.357;3.89;4.38;4.83;5.247;5.632;5.994;1.28447537;1.74875106;2.26898867;2.80476535;3.32651546;3.81563672;4.27100239;4.6964182;5.09148762;5.4633402
GNB;Guinea-Bissau;SSP3_GNB;1.515;1.848;2.19;2.51;2.794;3.025;3.202;3.336;3.428;3.488;0.9403085;1.21060353;1.51229496;1.82470744;2.13543755;2.42725728;2.69367894;2.93794149;3.1559703;3.35184008
GNQ;Equatorial Guinea;SSP3_GNQ;0.7;0.903;1.105;1.299;1.49;1.667;1.827;1.97;2.089;2.18;0.533802125;0.737567796;0.948341499;1.15545705;1.36032359;1.55118429;1.72403606;1.87823692;2.00694114;2.10621638
GRC;Greece;SSP3_GRC;11.359;11.284;10.899;10.422;9.778;8.949;8.046;7.196;6.421;5.68;7.8579305;8.15253613;8.08725966;7.86515207;7.46054027;6.87741319;6.21317416;5.57463116;4.98495498;4.41607636
GRD;Grenada;SSP3_GRD;0.104;0.111;0.12;0.129;0.137;0.145;0.151;0.157;0.165;0.173;0.0780795391;0.089252389;0.101441813;0.113126905;0.123433063;0.133278474;0.140870846;0.148100323;0.156939479;0.165573418
GTM;Guatemala;SSP3_GTM;14.389;18.278;22.916;27.768;32.856;37.949;42.983;47.888;52.615;57.116;11.729852;15.5867398;20.3229533;25.4822632;31.066123;36.8361841;42.6981318;48.5517465;54.3181653;59.9222877
GUF;French Guiana;SSP3_GUF;0.231;0.288;0.346;0.4;0.453;0.506;0.557;0.608;0.656;0.701;0.180106703;0.227583773;0.27776262;0.326990856;0.377940817;0.43164096;0.48640863;0.543704371;0.600314543;0.655382302
GUM;Guam;SSP3_GUM;0.18;0.203;0.226;0.246;0.263;0.28;0.296;0.31;0.324;0.339;0.139738672;0.163130466;0.18334008;0.20046678;0.214881188;0.229153477;0.242524202;0.254201588;0.265840944;0.278272684
GUY;Guyana;SSP3_GUY;0.754;0.804;0.88;0.928;0.963;0.995;1.017;1.038;1.065;1.099;0.493300625;0.581714622;0.691047621;0.778706368;0.852568632;0.919883736;0.973719186;1.02238669;1.07338849;1.12854503
HKG;Hong Kong;SSP3_HKG;7.053;7.541;7.857;8.006;8.077;8.172;8.226;8.262;8.309;8.29;7.014814;7.50017189;7.81446102;7.96265432;8.03326991;8.12775557;8.1814632;8.21726829;8.26401383;8.2451167
HND;Honduras;SSP3_HND;7.601;9.245;11.067;12.843;14.595;16.253;17.793;19.24;20.635;22.001;4.42542;5.57335708;6.8831429;8.21464228;9.57336422;10.9057058;12.1863609;13.4244349;14.6424613;15.852791
HRV;Croatia;SSP3_HRV;4.403;4.336;4.243;4.132;4.042;3.983;3.935;3.917;3.933;3.962;2.614627;2.68151232;2.71175587;2.71280449;2.71328825;2.72349616;2.73256221;2.75575585;2.79771434;2.84499295
HTI;Haiti;SSP3_HTI;9.993;11.366;12.849;14.183;15.35;16.281;16.975;17.513;17.977;18.394;8.2490715;10.117035;12.0675232;13.8495095;15.4271983;16.7205024;17.7224366;18.5169896;19.1950561;19.7916051
HUN;Hungary;SSP3_HUN;9.984;9.578;9.009;8.335;7.611;6.831;6.011;5.259;4.6;4.008;6.3935105;6.25241429;5.94782293;5.5403878;5.08010663;4.57117244;4.02877555;3.52822166;3.08800715;2.69161174
IDN;Indonesia;SSP3_IDN;239.871;264.214;285.082;299.273;306.913;308.46;305.783;301.292;296.382;291.627;200.412912;226.554382;251.069502;270.908172;285.774961;295.637078;301.852657;306.509439;310.886933;315.528558
IND;India;SSP3_IND;1224.614;1412.09;1603.709;1787.902;1970.55;2131.454;2268.342;2392.625;2504.988;2608.619;975.933376;1187.73689;1421.90613;1668.82824;1933.71344;2195.87025;2450.02037;2705.42344;2960.92875;3218.5048
IRL;Ireland;SSP3_IRL;4.47;4.925;5.154;5.285;5.312;5.194;4.966;4.702;4.406;4.051;2.47314275;2.82562398;3.03191067;3.16415844;3.22055973;3.17782959;3.05864891;2.91028444;2.73695469;2.52323566
IRN;Iran;SSP3_IRN;73.974;83.578;91.361;97.503;102.576;105.072;105.756;106.544;108.868;112.604;62.66468;71.9171454;79.6206029;85.864042;91.1125679;94.0014063;95.1831307;96.3758184;98.8977395;102.660998
IRQ;Iraq;SSP3_IRQ;31.672;42.354;55.608;70.305;86.198;102.891;120.148;137.947;155.979;174.243;28.060912;38.6540469;51.7091622;66.1748833;81.7886114;98.155315;115.03629;132.406788;149.967284;167.720989
ISL;Iceland;SSP3_ISL;0.32;0.359;0.382;0.396;0.403;0.4;0.389;0.372;0.35;0.324;0.234992188;0.273136786;0.293077184;0.304979377;0.311032541;0.309129083;0.300894076;0.287916998;0.271005207;0.250952348
ISR;Israel;SSP3_ISR;7.418;8.935;10.105;11.14;12.006;12.63;13.091;13.402;13.551;13.562;6.8505805;8.28136672;9.39828747;10.3953999;11.2392466;11.8595859;12.3285292;12.6568537;12.8320392;12.8755898
ITA;Italy;SSP3_ITA;60.551;60.556;58.536;55.866;52.213;47.578;42.83;38.651;34.848;31.112;45.976792;46.9249529;45.9376676;44.1978785;41.5235838;37.966441;34.2537344;30.9570434;27.9381724;24.9592064
JAM;Jamaica;SSP3_JAM;2.741;2.926;3.174;3.376;3.563;3.727;3.888;4.061;4.24;4.448;2.31870625;2.56449156;2.87292388;3.1467009;3.41094764;3.65609578;3.90004273;4.15766864;4.42313972;4.72079594
JOR;Jordan;SSP3_JOR;6.187;7.995;9.934;11.882;13.878;15.84;17.561;19.095;20.459;21.579;5.616469;7.43298029;9.47936337;11.6526241;13.9891933;16.3921018;18.6121938;20.6594138;22.5138152;24.0658576
JPN;Japan;SSP3_JPN;126.536;123.211;115.474;105.844;95.502;84.811;73.79;63.563;54.516;46.331;116.098256;115.633822;109.780354;101.38804;91.8931139;81.8261685;71.308525;61.4865309;52.7665109;44.8607155
KAZ;Kazakhstan;SSP3_KAZ;16.026;17.74;19.132;20.397;21.597;22.526;23.332;24.05;24.616;25.065;12.351894;14.3810597;16.113633;17.6914785;19.1673265;20.3580041;21.3947224;22.312588;23.0562667;23.6604075
KEN;Kenya;SSP3_KEN;40.513;52.534;66.205;80.85;95.946;110.276;124.052;137.407;149.744;160.98;21.24192;30.3191648;41.7367915;55.2619269;70.5995548;86.7773794;103.743906;121.425308;139.092093;156.420559
KGZ;Kyrgyzstan;SSP3_KGZ;5.334;5.996;6.657;7.242;7.74;8.133;8.466;8.751;9.012;9.258;4.228667;4.96770726;5.76219911;6.54674828;7.30455133;8.00912372;8.69488675;9.36771426;10.0482866;10.7438386
KHM;Cambodia;SSP3_KHM;14.138;15.941;17.843;19.352;20.785;22.003;22.92;23.864;24.931;26.117;7.269095;9.0027623;10.9811902;12.8797321;14.852813;16.7673864;18.5087774;20.303539;22.2300298;24.289242
KOR;South Korea;SSP3_KOR;48.184;48.908;48.007;45.42;41.158;36.029;30.92;26.201;21.986;18.453;44.009164;46.102227;46.5182661;45.0651343;41.6616085;37.0819188;32.2624202;27.6446066;23.4062714;19.7866495
KWT;Kuwait;SSP3_KWT;2.737;3.503;4.154;4.804;5.376;5.887;6.364;6.824;7.244;7.552;2.624285;3.40516878;4.04240046;4.67723194;5.23560498;5.73423548;6.19966386;6.64831742;7.05799879;7.35845839
LAO;Laos;SSP3_LAO;6.201;7.226;8.335;9.245;10.111;10.858;11.436;12.032;12.69;13.351;1.18346412;1.45713327;1.76892073;2.05727679;2.35093704;2.62928598;2.87533949;3.13224255;3.41155303;3.6977526
LBN;Lebanon;SSP3_LBN;4.228;4.59;4.95;5.198;5.373;5.499;5.57;5.653;5.783;5.949;3.76904775;4.17870519;4.57224946;4.85225873;5.05580605;5.20667586;5.30019563;5.40100914;5.54370937;5.71888814
LBR;Liberia;SSP3_LBR;3.994;5.691;7.477;9.341;11.27;13.144;14.874;16.389;17.561;18.376;2.22718575;3.28744631;4.46476417;5.75429909;7.14883343;8.56994347;9.95186362;11.2350147;12.3167715;13.1684872
LBY;Libya;SSP3_LBY;6.355;7.549;8.616;9.677;10.726;11.561;12.271;13.018;13.753;14.449;5.168037;6.29303779;7.38015623;8.52933765;9.72975962;10.7795581;11.7302231;12.7136969;13.6685899;14.5583988
LCA;Saint Lucia;SSP3_LCA;0.174;0.193;0.211;0.226;0.237;0.246;0.252;0.258;0.265;0.274;0.125515406;0.154703399;0.184691855;0.212826553;0.237111147;0.258761561;0.276298438;0.292772709;0.309424441;0.327629742
LKA;Sri Lanka;SSP3_LKA;20.86;22.634;24.257;25.697;26.89;27.935;29.015;30.224;31.639;33.258;10.727129;14.0173742;17.0881465;19.7285354;21.8338176;23.5114063;24.9823124;26.4001121;27.8861891;29.4792578
LSO;Lesotho;SSP3_LSO;2.171;2.376;2.558;2.695;2.811;2.901;2.964;3.04;3.124;3.218;1.30874812;1.55678633;1.81300883;2.05653376;2.29878826;2.53111176;2.74711911;2.98061419;3.22745265;3.49009745
LTU;Lithuania;SSP3_LTU;3.324;3.225;3.151;3.039;2.964;2.911;2.86;2.861;2.926;3.009;2.3075215;2.28749276;2.26282741;2.19839642;2.1535415;2.12064487;2.08684103;2.08961658;2.13836488;2.19983332
LUX;Luxembourg;SSP3_LUX;0.507;0.57;0.603;0.625;0.632;0.624;0.603;0.571;0.531;0.484;0.342867906;0.3983783;0.432916865;0.458540642;0.471769158;0.472217474;0.461265775;0.44048173;0.412318547;0.377736794
LVA;Latvia;SSP3_LVA;2.252;2.133;2.037;1.944;1.867;1.804;1.748;1.716;1.717;1.73;1.49071675;1.43836104;1.38746307;1.33147181;1.28271189;1.24161469;1.20426837;1.18289322;1.18396857;1.19315264
MAC;Macao;SSP3_MAC;0.544;0.608;0.649;0.676;0.691;0.703;0.712;0.721;0.731;0.738;0.542754375;0.606607831;0.647513951;0.674452128;0.689417781;0.701390304;0.710369697;0.719349089;0.729326191;0.736310163
MAR;Morocco;SSP3_MAR;31.951;35.644;39.546;42.51;45.108;47.469;49.336;51.261;53.834;56.81;23.708666;27.7242314;31.9271943;35.3611656;38.4418291;41.263755;43.5944978;45.9172493;48.7769235;51.9728022
MDA;Moldova;SSP3_MDA;3.573;3.289;3.089;2.877;2.692;2.525;2.383;2.288;2.246;2.245;2.15514825;2.07215803;2.02199072;1.94753307;1.87701361;1.8071545;1.74544623;1.71060694;1.71016716;1.7374978
MDG;Madagascar;SSP3_MDG;20.714;27.383;35.415;43.814;52.62;61.427;69.938;78.073;85.525;92.267;12.128416;17.0040764;23.2864857;30.45511;38.6019891;47.4765352;56.8502812;66.6276966;76.4905609;86.32311
MDV;Maldives;SSP3_MDV;0.316;0.366;0.416;0.457;0.496;0.527;0.547;0.562;0.576;0.599;0.17088825;0.218048978;0.265120222;0.305355714;0.34272452;0.372985131;0.393896641;0.409813569;0.423890473;0.443781011
MEX;Mexico;SSP3_MEX;113.423;128.799;145.518;160.857;175.157;188.087;200.418;212.751;224.984;237.649;89.98204;104.173286;120.401278;136.563934;152.894747;168.907367;184.939164;201.155752;217.102335;233.03727
MKD;Macedonia;SSP3_MKD;2.06;2.128;2.181;2.215;2.253;2.292;2.312;2.331;2.354;2.369;1.52478187;1.64915254;1.75192815;1.83045929;1.9046827;1.97366389;2.02112316;2.06321494;2.10519366;2.13699672
MLI;Mali;SSP3_MLI;15.37;20.93;27.643;34.847;41.967;48.506;54.341;59.433;63.637;66.955;8.914863;12.6753606;17.4477445;22.8820061;28.6190214;34.2944034;39.7673523;44.9483009;49.6604739;53.8353352
MLT;Malta;SSP3_MLT;0.417;0.432;0.439;0.437;0.436;0.438;0.439;0.44;0.447;0.459;0.399536031;0.42423935;0.435983181;0.436721375;0.43740766;0.440531215;0.442301199;0.443847552;0.451302353;0.463710516
MMR;Myanmar;SSP3_MMR;47.963;50.922;53.535;54.501;54.438;54.099;53.73;53.789;54.745;56.383;32.303358;35.9852355;39.6363485;42.214877;44.0468588;45.6578781;47.2307357;49.1732569;51.9736731;55.5083321
MNE;Montenegro;SSP3_MNE;0.631;0.654;0.674;0.687;0.699;0.713;0.723;0.732;0.741;0.748;0.452536156;0.489743662;0.519278871;0.539572202;0.556346369;0.572797518;0.584669941;0.594741205;0.60409428;0.611293573
