Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
BDI;Burundi;SSP1_BDI;8.382;10.724;12.683;14.293;15.572;16.372;16.665;16.493;15.935;15.088;7.0871805;14.0367827;24.4885118;38.391171;54.6231846;70.6140985;83.9251608;93.0814228;97.7181381;98.279292
BEL;Belgium;SSP1_BEL;10.712;11.324;11.931;12.516;13.05;13.49;13.773;13.834;13.665;13.251;8.65629;9.17583098;9.69143699;10.1889501;10.6445596;11.0229288;11.2719974;11.3379874;11.2136495;10.8863382
BEN;Benin;SSP1_BEN;8.85;11.251;13.527;15.565;17.185;18.337;19.043;19.269;19.028;18.376;6.570404;10.33629;14.5521629;18.802134;22.6098259;25.7098198;28.0121213;29.4044587;29.8746745;29.5019287
BFA;Burkina Faso;SSP1_BFA;16.469;20.862;25.182;29.234;32.528;34.907;36.523;37.4;37.592;37.144;12.054728;22.9710582;37.3095359;53.1145607;67.7856072;79.7811464;88.9068222;95.1156564;98.6020176;99.601856
BGD;Bangladesh;SSP1_BGD;148.692;163.543;173.814;178.519;177.675;172.005;163.036;151.627;138.534;124.672;137.456704;205.493196;277.903294;342.566356;390.367408;417.516083;425.934747;418.352339;398.170281;369.563387
BGR;Bulgaria;SSP1_BGR;7.494;7.059;6.708;6.42;6.133;5.81;5.422;4.973;4.486;3.948;4.304936;4.48916678;4.52123246;4.48922698;4.39754973;4.24208055;4.01305483;3.71990906;3.38407645;2.99882662
BHR;Bahrain;SSP1_BHR;1.262;1.861;2.28;2.66;2.958;3.137;3.196;3.135;2.986;2.756;1.2392465;1.8912735;2.36433631;2.79509075;3.13726707;3.35005844;3.43116331;3.37977946;3.23003194;2.98957264
BHS;Bahamas;SSP1_BHS;0.343;0.383;0.413;0.434;0.444;0.443;0.43;0.409;0.378;0.338;0.283096438;0.331942629;0.367606218;0.392784988;0.406423728;0.408851692;0.399322518;0.381667141;0.354111421;0.317647729
BIH;Bosnia and Herzegovina;SSP1_BIH;3.76;3.713;3.608;3.453;3.244;2.99;2.709;2.412;2.092;1.77;2.69836175;3.16724102;3.51009975;3.70908881;3.75401866;3.65996162;3.46014471;3.18236378;2.82963528;2.44041889
BLR;Belarus;SSP1_BLR;9.595;9.238;8.827;8.417;7.953;7.41;6.822;6.191;5.541;4.869;6.8645885;7.25191335;7.27836352;7.15095164;6.89279195;6.51394758;6.06082473;5.54541448;4.9955692;4.41303563
BLZ;Belize;SSP1_BLZ;0.312;0.356;0.38;0.391;0.39;0.38;0.364;0.346;0.324;0.295;0.234483125;0.311809436;0.37308127;0.418019494;0.444533538;0.454736526;0.452187109;0.442487331;0.423896816;0.392969566
BOL;Bolivia;SSP1_BOL;9.93;11.072;11.835;12.245;12.297;12.057;11.642;11.081;10.39;9.625;7.9598465;9.71684901;11.0999923;12.0695235;12.5884206;12.7103295;12.5599105;12.1773246;11.5895493;10.8675906
BRA;Brazil;SSP1_BRA;194.946;208.26;215.84;217.973;214.893;206.803;194.68;179.584;161.79;141.412;154.171632;168.850365;177.97278;181.926959;181.0002;175.422277;166.07298;153.901016;139.179699;122.037279
BRB;Barbados;SSP1_BRB;0.273;0.277;0.276;0.27;0.257;0.239;0.219;0.198;0.173;0.146;0.236943375;0.294046086;0.338616424;0.3676216;0.377539407;0.371486303;0.355269999;0.331988743;0.297688425;0.256471568
BRN;Brunei;SSP1_BRN;0.399;0.455;0.496;0.525;0.543;0.546;0.535;0.509;0.47;0.42;0.3192995;0.398828753;0.462831049;0.511044334;0.543712044;0.55706559;0.552644893;0.530094646;0.492108303;0.441302401
BTN;Bhutan;SSP1_BTN;0.726;0.856;0.967;1.058;1.122;1.154;1.148;1.104;1.033;0.944;0.135147969;0.217753128;0.305008066;0.385923742;0.451924086;0.498094593;0.520657845;0.5192304;0.499251638;0.465832526
BWA;Botswana;SSP1_BWA;2.007;2.22;2.376;2.492;2.574;2.605;2.566;2.468;2.322;2.143;1.53331362;1.90738833;2.23843098;2.52055368;2.74814784;2.89691067;2.94182069;2.89432868;2.76921739;2.58761109
CAF;Central African Republic;SSP1_CAF;4.401;5.137;5.804;6.323;6.646;6.796;6.788;6.626;6.341;5.963;2.8572155;4.09140513;5.4358988;6.71962686;7.78760198;8.58661066;9.09105451;9.28478906;9.20499243;8.89991618
CAN;Canada;SSP1_CAN;34.017;37.898;41.821;45.444;48.969;52.24;54.767;56.171;56;54.469;26.091234;30.2479164;34.4673325;38.4381942;42.3025668;45.9094265;48.8099607;50.6397423;50.9642385;49.9566422
CHE;Switzerland;SSP1_CHE;7.664;8.13;8.598;9.037;9.429;9.727;9.797;9.658;9.32;8.856;5.995676;6.9863849;7.7695336;8.42118517;8.96892319;9.38871308;9.55996496;9.50406823;9.23305462;8.82118792
CHL;Chile;SSP1_CHL;17.114;18.391;19.167;19.465;19.287;18.696;17.779;16.473;14.812;12.818;14.905082;16.4392674;17.48608;18.0430801;18.1007829;17.7153562;16.9718889;15.8154453;14.2836514;12.4027963
CHN;China;SSP1_CHN;1341.335;1371.171;1359.513;1308.94;1224.524;1117.295;999.265;880.436;761.794;643.987;1079.41709;1376.8928;1584.71756;1688.27271;1694.29325;1625.18378;1507.51565;1364.88404;1205.61047;1035.53757
CIV;Côte dIvoire;SSP1_CIV;19.738;22.513;24.652;26.16;26.936;27.104;26.886;26.261;25.249;23.912;13.388645;17.9436484;22.2205721;25.8800189;28.5900722;30.3439666;31.3472018;31.5852432;31.1038026;30.0069468
CMR;Cameroon;SSP1_CMR;19.599;23.15;26.175;28.626;30.274;31.168;31.38;30.896;29.797;28.192;16.45245;21.9747899;27.5244738;32.682747;36.8446741;39.8019235;41.5116135;41.9199319;41.1586749;39.4312363
COD;Democratic Republic of the Congo;SSP1_COD;65.966;83.883;101.704;117.504;130.041;139.094;144.87;147.288;146.595;143.116;47.482832;77.6818912;114.211565;152.435671;187.767166;217.481142;240.431636;255.724476;263.45295;264.138996
COG;Republic of Congo;SSP1_COG;4.043;4.973;5.822;6.559;7.108;7.465;7.627;7.585;7.36;6.977;3.3677365;4.6668853;5.92673385;7.07145835;7.99094673;8.66026399;9.06492056;9.18821515;9.05264399;8.6885919
COL;Colombia;SSP1_COL;46.295;51.481;55.123;57.37;58.09;57.473;55.786;53.185;49.582;44.903;41.554376;50.681238;56.9886921;61.1041432;63.1128863;63.3317548;62.124457;59.7131328;56.0307022;51.0115904
COM;Comoros;SSP1_COM;0.735;0.863;0.949;1.013;1.032;1.021;0.996;0.954;0.896;0.828;0.590535563;0.978820251;1.39371232;1.7912899;2.08037131;2.25738466;2.35171148;2.36184743;2.2963475;2.17703324
CPV;Cape Verde;SSP1_CPV;0.496;0.523;0.531;0.525;0.505;0.475;0.443;0.41;0.375;0.336;0.384718563;0.461381257;0.509207984;0.532864102;0.533704701;0.517221811;0.493508748;0.464992134;0.43143982;0.391126343
CRI;Costa Rica;SSP1_CRI;4.659;5.251;5.7;6.019;6.176;6.181;6.035;5.728;5.234;4.593;3.61158075;4.59755459;5.38721548;5.98640466;6.36663219;6.54137554;6.51548066;6.2810229;5.81106857;5.15118517
CUB;Cuba;SSP1_CUB;11.258;11.031;10.562;9.878;8.994;7.942;6.851;5.821;4.852;3.917;9.242997;9.93514022;9.98259373;9.61146267;8.9216262;7.9865283;6.95984734;5.96011479;4.99904169;4.05622648
CYP;Cyprus;SSP1_CYP;1.104;1.241;1.355;1.444;1.51;1.541;1.525;1.448;1.312;1.143;0.781232062;0.976011906;1.13831973;1.26733229;1.36629994;1.42551938;1.43421349;1.37913741;1.26201579;1.10810391
CZE;Czech Republic;SSP1_CZE;10.493;11.023;11.43;11.737;12.081;12.328;12.334;12.085;11.649;11.099;6.369478;7.35121172;8.01558774;8.4873195;8.91696464;9.232781;9.33816552;9.22665421;8.95310345;8.57665317
DEU;Germany;SSP1_DEU;82.302;82.377;82.578;82.544;82.255;81.351;79.586;76.778;72.572;67.405;58.890924;64.6347954;68.2722471;70.5395499;71.8977276;72.2765102;71.5820865;69.7200679;66.4062924;62.0636142
DJI;Djibouti;SSP1_DJI;0.889;1.033;1.149;1.235;1.289;1.309;1.298;1.259;1.197;1.121;0.82526075;1.05022102;1.2435824;1.39379336;1.49516988;1.54549817;1.54997616;1.5142748;1.44629198;1.35836795
DNK;Denmark;SSP1_DNK;5.55;5.836;6.17;6.488;6.793;7.105;7.386;7.602;7.724;7.708;3.534115;3.80325036;4.08111474;4.33563814;4.57316819;4.80987899;5.02154871;5.18589975;5.28333714;5.28391972
DOM;Dominican Republic;SSP1_DOM;9.927;10.885;11.5;11.787;11.754;11.46;10.992;10.393;9.685;8.811;8.600229;10.2854102;11.5392202;12.3485487;12.7146393;12.7034408;12.4197708;11.9233543;11.2493665;10.3386853
DZA;Algeria;SSP1_DZA;35.468;39.953;42.912;44.761;45.548;44.937;43.232;40.756;37.811;34.557;29.31567;36.4363534;41.8588945;45.8017467;48.2766174;48.9175986;48.0481621;46.0486082;43.2940735;40.0033198
ECU;Ecuador;SSP1_ECU;14.465;16.091;17.229;17.917;18.13;17.929;17.416;16.633;15.491;14.006;11.781136;14.472818;16.5663995;18.055148;18.905898;19.1851009;19.0122438;18.447045;17.4013691;15.8986887
EGY;Egypt;SSP1_EGY;81.121;93.382;102.468;109.119;112.941;114.052;112.883;109.293;103.767;96.865;77.74152;109.092402;138.843664;165.087824;185.513781;199.308309;206.801835;207.655346;202.849729;193.66491
ERI;Eritrea;SSP1_ERI;5.254;6.733;8.027;9.223;10.152;10.75;11.056;11.061;10.804;10.322;4.7372595;8.57879575;13.4915849;19.1785638;24.7603959;29.5156892;33.1569763;35.452059;36.4306133;36.2011151
ESP;Spain;SSP1_ESP;46.077;48.942;50.705;52.661;54.31;54.992;54.438;52.668;49.913;46.931;36.411052;42.076518;45.6625053;48.8117241;51.3294378;52.7028032;52.7176783;51.4149888;49.0363989;46.3444392
EST;Estonia;SSP1_EST;1.341;1.33;1.312;1.303;1.303;1.296;1.283;1.267;1.234;1.192;0.867987188;0.933267943;0.976451592;1.01327806;1.04773612;1.06952339;1.0807254;1.0849156;1.07080805;1.045699
ETH;Ethiopia;SSP1_ETH;82.95;100.815;117.123;129.938;139.507;145.64;148.346;147.701;143.806;137.215;75.719528;134.072298;215.784753;313.561863;416.977904;512.693444;589.898462;642.151098;667.006896;666.853357
FIN;Finland;SSP1_FIN;5.365;5.646;5.924;6.161;6.393;6.64;6.856;6.997;7.044;6.984;3.23334475;3.49035279;3.7396254;3.95717849;4.16587022;4.379449;4.56823881;4.70252926;4.76889102;4.75780143
FJI;Fiji;SSP1_FJI;0.861;0.897;0.894;0.866;0.818;0.759;0.699;0.641;0.586;0.532;0.334540031;0.406585487;0.454683295;0.480052908;0.483817962;0.471610733;0.451113785;0.426053401;0.398610977;0.368563097
FRA;France;SSP1_FRA;62.787;66.867;71.022;75.06;78.665;81.717;83.714;84.818;84.531;83.158;39.469708;43.13504;46.7454789;50.1980219;53.2940009;55.953997;57.8319038;59.0348838;59.2116115;58.5699511
FSM;Micronesia;SSP1_FSM;0.111;0.112;0.108;0.102;0.093;0.084;0.076;0.069;0.062;0.057;0.0120065029;0.0167957869;0.0209402852;0.0240308467;0.0253327417;0.0254891569;0.0250069672;0.0241491032;0.0227624189;0.0217317401
GAB;Gabon;SSP1_GAB;1.505;1.737;1.926;2.063;2.149;2.184;2.17;2.106;1.999;1.86;1.21781875;1.4501361;1.63118389;1.76079631;1.84250616;1.87773226;1.86896129;1.81588019;1.72488015;1.6056933
GBR;United Kingdom;SSP1_GBR;62.036;66.424;70.617;74.531;78.339;81.652;84.23;85.799;85.975;84.705;53.314048;61.3071134;68.7991624;75.4218041;81.2839572;86.066119;89.6406345;91.8372533;92.3383048;91.1552966
GEO;Georgia;SSP1_GEO;4.352;4.107;3.784;3.459;3.108;2.753;2.436;2.149;1.88;1.627;3.0153555;3.27788972;3.38443621;3.38536374;3.26323332;3.05153384;2.81458504;2.56264255;2.29616944;2.02343146
GHA;Ghana;SSP1_GHA;24.392;29.309;33.555;37.252;39.901;41.472;42.215;42.07;41.086;39.392;19.229636;27.1520454;35.0583769;42.5612659;48.7358212;53.2666455;56.3333588;57.8100654;57.7530027;56.3588924
GIN;Guinea;SSP1_GIN;9.982;11.461;12.583;13.299;13.564;13.479;13.275;12.974;12.553;12.015;6.3215985;9.20966916;12.1798123;14.8421355;16.860953;18.1778796;19.0456248;19.5155641;19.5832781;19.2823611
GLP;Guadeloupe;SSP1_GLP;0.461;0.48;0.491;0.494;0.487;0.471;0.449;0.421;0.39;0.352;0.347101844;0.366325094;0.375122012;0.377595423;0.372349211;0.360177235;0.343394894;0.322009503;0.298319477;0.269265917
GMB;Gambia;SSP1_GMB;1.728;2.122;2.443;2.7;2.865;2.943;2.966;2.937;2.861;2.743;1.28447537;1.77973447;2.27203055;2.73321567;3.09988231;3.34811636;3.49974311;3.55615633;3.5265277;3.42238425
GNB;Guinea-Bissau;SSP1_GNB;1.515;1.765;1.972;2.134;2.237;2.281;2.282;2.241;2.162;2.053;0.9403085;1.44266923;2.01238501;2.58931625;3.09741446;3.48840813;3.75953806;3.90329631;3.92612482;3.84697273
GNQ;Equatorial Guinea;SSP1_GNQ;0.7;0.879;1.049;1.196;1.311;1.397;1.449;1.458;1.428;1.367;0.533802125;0.83429098;1.16771342;1.49461199;1.78334193;2.02448243;2.20348387;2.30165959;2.32196583;2.27623664
GRC;Greece;SSP1_GRC;11.359;11.488;11.526;11.609;11.642;11.555;11.304;10.849;10.23;9.541;7.8579305;8.91510632;9.78213724;10.5550555;11.1564275;11.5236629;11.6185369;11.4073856;10.9423969;10.3377142
GRD;Grenada;SSP1_GRD;0.104;0.105;0.103;0.1;0.095;0.09;0.084;0.078;0.071;0.064;0.0780795391;0.0982895978;0.113223055;0.123510946;0.127798451;0.129037879;0.126419001;0.121893088;0.114308971;0.105537456
GTM;Guatemala;SSP1_GTM;14.389;16.881;18.726;19.979;20.612;20.773;20.614;20.132;19.311;18.157;11.729852;16.1222079;20.2868304;23.8881576;26.5991916;28.4237361;29.4962906;29.8040767;29.3382265;28.1323853
GUF;French Guiana;SSP1_GUF;0.231;0.28;0.317;0.344;0.36;0.366;0.364;0.354;0.333;0.304;0.180106703;0.23913864;0.288210215;0.326064999;0.350627445;0.362742887;0.36478636;0.357259129;0.337551844;0.309009157
GUM;Guam;SSP1_GUM;0.18;0.199;0.213;0.22;0.221;0.218;0.211;0.201;0.188;0.168;0.139738672;0.159916072;0.172793969;0.179279234;0.180565561;0.17841235;0.172880428;0.16482103;0.154253387;0.137905047
GUY;Guyana;SSP1_GUY;0.754;0.762;0.749;0.712;0.659;0.598;0.54;0.486;0.434;0.385;0.493300625;0.700691717;0.889484566;1.01668608;1.0719598;1.06641331;1.02803542;0.969773818;0.896159286;0.815260024
HKG;Hong Kong;SSP1_HKG;7.053;7.625;8.183;8.71;9.051;9.136;8.843;8.25;7.376;6.333;7.014814;7.58371711;8.13869601;8.66284275;9.00199653;9.08653633;8.79512267;8.20533326;7.33606523;6.29871219
HND;Honduras;SSP1_HND;7.601;8.697;9.457;9.92;10.094;10.032;9.805;9.431;8.919;8.24;4.42542;5.91386024;7.23216229;8.28843084;9.01735553;9.42976114;9.58277389;9.49890195;9.19614334;8.65325129
HRV;Croatia;SSP1_HRV;4.403;4.33;4.225;4.105;3.949;3.756;3.519;3.231;2.874;2.482;2.614627;2.91436391;3.14169724;3.30012485;3.37189789;3.35837782;3.25851938;3.07195611;2.78736069;2.44332422
HTI;Haiti;SSP1_HTI;9.993;10.945;11.561;11.89;11.94;11.714;11.304;10.716;9.976;9.155;8.2490715;11.579743;13.8566374;15.2901854;16.044218;16.2139302;15.9810773;15.3911172;14.5042412;13.4401438
HUN;Hungary;SSP1_HUN;9.984;9.784;9.631;9.458;9.272;9.053;8.738;8.349;7.907;7.408;6.3935105;6.67782514;6.96638801;7.20245542;7.38055783;7.47849697;7.43998597;7.2821329;7.02755888;6.67984989
IDN;Indonesia;SSP1_IDN;239.871;259.299;270.466;274.521;271.071;260.655;245.009;225.992;205.16;183.659;200.412912;264.249146;318.373794;358.788697;382.568653;389.586608;382.529408;364.952612;340.229973;311.09521
IND;India;SSP1_IND;1224.614;1361.281;1458.929;1523.66;1550.397;1536.252;1481.442;1390.771;1272.411;1138.436;975.933376;1428.59355;1911.4452;2373.51775;2756.02773;3016.2511;3133.31154;3109.91459;2966.41813;2738.60536
IRL;Ireland;SSP1_IRL;4.47;5.052;5.561;6.056;6.527;6.909;7.192;7.343;7.363;7.25;2.47314275;3.14902731;3.76309208;4.34423723;4.88633531;5.34122282;5.699344;5.93332806;6.04281413;6.02564901
IRN;Iran;SSP1_IRN;73.974;81.35;85.295;87.404;87.554;85.178;80.794;74.549;66.266;57.292;62.66468;77.2202172;85.9975552;91.3973103;93.7932769;92.8215507;89.1672258;83.0827873;74.425239;64.7509939
IRQ;Iraq;SSP1_IRQ;31.672;39.552;46.729;53.111;57.804;60.938;62.803;63.332;62.536;60.097;28.060912;38.6937782;48.9765649;58.4900098;66.0335108;71.5808161;75.3868383;77.3395436;77.4316819;75.2573976
ISL;Iceland;SSP1_ISL;0.32;0.37;0.417;0.461;0.504;0.543;0.573;0.593;0.599;0.593;0.234992188;0.281505879;0.319929805;0.355039123;0.388983625;0.419642731;0.443219294;0.458964462;0.463806054;0.459304761
ISR;Israel;SSP1_ISR;7.418;9.226;11.026;12.825;14.567;16.159;17.739;19.257;20.65;21.935;6.8505805;8.55107883;10.2548756;11.9677741;13.6366905;15.1733214;16.7058117;18.1863178;19.5543951;20.8248092
ITA;Italy;SSP1_ITA;60.551;62.006;62.696;63.349;63.516;62.881;60.939;58.097;54.61;50.828;45.976792;51.2428903;55.1446686;58.3837314;60.6633204;61.7421976;61.1546039;59.3260119;56.5531926;53.2412725
JAM;Jamaica;SSP1_JAM;2.741;2.792;2.757;2.656;2.498;2.3;2.104;1.924;1.75;1.56;2.31870625;2.75278063;3.05344843;3.21173508;3.2283899;3.12678385;2.97340311;2.80155197;2.60802399;2.36739577
JOR;Jordan;SSP1_JOR;6.187;7.862;9.44;10.833;11.946;12.737;13.112;13.041;12.589;11.76;5.616469;7.76685015;9.813882;11.6342409;13.1097621;14.185873;14.7551073;14.7833023;14.3462993;13.4526954
JPN;Japan;SSP1_JPN;126.536;125.483;122.372;118.294;113.714;108.56;101.598;93.649;85.155;76.936;116.098256;126.598299;131.948559;133.831393;133.334733;130.816134;125.065763;117.252843;108.088623;98.7577397
KAZ;Kazakhstan;SSP1_KAZ;16.026;17.398;18.167;18.642;18.735;18.412;17.799;16.883;15.731;14.463;12.351894;15.1856208;17.5280512;19.4608329;20.7813521;21.3828594;21.391268;20.8099508;19.7520386;18.4057075
KEN;Kenya;SSP1_KEN;40.513;49.716;57.974;65.165;70.348;73.562;75.24;75.374;74.148;71.663;21.24192;36.6340334;56.0812038;77.698043;98.1147335;115.276125;128.61303;137.564006;142.267617;142.930859
KGZ;Kyrgyzstan;SSP1_KGZ;5.334;5.746;5.912;5.933;5.779;5.503;5.178;4.809;4.409;4.015;4.228667;5.83344601;7.25302192;8.39078609;9.08864448;9.37219483;9.36761782;9.11264914;8.66102802;8.11369498
KHM;Cambodia;SSP1_KHM;14.138;15.329;15.931;16.032;15.739;15.095;14.237;13.196;12.059;10.95;7.269095;10.8505179;14.8979707;18.9421105;22.4742352;25.0102602;26.4321464;26.686914;25.9850311;24.7219975
KOR;South Korea;SSP1_KOR;48.184;49.59;50.283;49.904;48.351;45.917;42.917;39.309;35.664;31.937;44.009164;46.7451018;48.7236855;49.5141009;48.942622;47.2588878;44.780281;41.4748232;37.9678552;34.2451756
KWT;Kuwait;SSP1_KWT;2.737;3.541;4.243;4.886;5.359;5.627;5.674;5.506;5.189;4.729;2.624285;3.44210752;4.12900942;4.75706812;5.21904894;5.48098234;5.52748158;5.36424908;5.05576418;4.60780585
LAO;Laos;SSP1_LAO;6.201;6.931;7.422;7.647;7.653;7.469;7.13;6.667;6.122;5.565;1.18346412;1.89624165;2.57366772;3.08827913;3.41394517;3.56241075;3.56249266;3.4437712;3.24021047;2.99952725
LBN;Lebanon;SSP1_LBN;4.228;4.5;4.67;4.731;4.677;4.521;4.273;3.955;3.596;3.202;3.76904775;4.0967698;4.31361717;4.41632091;4.40089427;4.28066586;4.06602081;3.77870001;3.44720369;3.0781442
LBR;Liberia;SSP1_LBR;3.994;5.579;7.104;8.511;9.687;10.572;11.109;11.269;11.086;10.609;2.22718575;3.72907656;5.43944985;7.20969228;8.8466664;10.2139082;11.198086;11.7319517;11.8305223;11.5396153
LBY;Libya;SSP1_LBY;6.355;7.35;7.982;8.487;8.825;8.87;8.695;8.371;7.877;7.234;5.168037;6.50624636;7.44930704;8.19734099;8.72236959;8.90650383;8.82765011;8.56530682;8.10490946;7.47313944
LCA;Saint Lucia;SSP1_LCA;0.174;0.188;0.195;0.198;0.197;0.191;0.181;0.168;0.153;0.135;0.125515406;0.193674512;0.262224396;0.322064961;0.365998232;0.389258729;0.393608797;0.382537735;0.360060186;0.325381853
LKA;Sri Lanka;SSP1_LKA;20.86;22.087;22.467;22.413;21.782;20.71;19.46;18.087;16.6;14.886;10.727129;16.278471;22.9286334;30.3879713;37.4818079;43.1878325;47.1139113;48.9973053;48.837654;46.4800582
LSO;Lesotho;SSP1_LSO;2.171;2.342;2.467;2.528;2.542;2.505;2.419;2.294;2.139;1.965;1.30874812;2.0543096;2.85516108;3.55639591;4.09154576;4.42456865;4.55879551;4.52630589;4.36201544;4.1045142
LTU;Lithuania;SSP1_LTU;3.324;3.179;3.016;2.829;2.634;2.416;2.193;1.981;1.76;1.548;2.3075215;2.41817884;2.44759772;2.40681194;2.32166014;2.18827626;2.02918232;1.86459458;1.67970915;1.49432192
LUX;Luxembourg;SSP1_LUX;0.507;0.595;0.681;0.767;0.848;0.917;0.967;0.989;0.979;0.943;0.342867906;0.415851032;0.488916062;0.562721076;0.633006719;0.693947794;0.739708134;0.762935956;0.760188055;0.73596239
LVA;Latvia;SSP1_LVA;2.252;2.122;2.008;1.903;1.798;1.679;1.545;1.4;1.241;1.081;1.49071675;1.53482035;1.54818868;1.53814162;1.50603371;1.4455984;1.35928255;1.25311534;1.1263729;0.99238388
MAC;Macao;SSP1_MAC;0.544;0.612;0.669;0.721;0.754;0.762;0.743;0.695;0.623;0.536;0.542754375;0.610598672;0.667468156;0.719349089;0.752273527;0.760255209;0.741298714;0.693408622;0.621573485;0.534772693
MAR;Morocco;SSP1_MAR;31.951;34.094;34.947;34.834;33.899;32.217;30.152;27.874;25.478;23.042;23.708666;28.5368351;32.4326644;35.1873612;36.5989584;36.5706399;35.4947358;33.6661521;31.321849;28.6691301
MDA;Moldova;SSP1_MDA;3.573;3.187;2.821;2.469;2.123;1.798;1.516;1.264;1.045;0.873;2.15514825;2.34691188;2.39957988;2.32962463;2.15927624;1.93202281;1.6968387;1.45883447;1.23455267;1.04999391
MDG;Madagascar;SSP1_MDG;20.714;25.921;30.643;34.563;37.333;39.093;39.92;39.776;38.66;36.669;12.128416;19.9311134;29.3768003;39.385853;48.5565503;56.1789252;61.8177687;65.1319154;66.0038299;64.593836
MDV;Maldives;SSP1_MDV;0.316;0.358;0.389;0.409;0.422;0.425;0.415;0.388;0.343;0.291;0.17088825;0.263701078;0.344776334;0.406039559;0.450738245;0.477078377;0.482630113;0.463180009;0.417707429;0.359949696
MEX;Mexico;SSP1_MEX;113.423;124.23;131.005;134.126;133.522;129.884;124.605;118.263;110.054;99.745;89.98204;107.285621;119.283323;126.396202;128.764141;127.258925;123.449488;118.09333;110.516476;100.571868
MKD;Macedonia;SSP1_MKD;2.06;2.118;2.167;2.208;2.227;2.206;2.119;1.975;1.787;1.562;1.52478187;1.76515355;1.99098932;2.19293802;2.34979283;2.4371192;2.42245082;2.31513277;2.13311249;1.88895802
MLI;Mali;SSP1_MLI;15.37;19.618;23.741;27.473;30.353;32.344;33.619;34.178;34.052;33.287;8.914863;15.2899621;22.807963;30.5048713;37.2594004;42.6034744;46.5734539;49.1214222;50.2914928;50.1777083
MLT;Malta;SSP1_MLT;0.417;0.432;0.44;0.438;0.429;0.415;0.395;0.364;0.323;0.278;0.399536031;0.42423935;0.436976309;0.437720738;0.430385059;0.417398297;0.397970327;0.367182975;0.326108859;0.280852992
MMR;Myanmar;SSP1_MMR;47.963;49.47;49.283;47.612;44.733;41.14;37.332;33.5;29.773;26.365;32.303358;43.3256143;52.6202943;58.8540699;61.5891374;61.3526083;59.1141099;55.5259952;51.1238878;46.5437958
MNE;Montenegro;SSP1_MNE;0.631;0.648;0.659;0.665;0.663;0.65;0.622;0.579;0.518;0.448;0.452536156;0.526779559;0.581231704;0.620093826;0.643280506;0.649523615;0.635712369;0.602338386;0.546598683;0.478265067
