Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
BDI;Burundi;SSP5_BDI;8.382;10.903;13.213;15.185;16.822;17.91;18.386;18.282;17.69;16.738;1.10766388;2.23044378;3.98727632;6.37466343;9.22241685;12.0731269;14.4713357;16.1258107;16.954518;17.0399535
BEL;Belgium;SSP5_BEL;10.712;11.515;12.559;13.677;14.896;16.2;17.415;18.44;19.266;19.831;5.417799;5.83983501;6.38494973;6.96860455;7.60462743;8.28497417;8.92045286;9.45889066;9.89509542;10.1969167
BEN;Benin;SSP5_BEN;8.85;11.282;13.623;15.726;17.413;18.621;19.366;19.612;19.373;18.71;2.92669175;4.61683724;6.52805377;8.46176965;10.2048398;11.6294361;12.6892358;13.330941;13.5485191;13.3800619
BFA;Burkina Faso;SSP5_BFA;16.469;20.764;24.811;28.484;31.293;33.108;34.217;34.727;34.724;34.266;3.63988175;6.90344613;11.0995087;15.6263011;19.6905202;22.8481243;25.1501415;26.6672071;27.5010944;27.7441888
BGD;Bangladesh;SSP5_BGD;148.692;162.575;170.957;173.744;171.098;163.88;153.935;142.198;129.35;116.176;12.632638;18.773592;25.1202498;30.6406662;34.5477912;36.558319;36.9594126;36.0568076;34.167014;31.6493326
BGR;Bulgaria;SSP5_BGR;7.494;7.056;6.755;6.541;6.334;6.086;5.743;5.305;4.8;4.22;2.79387825;2.91220477;2.95481241;2.96839344;2.94751912;2.88386884;2.75864092;2.57537236;2.34997321;2.08030706
BHR;Bahrain;SSP5_BHR;1.262;1.956;2.524;3.052;3.472;3.747;3.873;3.839;3.675;3.393;0.936190938;1.50170126;1.97729054;2.4227329;2.78188882;3.02293138;3.14115124;3.12662402;3.0031781;2.78048456
BHS;Bahamas;SSP5_BHS;0.343;0.387;0.424;0.454;0.472;0.477;0.469;0.448;0.416;0.373;0.114400227;0.135540068;0.152507476;0.166040291;0.174594502;0.177898765;0.176003242;0.168939793;0.157483096;0.141654497
BIH;Bosnia and Herzegovina;SSP5_BIH;3.76;3.711;3.609;3.465;3.271;3.03;2.755;2.457;2.131;1.8;0.69331675;0.813352188;0.902134585;0.95632479;0.972585177;0.952970576;0.904145616;0.832931326;0.740600075;0.637668753
BLR;Belarus;SSP5_BLR;9.595;9.222;8.815;8.433;7.999;7.494;6.932;6.312;5.66;4.976;3.38156375;3.56617653;3.58051917;3.52932526;3.41509631;3.24521004;3.03376289;2.78511588;2.5137167;2.22167793
BLZ;Belize;SSP5_BLZ;0.312;0.353;0.365;0.363;0.348;0.325;0.3;0.276;0.252;0.228;0.0392043906;0.0516936354;0.0599150366;0.0648857781;0.0663196589;0.0650253529;0.0623104895;0.0590142563;0.0551237557;0.0507802532
BOL;Bolivia;SSP5_BOL;9.93;10.965;11.474;11.599;11.358;10.842;10.224;9.559;8.858;8.165;2.9506845;3.5671888;3.98921407;4.23808797;4.31014638;4.23686899;4.08881887;3.89406748;3.66272877;3.41748647
BRA;Brazil;SSP5_BRA;194.946;207.991;215.02;216.625;213.077;204.589;192.205;177.009;159.272;139.102;85.785272;93.831562;98.6526537;100.603062;99.8623132;96.5647123;91.2327121;84.4068043;76.2380736;66.7956051
BRB;Barbados;SSP5_BRB;0.273;0.277;0.277;0.271;0.259;0.242;0.223;0.201;0.176;0.15;0.103613258;0.128583772;0.148610489;0.161353097;0.166379452;0.164486792;0.158194012;0.147375396;0.132433932;0.115225444
BRN;Brunei;SSP5_BRN;0.399;0.457;0.503;0.537;0.56;0.568;0.561;0.537;0.498;0.445;0.155103016;0.194586751;0.227997874;0.253919213;0.27238247;0.281503649;0.281499251;0.271663896;0.253287747;0.22712713
BTN;Bhutan;SSP5_BTN;0.726;0.866;0.998;1.109;1.194;1.243;1.246;1.205;1.13;1.034;0;0;0;0;0;0;0;0;0;0
BWA;Botswana;SSP5_BWA;2.007;2.233;2.42;2.573;2.698;2.769;2.756;2.667;2.517;2.321;0.505067719;0.631965668;0.750984984;0.857247674;0.948838094;1.01430589;1.04077626;1.03025404;0.988773157;0.92314642
CAF;Central African Republic;SSP5_CAF;4.401;5.14;5.812;6.336;6.665;6.819;6.813;6.653;6.367;5.988;1.24740487;1.78727129;2.37647913;2.93969033;3.40963589;3.76143474;3.98359572;4.07007651;4.03519914;3.90182097
CAN;Canada;SSP5_CAN;34.017;38.876;45.107;51.576;58.817;66.597;73.927;80.335;85.101;88.101;19.258224;22.902472;27.4396658;32.199987;37.5033418;43.1991279;48.6311123;53.4571429;57.1654715;59.6411886
CHE;Switzerland;SSP5_CHE;7.664;8.264;9.05;9.903;10.828;11.771;12.512;13.033;13.337;13.468;3.46904375;4.10888411;4.73170552;5.33933702;5.95929023;6.57373408;7.06417663;7.4205887;7.64467918;7.76183122
CHL;Chile;SSP5_CHL;17.114;18.409;19.224;19.571;19.444;18.899;18.015;16.728;15.072;13.067;8.776738;9.68960508;10.3271584;10.6823807;10.7452632;10.5448105;10.1264187;9.45695907;8.5584514;7.44515937
CHN;China;SSP5_CHN;1341.335;1370.95;1359.188;1308.693;1224.522;1117.585;999.737;880.994;762.385;644.558;389.310528;496.520272;571.419287;608.789984;611.0753;586.302906;543.968535;492.581134;435.161701;373.815773
CIV;Côte dIvoire;SSP5_CIV;19.738;22.28;23.855;24.703;24.76;24.221;23.468;22.537;21.445;20.237;8.650734;11.4738429;13.8930894;15.7903908;16.9804471;17.5205351;17.6792972;17.5140023;17.0691418;16.4084807
CMR;Cameroon;SSP5_CMR;19.599;23.136;26.126;28.536;30.139;30.989;31.17;30.67;29.57;27.977;9.094621;12.1399259;15.1865555;18.009639;20.2762565;21.8754358;22.7933156;23.0030866;22.5784536;21.6306552
COD;Democratic Republic of the Congo;SSP5_COD;65.966;83.853;101.579;117.241;129.597;138.446;144.048;146.355;145.618;142.159;21.93448;35.8719653;52.6946725;70.2593618;86.4420442;99.9963968;110.436113;117.382465;120.889811;121.201899
COG;Republic of Congo;SSP5_COG;4.043;5.003;5.916;6.719;7.334;7.749;7.946;7.916;7.683;7.278;2.26473425;3.15731792;4.04995813;4.87141515;5.54460824;6.04541507;6.35093928;6.44852667;6.35488366;6.0949742
COL;Colombia;SSP5_COL;46.295;51.411;54.898;56.981;57.54;56.773;54.974;52.312;48.701;44.068;22.595962;27.5213898;30.8621685;33.0012162;33.9938688;34.0183753;33.2896165;31.9371448;29.9263654;27.2226825
COM;Comoros;SSP5_COM;0.735;0.856;0.927;0.971;0.97;0.939;0.899;0.85;0.792;0.73;0.0651482539;0.10710818;0.150190819;0.189422858;0.215719606;0.229035153;0.234175317;0.232155574;0.2239296;0.211745558
CPV;Cape Verde;SSP5_CPV;0.496;0.512;0.495;0.464;0.42;0.368;0.322;0.283;0.249;0.219;0.0464733477;0.0545618435;0.0573411896;0.056890003;0.0536191293;0.0484051819;0.0433319085;0.0387711784;0.0346058182;0.0307951782
CRI;Costa Rica;SSP5_CRI;4.659;5.291;5.822;6.231;6.474;6.55;6.447;6.156;5.653;4.976;1.87693925;2.40755116;2.85966117;3.22071551;3.46839104;3.60250445;3.61726014;3.50815574;3.26177616;2.90030703
CUB;Cuba;SSP5_CUB;11.258;10.937;10.294;9.463;8.463;7.32;6.176;5.134;4.194;3.329;3.29824825;3.51502046;3.47177783;3.28563889;2.99561509;2.62669569;2.2388426;1.87578655;1.54193093;1.23013549
CYP;Cyprus;SSP5_CYP;1.104;1.263;1.42;1.554;1.663;1.728;1.731;1.66;1.513;1.32;0.441694781;0.561602321;0.67445895;0.77111035;0.850753139;0.903766904;0.920414043;0.893900692;0.822833741;0.723519762
CZE;Czech Republic;SSP5_CZE;10.493;11.214;12.031;12.819;13.782;14.763;15.529;16.064;16.395;16.553;4.200169;4.93154043;5.56357301;6.11266391;6.70794247;7.29083805;7.7528974;8.08749842;8.30920171;8.43477759
DEU;Germany;SSP5_DEU;82.302;83.307;85.774;88.561;91.934;95.496;98.291;100.005;100.214;99.065;41.014024;45.5224801;49.387781;52.7076554;55.9645514;59.088569;61.5694738;63.2450781;63.8634758;63.525663
DJI;Djibouti;SSP5_DJI;0.889;1.033;1.146;1.228;1.279;1.295;1.282;1.242;1.181;1.105;0;0;0;0;0;0;0;0;0;0
DNK;Denmark;SSP5_DNK;5.55;5.93;6.489;7.092;7.785;8.598;9.437;10.265;11.067;11.756;2.75833275;3.01620117;3.34994282;3.69893664;4.09053539;4.54290324;5.00758477;5.46539033;5.90829197;6.2898467
DOM;Dominican Republic;SSP5_DOM;9.927;10.802;11.233;11.325;11.102;10.634;10.042;9.381;8.672;7.857;4.5202945;5.36480659;5.92421886;6.23602089;6.31213525;6.19569631;5.96367262;5.65670295;5.29424976;4.84566718
DZA;Algeria;SSP5_DZA;35.468;39.865;42.637;44.294;44.889;44.107;42.276;39.735;36.786;33.58;12.909974;16.0104236;18.3156013;19.9596401;20.9523623;21.1443392;20.6914481;19.770776;18.5489101;17.1185209
ECU;Ecuador;SSP5_ECU;14.465;16.019;16.996;17.511;17.553;17.191;16.558;15.708;14.557;13.124;5.3802225;6.5798885;7.46324756;8.05860323;8.35918481;8.40083058;8.25478762;7.95591582;7.46773526;6.8034073
EGY;Egypt;SSP5_EGY;81.121;93.152;101.71;107.767;110.961;111.457;109.809;105.946;100.356;93.583;39.46228;55.2398721;69.9569079;82.7617388;92.5175357;98.8687386;102.115796;102.179666;99.5835626;94.9751886
ERI;Eritrea;SSP5_ERI;5.254;6.768;8.137;9.412;10.421;11.088;11.441;11.467;11.209;10.709;0.03396375;0.0618253414;0.0980533606;0.140318279;0.182223268;0.218266027;0.24599673;0.263502867;0.270979999;0.269274652
ESP;Spain;SSP5_ESP;46.077;49.852;53.354;57.471;61.811;65.683;68.612;70.319;70.811;70.904;21.99396;25.8887374;29.0232563;32.1776263;35.2876452;38.0239635;40.1351044;41.4653952;42.0219137;42.2940002
EST;Estonia;SSP5_EST;1.341;1.342;1.352;1.381;1.434;1.492;1.552;1.617;1.669;1.715;0.337698563;0.366372713;0.391479903;0.417824402;0.448613717;0.479038044;0.508623377;0.538697866;0.563467281;0.585343041
ETH;Ethiopia;SSP5_ETH;82.95;100.591;116.305;128.414;137.152;142.433;144.47;143.399;139.364;132.899;4.526764;7.99747664;12.8102294;18.5259031;24.5075074;29.9755852;34.3446466;37.2717575;38.6441604;38.6127222
FIN;Finland;SSP5_FIN;5.365;5.73;6.203;6.683;7.249;7.928;8.625;9.304;9.945;10.498;1.18582625;1.29912853;1.43609735;1.57425449;1.73240001;1.91771508;2.10768712;2.29328685;2.46928879;2.62287563
FJI;Fiji;SSP5_FJI;0.861;0.881;0.844;0.782;0.701;0.613;0.533;0.466;0.411;0.365;0.0260883223;0.0311410603;0.033474337;0.0338046173;0.0323329075;0.0297030083;0.0268246577;0.0241540511;0.0218017581;0.0197192838
FRA;France;SSP5_FRA;62.787;67.818;74.247;81.193;88.709;96.744;104.339;111.615;118.041;123.651;30.769366;34.1049941;38.0960774;42.3302922;46.8510249;51.6413248;56.1915096;60.5616756;64.4582319;67.892702
FSM;Micronesia;SSP5_FSM;0.111;0.107;0.095;0.08;0.064;0.05;0.038;0.03;0.023;0.02;0.000420394745;0.000561832502;0.000644945757;0.000659932681;0.000610407649;0.000531235313;0.000437795987;0.000367632517;0.00029566186;0.000266987169
GAB;Gabon;SSP5_GAB;1.505;1.738;1.925;2.059;2.141;2.174;2.159;2.095;1.989;1.852;0.706509375;0.841771058;0.945829045;1.01953352;1.06493836;1.08436589;1.07876907;1.04796825;0.99567175;0.927525603
GBR;United Kingdom;SSP5_GBR;62.036;67.504;74.182;81.33;89.447;98.148;106.798;115.01;122.309;128.323;40.499712;47.3288146;54.9013093;62.5202947;70.5022327;78.5881605;86.3398952;93.5152716;99.7880198;104.902936
GEO;Georgia;SSP5_GEO;4.352;4.031;3.586;3.157;2.716;2.294;1.931;1.626;1.366;1.143;1.726872;1.84248542;1.83682219;1.7695017;1.63312155;1.45622009;1.27773559;1.11043664;0.955472978;0.814083219
GHA;Ghana;SSP5_GHA;24.392;29.263;33.365;36.855;39.251;40.542;41.045;40.739;39.682;38.003;11.603497;16.3583023;21.0350488;25.4085095;28.9289763;31.4212435;33.050417;33.779961;33.6582933;32.8087837
GIN;Guinea;SSP5_GIN;9.982;11.26;11.889;12;11.568;10.772;10.013;9.375;8.835;8.384;3.0092485;4.30716045;5.47813674;6.375141;6.84516245;6.91533204;6.83842447;6.71289162;6.56108342;6.4049958
GLP;Guadeloupe;SSP5_GLP;0.461;0.478;0.483;0.481;0.471;0.45;0.424;0.392;0.358;0.319;0.0674107031;0.07084762;0.0716654981;0.0714030536;0.0699381791;0.0668312837;0.062977481;0.0582297059;0.0531828939;0.0473915968
GMB;Gambia;SSP5_GMB;1.728;2.11;2.396;2.603;2.71;2.726;2.699;2.639;2.552;2.444;0.830155125;1.14373591;1.4401608;1.70301227;1.89506164;2.00433174;2.05826541;2.06514124;2.03302904;1.97077767
GNB;Guinea-Bissau;SSP5_GNB;1.515;1.758;1.949;2.093;2.176;2.199;2.186;2.137;2.056;1.951;0.450549;0.68851372;0.952988522;1.21683468;1.44365659;1.61138346;1.72560214;1.78347019;1.78897055;1.75169744
GNQ;Equatorial Guinea;SSP5_GNQ;0.7;0.892;1.087;1.262;1.404;1.513;1.58;1.595;1.563;1.494;0.11393618;0.180706961;0.258268644;0.336618509;0.407643377;0.467991417;0.512837685;0.537434587;0.542460288;0.530983283
GRC;Greece;SSP5_GRC;11.359;11.59;11.881;12.316;12.813;13.318;13.705;13.887;13.89;13.785;5.5503715;6.35300804;7.12232851;7.90950419;8.67285823;9.38152577;9.94975078;10.3138003;10.4942872;10.5499709
GRD;Grenada;SSP5_GRD;0.104;0.102;0.094;0.086;0.077;0.069;0.061;0.054;0.048;0.043;0.00682501025;0.00834611756;0.00903215881;0.00928474471;0.00905438125;0.00864748593;0.00802470306;0.00737639737;0.00675506092;0.00619813698
GTM;Guatemala;SSP5_GTM;14.389;16.739;18.215;19.014;19.148;18.813;18.269;17.562;16.684;15.637;3.20696925;4.37077167;5.39511391;6.21562294;6.75575648;7.03788653;7.14697348;7.10828752;6.92997291;6.62396704
GUF;French Guiana;SSP5_GUF;0.231;0.282;0.323;0.351;0.367;0.373;0.369;0.357;0.335;0.304;0.0519915781;0.0695254735;0.0847726486;0.0960408467;0.103184056;0.106716058;0.106749708;0.104004328;0.0980266548;0.0892019755
GUM;Guam;SSP5_GUM;0.18;0.199;0.213;0.22;0.221;0.218;0.211;0.201;0.188;0.168;0.0163045879;0.0186588696;0.0201614515;0.0209181466;0.0210682342;0.0208169993;0.0201715394;0.0192311758;0.0179981524;0.0160906421
GUY;Guyana;SSP5_GUY;0.754;0.745;0.691;0.617;0.53;0.44;0.365;0.305;0.258;0.221;0.108727961;0.150993365;0.180869036;0.194187659;0.190019658;0.17294445;0.153156968;0.134141637;0.117420727;0.103147159
HKG;Hong Kong;SSP5_HKG;7.053;7.749;8.633;9.563;10.265;10.625;10.5;9.957;8.999;7.761;4.1345785;4.54258455;5.06079912;5.60597961;6.01750295;6.22854056;6.15526361;5.83694855;5.27535402;4.54961913
HND;Honduras;SSP5_HND;7.601;8.625;9.202;9.454;9.409;9.137;8.756;8.298;7.777;7.161;1.87989725;2.49138192;2.989349;3.35548933;3.57058174;3.6483493;3.6352059;3.55032989;3.40628738;3.19451841
HRV;Croatia;SSP5_HRV;4.403;4.342;4.273;4.199;4.091;3.939;3.727;3.444;3.077;2.66;1.37950963;1.54191593;1.67643031;1.78105806;1.84302724;1.85825343;1.82085527;1.72765167;1.57452259;1.38157973
HTI;Haiti;SSP5_HTI;9.993;10.792;11.053;10.993;10.644;10.047;9.371;8.65;7.907;7.191;3.17939375;4.40072609;5.10601245;5.44861815;5.51262362;5.3599252;5.10621489;4.78842617;4.43087562;4.0688727
HUN;Hungary;SSP5_HUN;9.984;9.891;9.979;10.089;10.251;10.456;10.582;10.634;10.639;10.575;4.5426905;4.79658966;5.12857919;5.4588751;5.79770033;6.13707092;6.40179259;6.5901388;6.71842277;6.77516492
IDN;Indonesia;SSP5_IDN;239.871;258.896;269.335;272.661;268.552;257.567;241.552;222.398;201.633;180.359;74.20312;97.6865022;117.385349;131.941881;140.330213;142.536026;139.633587;132.975232;123.804936;113.113749
IND;India;SSP5_IND;1224.614;1360.706;1457.427;1521.182;1547;1532.067;1476.771;1385.981;1267.837;1134.34;263.122944;385.002678;514.817206;638.887137;741.428927;811.000906;842.113499;835.581202;796.90568;735.703171
IRL;Ireland;SSP5_IRL;4.47;5.151;5.882;6.656;7.488;8.318;9.103;9.794;10.372;10.824;1.698315;2.20482282;2.733292;3.27876312;3.849502;4.41584154;4.95368966;5.43442993;5.84542381;6.17764103
IRN;Iran;SSP5_IRN;73.974;81.23;84.96;86.885;86.87;84.382;79.944;73.702;65.483;56.611;27.300726;33.5924195;37.3188631;39.5820499;40.5430959;40.0610719;38.4382307;35.7849059;32.0412477;27.8743438
IRQ;Iraq;SSP5_IRQ;31.672;39.441;46.315;52.295;56.508;59.116;60.533;60.758;59.821;57.432;12.789998;17.5869003;22.1254543;26.2498048;29.4228764;31.6506173;33.1189098;33.818206;33.7606623;32.7807615
ISL;Iceland;SSP5_ISL;0.32;0.378;0.445;0.513;0.588;0.667;0.741;0.81;0.867;0.913;0.0403778438;0.0494159609;0.0586635522;0.0678863331;0.0779772308;0.0885717871;0.0984854204;0.107720679;0.115350209;0.12150852
ISR;Israel;SSP5_ISR;7.418;9.51;11.946;14.547;17.354;20.223;23.328;26.736;30.434;34.529;4.2675425;5.49083581;6.92126374;8.4562912;10.1201963;11.829387;13.6856817;15.7290705;17.9528684;20.4210408
ITA;Italy;SSP5_ITA;60.551;62.892;65.373;68.197;71.012;73.575;75.008;75.468;75.145;74.346;31.561606;35.6792516;39.471401;43.1457262;46.5580959;49.5921964;51.6727826;52.9023199;53.4201948;53.4593214
JAM;Jamaica;SSP5_JAM;2.741;2.737;2.583;2.366;2.099;1.807;1.546;1.334;1.162;1.008;1.1979625;1.39421091;1.47800438;1.47816827;1.40153347;1.26918715;1.1287949;1.0035683;0.894699412;0.790322402
JOR;Jordan;SSP5_JOR;6.187;7.983;9.813;11.467;12.838;13.844;14.359;14.351;13.887;12.983;3.12086875;4.38217941;5.66869087;6.84307435;7.82855865;8.56766834;8.97862361;9.03971762;8.79365101;8.25256935
JPN;Japan;SSP5_JPN;126.536;126.426;125.369;123.783;122.31;120.939;117.974;114.046;109.608;105.342;85.024488;93.4109315;98.9990633;102.559198;105.029103;106.727461;106.355;104.572773;101.88973;99.0287797
KAZ;Kazakhstan;SSP5_KAZ;16.026;17.394;18.2;18.704;18.814;18.534;17.947;17.032;15.864;14.569;4.5325035;5.57105289;6.44356771;7.1648649;7.65783199;7.89838982;7.91475325;7.70356361;7.30925119;6.80343851
KEN;Kenya;SSP5_KEN;40.513;49.553;57.34;63.859;68.216;70.526;71.452;71.11;69.694;67.294;3.59234625;6.17508488;9.38050395;12.8766299;16.0898926;18.6904396;20.6554659;21.9481717;22.6144707;22.6982191
KGZ;Kyrgyzstan;SSP5_KGZ;5.334;5.66;5.65;5.492;5.165;4.742;4.316;3.903;3.511;3.166;1.73251088;2.35422775;2.83991601;3.18222815;3.3280453;3.30884046;3.19905006;3.03012752;2.82574298;2.62129875
KHM;Cambodia;SSP5_KHM;14.138;15.146;15.338;15.039;14.344;13.356;12.275;11.15;10.054;9.076;1.30175037;1.91991483;2.56862188;3.18204992;3.66796708;3.96286127;4.08115241;4.03811128;3.87970043;3.66953718
KOR;South Korea;SSP5_KOR;48.184;49.905;51.325;51.817;51.336;50.252;48.714;46.606;44.564;42.484;26.36791;28.1850397;29.7975459;30.8033815;31.134105;30.9881701;30.4539646;29.4623217;28.4251502;27.2937537
KWT;Kuwait;SSP5_KWT;2.737;3.656;4.58;5.445;6.117;6.545;6.69;6.549;6.194;5.641;2.16823325;2.93629506;3.68242001;4.38004723;4.92199417;5.26727679;5.38466999;5.2716033;4.98619594;4.54125573
LAO;Laos;SSP5_LAO;6.201;6.88;7.251;7.351;7.233;6.941;6.533;6.041;5.508;4.992;0.230676641;0.366889043;0.490092381;0.578655919;0.6289148;0.645285786;0.636246823;0.608220692;0.568227631;0.524458032
LBN;Lebanon;SSP5_LBN;4.228;4.494;4.654;4.712;4.664;4.516;4.275;3.961;3.605;3.213;2.208249;2.39705787;2.51864814;2.57708866;2.57127489;2.50522743;2.3833577;2.2172628;2.02473847;1.80965073
LBR;Liberia;SSP5_LBR;3.994;5.724;7.543;9.255;10.735;11.875;12.58;12.812;12.614;12.056;1.71948937;2.95384444;4.45901763;6.05279017;7.56894687;8.85750629;9.79022175;10.29781;10.3926171;10.1242574
LBY;Libya;SSP5_LBY;6.355;7.337;7.942;8.413;8.718;8.733;8.534;8.197;7.7;7.065;2.5932375;3.25895499;3.71921011;4.07742862;4.32367772;4.40011248;4.34755257;4.2085956;3.97552717;3.66229586
LCA;Saint Lucia;SSP5_LCA;0.174;0.187;0.193;0.196;0.194;0.187;0.177;0.165;0.15;0.133;0.00691977734;0.0106206553;0.0143083935;0.0175763804;0.0198705357;0.0210107562;0.0212204492;0.0207130488;0.0194612179;0.0176728375
LKA;Sri Lanka;SSP5_LKA;20.86;21.95;22.053;21.705;20.801;19.48;18.048;16.583;15.085;13.445;3.96258275;5.97594023;8.31372403;10.8706709;13.2221425;15.0060056;16.1409929;16.5944781;16.3940729;15.5075895
LSO;Lesotho;SSP5_LSO;2.171;2.331;2.432;2.472;2.465;2.411;2.314;2.186;2.033;1.865;0.280012906;0.437464942;0.602208682;0.74405232;0.848888728;0.911134297;0.933038523;0.922831948;0.887024815;0.833489285
LTU;Lithuania;SSP5_LTU;3.324;3.161;2.963;2.747;2.524;2.281;2.039;1.815;1.592;1.386;0.81120525;0.845293212;0.845328188;0.821585687;0.78209088;0.726299091;0.663261303;0.600567143;0.534133085;0.470350312
LUX;Luxembourg;SSP5_LUX;0.507;0.617;0.751;0.893;1.041;1.191;1.323;1.425;1.49;1.519;0.211234547;0.265670966;0.332173699;0.403633671;0.478741757;0.555273999;0.623493423;0.677243379;0.712791857;0.730364767
LVA;Latvia;SSP5_LVA;2.252;2.119;2.008;1.913;1.819;1.711;1.586;1.445;1.287;1.123;0.548785312;0.564222596;0.569942754;0.56921961;0.560899501;0.542318376;0.513678973;0.476143878;0.430027578;0.379525632
MAC;Macao;SSP5_MAC;0.544;0.622;0.704;0.787;0.848;0.878;0.873;0.83;0.754;0.654;0.348087875;0.397997534;0.450466662;0.503575657;0.54260757;0.561803592;0.558604255;0.531089956;0.482460033;0.418473291
MAR;Morocco;SSP5_MAR;31.951;33.689;33.67;32.674;30.9;28.475;25.891;23.358;20.956;18.727;12.747107;15.1607429;16.8004285;17.7455788;17.9367944;17.3786368;16.3870644;15.1682107;13.8514411;12.5275766
MDA;Moldova;SSP5_MDA;3.573;3.113;2.634;2.191;1.775;1.403;1.099;0.851;0.656;0.517;1.355428;1.44176056;1.40911747;1.30018916;1.13541825;0.948155427;0.773638999;0.617714515;0.487412288;0.391077096
MDG;Madagascar;SSP5_MDG;20.714;25.915;30.616;34.503;37.232;38.947;39.737;39.57;38.448;36.465;0.975687688;1.60301564;2.36117621;3.1629507;3.89563304;4.50251509;4.95022123;5.21249358;5.28065482;5.16743435
MDV;Maldives;SSP5_MDV;0.316;0.358;0.389;0.409;0.422;0.424;0.414;0.388;0.343;0.291;0;0;0;0;0;0;0;0;0;0
MEX;Mexico;SSP5_MEX;113.423;123.222;127.761;128.504;125.582;119.836;113.099;106.093;98.083;88.813;52.769756;62.4068898;68.2212092;71.0177567;71.0229574;68.8571673;65.7115692;62.1287276;57.7622615;52.5159434
MKD;Macedonia;SSP5_MKD;2.06;2.126;2.208;2.298;2.37;2.391;2.325;2.18;1.976;1.721;0.830367188;0.964899881;1.10476917;1.24291025;1.36182143;1.43851136;1.44746952;1.39164273;1.2845133;1.13340365
MLI;Mali;SSP5_MLI;15.37;19.542;23.455;26.905;29.429;31.021;31.951;32.275;32.041;31.297;3.35909225;5.73889058;8.49043981;11.2564997;13.6118452;15.3962282;16.6780537;17.4782439;17.8305698;17.776495
MLT;Malta;SSP5_MLT;0.417;0.435;0.449;0.453;0.45;0.441;0.424;0.394;0.352;0.303;0.306530719;0.32774382;0.342113025;0.347327577;0.346362177;0.34029786;0.327746079;0.304926681;0.272659598;0.234852366
MMR;Myanmar;SSP5_MMR;47.963;49.197;48.465;46.293;42.999;39.074;35.076;31.199;27.54;24.278;6.0330145;8.04689137;9.66431444;10.6871548;11.0565886;10.8828668;10.3730545;9.65781578;8.83185459;8.00448931
