Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
MNE;Montenegro;SSP5_MNE;0.631;0.65;0.667;0.681;0.689;0.685;0.659;0.614;0.548;0.469;0.166646219;0.194585039;0.216636632;0.233843366;0.246177447;0.252066041;0.248026378;0.23521907;0.212942113;0.184376544
MNG;Mongolia;SSP5_MNG;2.756;3.086;3.253;3.34;3.351;3.261;3.115;2.932;2.724;2.511;0.943955312;1.19104467;1.36203793;1.48114752;1.54960636;1.55615717;1.52295196;1.46105415;1.37829835;1.28641414
MOZ;Mozambique;SSP5_MOZ;23.391;27.839;31.875;35.092;37.254;38.582;39.152;38.888;37.802;35.96;4.1791175;6.50035412;8.94686124;11.1714901;12.9450674;14.2706379;15.1599687;15.5848826;15.5557555;15.107514
MRT;Mauritania;SSP5_MRT;3.46;4.181;4.758;5.205;5.468;5.583;5.601;5.506;5.312;5.045;0.908080062;1.35506866;1.8022272;2.21066864;2.52737674;2.74925179;2.89424392;2.95309531;2.93349962;2.85149739
MTQ;Martinique;SSP5_MTQ;0.406;0.417;0.42;0.42;0.412;0.397;0.377;0.351;0.32;0.283;0.0429257227;0.0457835413;0.0470305001;0.047602492;0.0470783216;0.0456320467;0.0435256837;0.0406643599;0.0371758874;0.0329523576
MUS;Mauritius;SSP5_MUS;1.299;1.358;1.399;1.416;1.406;1.369;1.307;1.226;1.127;1.007;0.454960437;0.586706292;0.706792186;0.803041587;0.868710462;0.90190346;0.903992287;0.88030849;0.833149607;0.761728188
MWI;Malawi;SSP5_MWI;14.901;19.426;24.171;28.912;33.053;36.33;38.782;40.358;41.117;41.093;1.51710775;2.74656262;4.54127356;6.88408971;9.52042823;12.1377726;14.5062974;16.4287253;17.8210438;18.6529425
MYS;Malaysia;SSP5_MYS;28.401;32.596;36.049;38.648;40.173;40.759;40.537;39.492;37.576;34.643;13.437531;17.0147656;19.8674393;22.0315325;23.4291776;24.1626614;24.3271023;23.9259957;22.9383749;21.2787329
MYT;Mayotte;SSP5_MYT;0.204;0.257;0.305;0.351;0.385;0.409;0.423;0.427;0.42;0.399;0.0313040664;0.046699849;0.0624748761;0.0783510049;0.0915233998;0.101922557;0.109283258;0.113467565;0.114132653;0.110400693
NAM;Namibia;SSP5_NAM;2.283;2.613;2.872;3.058;3.162;3.194;3.16;3.054;2.885;2.672;0.259953594;0.373632889;0.488536593;0.59254418;0.675371677;0.734005531;0.767643014;0.774151966;0.755852507;0.71839379
NCL;New Caledonia;SSP5_NCL;0.251;0.291;0.33;0.362;0.388;0.404;0.408;0.4;0.381;0.351;0.0130608398;0.0171589095;0.021418274;0.0252879695;0.0286790531;0.0311917559;0.0325836087;0.0327985717;0.0318935601;0.0298649921
NER;Niger;SSP5_NER;15.512;20.853;26.614;32.669;38.182;42.736;46.272;48.669;49.931;50.186;2.5190855;4.75475552;8.15267212;12.8178379;18.30752;24.0015111;29.3706169;33.9280759;37.3865318;39.681538
NGA;Nigeria;SSP5_NGA;158.423;197.63;239.977;284.396;326.018;361.099;388.953;408.585;420.088;424.04;56.166064;82.3481615;113.283993;147.697398;182.08009;213.157955;239.523776;259.908793;273.981561;281.944258
NIC;Nicaragua;SSP5_NIC;5.788;6.112;6.006;5.682;5.193;4.618;4.096;3.654;3.279;2.944;1.35751025;1.62189491;1.76068289;1.80245569;1.75192067;1.63367272;1.50249038;1.37770523;1.26219663;1.15100019
NLD;Netherlands;SSP5_NLD;16.613;17.538;18.813;20.116;21.516;23.097;24.71;26.181;27.423;28.381;10.61139;11.5618379;12.7492664;13.9590119;15.232369;16.626904;18.0343481;19.3232829;20.4240824;21.2916
NOR;Norway;SSP5_NOR;4.883;5.583;6.519;7.511;8.615;9.849;11.051;12.155;13.112;13.873;1.064815;1.30777675;1.61205968;1.92970137;2.27030378;2.63782536;2.98952297;3.30817118;3.58163172;3.79769463
NPL;Nepal;SSP5_NPL;29.959;34.834;38.738;41.575;43.277;43.776;43.16;41.528;38.988;35.73;3.4750965;5.77909711;8.71125953;11.9737527;15.1290398;17.7361699;19.5272019;20.3919182;20.3400647;19.4954837
NZL;New Zealand;SSP5_NZL;4.368;4.948;5.601;6.252;6.935;7.637;8.313;8.929;9.426;9.796;1.74819175;2.0298545;2.33914021;2.64640193;2.96648389;3.29431955;3.61058464;3.90031158;4.1372774;4.31741681
OMN;Oman;SSP5_OMN;2.782;3.287;3.736;4.085;4.31;4.401;4.379;4.258;4.052;3.766;0.184033969;0.238432877;0.285346829;0.322259026;0.347558852;0.360557533;0.363046684;0.356293214;0.341566275;0.319378129
PAK;Pakistan;SSP5_PAK;173.593;201.497;222.815;237.798;245.972;247.183;243.028;234.104;221.376;206.518;33.734216;49.514594;65.8630021;81.0275096;93.3713104;101.824114;106.510817;107.555264;105.446886;101.141305
PAN;Panama;SSP5_PAN;3.517;3.97;4.321;4.558;4.67;4.666;4.557;4.358;4.048;3.644;0.913991438;1.13190991;1.29397293;1.40632503;1.46987599;1.48957825;1.47024946;1.41758264;1.32533817;1.19939655
PER;Peru;SSP5_PER;29.077;30.553;30.396;29.366;27.57;25.22;22.835;20.597;18.537;16.51;8.9674;10.2628198;10.6833014;10.6105728;10.1474546;9.40577139;8.60060975;7.81706191;7.07819995;6.33545079
PHL;Philippines;SSP5_PHL;93.261;107.437;118.67;126.457;130.499;131.435;129.832;125.762;119.505;111.675;18.804866;25.4773684;31.9875276;37.6586804;41.9627625;44.8216635;46.3076359;46.4178238;45.2747349;43.15971
PNG;Papua New Guinea;SSP5_PNG;6.858;8.094;9.072;9.793;10.182;10.286;10.141;9.765;9.183;8.45;0.225461891;0.398592144;0.640784904;0.941798905;1.26044934;1.55233401;1.77877902;1.91475953;1.95327481;1.90645464
POL;Poland;SSP5_POL;38.277;38.872;39.302;39.202;39.254;39.363;39.166;38.773;38.12;37.546;12.683556;14.4137327;15.9518099;17.086248;18.0800105;18.9120752;19.4276057;19.6984592;19.7148298;19.676152
PRI;Puerto Rico;SSP5_PRI;3.749;3.547;3.201;2.816;2.41;2.009;1.649;1.323;1.052;0.825;1.63262412;1.56054338;1.40934683;1.24025984;1.06165645;0.885122524;0.726586901;0.582984714;0.463590776;0.363571953
PRK;North Korea;SSP5_PRK;24.346;25.164;25.325;24.81;23.75;22.213;20.42;18.522;16.475;14.322;10.796365;12.4096585;13.6918383;14.4822834;14.7440173;14.4633399;13.7805678;12.8311566;11.6289401;10.2435066
PRT;Portugal;SSP5_PRT;10.676;11.112;11.725;12.426;13.164;13.915;14.549;14.922;15.124;15.142;5.271589;6.13731528;7.10021024;8.09933412;9.0876072;10.0366237;10.8448136;11.3966825;11.7581323;11.9248576
PRY;Paraguay;SSP5_PRY;6.455;7.325;7.924;8.292;8.425;8.362;8.154;7.809;7.34;6.766;1.45420725;1.85082094;2.18949663;2.45448797;2.6283955;2.71479514;2.7281589;2.67263398;2.55527651;2.38578887
PSE;Palestina;SSP5_PSE;4.039;4.691;4.914;4.813;4.486;4.04;3.583;3.156;2.818;2.583;1.779667;2.26850625;2.4983261;2.5232597;2.40072002;2.19401914;1.96729758;1.74762634;1.5710437;1.44798187
PYF;French Polynesia;SSP5_PYF;0.271;0.297;0.315;0.325;0.327;0.323;0.313;0.299;0.281;0.258;0;0;0;0;0;0;0;0;0;0
QAT;Qatar;SSP5_QAT;1.759;2.671;3.273;3.795;4.126;4.276;4.254;4.055;3.736;3.298;0.852123375;1.30358331;1.6072674;1.87312052;2.04506653;2.1267855;2.12190745;2.02744232;1.87157295;1.65480487
REU;Reunion;SSP5_REU;0.846;0.931;0.993;1.036;1.058;1.059;1.044;1.012;0.96;0.89;0.27662875;0.315911035;0.339580862;0.355561324;0.363866206;0.364703679;0.359879225;0.349091309;0.331330774;0.307298152
ROU;Romania;SSP5_ROU;21.486;20.66;19.605;18.464;17.119;15.536;13.797;12.041;10.368;8.796;8.084809;8.78276481;9.20680299;9.38850572;9.26427978;8.82153441;8.12599725;7.28997776;6.40777774;5.52002808
RUS;Russia;SSP5_RUS;142.958;142.001;140.682;139.877;138.098;134.8;129.575;121.756;112.187;101.687;59.5307;64.915529;67.7378343;69.56894;70.2097034;69.6239388;67.7239056;64.2262281;59.6153184;54.3609496
RWA;Rwanda;SSP5_RWA;10.624;13.375;15.788;18.039;19.804;20.952;21.683;21.964;21.833;21.332;0.935273625;1.67094479;2.66446766;3.90012108;5.20993493;6.40748186;7.42397212;8.17520418;8.63993535;8.82814071
SAU;Saudi Arabia;SSP5_SAU;27.448;34.891;42.289;49.041;54.367;57.856;59.264;58.624;56.388;52.49;12.175156;16.0003179;19.9443902;23.6787425;26.7709888;28.9580429;30.0679463;30.0787672;29.2009214;27.3911061
SDN;Sudan;SSP5_SDN;43.552;53.043;61.189;67.545;71.535;73.309;73.215;71.275;67.644;62.797;8.3697625;12.8288382;17.5291612;21.8879445;25.3628007;27.7760123;29.1546598;29.4747591;28.7994703;27.3503434
SEN;Senegal;SSP5_SEN;12.434;14.936;16.696;17.912;18.356;18.237;17.917;17.416;16.779;16.066;5.2223125;7.68990802;10.0324835;12.0856857;13.5082532;14.3270925;14.7918335;14.9360749;14.8201393;14.5207686
SGP;Singapore;SSP5_SGP;5.086;5.81;6.268;6.685;6.973;7.065;6.912;6.494;5.856;5.046;4.407249;5.03462774;5.43150545;5.79285481;6.04241983;6.12214199;5.98956058;5.62734467;5.07448882;4.37258719
SLB;Solomon Islands;SSP5_SLB;0.538;0.647;0.733;0.8;0.839;0.854;0.85;0.825;0.783;0.727;0;0;0;0;0;0;0;0;0;0
SLE;Sierra Leone;SSP5_SLE;5.868;7.201;8.482;9.608;10.459;11.027;11.296;11.244;10.913;10.369;2.04317812;3.09563147;4.30367842;5.54164105;6.65610595;7.56777957;8.21634013;8.55538937;8.60063213;8.40087022
SLV;El Salvador;SSP5_SLV;6.193;6.118;5.59;4.939;4.216;3.484;2.874;2.401;2.032;1.733;1.49098237;1.65912317;1.63631718;1.52253059;1.34826943;1.14477791;0.964044818;0.818498478;0.701706598;0.60477952
SOM;Somalia;SSP5_SOM;9.331;10.666;11.334;11.527;11.044;10.118;9.259;8.555;8.017;7.666;3.71642025;5.25015728;6.59806107;7.64669844;8.10376499;8.02487851;7.7991325;7.55161679;7.34121432;7.22591857
SRB;Serbia;SSP5_SRB;9.856;9.726;9.744;9.797;9.792;9.633;9.181;8.463;7.563;6.503;2.80779275;3.14588621;3.49079018;3.80569819;4.05225423;4.18671492;4.14347908;3.93103861;3.59085532;3.13935821
STP;Sao Tome and Principe;SSP5_STP;0.165;0.177;0.174;0.163;0.146;0.125;0.108;0.094;0.084;0.077;0.0333954922;0.0401755565;0.0427336227;0.0423394325;0.0395164403;0.0349014749;0.0308901192;0.0274037854;0.0248679967;0.0230844383
SUR;Suriname;SSP5_SUR;0.525;0.561;0.579;0.584;0.575;0.555;0.528;0.495;0.458;0.417;0.155972344;0.18069388;0.198210952;0.20942762;0.21371207;0.212108116;0.20625682;0.196752833;0.184585722;0.169941881
SVK;Slovakia;SSP5_SVK;5.462;5.691;5.938;6.114;6.315;6.512;6.615;6.66;6.631;6.56;2.141936;2.56450821;2.98854081;3.35418947;3.70157493;4.01375384;4.23434651;4.38526408;4.45889217;4.48036846
SVN;Slovenia;SSP5_SVN;2.03;2.135;2.269;2.424;2.606;2.797;2.978;3.126;3.232;3.293;0.598394375;0.737175545;0.888610295;1.047707;1.21565815;1.38341645;1.54025248;1.67273362;1.77469915;1.84399868
SWE;Sweden;SSP5_SWE;9.38;10.461;11.875;13.362;15.165;17.192;19.184;21.1;22.745;24.08;2.953839;3.38606226;3.92814122;4.49784091;5.1779;5.9392963;6.69267436;7.42199327;8.05670532;8.58062893
SWZ;Swaziland;SSP5_SWZ;1.186;1.316;1.406;1.463;1.494;1.496;1.464;1.406;1.33;1.243;0.0428348711;0.0673289242;0.0950607336;0.122517076;0.146847679;0.165597331;0.177047191;0.181743958;0.180889717;0.175852132
SYR;Syria;SSP5_SYR;20.411;23.652;26.308;28.187;29.143;29.424;29.161;28.358;26.914;24.615;8.693053;11.5364883;14.2899147;16.6499219;18.3598336;19.4664919;20.0172976;20.0114568;19.3879152;18.0056335
TCD;Chad;SSP5_TCD;11.227;14.135;16.966;19.436;21.273;22.483;23.224;23.542;23.472;23.034;1.84743825;3.17416549;4.8607286;6.6935861;8.39571862;9.80872249;10.9094593;11.6838538;12.139724;12.2917418
TGO;Togo;SSP5_TGO;6.028;7.164;8.168;8.962;9.511;9.811;9.878;9.726;9.386;8.898;2.1915585;3.22523492;4.31721303;5.33226581;6.17232508;6.78643038;7.16221617;7.30303766;7.23445873;6.99445073
THA;Thailand;SSP5_THA;69.122;72.633;74.539;74.565;72.501;68.919;64.089;58.288;51.891;45.341;15.359191;20.7293439;25.805755;29.8697162;32.3988635;33.4355011;33.0885739;31.561772;29.1541063;26.2207519
TJK;Tajikistan;SSP5_TJK;6.879;7.202;6.901;6.29;5.442;4.514;3.734;3.133;2.699;2.423;0.919266;1.29439277;1.58336723;1.75213992;1.76090258;1.63616535;1.47362553;1.3174424;1.18988279;1.10655273
TKM;Turkmenistan;SSP5_TKM;5.042;5.477;5.668;5.69;5.557;5.29;4.951;4.565;4.157;3.763;0.467971688;0.595459727;0.698937703;0.774378237;0.816229735;0.823857401;0.806300155;0.769158222;0.718746242;0.663499852
TLS;East Timor;SSP5_TLS;1.124;1.304;1.385;1.374;1.266;1.086;0.91;0.767;0.678;0.653;0.203355594;0.320509867;0.433023811;0.515487416;0.543759243;0.515298659;0.464701645;0.41363048;0.380865915;0.378303628
TON;Tonga;SSP5_TON;0.104;0.103;0.093;0.08;0.066;0.052;0.04;0.032;0.026;0.022;0;0;0;0;0;0;0;0;0;0
TTO;Trinidad and Tobago;SSP5_TTO;1.341;1.347;1.3;1.226;1.126;1.009;0.889;0.77;0.658;0.557;0.369688625;0.550337554;0.748717993;0.94054748;1.08669488;1.16310263;1.17227932;1.122897;1.03441604;0.926206748
TUN;Tunisia;SSP5_TUN;10.481;11.362;11.853;12.029;11.956;11.592;10.969;10.179;9.31;8.364;4.8356015;5.71887352;6.36190737;6.77582998;6.98828202;6.9731279;6.74984689;6.37853236;5.92029554;5.38284713
TUR;Turkey;SSP5_TUR;72.752;79.781;84.269;86.877;87.232;85.511;82.268;77.694;72.173;65.862;33.820424;40.2031332;45.0356976;48.5088676;50.3588746;50.6592207;49.7428226;47.7498507;44.9468128;41.4618545
TZA;Tanzania;SSP5_TZA;44.841;56.086;66.557;75.791;82.494;86.731;89.13;89.869;89.114;86.841;6.0180395;10.1728504;15.3870203;21.1609317;26.584678;31.1324366;34.6890175;37.1728159;38.601258;38.9649019
UGA;Uganda;SSP5_UGA;33.425;43.639;54.412;65.367;74.893;82.616;88.497;92.368;94.393;94.578;3.51752725;6.70295263;11.7545976;18.9905626;27.8533972;37.4384076;46.7098385;54.6540148;60.7334444;64.6480348
UKR;Ukraine;SSP5_UKR;45.448;42.883;41.232;40.247;39.242;38.014;36.235;33.754;30.829;27.683;22.23174;22.7713845;23.2525641;23.7431787;23.9609726;23.8413035;23.2123225;21.993358;20.3661417;18.4957306
URY;Uruguay;SSP5_URY;3.369;3.363;3.262;3.106;2.9;2.659;2.414;2.168;1.907;1.639;2.05355725;2.07213259;2.02875669;1.9474163;1.83098752;1.68895613;1.54132324;1.39045556;1.22778824;1.05874133
USA;United States;SSP5_USA;310.384;342.944;384.823;428.702;475.715;527.773;581.139;632.46;677.321;713.172;162.861936;186.015018;214.656603;244.815924;277.044711;312.4068;348.665177;383.698876;414.689864;439.927606
UZB;Uzbekistan;SSP5_UZB;27.445;29.364;29.764;29.282;28.041;26.165;24.079;21.918;19.778;17.837;7.6349585;10.2978312;12.5406254;14.2197035;15.1749724;15.3714423;15.0537108;14.3651389;13.4372338;12.4566475
VCT;Saint Vincent and the Grenadines;SSP5_VCT;0.109;0.106;0.098;0.09;0.081;0.072;0.063;0.055;0.048;0.042;0.0133584521;0.0154926126;0.0162003034;0.0162361935;0.0155690636;0.0145079969;0.0131592031;0.011814362;0.0105423048;0.00939126196
VEN;Venezuela;SSP5_VEN;28.98;32.705;35.441;37.229;37.976;37.817;36.849;35.153;32.69;29.432;13.530823;15.6274404;17.1987199;18.2531544;18.746471;18.7519606;18.3259672;17.5164349;16.3100711;14.6967701
VIR;Virgin Islands U.S.;SSP5_VIR;0.109;0.114;0.116;0.115;0.111;0.107;0.102;0.095;0.087;0.076;0.0353416641;0.0378218287;0.0389851693;0.0389046635;0.0376712109;0.0363683132;0.0346931591;0.0323226022;0.0296051402;0.0258637721
VNM;Vietnam;SSP5_VNM;87.848;95.225;98.547;99.031;96.63;91.662;85.224;77.737;69.06;59.518;17.32097;24.8588767;32.1918418;38.4650138;42.7711055;44.7210808;44.6925111;43.0073982;39.7564189;35.2942983
VUT;Vanuatu;SSP5_VUT;0.24;0.287;0.327;0.359;0.38;0.391;0.392;0.383;0.366;0.342;0;0;0;0;0;0;0;0;0;0
WSM;Samoa;SSP5_WSM;0.183;0.177;0.158;0.135;0.11;0.086;0.067;0.053;0.043;0.037;0;0;0;0;0;0;0;0;0;0
YEM;Yemen;SSP5_YEM;24.053;30.943;36.758;41.858;45.74;48.06;49.194;49.253;48.359;46.723;3.157255;5.39855162;7.98149488;10.7000778;13.1825092;15.1246224;16.5184276;17.354834;17.6675495;17.543858
ZAF;South Africa;SSP5_ZAF;50.133;55.115;59.719;63.139;65.275;65.801;64.51;61.511;57.305;52.371;25.673972;31.4855584;37.2546924;42.2232804;46.0712553;48.399867;48.9558831;47.7862999;45.3021183;41.9405671
ZMB;Zambia;SSP5_ZMB;13.089;16.334;19.491;22.466;24.74;26.35;27.484;28.117;28.298;28.022;3.7012905;5.91756273;8.54287185;11.3625242;13.9205632;16.0519901;17.7692024;19.014254;19.8039063;20.1345518
ZWE;Zimbabwe;SSP5_ZWE;12.571;12.518;11.818;10.803;9.606;8.373;7.357;6.556;5.944;5.494;2.83545775;3.49221612;3.89292321;4.04375802;3.96493192;3.72452407;3.46665797;3.23043235;3.03306857;2.88183886
