Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
MNG;Mongolia;SSP3_MNG;2.756;3.202;3.583;3.918;4.263;4.533;4.774;5.036;5.274;5.489;0.943955312;1.13722279;1.30470989;1.45198811;1.59980537;1.71667459;1.82001662;1.92932745;2.02781686;2.11618125
MOZ;Mozambique;SSP3_MOZ;23.391;28.973;35.199;41.194;46.765;52.006;56.515;60.527;64.126;67.369;4.1791175;5.62100655;7.2888539;8.98277138;10.6258445;12.2119613;13.6264724;14.9086626;16.0708853;17.1232022
MRT;Mauritania;SSP3_MRT;3.46;4.327;5.277;6.206;7.084;7.921;8.694;9.429;10.131;10.815;0.908080062;1.14379258;1.40768268;1.67480219;1.9401501;2.21032706;2.48401812;2.7753055;3.09493657;3.45987715
MTQ;Martinique;SSP3_MTQ;0.406;0.424;0.444;0.46;0.474;0.49;0.514;0.542;0.574;0.611;0.0429257227;0.04655209;0.0497179572;0.0521360626;0.0541629234;0.0563216698;0.0593427093;0.0627922595;0.0666842479;0.0711444893
MUS;Mauritius;SSP3_MUS;1.299;1.375;1.45;1.501;1.536;1.57;1.61;1.657;1.72;1.8;0.454960437;0.48351242;0.512386395;0.533587369;0.550041343;0.567276898;0.588104971;0.613388136;0.647105551;0.690659854
MWI;Malawi;SSP3_MWI;14.901;20.359;27.732;37.019;48.037;59.906;72.105;84.345;96.278;107.779;1.51710775;2.28743034;3.40860863;4.93635736;6.89491881;9.18717859;11.7346131;14.4759079;17.3276969;20.2379783
MYS;Malaysia;SSP3_MYS;28.401;33.326;38.52;43.252;47.588;51.834;55.704;59.203;62.536;65.712;13.437531;16.1231876;18.9721702;21.6141493;24.0661069;26.4740207;28.6872467;30.7030665;32.6242687;34.4551893
MYT;Mayotte;SSP3_MYT;0.204;0.267;0.343;0.428;0.514;0.599;0.684;0.766;0.846;0.922;0.0313040664;0.0424892646;0.0565470407;0.0730167372;0.0906416685;0.109063609;0.128436675;0.148160225;0.168354834;0.188544858
NAM;Namibia;SSP3_NAM;2.283;2.658;3.02;3.324;3.586;3.819;4.01;4.174;4.323;4.471;0.259953594;0.317539727;0.376623045;0.4307797;0.481001469;0.528284988;0.570239898;0.608453966;0.644353909;0.679899328
NCL;New Caledonia;SSP3_NCL;0.251;0.289;0.323;0.354;0.384;0.415;0.444;0.472;0.499;0.525;0.0130608398;0.0157979787;0.0182490627;0.0204578369;0.0225444458;0.0246377706;0.0265705118;0.028408417;0.030158418;0.0318260072
NER;Niger;SSP3_NER;15.512;22.413;32.577;46.265;63.821;83.939;105.193;127.013;148.38;168.308;2.5190855;4.08206755;6.54084026;10.0839731;14.8967072;20.7382335;27.2374078;34.1796052;41.2125852;47.9729157
NGA;Nigeria;SSP3_NGA;158.423;205.735;268.276;345.292;433.684;525.149;614.306;699.857;780.003;853.597;56.166064;77.1517811;105.213293;140.387793;181.549598;225.143599;268.584336;310.990586;351.307561;388.816675
NIC;Nicaragua;SSP3_NIC;5.788;6.639;7.595;8.476;9.277;9.975;10.627;11.259;11.881;12.514;1.35751025;1.61186849;1.898359;2.17131531;2.42680591;2.65658153;2.87423028;3.08602794;3.2944342;3.50518522
NLD;Netherlands;SSP3_NLD;16.613;16.99;16.963;16.561;15.857;15.03;14.201;13.322;12.332;11.295;10.61139;11.2005717;11.4955513;11.4921056;11.2260492;10.8196894;10.3644588;9.8325035;9.18461816;8.47357815
NOR;Norway;SSP3_NOR;4.883;5.272;5.502;5.616;5.636;5.575;5.43;5.216;4.924;4.574;1.064815;1.17942201;1.26506731;1.32809091;1.36996461;1.39011855;1.38466474;1.35524595;1.29863173;1.22021623
NPL;Nepal;SSP3_NPL;29.959;36.817;44.648;52.562;60.91;68.807;76.005;82.754;89.139;95.442;3.4750965;4.83064565;6.51505618;8.39904038;10.5119506;12.6707695;14.7798451;16.843326;18.8469788;20.8318476
NZL;New Zealand;SSP3_NZL;4.368;4.75;4.957;5.036;5.015;4.9;4.721;4.484;4.182;3.847;1.74819175;1.9486275;2.07018711;2.13168268;2.14519347;2.11367891;2.05047156;1.95867366;1.8355712;1.69549841
OMN;Oman;SSP3_OMN;2.782;3.33;3.895;4.418;4.914;5.358;5.761;6.208;6.724;7.276;0.184033969;0.224239271;0.266455862;0.306507873;0.34522734;0.380690705;0.413514305;0.449726388;0.491199667;0.535603579
PAK;Pakistan;SSP3_PAK;173.593;212.332;256.606;300.368;347.138;391.963;432.943;473.703;513.592;551.068;33.734216;42.9291579;53.9434418;65.6115247;78.7408148;92.2590753;105.671438;119.800229;134.481603;149.276771
PAN;Panama;SSP3_PAN;3.517;4.069;4.641;5.17;5.659;6.102;6.503;6.878;7.228;7.571;0.913991438;1.08680702;1.26431995;1.42926865;1.58199273;1.72059044;1.84611018;1.96305801;2.07181667;2.17765641
PER;Peru;SSP3_PER;29.077;32.363;35.93;38.998;41.558;43.652;45.488;47.205;48.918;50.741;8.9674;10.0620355;11.2665674;12.3377378;13.2699417;14.0726432;14.8100759;15.5252422;16.2553418;17.0381135
PHL;Philippines;SSP3_PHL;93.261;112.048;133.169;153.437;173.52;192.829;210.579;226.945;241.955;255.277;18.804866;23.7336895;29.4050293;35.0969932;40.9005939;46.6350086;52.0652035;57.1915059;61.9887054;66.348043
PNG;Papua New Guinea;SSP3_PNG;6.858;8.355;9.985;11.5;12.859;14.063;15.072;15.906;16.597;17.169;0.225461891;0.346448998;0.48249043;0.611324642;0.723898209;0.818843048;0.894959812;0.955169078;1.00315474;1.04160284
POL;Poland;SSP3_POL;38.277;37.947;36.434;33.915;31.079;28.048;24.628;21.318;18.566;16.171;12.683556;12.9873784;12.8012906;12.1756188;11.3576807;10.4030918;9.24893276;8.09024006;7.10882448;6.23882019
PRI;Puerto Rico;SSP3_PRI;3.749;3.754;3.788;3.757;3.691;3.607;3.535;3.496;3.489;3.519;1.63262412;1.65161541;1.66779313;1.65470746;1.6259643;1.58916722;1.55760139;1.54052499;1.53751732;1.55079964
PRK;North Korea;SSP3_PRK;24.346;25.485;26.339;26.402;26.122;25.707;25.137;24.659;24.334;24.147;10.796365;11.6755172;12.4232877;12.7821871;12.9467358;13.0132934;12.9705927;12.9464091;12.9790009;13.0659838
PRT;Portugal;SSP3_PRT;10.676;10.702;10.434;10.05;9.495;8.779;7.991;7.232;6.533;5.857;5.271589;5.45914426;5.4659577;5.38169817;5.17818676;4.86162034;4.48276938;4.10169662;3.74006003;3.37997679
PRY;Paraguay;SSP3_PRY;6.455;7.655;8.942;10.149;11.309;12.376;13.338;14.246;15.117;15.944;1.45420725;1.80099502;2.1605914;2.4939837;2.80965523;3.09696121;3.35366962;3.59350849;3.82141179;4.03630932
PSE;Palestina;SSP3_PSE;4.039;5.093;6.311;7.511;8.726;9.96;11.211;12.532;13.922;15.364;1.779667;2.28590955;2.87504434;3.46345212;4.0641578;4.67766603;5.30210207;5.96185563;6.6563807;7.37732925
PYF;French Polynesia;SSP3_PYF;0.271;0.304;0.337;0.365;0.394;0.422;0.451;0.485;0.523;0.565;0;0;0;0;0;0;0;0;0;0
QAT;Qatar;SSP3_QAT;1.759;2.45;2.79;3.09;3.329;3.486;3.577;3.651;3.734;3.778;0.852123375;1.19572412;1.37008128;1.52514952;1.65003065;1.7338574;1.7842179;1.82544806;1.87057103;1.89564973
REU;Reunion;SSP3_REU;0.846;0.951;1.06;1.166;1.271;1.38;1.499;1.629;1.773;1.932;0.27662875;0.322697523;0.362493166;0.400178092;0.437120933;0.475251253;0.516723141;0.561926623;0.611926522;0.667078684
ROU;Romania;SSP3_ROU;21.486;20.956;20.381;19.655;18.875;17.963;17.087;16.588;16.459;16.519;8.084809;8.16200621;8.17172581;8.07638566;7.91963435;7.67294104;7.41186845;7.29186613;7.31922027;7.42021002
RUS;Russia;SSP3_RUS;142.958;141.783;138.271;135.257;134.315;134.629;136.352;140.019;144.524;149.032;59.5307;60.0993042;59.5408072;59.0650948;59.3944745;60.2076035;61.601301;63.8429086;66.4505732;69.0483369
RWA;Rwanda;SSP3_RWA;10.624;14.042;17.769;21.877;26.177;30.18;34.02;37.648;40.864;43.676;0.935273625;1.39451491;1.96252276;2.65148629;3.43909986;4.2510722;5.0878977;5.92756873;6.72355945;7.46215487
SAU;Saudi Arabia;SSP3_SAU;27.448;34.708;41.845;49.058;56.289;63.311;70.037;76.672;82.877;88.239;12.175156;15.9163977;19.7349903;23.6869507;27.7174055;31.6883756;35.5336926;39.3388243;42.9184358;46.0461767
SDN;Sudan;SSP3_SDN;43.552;55.035;67.895;80.512;92.649;103.886;113.816;122.673;130.426;136.96;8.3697625;10.7347862;13.4507535;16.2126749;18.9776921;21.6622404;24.1795258;26.5737472;28.8325994;30.924818
SEN;Senegal;SSP3_SEN;12.434;16.356;21.141;26.327;31.779;37.269;42.853;48.585;54.429;60.338;5.2223125;6.99843088;9.23252706;11.7577105;14.5453326;17.5220354;20.7444838;24.2776327;28.1466942;32.3744522
SGP;Singapore;SSP3_SGP;5.086;5.636;5.9;6.02;6.006;5.981;5.912;5.793;5.676;5.547;4.407249;4.88384887;5.11261681;5.21660224;5.2044706;5.18280697;5.12301535;5.01989647;4.91851068;4.80672635
SLB;Solomon Islands;SSP3_SLB;0.538;0.678;0.828;0.978;1.12;1.253;1.375;1.483;1.579;1.668;0;0;0;0;0;0;0;0;0;0
SLE;Sierra Leone;SSP3_SLE;5.868;7.37;8.947;10.491;11.932;13.222;14.296;15.153;15.828;16.354;2.04317812;2.66474206;3.35355406;4.06994901;4.7836078;5.46960301;6.09344774;6.6454802;7.13298729;7.56342651
SLV;El Salvador;SSP3_SLV;6.193;6.676;7.293;7.839;8.347;8.78;9.17;9.556;9.979;10.487;1.49098237;1.68322403;1.88777275;2.06112265;2.21587987;2.34483178;2.45829109;2.56795927;2.68577799;2.82529027
SOM;Somalia;SSP3_SOM;9.331;11.844;15.271;19.021;22.721;26.271;29.652;32.846;35.831;38.596;3.71642025;4.96572905;6.69813866;8.6810045;10.7384147;12.8043211;14.8498824;16.8487525;18.7736097;20.6057326
SRB;Serbia;SSP3_SRB;9.856;9.756;9.749;9.723;9.696;9.743;9.772;9.819;9.922;10.011;2.80779275;2.89204141;2.98226098;3.04995225;3.10366346;3.17039686;3.22283714;3.27436322;3.33906369;3.39470546
STP;Sao Tome and Principe;SSP3_STP;0.165;0.192;0.224;0.253;0.278;0.3;0.319;0.336;0.354;0.372;0.0333954922;0.0414706659;0.0494432799;0.0562879746;0.0620363009;0.0670227366;0.0712996755;0.0751113665;0.079140947;0.0831674829
SUR;Suriname;SSP3_SUR;0.525;0.581;0.644;0.7;0.751;0.803;0.851;0.899;0.948;0.994;0.155972344;0.175870916;0.196047044;0.213475278;0.229157106;0.245068876;0.259732649;0.274390369;0.289346017;0.303386014
SVK;Slovakia;SSP3_SVK;5.462;5.519;5.389;5.1;4.743;4.322;3.828;3.352;2.945;2.576;2.141936;2.27595428;2.30531253;2.24164634;2.12757012;1.9688781;1.76456586;1.55930477;1.37970181;1.21350038
SVN;Slovenia;SSP3_SVN;2.03;2.053;2;1.914;1.808;1.683;1.547;1.413;1.283;1.151;0.598394375;0.633033864;0.641319186;0.635065943;0.618089074;0.590638714;0.555594638;0.517927609;0.478863683;0.436559577
SWE;Sweden;SSP3_SWE;9.38;9.912;10.119;10.127;10.08;9.915;9.607;9.199;8.679;8.075;2.953839;3.20835953;3.34727251;3.4088935;3.44169021;3.42532124;3.3515702;3.23577801;3.07426447;2.87743267
SWZ;Swaziland;SSP3_SWZ;1.186;1.336;1.449;1.538;1.62;1.688;1.747;1.828;1.922;2.022;0.0428348711;0.0531966558;0.0631539756;0.0728625196;0.0828547348;0.0926051499;0.102183185;0.11334922;0.125680166;0.138759086
SYR;Syria;SSP3_SYR;20.411;24.699;29.793;34.668;39.377;44.123;48.504;52.715;56.94;61.129;8.693053;10.9418529;13.6221723;16.2617314;18.8599069;21.4984886;23.9703371;26.3603157;28.7549613;31.1273132
TCD;Chad;SSP3_TCD;11.227;14.782;19.092;23.683;28.271;32.554;36.369;39.745;42.609;44.904;1.84743825;2.66787462;3.74336695;5.00015382;6.37549972;7.78446777;9.16120133;10.4848612;11.7112076;12.8001857
TGO;Togo;SSP3_TGO;6.028;7.332;8.711;9.977;11.103;12.056;12.801;13.384;13.873;14.294;2.1915585;2.74854544;3.36843056;3.98113698;4.57336104;5.12754363;5.62266954;6.07185387;6.50071107;6.91774342
THA;Thailand;SSP3_THA;69.122;73.046;75.698;76.468;75.951;75.362;74.872;75.023;75.953;77.291;15.359191;16.9842996;18.3992836;19.4089253;20.1100292;20.7922753;21.5015909;22.399999;23.5512681;24.8601915
TJK;Tajikistan;SSP3_TJK;6.879;7.855;9.016;9.98;10.868;11.651;12.312;12.93;13.528;14.09;0.919266;1.10588824;1.34029937;1.57010445;1.81377172;2.0674358;2.32832226;2.61155328;2.92418033;3.26500688
TKM;Turkmenistan;SSP3_TKM;5.042;5.697;6.325;6.804;7.205;7.494;7.675;7.824;7.972;8.107;0.467971688;0.553108897;0.638604779;0.710835984;0.775560217;0.828096537;0.867912825;0.902996712;0.936878647;0.968187579
TLS;East Timor;SSP3_TLS;1.124;1.46;1.956;2.499;3.086;3.708;4.326;4.963;5.632;6.3;0.203355594;0.291346802;0.425773511;0.587395835;0.776137253;0.989729011;1.21663584;1.46136704;1.72669141;2.00140621
TON;Tonga;SSP3_TON;0.104;0.114;0.129;0.144;0.157;0.169;0.183;0.196;0.209;0.224;0;0;0;0;0;0;0;0;0;0
TTO;Trinidad and Tobago;SSP3_TTO;1.341;1.392;1.417;1.412;1.382;1.333;1.281;1.241;1.221;1.219;0.369688625;0.45788755;0.536289568;0.59571644;0.633274576;0.649881429;0.653922642;0.655396068;0.661109765;0.672207879
TUN;Tunisia;SSP3_TUN;10.481;11.595;12.556;13.2;13.707;14.031;14.146;14.338;14.75;15.225;4.8356015;5.45157363;5.96771741;6.31390011;6.58131843;6.75218227;6.81683604;6.91506152;7.11730458;7.34869828
TUR;Turkey;SSP3_TUR;72.752;82.619;92.424;101.004;109.227;116.87;124.042;131.741;140.066;148.784;33.820424;38.8346905;43.7895591;48.1310789;52.2682669;56.0980537;59.6755923;63.4859144;67.5818657;71.854837
TZA;Tanzania;SSP3_TZA;44.841;59.857;78.347;98.92;120.723;142.023;162.51;182.215;201.091;218.654;6.0180395;8.45533374;11.6761883;15.5916176;20.1741005;25.226884;30.7589838;36.8392913;43.5228317;50.7598775
UGA;Uganda;SSP3_UGA;33.425;47.006;65.143;87.397;113.302;140.529;167.912;195.065;220.756;244.807;3.51752725;6.04845843;9.69452238;14.391306;19.9816099;25.9412463;31.9410628;37.8427472;43.3772476;48.5023068
UKR;Ukraine;SSP3_UKR;45.448;43.02;40.97;39.368;38.501;38.129;38.145;38.649;39.387;40.082;22.23174;21.3640416;20.569464;19.9236185;19.6001088;19.4961427;19.5686131;19.8760908;20.2934362;20.6805962
URY;Uruguay;SSP3_URY;3.369;3.481;3.625;3.733;3.814;3.877;3.941;4.021;4.126;4.266;2.05355725;2.144839;2.25451962;2.34053607;2.40806427;2.4626111;2.51630278;2.5788846;2.65645216;2.7556989
USA;United States;SSP3_USA;310.384;328.774;337.347;338.918;334.232;326.108;315.313;300.574;282.232;261.774;162.861936;178.32912;188.174203;193.543589;194.648493;193.034423;189.177913;182.351304;172.796576;161.478029
UZB;Uzbekistan;SSP3_UZB;27.445;30.878;34.348;36.969;39.297;41.023;42.153;43.119;44.044;44.953;7.6349585;8.92650747;10.3179556;11.5382657;12.7407739;13.813573;14.7382341;15.6484972;16.5845381;17.5547331
VCT;Saint Vincent and the Grenadines;SSP3_VCT;0.109;0.114;0.121;0.127;0.132;0.136;0.14;0.144;0.149;0.156;0.0133584521;0.0146659771;0.016219759;0.0176292177;0.0188784926;0.0199546895;0.0209996719;0.0220153778;0.0231607164;0.0246014939
VEN;Venezuela;SSP3_VEN;28.98;33.85;38.7;43.081;47.097;50.629;53.639;56.296;58.825;61.304;13.530823;16.1745561;18.7802393;21.1223547;23.248961;25.1049267;26.6760714;28.0518083;29.3496461;30.6119459
VIR;Virgin Islands U.S.;SSP3_VIR;0.109;0.115;0.121;0.123;0.126;0.13;0.134;0.138;0.143;0.148;0.0353416641;0.0381535992;0.0406655645;0.0416110749;0.042761915;0.0441858011;0.0455772875;0.0469528326;0.0486613224;0.0503662931
VNM;Vietnam;SSP3_VNM;87.848;97.488;105.134;110.042;112.599;112.732;111.548;110.119;109.322;109.731;17.32097;20.3789487;23.2635112;25.7336653;27.7822752;29.2974506;30.4825996;31.5858397;32.8557733;34.4920995
VUT;Vanuatu;SSP3_VUT;0.24;0.299;0.365;0.429;0.491;0.549;0.6;0.644;0.683;0.716;0;0;0;0;0;0;0;0;0;0
WSM;Samoa;SSP3_WSM;0.183;0.197;0.222;0.244;0.263;0.282;0.303;0.323;0.344;0.368;0;0;0;0;0;0;0;0;0;0
YEM;Yemen;SSP3_YEM;24.053;32.796;43.795;55.925;69.474;83.317;96.812;110.199;123.168;135.274;3.157255;4.59414856;6.51342361;8.78787769;11.482671;14.4236703;17.4867297;20.6943516;23.9696182;27.1998925
ZAF;South Africa;SSP3_ZAF;50.133;54.009;57.007;59.423;61.625;63.633;65.532;67.359;69.283;71.179;25.673972;28.5249891;30.8540739;32.7984166;34.5580192;36.1493589;37.6268472;39.0180158;40.4274965;41.7890509
ZMB;Zambia;SSP3_ZMB;13.089;17.81;23.694;30.559;37.94;45.253;52.551;59.772;66.675;73.254;3.7012905;5.26241535;7.3037022;9.81195654;12.6692845;15.692322;18.8952539;22.2524342;25.6641357;29.1126366
ZWE;Zimbabwe;SSP3_ZWE;12.571;13.52;14.791;15.743;16.666;17.455;18.138;18.842;19.577;20.337;2.83545775;3.15170761;3.56049901;3.90996599;4.26685318;4.60285487;4.92220498;5.25779077;5.61260388;5.98541771
