Region;name;Key;population_to_use_2010;population_to_use_2020;population_to_use_2030;population_to_use_2040;population_to_use_2050;population_to_use_2060;population_to_use_2070;population_to_use_2080;population_to_use_2090;population_to_use_2100;urbanpop2010;urbanpop2020;urbanpop2030;urbanpop2040;urbanpop2050;urbanpop2060;urbanpop2070;urbanpop2080;urbanpop2090;urbanpop2100
BEL;Belgium;SSP4_BEL;10.712;11.176;11.473;11.654;11.671;11.514;11.193;10.733;10.127;9.368;5.417799;5.66791108;5.8328313;5.93786045;5.95821742;5.88846868;5.73336945;5.50554628;5.20126811;4.81693893
BEN;Benin;SSP4_BEN;8.85;11.678;14.821;17.977;21.015;23.8;26.218;28.263;29.858;31.062;2.92669175;4.77888897;7.10212764;9.67297679;12.3157818;14.8638945;17.17889;19.2113189;20.8812101;22.2133342
BFA;Burkina Faso;SSP4_BFA;16.469;22.162;29.254;37.314;45.887;54.358;62.426;70.056;77.105;83.493;3.63988175;7.36824182;13.0871398;20.4704325;28.8735148;37.5129377;45.8842895;53.796696;61.0664636;67.6018663
BGD;Bangladesh;SSP4_BGD;148.692;163.885;174.36;178.799;177.054;169.807;158.655;144.943;130.215;115.847;12.632638;18.9248662;25.6202832;31.532142;35.7504156;37.880513;38.0926729;36.7528507;34.3954985;31.5597046
BGR;Bulgaria;SSP4_BGR;7.494;7.035;6.639;6.286;5.946;5.59;5.171;4.714;4.255;3.798;2.79387825;2.90353749;2.904071;2.85267102;2.7669638;2.64883779;2.48388163;2.28846471;2.08315334;1.87227635
BHR;Bahrain;SSP4_BHR;1.262;1.87;2.306;2.698;3.023;3.242;3.335;3.315;3.208;3.021;0.936190938;1.43567554;1.80651029;2.14172129;2.42213419;2.61551736;2.70481265;2.69985898;2.62154975;2.47563922
BHS;Bahamas;SSP4_BHS;0.343;0.384;0.415;0.435;0.443;0.441;0.427;0.403;0.372;0.339;0.114400227;0.13448937;0.149270289;0.159091468;0.163867298;0.164472443;0.160241758;0.151970394;0.14082623;0.128742291
BIH;Bosnia and Herzegovina;SSP4_BIH;3.76;3.699;3.566;3.371;3.117;2.828;2.513;2.19;1.89;1.629;0.69331675;0.810722108;0.89138596;0.930381203;0.926795475;0.889439204;0.824725202;0.742417422;0.656843802;0.577090222
BLR;Belarus;SSP4_BLR;9.595;9.199;8.718;8.209;7.641;7.015;6.355;5.682;5.044;4.464;3.38156375;3.55728236;3.54111925;3.43557822;3.26225164;3.03778335;2.78124108;2.50713378;2.24013905;1.99308085
BLZ;Belize;SSP4_BLZ;0.312;0.372;0.426;0.473;0.516;0.556;0.594;0.637;0.685;0.741;0.0392043906;0.0544760123;0.0699282345;0.0845481351;0.0983360459;0.111243373;0.123374769;0.136203193;0.149840368;0.165035823
BOL;Bolivia;SSP4_BOL;9.93;11.669;13.603;15.454;17.24;18.864;20.402;21.934;23.525;25.181;2.9506845;3.79621761;4.7294125;5.64664295;6.54225424;7.37172999;8.15924126;8.93529409;9.72744348;10.5395869
BRA;Brazil;SSP4_BRA;194.946;209.12;217.314;219.05;214.595;204.524;190.044;172.505;153.654;135.051;85.785272;94.3408909;99.7051567;101.729259;100.573751;96.5340327;90.2069641;82.2590703;73.5489287;64.8503491
BRB;Barbados;SSP4_BRB;0.273;0.276;0.275;0.265;0.249;0.229;0.208;0.185;0.163;0.143;0.103613258;0.120527422;0.1334597;0.139327231;0.139226579;0.134348868;0.126775675;0.116279838;0.105063207;0.0941150236
BRN;Brunei;SSP4_BRN;0.399;0.455;0.496;0.525;0.542;0.545;0.533;0.508;0.474;0.436;0.155103016;0.186480649;0.211911321;0.23181946;0.245728555;0.252409337;0.251167874;0.242809031;0.229220069;0.212893631
BTN;Bhutan;SSP4_BTN;0.726;0.858;0.971;1.063;1.13;1.163;1.154;1.104;1.028;0.939;0;0;0;0;0;0;0;0;0;0
BWA;Botswana;SSP4_BWA;2.007;2.181;2.264;2.282;2.254;2.201;2.108;1.971;1.805;1.619;0.505067719;0.617249047;0.702574382;0.760295061;0.792691276;0.806243144;0.796065438;0.761391342;0.709072526;0.643935396
CAF;Central African Republic;SSP4_CAF;4.401;5.332;6.326;7.242;8.085;8.791;9.347;9.779;10.108;10.321;1.24740487;1.85403317;2.58664951;3.36004378;4.13606994;4.84921144;5.46523839;5.98245576;6.40612421;6.72523283
CAN;Canada;SSP4_CAN;34.017;37.495;40.487;42.81;44.608;45.892;46.416;45.975;44.476;41.89;19.258224;22.0889028;24.6292095;26.7271879;28.4432914;29.7685238;30.5336576;30.5930434;29.8761649;28.358014
CHE;Switzerland;SSP4_CHE;7.664;8.058;8.368;8.594;8.712;8.702;8.539;8.262;7.855;7.298;3.46904375;3.83593893;4.15107546;4.40991391;4.59719251;4.69977316;4.70188029;4.62382046;4.45655481;4.18859391
CHL;Chile;SSP4_CHL;17.114;18.45;19.268;19.52;19.244;18.526;17.475;16.172;14.683;13.127;8.776738;9.71118549;10.3507953;10.6545435;10.6347379;10.3366929;9.82287911;9.14263164;8.33756249;7.47934545
CHN;China;SSP4_CHN;1341.335;1368.806;1349.997;1285.917;1183.481;1055.855;920.286;787;662.069;555.116;389.310528;495.743775;567.555278;598.194832;590.59454;553.918364;500.738322;440.027233;377.902336;321.94328
CIV;Côte dIvoire;SSP4_CIV;19.738;23.955;28.585;33.039;37.295;41.016;44.362;47.528;50.482;53.227;8.650734;12.336441;16.6478289;21.1188408;25.5769699;29.6693888;33.4195067;36.9350623;40.181134;43.1572961
CMR;Cameroon;SSP4_CMR;19.599;24.193;28.885;33.339;37.374;40.782;43.623;45.992;47.944;49.56;9.094621;12.6945551;16.7903107;21.0409081;25.1436614;28.7884095;31.8996729;34.4948796;36.6080953;38.317735
COD;Democratic Republic of the Congo;SSP4_COD;65.966;88.056;113.113;138.015;161.845;182.783;200.541;215.365;227.148;235.976;21.93448;37.6699912;58.6779993;82.7086584;107.951671;132.020003;153.747144;172.731199;188.574756;201.188382
COG;Republic of Congo;SSP4_COG;4.043;5.178;6.404;7.62;8.796;9.902;10.886;11.74;12.434;12.964;2.26473425;3.26775779;4.38403176;5.52465894;6.64990102;7.7250871;8.70077083;9.56363102;10.2846054;10.8567251
COL;Colombia;SSP4_COL;46.295;51.852;55.96;58.486;59.318;58.628;56.698;53.712;49.97;45.843;22.595962;27.7574664;31.4591961;33.8728547;35.0442876;35.1298911;34.3335882;32.7918627;30.7061555;28.3191757
COM;Comoros;SSP4_COM;0.735;0.934;1.157;1.389;1.613;1.821;2.023;2.213;2.393;2.566;0.0651482539;0.116868037;0.187454992;0.270966374;0.358717241;0.444167213;0.526959585;0.604423865;0.67659537;0.744300139
CPV;Cape Verde;SSP4_CPV;0.496;0.527;0.54;0.538;0.521;0.492;0.461;0.427;0.393;0.362;0.0464733477;0.056160335;0.062554025;0.0659629776;0.0665132532;0.0647156236;0.0620372975;0.0584992692;0.0546188214;0.0509034452
CRI;Costa Rica;SSP4_CRI;4.659;5.301;5.804;6.158;6.35;6.387;6.251;5.947;5.525;5.048;1.87693925;2.41210144;2.8508199;3.18298285;3.40195908;3.51285434;3.50728914;3.38905169;3.18792027;2.94227289
CUB;Cuba;SSP4_CUB;11.258;11.038;10.536;9.764;8.76;7.585;6.425;5.426;4.567;3.824;3.29824825;3.54748065;3.5533953;3.3901488;3.10074302;2.72178782;2.32910682;1.98247328;1.67906499;1.4130484
CYP;Cyprus;SSP4_CYP;1.104;1.239;1.348;1.428;1.486;1.51;1.483;1.406;1.299;1.179;0.441694781;0.522853203;0.593086244;0.649513847;0.694334148;0.721338691;0.721620008;0.694871464;0.650563236;0.597233311
CZE;Czech Republic;SSP4_CZE;10.493;10.904;11.075;11.078;11.047;10.871;10.408;9.777;9.117;8.426;4.200169;4.59075084;4.85901977;5.0277217;5.15585684;5.19288399;5.06898625;4.83968648;4.5751602;4.27760809
DEU;Germany;SSP4_DEU;82.302;81.489;79.954;77.78;74.839;71.088;66.91;62.436;57.443;52.029;41.014024;42.6979118;43.6508728;43.9236197;43.4601831;42.2504416;40.5434366;38.4496959;35.8594123;32.8539301
DJI;Djibouti;SSP4_DJI;0.889;1.048;1.205;1.337;1.454;1.547;1.612;1.665;1.708;1.741;0;0;0;0;0;0;0;0;0;0
DNK;Denmark;SSP4_DNK;5.55;5.761;5.919;6.01;6.037;6.012;5.92;5.757;5.517;5.212;2.75833275;2.93024198;3.05568062;3.13460367;3.17206964;3.17654504;3.14134808;3.06519748;2.9453372;2.78859144
DOM;Dominican Republic;SSP4_DOM;9.927;10.965;11.665;12.008;12.005;11.7;11.186;10.511;9.723;8.871;4.5202945;5.44576044;6.15205315;6.61210939;6.82554347;6.81678078;6.64306332;6.33808813;5.9358845;5.47103393
DZA;Algeria;SSP4_DZA;35.468;40.143;43.357;45.286;46.018;45.166;43.046;40.283;37.353;34.402;12.909974;16.1220728;18.6248921;20.4066524;21.4793336;21.6520104;21.0683147;20.043442;18.8348132;17.5375627
ECU;Ecuador;SSP4_ECU;14.465;16.306;17.689;18.571;18.922;18.785;18.265;17.429;16.367;15.165;5.3802225;6.69777526;7.76755626;8.54641772;9.01113741;9.17978026;9.10579151;8.82758192;8.39626455;7.86145014
EGY;Egypt;SSP4_EGY;81.121;93.393;102.471;108.959;112.407;112.785;110.324;105.23;98.512;90.865;39.46228;55.382787;70.4803295;83.6771581;93.7231877;100.046751;102.594715;101.48912;97.7537558;92.2167542
ERI;Eritrea;SSP4_ERI;5.254;6.893;8.665;10.523;12.333;14.031;15.611;16.994;18.161;19.103;0.03396375;0.0629672102;0.104415924;0.156881561;0.215656805;0.276198649;0.335657281;0.390509088;0.439046102;0.48033931
ESP;Spain;SSP4_ESP;46.077;48.518;49.509;50.35;50.551;49.626;47.718;45.299;42.633;39.51;21.99396;24.1402956;25.5185541;26.7392204;27.5306057;27.6040747;27.0162853;26.0275207;24.7980867;23.2169379
EST;Estonia;SSP4_EST;1.341;1.317;1.274;1.23;1.187;1.136;1.076;1.011;0.944;0.877;0.337698563;0.347791927;0.350292356;0.350033756;0.347897369;0.341492463;0.330607575;0.316578834;0.300511567;0.283228877
ETH;Ethiopia;SSP4_ETH;82.95;104.76;130.814;156.939;183.966;210.183;233.209;254.239;272.849;288.981;4.526764;8.32893254;14.4083002;22.6411193;32.8726385;44.2338393;55.4404422;66.0808956;75.6581364;83.9610762
FIN;Finland;SSP4_FIN;5.365;5.571;5.686;5.709;5.678;5.616;5.509;5.338;5.1;4.794;1.18582625;1.26307942;1.31640327;1.34481802;1.35695507;1.35846214;1.34623169;1.31573143;1.26630195;1.19775822
FJI;Fiji;SSP4_FJI;0.861;0.897;0.895;0.866;0.818;0.759;0.699;0.642;0.587;0.536;0.0260883223;0.0317066187;0.0354970754;0.0374358038;0.0377294127;0.0367774605;0.0351790539;0.0332766112;0.0311377908;0.0289576332
FRA;France;SSP4_FRA;62.787;66.145;68.775;70.732;71.65;71.671;70.997;69.625;67.238;63.735;30.769366;33.2636591;35.2883985;36.8764084;37.8414359;38.2575187;38.2352582;37.7781361;36.7164171;34.9947947
FSM;Micronesia;SSP4_FSM;0.111;0.116;0.121;0.122;0.122;0.121;0.12;0.121;0.125;0.131;0.000420394745;0.000609089441;0.000821457227;0.00100639734;0.00116358958;0.00128558946;0.00138251364;0.00148278449;0.00160685793;0.00174876595
GAB;Gabon;SSP4_GAB;1.505;1.785;2.053;2.28;2.488;2.662;2.812;2.939;3.051;3.149;0.706509375;0.864534717;1.00872053;1.12896378;1.23753697;1.32777461;1.405048;1.47015689;1.52729739;1.57709402
GBR;United Kingdom;SSP4_GBR;62.036;65.682;68.252;69.988;71.04;71.159;70.336;68.802;66.425;63.353;40.499712;44.9093399;48.1609841;50.5179453;52.1560677;52.9364363;52.8759867;52.1660965;50.7215948;48.6645955
GEO;Georgia;SSP4_GEO;4.352;4.096;3.749;3.389;3.003;2.626;2.292;1.996;1.743;1.539;1.726872;1.87219556;1.9203141;1.89953794;1.80569367;1.66697208;1.51660796;1.36311903;1.21917233;1.0961278
GHA;Ghana;SSP4_GHA;24.392;30.746;38.096;45.96;54.061;61.853;69.237;76.149;82.375;87.867;11.603497;17.1873137;24.0177197;31.6856626;39.8443195;47.9378958;55.7512906;63.1412221;69.8705184;75.8574165
GIN;Guinea;SSP4_GIN;9.982;12.057;14.15;16.021;17.599;18.817;19.912;20.962;21.948;22.916;3.0092485;4.61202785;6.51994574;8.51134449;10.4139016;12.080004;13.5989921;15.0096676;16.2991125;17.5067848
GLP;Guadeloupe;SSP4_GLP;0.461;0.48;0.491;0.492;0.482;0.465;0.444;0.422;0.399;0.373;0.0674107031;0.0711440536;0.0728525043;0.0730359717;0.0715715548;0.0690589931;0.0659481169;0.062686061;0.0592736723;0.0554139987
GMB;Gambia;SSP4_GMB;1.728;2.228;2.753;3.261;3.73;4.146;4.527;4.886;5.222;5.538;0.830155125;1.20769839;1.65474235;2.13350864;2.60833208;3.0484077;3.45230364;3.8235241;4.16006178;4.46569834
GNB;Guinea-Bissau;SSP4_GNB;1.515;1.842;2.169;2.47;2.733;2.942;3.102;3.224;3.306;3.359;0.450549;0.721411987;1.06056034;1.43601608;1.81319552;2.15583908;2.44868154;2.69064478;2.87662288;3.01586453
GNQ;Equatorial Guinea;SSP4_GNQ;0.7;0.917;1.149;1.371;1.588;1.789;1.965;2.113;2.225;2.296;0.11393618;0.171959518;0.240892616;0.313841781;0.38973976;0.464220283;0.533372735;0.595046033;0.645943061;0.683705467
GRC;Greece;SSP4_GRC;11.359;11.373;11.198;11.01;10.708;10.241;9.635;8.958;8.269;7.544;5.5503715;6.04584599;6.34296515;6.54824174;6.6168893;6.52443689;6.29244616;5.97118874;5.60692024;5.18981134
GRD;Grenada;SSP4_GRD;0.104;0.105;0.103;0.1;0.096;0.091;0.085;0.078;0.072;0.066;0.00682501025;0.00859159161;0.00989693998;0.0107962148;0.0112885792;0.0114046554;0.0111819633;0.0106547962;0.0101325914;0.00951341956
GTM;Guatemala;SSP4_GTM;14.389;18.161;22.473;26.863;31.376;35.775;40.136;44.484;48.791;53.008;3.20696925;4.74207445;6.65629398;8.78143888;11.0700133;13.3833195;15.7015123;18.0050713;20.2661417;22.4546425
GUF;French Guiana;SSP4_GUF;0.231;0.291;0.354;0.411;0.466;0.52;0.571;0.621;0.669;0.714;0.0519915781;0.0683910853;0.0866359156;0.104335621;0.122133232;0.139995641;0.157127827;0.173876271;0.18984624;0.204687287
GUM;Guam;SSP4_GUM;0.18;0.199;0.213;0.22;0.221;0.217;0.21;0.198;0.184;0.167;0.0163045879;0.0186588696;0.0201614515;0.0209181466;0.0210682342;0.0207215085;0.0200759397;0.0189441433;0.017615213;0.0159948645
GUY;Guyana;SSP4_GUY;0.754;0.768;0.761;0.726;0.673;0.611;0.551;0.495;0.442;0.395;0.108727961;0.155654905;0.199191514;0.228493097;0.241289113;0.240156952;0.23120408;0.21770528;0.20116264;0.184358044
HKG;Hong Kong;SSP4_HKG;7.053;7.603;8.117;8.567;8.839;8.932;8.783;8.39;7.764;6.925;4.1345785;4.45699707;4.75831188;5.02210889;5.18155953;5.23607758;5.14873146;4.91834873;4.55137778;4.05954291
HND;Honduras;SSP4_HND;7.601;9.185;10.837;12.392;13.883;15.248;16.522;17.767;19.022;20.303;1.87989725;2.65314121;3.52049284;4.3982678;5.26840113;6.08843494;6.85939605;7.60167644;8.33154154;9.05715785
HRV;Croatia;SSP4_HRV;4.403;4.311;4.174;4.01;3.814;3.589;3.322;3.017;2.7;2.387;1.37950963;1.49286974;1.55027408;1.56665398;1.54728425;1.49857838;1.41872986;1.31191726;1.19137572;1.06606184
HTI;Haiti;SSP4_HTI;9.993;11.23;12.375;13.307;14.045;14.535;14.87;15.156;15.441;15.734;3.17939375;4.57933228;5.71671982;6.59553913;7.27403219;7.75420651;8.10259476;8.38998694;8.65273181;8.90274552
HUN;Hungary;SSP4_HUN;9.984;9.684;9.335;8.915;8.449;7.922;7.293;6.631;6.005;5.414;4.5426905;4.62315239;4.64590865;4.59979919;4.49801329;4.33380029;4.08535795;3.79214782;3.49682385;3.20299327
IDN;Indonesia;SSP4_IDN;239.871;258.522;267.771;268.717;261.103;245.742;224.881;201.059;176.346;152.336;74.20312;97.5453847;116.703705;130.033362;136.437783;135.992142;129.996608;120.216311;108.278433;95.5388754
IND;India;SSP4_IND;1224.614;1376.334;1489.144;1565.23;1600.939;1587.505;1525.97;1426.158;1302.635;1169.26;263.122944;389.424516;526.020825;657.387027;767.28021;840.347057;870.168723;859.80314;818.778147;758.351368
IRL;Ireland;SSP4_IRL;4.47;4.992;5.372;5.684;5.911;6.004;5.961;5.82;5.605;5.318;1.698315;2.0622354;2.36370657;2.62524609;2.83588798;2.9693342;3.02167113;3.0108141;2.94926923;2.83880039
IRN;Iran;SSP4_IRN;73.974;81.709;86.058;88.136;87.911;84.681;78.916;71.39;63.82;57.322;27.300726;33.7905085;37.801162;40.1519658;41.028941;40.2030247;37.9439535;34.6623488;31.2275312;28.2244287
IRQ;Iraq;SSP4_IRQ;31.672;42.22;55.117;69.261;84.387;100.085;116.22;132.866;149.74;166.825;12.789998;18.8260676;26.3303177;34.7659954;43.9390577;53.5853581;63.5864685;73.9538787;84.5074734;95.2195734
ISL;Iceland;SSP4_ISL;0.32;0.365;0.401;0.429;0.451;0.464;0.467;0.461;0.444;0.418;0.0403778438;0.0477164702;0.0528631111;0.0567704423;0.0598090665;0.0616151563;0.0620684094;0.0613076953;0.0590720796;0.0556304066
ISR;Israel;SSP4_ISR;7.418;9.115;10.638;12.03;13.216;14.155;14.992;15.711;16.281;16.719;4.2675425;5.26277271;6.16343576;6.99313832;7.70707123;8.27992743;8.79525634;9.24294684;9.60408263;9.88790239
ITA;Italy;SSP4_ITA;60.551;61.412;60.989;60.214;58.675;56.156;52.918;49.566;46.151;42.244;31.561606;33.5378645;34.7098746;35.5396736;35.7596449;35.2032651;34.0046182;32.5490818;30.8878496;28.7468004
JAM;Jamaica;SSP4_JAM;2.741;2.8;2.773;2.671;2.51;2.304;2.103;1.915;1.73;1.554;1.1979625;1.42630273;1.58672324;1.66871828;1.67596428;1.6182663;1.53548232;1.44065465;1.33203957;1.2184137
JOR;Jordan;SSP4_JOR;6.187;8.106;10.298;12.514;14.789;17.061;19.046;20.755;22.203;23.283;3.12086875;4.4496989;5.94886157;7.46788457;9.01827028;10.5585806;11.9093854;13.0736074;14.0595833;14.7997052
JPN;Japan;SSP4_JPN;126.536;124.147;118.399;111.147;103.098;94.727;85.598;76.267;66.872;57.898;85.024488;88.2284406;88.2824325;86.3537787;82.9714811;78.5727519;72.8654894;66.3847205;59.334575;52.2277691
KAZ;Kazakhstan;SSP4_KAZ;16.026;17.361;18.051;18.382;18.279;17.742;16.888;15.749;14.423;13.006;4.5325035;5.56048346;6.39081543;7.04151767;7.44007181;7.56087365;7.4477268;7.12326347;6.64531832;6.07354803
KEN;Kenya;SSP4_KEN;40.513;52.139;64.995;78.358;91.675;103.901;115.398;126.388;136.331;145.095;3.59234625;6.49734124;10.6328192;15.8002313;21.6230928;27.5353113;33.3594504;39.009781;44.236999;48.940442
KGZ;Kyrgyzstan;SSP4_KGZ;5.334;5.747;5.909;5.909;5.727;5.421;5.057;4.642;4.211;3.793;1.73251088;2.39041465;2.97009977;3.42385035;3.69016756;3.78262845;3.74828456;3.60385651;3.38912096;3.1404252
KHM;Cambodia;SSP4_KHM;14.138;15.314;15.916;15.983;15.654;14.959;13.996;12.885;11.779;10.754;1.30175037;1.9412106;2.66541829;3.38178761;4.00295292;4.43848771;4.65334494;4.66646312;4.54535422;4.34797299
KOR;South Korea;SSP4_KOR;48.184;49.134;48.844;47.209;44.107;40.033;35.658;31.396;27.444;23.861;26.36791;27.749599;28.3571619;28.0640878;26.7498826;24.6865679;22.291897;19.8472096;17.5051571;15.3294477
KWT;Kuwait;SSP4_KWT;2.737;3.551;4.27;4.922;5.406;5.689;5.745;5.592;5.297;4.873;2.16823325;2.85196492;3.43317325;3.95933746;4.34989382;4.5783862;4.62405517;4.50126823;4.26410718;3.9229816
LAO;Laos;SSP4_LAO;6.201;7.179;8.165;8.937;9.651;10.232;10.671;11.156;11.713;12.285;0.230676641;0.382833785;0.551869299;0.703502646;0.839161722;0.951241055;1.03924535;1.12320974;1.20836061;1.29065844
LBN;Lebanon;SSP4_LBN;4.228;4.503;4.673;4.71;4.616;4.408;4.1;3.727;3.338;2.963;2.208249;2.40185838;2.52893055;2.57599482;2.54481237;2.44531499;2.28579335;2.08627581;1.87477864;1.66884379
LBR;Liberia;SSP4_LBR;3.994;5.84;7.949;10.159;12.454;14.725;16.821;18.633;20.008;20.89;1.71948937;3.01370572;4.69902309;6.64400815;8.78096547;10.9833078;13.090725;14.9765138;16.4845;17.5427785
LBY;Libya;SSP4_LBY;6.355;7.352;8.017;8.551;8.9;8.927;8.71;8.358;7.91;7.387;2.5932375;3.2656177;3.75433234;4.14431144;4.41394032;4.49785916;4.43721384;4.29125802;4.08395064;3.82921154
LCA;Saint Lucia;SSP4_LCA;0.174;0.189;0.198;0.201;0.199;0.192;0.181;0.166;0.15;0.134;0.00691977734;0.0107342452;0.0146790773;0.0180247575;0.0203826629;0.0215725411;0.0217000073;0.0208385824;0.0194612179;0.017805716
LKA;Sri Lanka;SSP4_LKA;20.86;22.075;22.497;22.428;21.764;20.67;19.392;17.988;16.547;15.101;3.96258275;6.00997178;8.48110686;11.2327762;13.8342728;15.9226969;17.3429818;18.0004506;17.9829449;17.4176355
LSO;Lesotho;SSP4_LSO;2.171;2.367;2.531;2.648;2.746;2.816;2.862;2.921;2.987;3.062;0.280012906;0.444221157;0.626722934;0.797026919;0.945658599;1.06418672;1.15400011;1.23311625;1.30326764;1.36844193
LTU;Lithuania;SSP4_LTU;3.324;3.167;2.981;2.76;2.53;2.285;2.041;1.814;1.617;1.454;0.81120525;0.846897691;0.850463492;0.825473788;0.78395005;0.727572741;0.663911878;0.600236252;0.542520853;0.493426662
LUX;Luxembourg;SSP4_LUX;0.507;0.589;0.662;0.729;0.784;0.824;0.84;0.833;0.804;0.755;0.211234547;0.253614585;0.29280824;0.329506099;0.360550948;0.384169416;0.39586884;0.39589034;0.384620572;0.363018696
LVA;Latvia;SSP4_LVA;2.252;2.112;1.982;1.854;1.724;1.584;1.433;1.276;1.13;1.001;0.548785312;0.562358718;0.562563017;0.551663961;0.531605685;0.50206447;0.464124822;0.420456463;0.377568891;0.338294886
MAC;Macao;SSP4_MAC;0.544;0.611;0.666;0.712;0.74;0.75;0.738;0.705;0.655;0.591;0.348087875;0.390958992;0.4261517;0.455585601;0.473501889;0.479900563;0.472222154;0.451106529;0.419113158;0.378161644
MAR;Morocco;SSP4_MAR;31.951;34.421;35.622;35.661;34.828;33.241;31.127;28.816;26.592;24.544;12.747107;15.4901579;17.7744242;19.3678486;20.2169151;20.2873843;19.7010604;18.712525;17.5767094;16.4189053
MDA;Moldova;SSP4_MDA;3.573;3.178;2.791;2.411;2.045;1.71;1.42;1.169;0.967;0.816;1.355428;1.47186478;1.49310814;1.43074215;1.30812976;1.15562778;0.999606349;0.848540856;0.718487321;0.617251276
MDG;Madagascar;SSP4_MDG;20.714;27.436;35.599;44.117;53.065;62.004;70.624;78.863;86.396;93.167;0.975687688;1.69709964;2.74547661;4.04428299;5.55226061;7.16804749;8.79795718;10.3884984;11.8660907;13.2026424
MDV;Maldives;SSP4_MDV;0.316;0.358;0.391;0.411;0.423;0.423;0.41;0.385;0.348;0.307;0;0;0;0;0;0;0;0;0;0
MEX;Mexico;SSP4_MEX;113.423;124.818;132.429;136.061;135.602;131.782;126.13;119.269;111.403;102.885;52.769756;63.2151983;70.7138056;75.194134;76.6897729;75.7212792;73.2827012;69.844676;65.6065701;60.8368464
MKD;Macedonia;SSP4_MKD;2.06;2.112;2.15;2.173;2.173;2.141;2.044;1.89;1.705;1.504;0.830367188;0.958545884;1.07574897;1.17530199;1.24862361;1.2881024;1.27252804;1.20651594;1.10834776;0.990493368
MLI;Mali;SSP4_MLI;15.37;20.858;27.362;34.277;41.045;47.189;52.679;57.523;61.577;64.839;3.35909225;6.12535972;9.9047288;14.3407932;18.9846134;23.4206703;27.4978308;31.1510774;34.2671264;36.8281355
MLT;Malta;SSP4_MLT;0.417;0.431;0.435;0.429;0.416;0.399;0.376;0.344;0.31;0.277;0.306530719;0.324730083;0.331445804;0.328926116;0.32019259;0.30788854;0.290642749;0.266230402;0.24012635;0.214700018
MMR;Myanmar;SSP4_MMR;47.963;49.71;49.735;48.009;44.874;40.915;36.728;32.762;29.243;26.24;6.0330145;8.13080005;9.91756275;11.0833088;11.5387185;11.395621;10.8616018;10.1416507;9.37799288;8.65136335
