Projectnr;NummerArtikel;Projectnaam;NaamOpdrachtgever;Plaats;Projectleider;Thema;url;X;Y
20160072;1;Sociale netwerken en (digitaal) buurtplatform BUUV;Libertas Leiden;Leiden;Vincent Kokke;welzijn & zorg;01 Buurtplatform BUUV Leiden;;
